id,material_series_code,rental_code,material_care_type,price,currency,tax_included,period_type,start_date
76,NECOA_ROICE,30000A,SELF_CARE,45.00,USD,N,MONTHLY,2024-01-01
77,NECOA_ROICE,3N000A,SELF_CARE,45.00,USD,N,MONTHLY,2024-01-01
78,NECOA_ROICE,32000A,SELF_CARE,32.00,USD,N,MONTHLY,2024-01-01
79,NECOA_ROICE,32N00A,SELF_CARE,32.00,USD,N,MONTHLY,2024-01-01
80,NECOA_ROICE,32200A,SELF_CARE,25.00,USD,N,MONTHLY,2024-01-01
81,NECOA_ROICE,34000A,SELF_CARE,25.00,USD,N,MONTHLY,2024-01-01
82,NECOA_ROICE,50000A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
83,NECOA_ROICE,5N000A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
84,NECOA_ROICE,52000A,SELF_CARE,23.00,USD,N,MONTHLY,2024-01-01
85,NECOA_ROICE,70000A,SELF_CARE,30.00,USD,N,MONTHLY,2024-01-01
86,NECOA_ROICE,N0000A,HOME_CARE,75.00,USD,N,MONTHLY,2024-01-01
87,NECOA_ROICE,N3000A,HOME_CARE,55.00,USD,N,MONTHLY,2024-01-01
88,NECOA_ROICE,N3N00A,HOME_CARE,55.00,USD,N,MONTHLY,2024-01-01
89,NECOA_ROICE,N3200A,HOME_CARE,42.00,USD,N,MONTHLY,2024-01-01
90,NECOA_ROICE,N32N0A,HOME_CARE,42.00,USD,N,MONTHLY,2024-01-01
91,NECOA_ROICE,N5000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
92,NECOA_ROICE,N5N00A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
93,NECOA_ROICE,30000A,HOME_CARE,55.00,USD,N,MONTHLY,2024-01-01
94,NECOA_ROICE,3N000A,HOME_CARE,55.00,USD,N,MONTHLY,2024-01-01
95,NECOA_ROICE,32000A,HOME_CARE,42.00,USD,N,MONTHLY,2024-01-01
96,NECOA_ROICE,32N00A,HOME_CARE,42.00,USD,N,MONTHLY,2024-01-01
97,NECOA_ROICE,32200A,HOME_CARE,35.00,USD,N,MONTHLY,2024-01-01
98,NECOA_ROICE,34000A,HOME_CARE,35.00,USD,N,MONTHLY,2024-01-01
99,NECOA_ROICE,50000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
100,NECOA_ROICE,5N000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
101,NECOA_ROICE,52000A,HOME_CARE,33.00,USD,N,MONTHLY,2024-01-01
102,NECOA_ROICE,70000A,HOME_CARE,40.00,USD,N,MONTHLY,2024-01-01
103,NECOA_ROBI_HP,N0000A,SELF_CARE,64.00,USD,N,MONTHLY,2024-01-01
104,NECOA_ROBI_HP,N3000A,SELF_CARE,44.00,USD,N,MONTHLY,2024-01-01
105,NECOA_ROBI_HP,N3N00A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
106,NECOA_ROBI_HP,N3200A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
107,NECOA_ROBI_HP,N32N0A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
108,NECOA_ROBI_HP,N5000A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
109,NECOA_ROBI_HP,N5N00A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
110,NECOA_ROBI_HP,30000A,SELF_CARE,44.00,USD,N,MONTHLY,2024-01-01
111,NECOA_ROBI_HP,3N000A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
112,NECOA_ROBI_HP,32000A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
113,NECOA_ROBI_HP,32N00A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
114,NECOA_ROBI_HP,32200A,SELF_CARE,25.00,USD,N,MONTHLY,2024-01-01
115,NECOA_ROBI_HP,34000A,SELF_CARE,25.00,USD,N,MONTHLY,2024-01-01
116,NECOA_ROBI_HP,50000A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
117,NECOA_ROBI_HP,5N000A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
118,NECOA_ROBI_HP,52000A,SELF_CARE,23.00,USD,N,MONTHLY,2024-01-01
119,NECOA_ROBI_HP,70000A,SELF_CARE,30.00,USD,N,MONTHLY,2024-01-01
120,NECOA_ROBI_HP,N0000A,HOME_CARE,74.00,USD,N,MONTHLY,2024-01-01
121,NECOA_ROBI_HP,N3000A,HOME_CARE,54.00,USD,N,MONTHLY,2024-01-01
122,NECOA_ROBI_HP,N3N00A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
123,NECOA_ROBI_HP,N3200A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
124,NECOA_ROBI_HP,N32N0A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
125,NECOA_ROBI_HP,N5000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
126,NECOA_ROBI_HP,N5N00A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
127,NECOA_ROBI_HP,30000A,HOME_CARE,54.00,USD,N,MONTHLY,2024-01-01
128,NECOA_ROBI_HP,3N000A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
129,NECOA_ROBI_HP,32000A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
130,NECOA_ROBI_HP,32N00A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
131,NECOA_ROBI_HP,32200A,HOME_CARE,35.00,USD,N,MONTHLY,2024-01-01
132,NECOA_ROBI_HP,34000A,HOME_CARE,35.00,USD,N,MONTHLY,2024-01-01
133,NECOA_ROBI_HP,50000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
134,NECOA_ROBI_HP,5N000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
135,NECOA_ROBI_HP,52000A,HOME_CARE,33.00,USD,N,MONTHLY,2024-01-01
136,NECOA_ROBI_HP,70000A,HOME_CARE,40.00,USD,N,MONTHLY,2024-01-01
137,NECOA_ROBI,N0000A,SELF_CARE,79.00,USD,N,MONTHLY,2024-01-01
138,NECOA_ROBI,N3000A,SELF_CARE,55.00,USD,N,MONTHLY,2024-01-01
139,NECOA_ROBI,N3N00A,SELF_CARE,55.00,USD,N,MONTHLY,2024-01-01
140,NECOA_ROBI,N3200A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
141,NECOA_ROBI,N32N0A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
142,NECOA_ROBI,N5000A,SELF_CARE,43.00,USD,N,MONTHLY,2024-01-01
143,NECOA_ROBI,N5N00A,SELF_CARE,43.00,USD,N,MONTHLY,2024-01-01
144,NECOA_ROBI,30000A,SELF_CARE,55.00,USD,N,MONTHLY,2024-01-01
145,NECOA_ROBI,3N000A,SELF_CARE,55.00,USD,N,MONTHLY,2024-01-01
146,NECOA_ROBI,32000A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
147,NECOA_ROBI,32N00A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
148,NECOA_ROBI,32200A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
149,NECOA_ROBI,34000A,SELF_CARE,31.00,USD,N,MONTHLY,2024-01-01
150,NECOA_ROBI,50000A,SELF_CARE,43.00,USD,N,MONTHLY,2024-01-01
151,NECOA_ROBI,5N000A,SELF_CARE,43.00,USD,N,MONTHLY,2024-01-01
152,NECOA_ROBI,52000A,SELF_CARE,28.00,USD,N,MONTHLY,2024-01-01
153,NECOA_ROBI,70000A,SELF_CARE,37.00,USD,N,MONTHLY,2024-01-01
154,NECOA_ROBI,N0000A,HOME_CARE,89.00,USD,N,MONTHLY,2024-01-01
155,NECOA_ROBI,N3000A,HOME_CARE,65.00,USD,N,MONTHLY,2024-01-01
156,NECOA_ROBI,N3N00A,HOME_CARE,65.00,USD,N,MONTHLY,2024-01-01
157,NECOA_ROBI,N3200A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
158,NECOA_ROBI,N32N0A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
159,NECOA_ROBI,N5000A,HOME_CARE,53.00,USD,N,MONTHLY,2024-01-01
160,NECOA_ROBI,N5N00A,HOME_CARE,53.00,USD,N,MONTHLY,2024-01-01
161,NECOA_ROBI,30000A,HOME_CARE,65.00,USD,N,MONTHLY,2024-01-01
162,NECOA_ROBI,3N000A,HOME_CARE,65.00,USD,N,MONTHLY,2024-01-01
163,NECOA_ROBI,32000A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
164,NECOA_ROBI,32N00A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
165,NECOA_ROBI,32200A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
166,NECOA_ROBI,34000A,HOME_CARE,41.00,USD,N,MONTHLY,2024-01-01
167,NECOA_ROBI,50000A,HOME_CARE,53.00,USD,N,MONTHLY,2024-01-01
168,NECOA_ROBI,5N000A,HOME_CARE,53.00,USD,N,MONTHLY,2024-01-01
169,NECOA_ROBI,52000A,HOME_CARE,38.00,USD,N,MONTHLY,2024-01-01
170,NECOA_ROBI,70000A,HOME_CARE,47.00,USD,N,MONTHLY,2024-01-01
171,NECOA_NTBI,N0000A,SELF_CARE,71.00,USD,N,MONTHLY,2024-01-01
172,NECOA_NTBI,N3000A,SELF_CARE,49.00,USD,N,MONTHLY,2024-01-01
173,NECOA_NTBI,N3N00A,SELF_CARE,49.00,USD,N,MONTHLY,2024-01-01
174,NECOA_NTBI,N3200A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
175,NECOA_NTBI,N32N0A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
176,NECOA_NTBI,N5000A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
177,NECOA_NTBI,N5N00A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
178,NECOA_NTBI,30000A,SELF_CARE,49.00,USD,N,MONTHLY,2024-01-01
179,NECOA_NTBI,3N000A,SELF_CARE,49.00,USD,N,MONTHLY,2024-01-01
180,NECOA_NTBI,32000A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
181,NECOA_NTBI,32N00A,SELF_CARE,35.00,USD,N,MONTHLY,2024-01-01
182,NECOA_NTBI,32200A,SELF_CARE,27.00,USD,N,MONTHLY,2024-01-01
183,NECOA_NTBI,34000A,SELF_CARE,27.00,USD,N,MONTHLY,2024-01-01
184,NECOA_NTBI,50000A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
185,NECOA_NTBI,5N000A,SELF_CARE,39.00,USD,N,MONTHLY,2024-01-01
186,NECOA_NTBI,52000A,SELF_CARE,26.00,USD,N,MONTHLY,2024-01-01
187,NECOA_NTBI,70000A,SELF_CARE,33.00,USD,N,MONTHLY,2024-01-01
188,NECOA_NTBI,N0000A,HOME_CARE,81.00,USD,N,MONTHLY,2024-01-01
189,NECOA_NTBI,N3000A,HOME_CARE,59.00,USD,N,MONTHLY,2024-01-01
190,NECOA_NTBI,N3N00A,HOME_CARE,59.00,USD,N,MONTHLY,2024-01-01
191,NECOA_NTBI,N3200A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
192,NECOA_NTBI,N32N0A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
193,NECOA_NTBI,N5000A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
194,NECOA_NTBI,N5N00A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
195,NECOA_NTBI,30000A,HOME_CARE,59.00,USD,N,MONTHLY,2024-01-01
196,NECOA_NTBI,3N000A,HOME_CARE,59.00,USD,N,MONTHLY,2024-01-01
197,NECOA_NTBI,32000A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
198,NECOA_NTBI,32N00A,HOME_CARE,45.00,USD,N,MONTHLY,2024-01-01
199,NECOA_NTBI,32200A,HOME_CARE,37.00,USD,N,MONTHLY,2024-01-01
200,NECOA_NTBI,34000A,HOME_CARE,37.00,USD,N,MONTHLY,2024-01-01
201,NECOA_NTBI,50000A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
202,NECOA_NTBI,5N000A,HOME_CARE,49.00,USD,N,MONTHLY,2024-01-01
203,NECOA_NTBI,52000A,HOME_CARE,36.00,USD,N,MONTHLY,2024-01-01
204,NECOA_NTBI,70000A,HOME_CARE,43.00,USD,N,MONTHLY,2024-01-01
205,NECOA_ROCT,N0000A,SELF_CARE,70.00,USD,N,MONTHLY,2023-10-01
206,NECOA_ROCT,N3000A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
207,NECOA_ROCT,N3N00A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
208,NECOA_ROCT,N3200A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
209,NECOA_ROCT,N32N0A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
210,NECOA_ROCT,N5000A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
211,NECOA_ROCT,N5N00A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
212,NECOA_ROCT,30000A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
213,NECOA_ROCT,3N000A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
214,NECOA_ROCT,32000A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
215,NECOA_ROCT,32N00A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
216,NECOA_ROCT,32200A,SELF_CARE,30.00,USD,N,MONTHLY,2023-10-01
217,NECOA_ROCT,34000A,SELF_CARE,30.00,USD,N,MONTHLY,2023-10-01
218,NECOA_ROCT,50000A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
219,NECOA_ROCT,5N000A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
220,NECOA_ROCT,52000A,SELF_CARE,28.00,USD,N,MONTHLY,2023-10-01
221,NECOA_ROCT,70000A,SELF_CARE,35.00,USD,N,MONTHLY,2023-10-01
222,NECOA_ROCT,N0000A,HOME_CARE,80.00,USD,N,MONTHLY,2023-10-01
223,NECOA_ROCT,N3000A,HOME_CARE,60.00,USD,N,MONTHLY,2023-10-01
224,NECOA_ROCT,N3N00A,HOME_CARE,60.00,USD,N,MONTHLY,2023-10-01
225,NECOA_ROCT,N3200A,HOME_CARE,47.00,USD,N,MONTHLY,2023-10-01
226,NECOA_ROCT,N32N0A,HOME_CARE,47.00,USD,N,MONTHLY,2023-10-01
227,NECOA_ROCT,N5000A,HOME_CARE,50.00,USD,N,MONTHLY,2023-10-01
228,NECOA_ROCT,N5N00A,HOME_CARE,50.00,USD,N,MONTHLY,2023-10-01
229,NECOA_ROCT,30000A,HOME_CARE,60.00,USD,N,MONTHLY,2023-10-01
230,NECOA_ROCT,3N000A,HOME_CARE,60.00,USD,N,MONTHLY,2023-10-01
231,NECOA_ROCT,32000A,HOME_CARE,47.00,USD,N,MONTHLY,2023-10-01
232,NECOA_ROCT,32N00A,HOME_CARE,47.00,USD,N,MONTHLY,2023-10-01
233,NECOA_ROCT,32200A,HOME_CARE,40.00,USD,N,MONTHLY,2023-10-01
234,NECOA_ROCT,34000A,HOME_CARE,40.00,USD,N,MONTHLY,2023-10-01
235,NECOA_ROCT,50000A,HOME_CARE,50.00,USD,N,MONTHLY,2023-10-01
236,NECOA_ROCT,5N000A,HOME_CARE,50.00,USD,N,MONTHLY,2023-10-01
237,NECOA_ROCT,52000A,HOME_CARE,38.00,USD,N,MONTHLY,2023-10-01
238,NECOA_ROCT,70000A,HOME_CARE,45.00,USD,N,MONTHLY,2023-10-01
239,NECOA_NTCT,N0000A,SELF_CARE,98.00,USD,N,MONTHLY,2023-10-01
240,NECOA_NTCT,N3000A,SELF_CARE,70.00,USD,N,MONTHLY,2023-10-01
241,NECOA_NTCT,N3N00A,SELF_CARE,70.00,USD,N,MONTHLY,2023-10-01
242,NECOA_NTCT,N3200A,SELF_CARE,51.00,USD,N,MONTHLY,2023-10-01
243,NECOA_NTCT,N32N0A,SELF_CARE,51.00,USD,N,MONTHLY,2023-10-01
244,NECOA_NTCT,N5000A,SELF_CARE,41.00,USD,N,MONTHLY,2023-10-01
245,NECOA_NTCT,N5N00A,SELF_CARE,55.00,USD,N,MONTHLY,2023-10-01
246,NECOA_NTCT,30000A,SELF_CARE,70.00,USD,N,MONTHLY,2023-10-01
247,NECOA_NTCT,3N000A,SELF_CARE,70.00,USD,N,MONTHLY,2023-10-01
248,NECOA_NTCT,32000A,SELF_CARE,51.00,USD,N,MONTHLY,2023-10-01
249,NECOA_NTCT,32N00A,SELF_CARE,51.00,USD,N,MONTHLY,2023-10-01
250,NECOA_NTCT,32200A,SELF_CARE,41.00,USD,N,MONTHLY,2023-10-01
251,NECOA_NTCT,34000A,SELF_CARE,41.00,USD,N,MONTHLY,2023-10-01
252,NECOA_NTCT,50000A,SELF_CARE,41.00,USD,N,MONTHLY,2023-10-01
253,NECOA_NTCT,5N000A,SELF_CARE,55.00,USD,N,MONTHLY,2023-10-01
254,NECOA_NTCT,52000A,SELF_CARE,38.00,USD,N,MONTHLY,2023-10-01
255,NECOA_NTCT,70000A,SELF_CARE,48.00,USD,N,MONTHLY,2023-10-01
256,NECOA_NTCT,N0000A,HOME_CARE,108.00,USD,N,MONTHLY,2023-10-01
257,NECOA_NTCT,N3000A,HOME_CARE,80.00,USD,N,MONTHLY,2023-10-01
258,NECOA_NTCT,N3N00A,HOME_CARE,80.00,USD,N,MONTHLY,2023-10-01
259,NECOA_NTCT,N3200A,HOME_CARE,61.00,USD,N,MONTHLY,2023-10-01
260,NECOA_NTCT,N32N0A,HOME_CARE,61.00,USD,N,MONTHLY,2023-10-01
261,NECOA_NTCT,N5000A,HOME_CARE,51.00,USD,N,MONTHLY,2023-10-01
262,NECOA_NTCT,N5N00A,HOME_CARE,65.00,USD,N,MONTHLY,2023-10-01
263,NECOA_NTCT,30000A,HOME_CARE,80.00,USD,N,MONTHLY,2023-10-01
264,NECOA_NTCT,3N000A,HOME_CARE,80.00,USD,N,MONTHLY,2023-10-01
265,NECOA_NTCT,32000A,HOME_CARE,61.00,USD,N,MONTHLY,2023-10-01
266,NECOA_NTCT,32N00A,HOME_CARE,61.00,USD,N,MONTHLY,2023-10-01
267,NECOA_NTCT,32200A,HOME_CARE,51.00,USD,N,MONTHLY,2023-10-01
268,NECOA_NTCT,34000A,HOME_CARE,51.00,USD,N,MONTHLY,2023-10-01
269,NECOA_NTCT,50000A,HOME_CARE,51.00,USD,N,MONTHLY,2023-10-01
270,NECOA_NTCT,5N000A,HOME_CARE,65.00,USD,N,MONTHLY,2023-10-01
271,NECOA_NTCT,52000A,HOME_CARE,48.00,USD,N,MONTHLY,2023-10-01
272,NECOA_NTCT,70000A,HOME_CARE,58.00,USD,N,MONTHLY,2023-10-01
273,NECOA_ROICE,N0000A,SELF_CARE,70.00,USD,N,MONTHLY,2023-10-01
274,NECOA_ROICE,N3000A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
275,NECOA_ROICE,N3N00A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
276,NECOA_ROICE,N3200A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
277,NECOA_ROICE,N32N0A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
278,NECOA_ROICE,N5000A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
279,NECOA_ROICE,N5N00A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
280,NECOA_ROICE,30000A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
281,NECOA_ROICE,3N000A,SELF_CARE,50.00,USD,N,MONTHLY,2023-10-01
282,NECOA_ROICE,32000A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
283,NECOA_ROICE,32N00A,SELF_CARE,37.00,USD,N,MONTHLY,2023-10-01
284,NECOA_ROICE,32200A,SELF_CARE,30.00,USD,N,MONTHLY,2023-10-01
285,NECOA_ROICE,34000A,SELF_CARE,30.00,USD,N,MONTHLY,2023-10-01
286,NECOA_ROICE,50000A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
287,NECOA_ROICE,5N000A,SELF_CARE,40.00,USD,N,MONTHLY,2023-10-01
288,NECOA_ROICE,52000A,SELF_CARE,28.00,USD,N,MONTHLY,2023-10-01
289,NECOA_ROICE,70000A,SELF_CARE,35.00,USD,N,MONTHLY,2023-10-01
