is_active,price,rate,create_time,update_time,entity,field,hash_code,title,value
Y,0.0000,0.0625,2024-12-06 14:21:23.842971 +00:00,2024-12-06 14:21:23.842976 +00:00,CollectOrderItem,order_item_id,9df5cbea81183929c6a76d66bccc279c,State Dallas,0105434100015-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.843274 +00:00,2024-12-06 14:21:23.843278 +00:00,CollectOrderItem,order_item_id,532dea5dc517401de52394051196fbd1,State Dallas,0105434100014-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.843557 +00:00,2024-12-06 14:21:23.843560 +00:00,CollectOrderItem,order_item_id,f631f9eaade9a0419b95b32385fc3f92,State Dallas,0105434100013-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.843906 +00:00,2024-12-06 14:21:23.843908 +00:00,CollectOrderItem,order_item_id,5598609a7c6ea206d6f757ee352ba5c7,State Dallas,0105434100012-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.844360 +00:00,2024-12-06 14:21:23.844365 +00:00,CollectOrderItem,order_item_id,d04f77a617cc5052d92129207cbd6e4f,State Dallas,0105434100011-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.844674 +00:00,2024-12-06 14:21:23.844678 +00:00,CollectOrderItem,order_item_id,5216236792e3875f5a3eddaaee89279c,State Dallas,0105434100010-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.844991 +00:00,2024-12-06 14:21:23.844995 +00:00,CollectOrderItem,order_item_id,6621da331174edc2c06b2dc3d150c024,State Dallas,0105434100009-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.845279 +00:00,2024-12-06 14:21:23.845283 +00:00,CollectOrderItem,order_item_id,90d496df7814d9b735b0864eabf8be14,State Dallas,0105434100008-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.845590 +00:00,2024-12-06 14:21:23.845595 +00:00,CollectOrderItem,order_item_id,ea913aec54cb84118da8f240465ff9fb,State Dallas,0105434100007-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.845910 +00:00,2024-12-06 14:21:23.845914 +00:00,CollectOrderItem,order_item_id,bd5047bb2b22886e6d40ccf1a69cc232,State Dallas,0105434100006-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.846199 +00:00,2024-12-06 14:21:23.846201 +00:00,CollectOrderItem,order_item_id,f69a0ea9dd63396d8399cac41db86d0e,State Dallas,0105434100005-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.846469 +00:00,2024-12-06 14:21:23.846472 +00:00,CollectOrderItem,order_item_id,c14d3c7ef23b4d14354237646f2fe15b,State Dallas,0105434100004-0301
Y,0.0000,0.0625,2024-12-06 14:21:23.846797 +00:00,2024-12-06 14:21:23.846829 +00:00,CollectOrderItem,order_item_id,e1ba78923044d8973a441b5156bc435a,State Dallas,0105434100004-0201
Y,0.0000,0.0625,2024-12-06 14:21:23.847167 +00:00,2024-12-06 14:21:23.847171 +00:00,CollectOrderItem,order_item_id,d87147e0e53e7a1d7936b55b31f2946e,State Dallas,0105434100004-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.847488 +00:00,2024-12-06 14:21:23.847492 +00:00,CollectOrderItem,order_item_id,e1b50707c1cb91ebfabf763a4c1f6065,State Dallas,0105434100003-0201
Y,0.0000,0.0625,2024-12-06 14:21:23.847953 +00:00,2024-12-06 14:21:23.847973 +00:00,CollectOrderItem,order_item_id,56ab46cacad1829064366e188b69dd74,State Dallas,0105434100003-0301
Y,0.0000,0.0625,2024-12-06 14:21:23.848331 +00:00,2024-12-06 14:21:23.848342 +00:00,CollectOrderItem,order_item_id,1eb495130d4a17b345da022856319166,State Dallas,0105434100003-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.848707 +00:00,2024-12-06 14:21:23.848711 +00:00,CollectOrderItem,order_item_id,0281877575a2b8ad94a6228442190f99,State Dallas,0105434100002-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.849039 +00:00,2024-12-06 14:21:23.849043 +00:00,CollectOrderItem,order_item_id,50bca5b0aa90d35dcaf57ba2dd34f6a5,State Dallas,0105434100001-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.849314 +00:00,2024-12-06 14:21:23.849317 +00:00,CollectOrderItem,order_item_id,9153989f2f7e43838645a3bb2af7c20c,State Dallas,0105434000056-0101
Y,95.0000,0.0625,2024-12-06 14:21:23.849627 +00:00,2024-12-06 14:21:23.849630 +00:00,CollectOrderItem,order_item_id,c6855c26f2affa054e7a33c21832cc7d,State Dallas,0105434000055-0102
Y,0.0000,0.0625,2024-12-06 14:21:23.849903 +00:00,2024-12-06 14:21:23.849906 +00:00,CollectOrderItem,order_item_id,d3113006d06da33ef474a27a717f364c,State Dallas,0105434000054-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.850198 +00:00,2024-12-06 14:21:23.850201 +00:00,CollectOrderItem,order_item_id,13c91190b741f0d7b1880b28208e1726,State Dallas,0105434000053-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.850486 +00:00,2024-12-06 14:21:23.850490 +00:00,CollectOrderItem,order_item_id,0d8fb8bb73786d9bef0cda5e7a0ef33f,State Dallas,0105434000052-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.850785 +00:00,2024-12-06 14:21:23.850788 +00:00,CollectOrderItem,order_item_id,c0dfbea58aa53003a5041f57683fac38,State Dallas,0105434000051-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.851074 +00:00,2024-12-06 14:21:23.851077 +00:00,CollectOrderItem,order_item_id,050fd27df069d04e8d1748cd6a3db25f,State Dallas,0105434000050-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.851342 +00:00,2024-12-06 14:21:23.851346 +00:00,CollectOrderItem,order_item_id,103867db9cb2202dd591a103b74e7dbd,State Dallas,0105434000049-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.851667 +00:00,2024-12-06 14:21:23.851669 +00:00,CollectOrderItem,order_item_id,209c45e1a0522211f357739909d83360,State Dallas,0105434000048-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.851987 +00:00,2024-12-06 14:21:23.851991 +00:00,CollectOrderItem,order_item_id,92399817815c585965c3c1a5f93d85a9,State Dallas,0105434000047-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.852329 +00:00,2024-12-06 14:21:23.852333 +00:00,CollectOrderItem,order_item_id,d9539649f7e35ae411a166b0788491ce,State Dallas,0105434000046-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.852649 +00:00,2024-12-06 14:21:23.852658 +00:00,CollectOrderItem,order_item_id,063ffa37b59c7f1fb9b2acf9ea8e8f6d,State Dallas,0105434000045-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.853056 +00:00,2024-12-06 14:21:23.853061 +00:00,CollectOrderItem,order_item_id,886d468123dff7348dc484325cecce86,State Dallas,0105434000044-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.853366 +00:00,2024-12-06 14:21:23.853369 +00:00,CollectOrderItem,order_item_id,757cbcae3a81514eb1df8c6dc7dc5b54,State Dallas,0105434000043-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.853711 +00:00,2024-12-06 14:21:23.853716 +00:00,CollectOrderItem,order_item_id,c72e5285bdf57b92fec03f44c1bfb9ba,State Dallas,0105434000042-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.854202 +00:00,2024-12-06 14:21:23.854206 +00:00,CollectOrderItem,order_item_id,367cf479c680213b6b0b2b1cb0226562,State Dallas,0105434000041-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.854500 +00:00,2024-12-06 14:21:23.854503 +00:00,CollectOrderItem,order_item_id,c81c51782a966abb27249c88754b7afb,State Dallas,0105434000040-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.854793 +00:00,2024-12-06 14:21:23.854797 +00:00,CollectOrderItem,order_item_id,3759c021ef2d149d2e60b0883bb5cef1,State Dallas,0105434000039-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.855059 +00:00,2024-12-06 14:21:23.855063 +00:00,CollectOrderItem,order_item_id,d4d7c1d394cbbdd31e4b026c2b960f91,State Dallas,0105434000038-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.855363 +00:00,2024-12-06 14:21:23.855369 +00:00,CollectOrderItem,order_item_id,c0fdc06549e4338b6fa175bcec95bbed,State Dallas,0105434000037-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.855731 +00:00,2024-12-06 14:21:23.855735 +00:00,CollectOrderItem,order_item_id,18f6a6c76a624d82cda59d224e10cb06,State Dallas,0105434000036-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.855988 +00:00,2024-12-06 14:21:23.855991 +00:00,CollectOrderItem,order_item_id,f2585994be02ca67e3f837b65e33d957,State Dallas,0105434000035-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.856254 +00:00,2024-12-06 14:21:23.856258 +00:00,CollectOrderItem,order_item_id,bef41538f480b8f810b0483fca7e7654,State Dallas,0105434000034-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.856556 +00:00,2024-12-06 14:21:23.856559 +00:00,CollectOrderItem,order_item_id,870e052a0213b2da0d64eb0504019fb9,State Dallas,0105434000033-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.856920 +00:00,2024-12-06 14:21:23.856923 +00:00,CollectOrderItem,order_item_id,46b01c2218641ac2f7538ff2d17e307c,State Dallas,0105434000032-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.857234 +00:00,2024-12-06 14:21:23.857246 +00:00,CollectOrderItem,order_item_id,da70b93d0977643f9b2563da6e6867dc,State Dallas,0105434000031-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.857685 +00:00,2024-12-06 14:21:23.857691 +00:00,CollectOrderItem,order_item_id,925f7a0ce0da2ccd48b4637e6296a434,State Dallas,0105434000030-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.858143 +00:00,2024-12-06 14:21:23.858150 +00:00,CollectOrderItem,order_item_id,825910b76442a3abe4756c1ec8058c9f,State Dallas,0105434000029-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.858566 +00:00,2024-12-06 14:21:23.858571 +00:00,CollectOrderItem,order_item_id,dd67dbf3de9e854fb67b57a54761d8c1,State Dallas,0105434000028-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.858956 +00:00,2024-12-06 14:21:23.858960 +00:00,CollectOrderItem,order_item_id,5bff2d78e73c66088eecf1c91ce91fc2,State Dallas,0105434000027-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.859359 +00:00,2024-12-06 14:21:23.859365 +00:00,CollectOrderItem,order_item_id,3bc4e989a8d78d231ce2262006ff2f15,State Dallas,0105434000026-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.859761 +00:00,2024-12-06 14:21:23.859766 +00:00,CollectOrderItem,order_item_id,89beaf50e511ae0192b487ffac941c4f,State Dallas,0105434000025-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.860043 +00:00,2024-12-06 14:21:23.860046 +00:00,CollectOrderItem,order_item_id,6c2fe9eb8033c77fb2dc9d5302899b81,State Dallas,0105434000024-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.860284 +00:00,2024-12-06 14:21:23.860287 +00:00,CollectOrderItem,order_item_id,1465cb9bef353a5a9c3de44f25d18fc6,State Dallas,0105434000023-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.860575 +00:00,2024-12-06 14:21:23.860578 +00:00,CollectOrderItem,order_item_id,695c2b7302d879e0982dafc0265207fd,State Dallas,0105434000023-0201
Y,0.0000,0.0625,2024-12-06 14:21:23.860859 +00:00,2024-12-06 14:21:23.860862 +00:00,CollectOrderItem,order_item_id,d1e5b20b8ba660315f6d37c5f277324a,State Dallas,0105434000022-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.861161 +00:00,2024-12-06 14:21:23.861165 +00:00,CollectOrderItem,order_item_id,5bdaf0d9c639ae3041e791d72731702a,State Dallas,0105434000021-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.861435 +00:00,2024-12-06 14:21:23.861438 +00:00,CollectOrderItem,order_item_id,3e10218bc106a60f64d4236f114f3f1f,State Dallas,0105434000020-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.861717 +00:00,2024-12-06 14:21:23.861719 +00:00,CollectOrderItem,order_item_id,e79eb35e0814e0bd275745cb05f155ff,State Dallas,0105434000019-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.862017 +00:00,2024-12-06 14:21:23.862019 +00:00,CollectOrderItem,order_item_id,f253a2c5451600c70726d003b04fb6ae,State Dallas,0105434000018-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.862289 +00:00,2024-12-06 14:21:23.862294 +00:00,CollectOrderItem,order_item_id,162da6d95794fba400726954ba6493eb,State Dallas,0105434000017-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.862626 +00:00,2024-12-06 14:21:23.862629 +00:00,CollectOrderItem,order_item_id,8a1d5410f16f7ad4744b3ce7abbf396f,State Dallas,0105434000016-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.862959 +00:00,2024-12-06 14:21:23.862963 +00:00,CollectOrderItem,order_item_id,525f35a3e7592964221165043acbb8cf,State Dallas,0105434000015-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.863288 +00:00,2024-12-06 14:21:23.863296 +00:00,CollectOrderItem,order_item_id,d2dfcc7395b11a010f969b6e52453f76,State Dallas,0105434000014-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.863570 +00:00,2024-12-06 14:21:23.863573 +00:00,CollectOrderItem,order_item_id,32d04bc7cbfcccef553bb69e009f28b9,State Dallas,0105434000013-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.863910 +00:00,2024-12-06 14:21:23.863913 +00:00,CollectOrderItem,order_item_id,b5c8febcae24a03bd9d921f10f51d7d7,State Dallas,0105434000012-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.864206 +00:00,2024-12-06 14:21:23.864209 +00:00,CollectOrderItem,order_item_id,891cb5310e9745c836ed03fa95588d1b,State Dallas,0105434000011-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.864477 +00:00,2024-12-06 14:21:23.864481 +00:00,CollectOrderItem,order_item_id,780d5aa424214b75b773b80bc47e2673,State Dallas,0105434000010-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.864810 +00:00,2024-12-06 14:21:23.864816 +00:00,CollectOrderItem,order_item_id,e5307493df7e8a69d28737c01d34f433,State Dallas,0105434000009-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.865154 +00:00,2024-12-06 14:21:23.865157 +00:00,CollectOrderItem,order_item_id,4969d3703817bc7b3aba7b1f142e0017,State Dallas,0105434000008-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.865455 +00:00,2024-12-06 14:21:23.865458 +00:00,CollectOrderItem,order_item_id,13514242bc3f559925a8dfa05076086c,State Dallas,0105434000007-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.865760 +00:00,2024-12-06 14:21:23.865763 +00:00,CollectOrderItem,order_item_id,6f8aa8b308dc5e23319689bf8ff805c6,State Dallas,0105434000006-0101
Y,0.0000,0.0625,2024-12-06 14:21:23.866128 +00:00,2024-12-06 14:21:23.866132 +00:00,CollectOrderItem,order_item_id,00b6c43566e57a9c788becc13a664529,State Dallas,0105434000005-0101
Y,84.3750,0.0625,2024-12-06 14:21:23.866492 +00:00,2024-12-06 14:21:23.866498 +00:00,CollectOrderItem,order_item_id,1477d9fa87469b907f765445e019bd46,State Dallas,0105434000004-0202
Y,84.3750,0.0625,2024-12-06 14:21:23.866884 +00:00,2024-12-06 14:21:23.866889 +00:00,CollectOrderItem,order_item_id,7a918dd0fc75f95209caf98d4b05d2cd,State Dallas,0105434000004-0302
Y,84.3750,0.0625,2024-12-06 14:21:23.867315 +00:00,2024-12-06 14:21:23.867320 +00:00,CollectOrderItem,order_item_id,283721af850e177e4ebddf62e8a5d832,State Dallas,0105434000004-0402
Y,84.3750,0.0625,2024-12-06 14:21:23.867696 +00:00,2024-12-06 14:21:23.867699 +00:00,CollectOrderItem,order_item_id,38f90a8f869311ca769b7fc09a3117f2,State Dallas,0105434000004-0502
Y,84.3750,0.0625,2024-12-06 14:21:23.868013 +00:00,2024-12-06 14:21:23.868018 +00:00,CollectOrderItem,order_item_id,03b09b4445576cee10f347aa08294563,State Dallas,0105434000004-0602
Y,84.3750,0.0625,2024-12-06 14:21:23.868323 +00:00,2024-12-06 14:21:23.868329 +00:00,CollectOrderItem,order_item_id,7f756e160c96a433d191395025c9cf24,State Dallas,0105434000004-0102
Y,0.0000,0.0625,2024-12-06 14:21:23.868610 +00:00,2024-12-06 14:21:23.868621 +00:00,CollectOrderItem,order_item_id,e56f01d6a063dfdf8e64a41e16145f55,State Dallas,0105434000003-0101
Y,126.8750,0.0625,2024-12-06 14:21:23.869023 +00:00,2024-12-06 14:21:23.869026 +00:00,CollectOrderItem,order_item_id,e128396d421b4dc7d6fd94eab1e5e702,State Dallas,0105434000002-0102
Y,0.0000,0.0625,2024-12-06 14:21:23.869342 +00:00,2024-12-06 14:21:23.869346 +00:00,CollectOrderItem,order_item_id,e96f6cac7f09851033a33be6d65f5c55,State Dallas,0105434000001-0101
