hash_code,create_time,update_time,is_active,entity,field,value,discount_price,item_price,prepaid_amount,tax,currency
effd34ba1ae57c2b6cfc1968b720cfe9,2024-12-06 14:06:01.533647 +00:00,2024-12-06 14:06:01.533649 +00:00,Y,CollectChargeItem,order_item_id,0105434100038-0101,0.0000,0.0000,0.0000,,USD
75d1029ee462812e41738f93ba2b61e2,2024-12-06 14:06:01.533923 +00:00,2024-12-06 14:06:01.533925 +00:00,Y,CollectChargeItem,order_item_id,0105434100037-0101,0.0000,0.0000,0.0000,,USD
914acb7611580e626e71ecbb157568e4,2024-12-06 14:06:01.534253 +00:00,2024-12-06 14:06:01.534255 +00:00,Y,CollectChargeItem,order_item_id,0105434100036-0101,0.0000,0.0000,0.0000,,USD
79a3c4201fef04f7ce116ce783bc5cd0,2024-12-06 14:06:01.534487 +00:00,2024-12-06 14:06:01.534489 +00:00,Y,CollectChargeItem,order_item_id,0105434100035-0101,0.0000,0.0000,0.0000,,USD
2f578f68392233e2765ef390f5e72d21,2024-12-06 14:06:01.534839 +00:00,2024-12-06 14:06:01.534845 +00:00,Y,CollectChargeItem,order_item_id,0105434100034-0101,0.0000,0.0000,0.0000,,USD
8f1ec56184fc8f0515fbf07c757c44ff,2024-12-06 14:06:01.535157 +00:00,2024-12-06 14:06:01.535160 +00:00,Y,CollectChargeItem,order_item_id,0105434100033-0101,0.0000,0.0000,0.0000,,USD
c66984cb60c416c51790676d3fc437c3,2024-12-06 14:06:01.535378 +00:00,2024-12-06 14:06:01.535380 +00:00,Y,CollectChargeItem,order_item_id,0105434100032-0101,0.0000,0.0000,0.0000,,USD
54e30bc9a3935a7793746c766d6a241c,2024-12-06 14:06:01.535611 +00:00,2024-12-06 14:06:01.535613 +00:00,Y,CollectChargeItem,order_item_id,0105434100031-0101,0.0000,0.0000,0.0000,,USD
0210fc47126d338226451a14cf4a5760,2024-12-06 14:06:01.535812 +00:00,2024-12-06 14:06:01.535813 +00:00,Y,CollectChargeItem,order_item_id,0105434100030-0101,0.0000,0.0000,0.0000,,USD
70e4465ec5f482bf57b3d7b5303602f3,2024-12-06 14:06:01.536090 +00:00,2024-12-06 14:06:01.536094 +00:00,Y,CollectChargeItem,order_item_id,0105434100029-0101,0.0000,0.0000,0.0000,,USD
36a9da2c519b5bf29338c8d2ec103e1e,2024-12-06 14:06:01.536329 +00:00,2024-12-06 14:06:01.536332 +00:00,Y,CollectChargeItem,order_item_id,0105434100028-0101,0.0000,0.0000,0.0000,,USD
eb4f6f1912cbe9003dfba53e4300afcc,2024-12-06 14:06:01.536551 +00:00,2024-12-06 14:06:01.536554 +00:00,Y,CollectChargeItem,order_item_id,0105434100027-0101,0.0000,0.0000,0.0000,,USD
7d1aa25fb38241cc01b79015d15fddcc,2024-12-06 14:06:01.536779 +00:00,2024-12-06 14:06:01.536781 +00:00,Y,CollectChargeItem,order_item_id,0105434100026-0101,0.0000,0.0000,0.0000,,USD
88baec586a738550764bc73732b83d06,2024-12-06 14:06:01.537018 +00:00,2024-12-06 14:06:01.537021 +00:00,Y,CollectChargeItem,order_item_id,0105434100025-0101,0.0000,0.0000,0.0000,,USD
4369ea481eb00b98c497b45dfbe8b1ba,2024-12-06 14:06:01.537255 +00:00,2024-12-06 14:06:01.537259 +00:00,Y,CollectChargeItem,order_item_id,0105434100024-0101,0.0000,0.0000,0.0000,,USD
79a3448f54e2697c912b250223fb11a8,2024-12-06 14:06:01.537551 +00:00,2024-12-06 14:06:01.537554 +00:00,Y,CollectChargeItem,order_item_id,0105434100023-0101,0.0000,0.0000,0.0000,,USD
4c2d00d4b59197e5facc3293cc5c87a2,2024-12-06 14:06:01.537825 +00:00,2024-12-06 14:06:01.537827 +00:00,Y,CollectChargeItem,order_item_id,0105434100022-0101,0.0000,0.0000,0.0000,,USD
c0572c950c39cc46490f82d2e529a89b,2024-12-06 14:06:01.538189 +00:00,2024-12-06 14:06:01.538191 +00:00,Y,CollectChargeItem,order_item_id,0105434100021-0101,0.0000,0.0000,0.0000,,USD
77c85e7f7781253439e956b3e5e66e2d,2024-12-06 14:06:01.538407 +00:00,2024-12-06 14:06:01.538410 +00:00,Y,CollectChargeItem,order_item_id,0105434100020-0101,0.0000,0.0000,0.0000,,USD
d9955ac0bc9fc9d7b6133c7b7d99cfbe,2024-12-06 14:06:01.538649 +00:00,2024-12-06 14:06:01.538652 +00:00,Y,CollectChargeItem,order_item_id,0105434100019-0101,0.0000,0.0000,0.0000,,USD
ad60723f76428673b1e886e6b9ef1516,2024-12-06 14:06:01.538981 +00:00,2024-12-06 14:06:01.538984 +00:00,Y,CollectChargeItem,order_item_id,0105434100018-0101,0.0000,0.0000,0.0000,,USD
c7a4790b3df3bc1f289803b0a40c587e,2024-12-06 14:06:01.539226 +00:00,2024-12-06 14:06:01.539230 +00:00,Y,CollectChargeItem,order_item_id,0105434100017-0101,0.0000,0.0000,0.0000,,USD
192b100ae562abf69dc53163f4af1cef,2024-12-06 14:06:01.539478 +00:00,2024-12-06 14:06:01.539481 +00:00,Y,CollectChargeItem,order_item_id,0105434100016-0101,0.0000,0.0000,0.0000,,USD
f99fa488231e4fdcf1016d496694021a,2024-12-06 14:06:01.539774 +00:00,2024-12-06 14:06:01.539777 +00:00,Y,CollectChargeItem,order_item_id,0105434100015-0101,0.0000,0.0000,0.0000,,USD
af53a46b2034d36be438b3da67388bbd,2024-12-06 14:06:01.540340 +00:00,2024-12-06 14:06:01.540344 +00:00,Y,CollectChargeItem,order_item_id,0105434100014-0101,0.0000,0.0000,0.0000,,USD
2333fdc9cc45c70ea478d3a139cf5e53,2024-12-06 14:06:01.540597 +00:00,2024-12-06 14:06:01.540599 +00:00,Y,CollectChargeItem,order_item_id,0105434100013-0101,0.0000,0.0000,0.0000,,USD
e88f6eb18e55992322163696e73f0753,2024-12-06 14:06:01.540894 +00:00,2024-12-06 14:06:01.540898 +00:00,Y,CollectChargeItem,order_item_id,0105434100012-0101,0.0000,0.0000,0.0000,,USD
14a63f738ad2e48bafa98efe1c5a7c80,2024-12-06 14:06:01.541172 +00:00,2024-12-06 14:06:01.541176 +00:00,Y,CollectChargeItem,order_item_id,0105434100011-0101,0.0000,0.0000,0.0000,,USD
f091d7254f35a4a79d9578ef9fd83cca,2024-12-06 14:06:01.541495 +00:00,2024-12-06 14:06:01.541514 +00:00,Y,CollectChargeItem,order_item_id,0105434100010-0101,0.0000,0.0000,0.0000,,USD
afa782982a9289d78cbf9c307cb46a29,2024-12-06 14:06:01.541758 +00:00,2024-12-06 14:06:01.541761 +00:00,Y,CollectChargeItem,order_item_id,0105434100009-0101,0.0000,0.0000,0.0000,,USD
3845f1ea1b5ab0b670690203b80197ea,2024-12-06 14:06:01.542050 +00:00,2024-12-06 14:06:01.542053 +00:00,Y,CollectChargeItem,order_item_id,0105434100008-0101,0.0000,0.0000,0.0000,,USD
e10c9ce585118526b408524d742b12c7,2024-12-06 14:06:01.542324 +00:00,2024-12-06 14:06:01.542326 +00:00,Y,CollectChargeItem,order_item_id,0105434100007-0101,0.0000,0.0000,0.0000,,USD
283a9abae32f5f16e0629d0389f5c46e,2024-12-06 14:06:01.542545 +00:00,2024-12-06 14:06:01.542548 +00:00,Y,CollectChargeItem,order_item_id,0105434100006-0101,0.0000,0.0000,0.0000,,USD
52ad19a896eca58b3cce51e6a36d083c,2024-12-06 14:06:01.542750 +00:00,2024-12-06 14:06:01.542753 +00:00,Y,CollectChargeItem,order_item_id,0105434100005-0101,0.0000,0.0000,0.0000,,USD
01fff1db81aba77118aa2d824243ca32,2024-12-06 14:06:01.543070 +00:00,2024-12-06 14:06:01.543073 +00:00,Y,CollectChargeItem,order_item_id,0105434100004-0301,0.0000,0.0000,0.0000,,USD
4bee3def0256caada7f9bfcbd1a1fe50,2024-12-06 14:06:01.543365 +00:00,2024-12-06 14:06:01.543376 +00:00,Y,CollectChargeItem,order_item_id,0105434100004-0201,0.0000,0.0000,0.0000,,USD
cd6dec74d2368f4f6b54a2b22948ab7c,2024-12-06 14:06:01.543672 +00:00,2024-12-06 14:06:01.543676 +00:00,Y,CollectChargeItem,order_item_id,0105434100004-0101,0.0000,0.0000,0.0000,,USD
72fed29778f661eb6f001907bd0fea2f,2024-12-06 14:06:01.543989 +00:00,2024-12-06 14:06:01.543994 +00:00,Y,CollectChargeItem,order_item_id,0105434100003-0201,0.0000,0.0000,0.0000,,USD
ccd62df20d7ab60cd69d57dd85d0ec02,2024-12-06 14:06:01.544265 +00:00,2024-12-06 14:06:01.544273 +00:00,Y,CollectChargeItem,order_item_id,0105434100003-0301,0.0000,0.0000,0.0000,,USD
39353b97c31dfa7490d427c54ab3d33e,2024-12-06 14:06:01.544573 +00:00,2024-12-06 14:06:01.544580 +00:00,Y,CollectChargeItem,order_item_id,0105434100003-0101,0.0000,0.0000,0.0000,,USD
3a83adc706c91010315577912905dfb3,2024-12-06 14:06:01.544829 +00:00,2024-12-06 14:06:01.544832 +00:00,Y,CollectChargeItem,order_item_id,0105434100002-0101,0.0000,0.0000,0.0000,,USD
f9f53ab7704d0aa614abc1d79446a80a,2024-12-06 14:06:01.545093 +00:00,2024-12-06 14:06:01.545096 +00:00,Y,CollectChargeItem,order_item_id,0105434100001-0101,0.0000,0.0000,0.0000,,USD
09248f2f7527b30455e3f8967158d87b,2024-12-06 14:06:01.545306 +00:00,2024-12-06 14:06:01.545308 +00:00,Y,CollectChargeItem,order_item_id,0105434000056-0101,0.0000,0.0000,0.0000,,USD
516807908da3f5f3f9dab0d80de446d1,2024-12-06 14:06:01.545572 +00:00,2024-12-06 14:06:01.545576 +00:00,Y,CollectChargeItem,order_item_id,0105434000055-0102,0.0000,1520.0000,0.0000,,USD
82fd874fd0406fa82a7d3eaba0e89199,2024-12-06 14:06:01.545880 +00:00,2024-12-06 14:06:01.545882 +00:00,Y,CollectChargeItem,order_item_id,0105434000054-0101,0.0000,0.0000,0.0000,,USD
c946284eadfea3b9362f5895da28c161,2024-12-06 14:06:01.546170 +00:00,2024-12-06 14:06:01.546174 +00:00,Y,CollectChargeItem,order_item_id,0105434000053-0101,0.0000,0.0000,0.0000,,USD
a1c02bf9c12b25391ac503cdeb579a29,2024-12-06 14:06:01.546478 +00:00,2024-12-06 14:06:01.546481 +00:00,Y,CollectChargeItem,order_item_id,0105434000052-0101,0.0000,0.0000,0.0000,,USD
e0b8db17b65c2ef5d39aaa14c7412dc9,2024-12-06 14:06:01.546711 +00:00,2024-12-06 14:06:01.546713 +00:00,Y,CollectChargeItem,order_item_id,0105434000051-0101,0.0000,0.0000,0.0000,,USD
88f8843dcecebf79bb63093cf25198db,2024-12-06 14:06:01.546943 +00:00,2024-12-06 14:06:01.546946 +00:00,Y,CollectChargeItem,order_item_id,0105434000050-0101,0.0000,0.0000,0.0000,,USD
8efbdfeb760ee3b5a9aff7b402c863ff,2024-12-06 14:06:01.547175 +00:00,2024-12-06 14:06:01.547178 +00:00,Y,CollectChargeItem,order_item_id,0105434000049-0101,0.0000,0.0000,0.0000,,USD
fb00d135e4d32b691191e6811127190d,2024-12-06 14:06:01.547418 +00:00,2024-12-06 14:06:01.547421 +00:00,Y,CollectChargeItem,order_item_id,0105434000048-0101,0.0000,0.0000,0.0000,,USD
8ef831afbcc7f2c646923f7192e2652d,2024-12-06 14:06:01.547674 +00:00,2024-12-06 14:06:01.547676 +00:00,Y,CollectChargeItem,order_item_id,0105434000047-0101,0.0000,0.0000,0.0000,,USD
2118baafff8d9a09d66d66d703164734,2024-12-06 14:06:01.547946 +00:00,2024-12-06 14:06:01.547948 +00:00,Y,CollectChargeItem,order_item_id,0105434000046-0101,0.0000,0.0000,0.0000,,USD
2e4cb645bfda80d191db602f480b80df,2024-12-06 14:06:01.548181 +00:00,2024-12-06 14:06:01.548183 +00:00,Y,CollectChargeItem,order_item_id,0105434000045-0101,0.0000,0.0000,0.0000,,USD
6cea57fdd41635807505b70b3becb00c,2024-12-06 14:06:01.548380 +00:00,2024-12-06 14:06:01.548383 +00:00,Y,CollectChargeItem,order_item_id,0105434000044-0101,0.0000,0.0000,0.0000,,USD
47a7a3e0dac665c33bdd2bae40686ad9,2024-12-06 14:06:01.548574 +00:00,2024-12-06 14:06:01.548577 +00:00,Y,CollectChargeItem,order_item_id,0105434000043-0101,0.0000,0.0000,0.0000,,USD
f5a0561b3df070467ba6b2cc0329a76b,2024-12-06 14:06:01.548784 +00:00,2024-12-06 14:06:01.548786 +00:00,Y,CollectChargeItem,order_item_id,0105434000042-0101,0.0000,0.0000,0.0000,,USD
dc63e9fa05af806810edc9349f9b2380,2024-12-06 14:06:01.549050 +00:00,2024-12-06 14:06:01.549052 +00:00,Y,CollectChargeItem,order_item_id,0105434000041-0101,0.0000,0.0000,0.0000,,USD
631f3be3a9d43f597f0c237f89a9f844,2024-12-06 14:06:01.549224 +00:00,2024-12-06 14:06:01.549229 +00:00,Y,CollectChargeItem,order_item_id,0105434000040-0101,0.0000,0.0000,0.0000,,USD
9760d6b5879f778954d229097740683b,2024-12-06 14:06:01.549476 +00:00,2024-12-06 14:06:01.549480 +00:00,Y,CollectChargeItem,order_item_id,0105434000039-0101,0.0000,0.0000,0.0000,,USD
cf3cb5e062bddab6886b7a0a9569516c,2024-12-06 14:06:01.549764 +00:00,2024-12-06 14:06:01.549766 +00:00,Y,CollectChargeItem,order_item_id,0105434000038-0101,0.0000,0.0000,0.0000,,USD
bfe100d27d4194d98d5526758ce3136d,2024-12-06 14:06:01.550027 +00:00,2024-12-06 14:06:01.550029 +00:00,Y,CollectChargeItem,order_item_id,0105434000037-0101,0.0000,0.0000,0.0000,,USD
50ca19103d6be45c2e9906c29770bdb3,2024-12-06 14:06:01.550341 +00:00,2024-12-06 14:06:01.550343 +00:00,Y,CollectChargeItem,order_item_id,0105434000036-0101,0.0000,0.0000,0.0000,,USD
556e0b61d937c49addfc50fd461df031,2024-12-06 14:06:01.550529 +00:00,2024-12-06 14:06:01.550531 +00:00,Y,CollectChargeItem,order_item_id,0105434000035-0101,0.0000,0.0000,0.0000,,USD
14c0e7facb2fb8dd2b603cac7c1e0d2f,2024-12-06 14:06:01.550807 +00:00,2024-12-06 14:06:01.550814 +00:00,Y,CollectChargeItem,order_item_id,0105434000034-0101,0.0000,0.0000,0.0000,,USD
ab672b9f7dcb42a2cb8d833cc0387ff9,2024-12-06 14:06:01.551096 +00:00,2024-12-06 14:06:01.551099 +00:00,Y,CollectChargeItem,order_item_id,0105434000033-0101,0.0000,0.0000,0.0000,,USD
f05c28b842ffb015bc29af23a812bcc0,2024-12-06 14:06:01.551325 +00:00,2024-12-06 14:06:01.551327 +00:00,Y,CollectChargeItem,order_item_id,0105434000032-0101,0.0000,0.0000,0.0000,,USD
7f4b53dd8775e0eba87ff81bb51bca66,2024-12-06 14:06:01.551612 +00:00,2024-12-06 14:06:01.551617 +00:00,Y,CollectChargeItem,order_item_id,0105434000031-0101,0.0000,0.0000,0.0000,,USD
f1b5d2304cda1dcceb23329084fc585c,2024-12-06 14:06:01.551836 +00:00,2024-12-06 14:06:01.551839 +00:00,Y,CollectChargeItem,order_item_id,0105434000030-0101,0.0000,0.0000,0.0000,,USD
e4d3003003ac87ead3b939c9680212ba,2024-12-06 14:06:01.552074 +00:00,2024-12-06 14:06:01.552077 +00:00,Y,CollectChargeItem,order_item_id,0105434000029-0101,0.0000,0.0000,0.0000,,USD
6f95cd53df4597ad547d121c991841c7,2024-12-06 14:06:01.552294 +00:00,2024-12-06 14:06:01.552296 +00:00,Y,CollectChargeItem,order_item_id,0105434000028-0101,0.0000,0.0000,0.0000,,USD
cb913b30d7fc3244774c2d892a69ec7a,2024-12-06 14:06:01.552575 +00:00,2024-12-06 14:06:01.552579 +00:00,Y,CollectChargeItem,order_item_id,0105434000027-0101,0.0000,0.0000,0.0000,,USD
2942a5e060f4a38f4cc7b27806877d79,2024-12-06 14:06:01.552811 +00:00,2024-12-06 14:06:01.552812 +00:00,Y,CollectChargeItem,order_item_id,0105434000026-0101,0.0000,0.0000,0.0000,,USD
1412a5ffdcdeea18dff47538a2a172ac,2024-12-06 14:06:01.553106 +00:00,2024-12-06 14:06:01.553109 +00:00,Y,CollectChargeItem,order_item_id,0105434000025-0101,0.0000,0.0000,0.0000,,USD
49036be18cfc3f1b8c229c26c2753659,2024-12-06 14:06:01.553291 +00:00,2024-12-06 14:06:01.553293 +00:00,Y,CollectChargeItem,order_item_id,0105434000024-0101,0.0000,0.0000,0.0000,,USD
a6a93c8d14cb6453fe7500ee300bf22f,2024-12-06 14:06:01.553473 +00:00,2024-12-06 14:06:01.553475 +00:00,Y,CollectChargeItem,order_item_id,0105434000023-0101,0.0000,0.0000,0.0000,,USD
cac35b1f5f434c7ccd6f870b019a3a5d,2024-12-06 14:06:01.553694 +00:00,2024-12-06 14:06:01.553697 +00:00,Y,CollectChargeItem,order_item_id,0105434000023-0201,0.0000,0.0000,0.0000,,USD
74793af4863d78b0ac434f5aa8b88d3f,2024-12-06 14:06:01.553982 +00:00,2024-12-06 14:06:01.553984 +00:00,Y,CollectChargeItem,order_item_id,0105434000022-0101,0.0000,0.0000,0.0000,,USD
5e799c0408d5eac7be7fd0ee328c30f3,2024-12-06 14:06:01.554249 +00:00,2024-12-06 14:06:01.554265 +00:00,Y,CollectChargeItem,order_item_id,0105434000021-0101,0.0000,0.0000,0.0000,,USD
5c1eba5db852121ba8f3c0fd36ef6b6f,2024-12-06 14:06:01.554519 +00:00,2024-12-06 14:06:01.554521 +00:00,Y,CollectChargeItem,order_item_id,0105434000020-0101,0.0000,0.0000,0.0000,,USD
61ca07693f6e7da316b65dcf63982638,2024-12-06 14:06:01.554749 +00:00,2024-12-06 14:06:01.554751 +00:00,Y,CollectChargeItem,order_item_id,0105434000019-0101,0.0000,0.0000,0.0000,,USD
451efea8a438f415174805baaf5c44e5,2024-12-06 14:06:01.554942 +00:00,2024-12-06 14:06:01.554943 +00:00,Y,CollectChargeItem,order_item_id,0105434000018-0101,0.0000,0.0000,0.0000,,USD
de49bcdf878babd168fce21c4d94c918,2024-12-06 14:06:01.555145 +00:00,2024-12-06 14:06:01.555147 +00:00,Y,CollectChargeItem,order_item_id,0105434000017-0101,0.0000,0.0000,0.0000,,USD
4a5b63f54b0545f4cf4b4b174155a520,2024-12-06 14:06:01.555367 +00:00,2024-12-06 14:06:01.555371 +00:00,Y,CollectChargeItem,order_item_id,0105434000016-0101,0.0000,0.0000,0.0000,,USD
284ada940616d30aaaf6b5143f0fccc0,2024-12-06 14:06:01.555594 +00:00,2024-12-06 14:06:01.555596 +00:00,Y,CollectChargeItem,order_item_id,0105434000015-0101,0.0000,0.0000,0.0000,,USD
3f10153489c69ddc79ea5fa3795cef29,2024-12-06 14:06:01.555795 +00:00,2024-12-06 14:06:01.555796 +00:00,Y,CollectChargeItem,order_item_id,0105434000014-0101,0.0000,0.0000,0.0000,,USD
5630455172af59604cd5eea1be13ac5b,2024-12-06 14:06:01.556012 +00:00,2024-12-06 14:06:01.556014 +00:00,Y,CollectChargeItem,order_item_id,0105434000013-0101,0.0000,0.0000,0.0000,,USD
94884e345657c901df0679dafc70a9f6,2024-12-06 14:06:01.556218 +00:00,2024-12-06 14:06:01.556220 +00:00,Y,CollectChargeItem,order_item_id,0105434000012-0101,0.0000,0.0000,0.0000,,USD
3e473883cb5374156b99c5dc4ba35a85,2024-12-06 14:06:01.556440 +00:00,2024-12-06 14:06:01.556442 +00:00,Y,CollectChargeItem,order_item_id,0105434000011-0101,0.0000,0.0000,0.0000,,USD
71347b79fa1eff4f75ae6a4baced62b4,2024-12-06 14:06:01.556669 +00:00,2024-12-06 14:06:01.556672 +00:00,Y,CollectChargeItem,order_item_id,0105434000010-0101,0.0000,0.0000,0.0000,,USD
2a1f4d33ced484458f8aebcbbdf46668,2024-12-06 14:06:01.556886 +00:00,2024-12-06 14:06:01.556899 +00:00,Y,CollectChargeItem,order_item_id,0105434000009-0101,0.0000,0.0000,0.0000,,USD
adb278c9b33876122eec5b5d783a3a31,2024-12-06 14:06:01.557178 +00:00,2024-12-06 14:06:01.557185 +00:00,Y,CollectChargeItem,order_item_id,0105434000008-0101,0.0000,0.0000,0.0000,,USD
f8c58a145f805d5c23e97056e2e25c89,2024-12-06 14:06:01.557415 +00:00,2024-12-06 14:06:01.557418 +00:00,Y,CollectChargeItem,order_item_id,0105434000007-0101,0.0000,0.0000,0.0000,,USD
fe14ac713886a4cd52702d9e0ef76e1e,2024-12-06 14:06:01.557723 +00:00,2024-12-06 14:06:01.557725 +00:00,Y,CollectChargeItem,order_item_id,0105434000006-0101,0.0000,0.0000,0.0000,,USD
a24dd2dc9e4ee9d16264d8afb1060318,2024-12-06 14:06:01.557971 +00:00,2024-12-06 14:06:01.557975 +00:00,Y,CollectChargeItem,order_item_id,0105434000005-0101,0.0000,0.0000,0.0000,,USD
5d884b053bb7361b1eb7def7dff2c4c7,2024-12-06 14:06:01.558183 +00:00,2024-12-06 14:06:01.558185 +00:00,Y,CollectChargeItem,order_item_id,0105434000004-0202,0.0000,1350.0000,0.0000,,USD
394cf4d7189a9e7512beb016319b23f7,2024-12-06 14:06:01.558445 +00:00,2024-12-06 14:06:01.558448 +00:00,Y,CollectChargeItem,order_item_id,0105434000004-0302,0.0000,1350.0000,0.0000,,USD
c055f18cb2acf0ed6489f278d288f471,2024-12-06 14:06:01.558713 +00:00,2024-12-06 14:06:01.558715 +00:00,Y,CollectChargeItem,order_item_id,0105434000004-0402,0.0000,1350.0000,0.0000,,USD
5c68245b05f3c18046081ea52641362f,2024-12-06 14:06:01.558947 +00:00,2024-12-06 14:06:01.558950 +00:00,Y,CollectChargeItem,order_item_id,0105434000004-0502,0.0000,1350.0000,0.0000,,USD
de14ed183128194a49ad90c3ee5dcc39,2024-12-06 14:06:01.559146 +00:00,2024-12-06 14:06:01.559149 +00:00,Y,CollectChargeItem,order_item_id,0105434000004-0602,0.0000,1350.0000,0.0000,,USD
