duration_in_months,end_date,is_active,is_signed,revision,start_date,create_time,signed_time,update_time,channel_contract_id,channel_order_item_id,contract_id,contract_status,customer_id,entity,field,form_id,hash_code,material_id,order_id,order_item_id,rental_code,value
36,,Y,true,0,,,2024-12-06 08:08:00.121000 +00:00,,gid://shopify/SubscriptionContract/15481045177,S-241206-000017,0105434100042-0401-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,890b1178de968fc6324347baa32b493b,WP_113786,0105434100042,0105434100042-0401,30000A,0105434100042-0401
36,,Y,true,0,,,2024-12-06 08:08:00.121000 +00:00,,gid://shopify/SubscriptionContract/15481077945,S-241206-000018,0105434100042-0501-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,772aae352b80796d7d3a7027b5f03780,WP_113786,0105434100042,0105434100042-0501,30000A,0105434100042-0501
36,,Y,true,0,,,2024-12-06 08:08:00.121000 +00:00,,gid://shopify/SubscriptionContract/15481110713,S-241206-000019,0105434100042-0601-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,09f663e9759d231334f2ea79f6fc9ca9,WP_113786,0105434100042,0105434100042-0601,30000A,0105434100042-0601
36,,Y,true,0,,,2024-12-06 08:08:00.120000 +00:00,,gid://shopify/SubscriptionContract/15480979641,S-241206-000015,0105434100042-0201-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,f964f0e86dbcf05108354184e1efad1e,WP_113786,0105434100042,0105434100042-0201,30000A,0105434100042-0201
36,,Y,true,0,,,2024-12-06 08:08:00.121000 +00:00,,gid://shopify/SubscriptionContract/15481012409,S-241206-000016,0105434100042-0301-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,6d3b5a407958f1626a279f9c64082967,WP_113786,0105434100042,0105434100042-0301,30000A,0105434100042-0301
36,,Y,true,0,,,2024-12-06 08:08:00.100000 +00:00,,gid://shopify/SubscriptionContract/15480946873,S-241206-000014,0105434100042-0101-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,bd728b6a4a7576fe9c580d6a473d7a78,WP_113786,0105434100042,0105434100042-0101,30000A,0105434100042-0101
36,,Y,true,0,,,2024-12-06 07:53:58.693000 +00:00,,gid://shopify/SubscriptionContract/15480815801,S-241206-000012,0105434100040-0301-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,a9149107c436212435d4b9b2231eb7cd,WP_113627,0105434100040,0105434100040-0301,30000A,0105434100040-0301
36,,Y,true,0,,,2024-12-06 07:53:58.693000 +00:00,,gid://shopify/SubscriptionContract/15480750265,S-241206-000010,0105434100040-0101-30000A,CONTRACT_CANCELLED,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,6fcf2dceac5478dc7ef094082cb190a2,WP_113627,0105434100040,0105434100040-0101,30000A,0105434100040-0101
36,,Y,true,0,,,2024-12-06 07:53:58.693000 +00:00,,gid://shopify/SubscriptionContract/15480783033,S-241206-000011,0105434100040-0201-30000A,PENDING_CONFIRMATION,571da871e422fafdb7f1920522784445,CollectOrderItem,orderItemId,,2af98e13ce7d3015b101c77ab0d6c867,WP_113627,0105434100040,0105434100040-0201,30000A,0105434100040-0201
84,,Y,true,0,,,2024-12-06 07:47:03.255000 +00:00,,gid://shopify/SubscriptionContract/15480651961,S-241206-000009,0105434100039-0101-70000A,PENDING_CONFIRMATION,d0a651277d7b2cacc5910e946debd9db,CollectOrderItem,orderItemId,,65e9da9c2905ccef94b0eeff779a6810,WP_113785,0105434100039,0105434100039-0101,70000A,0105434100039-0101
60,,Y,true,0,,,2024-12-06 07:25:35.773000 +00:00,,contract-100117334699357733,1001173346993577331357604,0105434100038-0101-50000A,PENDING_CONFIRMATION,17306105780b9447efab36672f643fa2,CollectOrderItem,orderItemId,docusign_00001,ea0f2b3e4298b753e15c517204d4a187,WP_113725,0105434100038,0105434100038-0101,50000A,0105434100038-0101
0,,Y,true,0,,,2024-12-06 07:25:34.267000 +00:00,,contract-100117334699342671,1001173346993426711980485,0105434100037-0101-N0000A,PENDING_CONFIRMATION,2b8c6399f5e15c9a23c068ff115d4cc9,CollectOrderItem,orderItemId,docusign_00001,1f64614758b455716b2263a66cad838d,WP_113781,0105434100037,0105434100037-0101,N0000A,0105434100037-0101
60,,Y,true,0,,,2024-12-06 07:25:32.850000 +00:00,,contract-100117334699328511,1001173346993285111410412,0105434100036-0101-50000A,PENDING_CONFIRMATION,4b355b56a9639c566b952f5c247777cc,CollectOrderItem,orderItemId,docusign_00001,b9e0f2514366b3ec2f3f83df0fee3595,WP_113637,0105434100036,0105434100036-0101,50000A,0105434100036-0101
0,,Y,true,0,,,2024-12-06 07:25:30.621000 +00:00,,contract-100117334699306222,1001173346993062221602045,0105434100035-0101-N0000A,PENDING_CONFIRMATION,62082ad4130a82e5a9f72ae38686d7fd,CollectOrderItem,orderItemId,docusign_00001,43610aa8a9494c625daaec462fbbfc19,WP_113816,0105434100035,0105434100035-0101,N0000A,0105434100035-0101
36,,Y,true,0,,,2024-12-06 07:25:27.647000 +00:00,,contract-100117334699276481,1001173346992764811258832,0105434100034-0101-30000A,PENDING_CONFIRMATION,6b0041498d49a862366d075b77dd2db9,CollectOrderItem,orderItemId,docusign_00001,e3d848e98c86f93959b9a954365ad71f,WP_113725,0105434100034,0105434100034-0101,30000A,0105434100034-0101
36,,Y,true,0,,,2024-12-06 07:25:24.724000 +00:00,,contract-100117334699247250,1001173346992472501249108,0105434100033-0101-30000A,PENDING_CONFIRMATION,a35d144d4fcf9f6a432136f99da8414b,CollectOrderItem,orderItemId,docusign_00001,0ddafea422c946f7b40c10dc9c736616,WP_113819,0105434100033,0105434100033-0101,30000A,0105434100033-0101
84,,Y,true,0,,,2024-12-06 07:25:21.833000 +00:00,,contract-100117334699218331,1001173346992183311633470,0105434100032-0101-70000A,PENDING_CONFIRMATION,dd4b2ab2ade48802a04669d09662029f,CollectOrderItem,orderItemId,docusign_00001,c8e9da5da4db881246355e44274db9c4,WP_113781,0105434100032,0105434100032-0101,70000A,0105434100032-0101
0,,Y,true,0,,,2024-12-06 07:25:18.868000 +00:00,,contract-100117334699188692,1001173346991886921354025,0105434100031-0101-N0000A,PENDING_CONFIRMATION,9f8e19c9d9b106cac49580cec6b93c7f,CollectOrderItem,orderItemId,docusign_00001,42bf4b874d165c0d8c8e9b048e1f7a68,WP_113781,0105434100031,0105434100031-0101,N0000A,0105434100031-0101
84,,Y,true,0,,,2024-12-06 07:25:16.023000 +00:00,,contract-100117334699160230,1001173346991602301761073,0105434100030-0101-70000A,PENDING_CONFIRMATION,6efeabafac1172a37a92dd54ba9a1fac,CollectOrderItem,orderItemId,docusign_00001,1c76742a5dab13a6f16f4ff6accc5942,WP_113781,0105434100030,0105434100030-0101,70000A,0105434100030-0101
36,,Y,true,0,,,2024-12-06 07:25:14.174000 +00:00,,contract-100117334699141742,1001173346991417421525818,0105434100029-0101-30000A,PENDING_CONFIRMATION,e56e593a6f8dc8c3ed27ffc99dbcbc50,CollectOrderItem,orderItemId,docusign_00001,6f6ec3bcdef8f0c7336977b0083b48d8,WP_113729,0105434100029,0105434100029-0101,30000A,0105434100029-0101
84,,Y,true,0,,,2024-12-06 07:25:12.530000 +00:00,,contract-100117334699125313,1001173346991253131572830,0105434100028-0101-70000A,PENDING_CONFIRMATION,34d70a391a538ff6a3182e49175253fa,CollectOrderItem,orderItemId,docusign_00001,e08ec713da011173619d611408d77c68,WP_113637,0105434100028,0105434100028-0101,70000A,0105434100028-0101
36,,Y,true,0,,,2024-12-06 07:25:11.003000 +00:00,,contract-100117334699110032,1001173346991100321347772,0105434100027-0101-30000A,PENDING_CONFIRMATION,4fc29b7a644423afb29419d958855f83,CollectOrderItem,orderItemId,docusign_00001,76f1ba9a1a59f0334b735a1eb21df7eb,WP_113820,0105434100027,0105434100027-0101,30000A,0105434100027-0101
60,,Y,true,0,,,2024-12-06 07:25:09.070000 +00:00,,contract-100117334699090704,1001173346990907041925069,0105434100026-0101-50000A,PENDING_CONFIRMATION,ea6beedc8cdfa0d98be3d7c27551c75f,CollectOrderItem,orderItemId,docusign_00001,045aabe6e13266c627d75919b869f892,WP_113727,0105434100026,0105434100026-0101,50000A,0105434100026-0101
84,,Y,true,0,,,2024-12-06 07:25:07.778000 +00:00,,contract-100117334699077790,1001173346990777901106903,0105434100025-0101-70000A,PENDING_CONFIRMATION,219048d9cefa9597e7ac912e3bd76460,CollectOrderItem,orderItemId,docusign_00001,7961480fea6ceeec7967e2c413bfba69,WP_113785,0105434100025,0105434100025-0101,70000A,0105434100025-0101
36,,Y,true,0,,,2024-12-06 07:25:06.108000 +00:00,,contract-100117334699061083,1001173346990610831798365,0105434100024-0101-30000A,PENDING_CONFIRMATION,1a7eb9ecd1a6c1de1e17f007d75faa39,CollectOrderItem,orderItemId,docusign_00001,f4e3c8286b70bbd76031788c4455f489,WP_113725,0105434100024,0105434100024-0101,30000A,0105434100024-0101
0,,Y,true,0,,,2024-12-06 07:25:04.086000 +00:00,,contract-100117334699040862,1001173346990408621698378,0105434100023-0101-N0000A,PENDING_CONFIRMATION,36bc52285f9ee74d8b3901bc14d0b607,CollectOrderItem,orderItemId,docusign_00001,a1ece1487c3195accbd03d615b958cbd,WP_113627,0105434100023,0105434100023-0101,N0000A,0105434100023-0101
36,,Y,true,0,,,2024-12-06 07:25:02.550000 +00:00,,contract-100117334699025512,1001173346990255121528089,0105434100022-0101-30000A,PENDING_CONFIRMATION,488a37fe0851979f3f3bbf0280ff54b5,CollectOrderItem,orderItemId,docusign_00001,f71957f48e2d28bc10921080a412ea77,WP_113819,0105434100022,0105434100022-0101,30000A,0105434100022-0101
36,,Y,true,0,,,2024-12-06 07:25:01.168000 +00:00,,contract-100117334699011680,1001173346990116801335405,0105434100021-0101-30000A,PENDING_CONFIRMATION,2f10ef1765c9e2ded685089626ac23aa,CollectOrderItem,orderItemId,docusign_00001,245c611e19e313ad47860340f6ab92cd,WP_113820,0105434100021,0105434100021-0101,30000A,0105434100021-0101
0,,Y,true,0,,,2024-12-06 07:24:59.151000 +00:00,,contract-100117334698991522,1001173346989915221698295,0105434100020-0101-N0000A,PENDING_CONFIRMATION,4fd01dd967ffceb461eee72cc0fcbc5d,CollectOrderItem,orderItemId,docusign_00001,6f48811e7445e7fad25d58bbbaeaa892,WP_113729,0105434100020,0105434100020-0101,N0000A,0105434100020-0101
36,,Y,true,0,,,2024-12-06 07:24:57.855000 +00:00,,contract-100117334698978553,1001173346989785531088306,0105434100019-0101-30000A,PENDING_CONFIRMATION,90b51da604c3e419047b8f8deb4cd980,CollectOrderItem,orderItemId,docusign_00001,877f925952f19a15acc53d881abd8049,WP_113820,0105434100019,0105434100019-0101,30000A,0105434100019-0101
36,,Y,true,0,,,2024-12-06 07:24:56.472000 +00:00,,contract-100117334698964734,1001173346989647341446538,0105434100018-0101-30000A,PENDING_CONFIRMATION,45bfa7683a2629e3241396b34215ac7a,CollectOrderItem,orderItemId,docusign_00001,6d7b9731c9793798d009d2ec4f5ad3b5,WP_113792,0105434100018,0105434100018-0101,30000A,0105434100018-0101
84,,Y,true,0,,,2024-12-06 07:24:54.215000 +00:00,,contract-100117334698942162,1001173346989421621227167,0105434100017-0101-70000A,PENDING_CONFIRMATION,0f33bf30e229ebda9ecde600226259a4,CollectOrderItem,orderItemId,docusign_00001,185b822a6dfb3dc87cd1051fb45c3047,WP_113713,0105434100017,0105434100017-0101,70000A,0105434100017-0101
60,,Y,true,0,,,2024-12-06 07:24:52.576000 +00:00,,contract-100117334698925770,1001173346989257701194135,0105434100016-0101-50000A,PENDING_CONFIRMATION,02898192d1774892ddd7c74a85336fa1,CollectOrderItem,orderItemId,docusign_00001,2b8b36beb9a1ef46a5b22aa20004172e,WP_113819,0105434100016,0105434100016-0101,50000A,0105434100016-0101
60,,Y,true,0,,,2024-12-06 07:24:51.301000 +00:00,,contract-100117334698913014,1001173346989130141181802,0105434100015-0101-50000A,PENDING_CONFIRMATION,b15c528c1ae5bd3cede2fbf05c06604c,CollectOrderItem,orderItemId,docusign_00001,12e743a4d588adaf31c09d350eeb4c21,WP_113785,0105434100015,0105434100015-0101,50000A,0105434100015-0101
84,,Y,true,0,,,2024-12-06 07:24:49.675000 +00:00,,contract-100117334698896764,1001173346988967641825394,0105434100014-0101-70000A,PENDING_CONFIRMATION,4586f675009f91afb592f4890dd55359,CollectOrderItem,orderItemId,docusign_00001,847ac65d8323136a5e077e1ac5f980fe,WP_113818,0105434100014,0105434100014-0101,70000A,0105434100014-0101
36,,Y,true,0,,,2024-12-06 07:24:48.025000 +00:00,,contract-100117334698880250,1001173346988802501727148,0105434100013-0101-30000A,PENDING_CONFIRMATION,4c91205d3d4a428c0d739fd2c4522525,CollectOrderItem,orderItemId,docusign_00001,bd46a6d0659c6554de117494bad3f247,WP_113637,0105434100013,0105434100013-0101,30000A,0105434100013-0101
36,,Y,true,0,,,2024-12-06 07:24:46.624000 +00:00,,contract-100117334698866254,1001173346988662541811506,0105434100012-0101-30000A,PENDING_CONFIRMATION,3053658a799cd86dd34293b6fc2ce0f0,CollectOrderItem,orderItemId,docusign_00001,85e3c49dd8da5d6cda5278ee618542a1,WP_113820,0105434100012,0105434100012-0101,30000A,0105434100012-0101
0,,Y,true,0,,,2024-12-06 07:24:45.202000 +00:00,,contract-100117334698852022,1001173346988520221194627,0105434100011-0101-N0000A,PENDING_CONFIRMATION,8bd3a91e51198de1d1cecdae8597c4ab,CollectOrderItem,orderItemId,docusign_00001,42730ca7bece8409b83eddebba0bddcf,WP_113780,0105434100011,0105434100011-0101,N0000A,0105434100011-0101
84,,Y,true,0,,,2024-12-06 07:24:43.566000 +00:00,,contract-100117334698835664,1001173346988356641464130,0105434100010-0101-70000A,PENDING_CONFIRMATION,8ef40a02fc5fd1301a96c47bbedf9dfe,CollectOrderItem,orderItemId,docusign_00001,dc682403eba2a5ee0ccc2ddaf2244c80,WP_113627,0105434100010,0105434100010-0101,70000A,0105434100010-0101
36,,Y,true,0,,,2024-12-06 07:24:42.192000 +00:00,,contract-100117334698821934,1001173346988219341259314,0105434100009-0101-30000A,PENDING_CONFIRMATION,412416bb10a2bfa33d6143a6686a4cf6,CollectOrderItem,orderItemId,docusign_00001,d3034577c939add4f7349e7a5868710e,WP_113643,0105434100009,0105434100009-0101,30000A,0105434100009-0101
0,,Y,true,0,,,2024-12-06 07:24:40.614000 +00:00,,contract-100117334698806151,1001173346988061511835887,0105434100008-0101-N0000A,PENDING_CONFIRMATION,6d0a5c8c99aa4f9e18df70a6ca7b690b,CollectOrderItem,orderItemId,docusign_00001,c82556108a17132e77e8cfbd5ecebb80,WP_113713,0105434100008,0105434100008-0101,N0000A,0105434100008-0101
60,,Y,true,0,,,2024-12-06 07:24:38.347000 +00:00,,contract-100117334698783481,1001173346987834811906659,0105434100007-0101-50000A,PENDING_CONFIRMATION,a4a4cbdc709df324d13b2f7e731315ac,CollectOrderItem,orderItemId,docusign_00001,61734668b0d605b043f3b4c459d10702,WP_113725,0105434100007,0105434100007-0101,50000A,0105434100007-0101
84,,Y,true,0,,,2024-12-06 07:24:34.124000 +00:00,,contract-100117334698742231,1001173346987422311769883,0105434100006-0101-70000A,PENDING_CONFIRMATION,089e325bc67908853ab8a997a25311fc,CollectOrderItem,orderItemId,docusign_00001,897c80f36064a9d910703fce69bb6cd8,WP_113785,0105434100006,0105434100006-0101,70000A,0105434100006-0101
60,,Y,true,0,,,2024-12-06 07:00:36.155000 +00:00,,gid://shopify/SubscriptionContract/15480488121,S-241206-000008,0105434100005-0101-50000A,CONTRACT_CANCELLED,d669fdc307c8372dc05d0b13554c007b,CollectOrderItem,orderItemId,,14211f892aefab4f29832f165f767999,WP_113785,0105434100005,0105434100005-0101,50000A,0105434100005-0101
36,,Y,true,0,,,2024-12-06 06:54:03.305000 +00:00,,gid://shopify/SubscriptionContract/15480422585,S-241206-000007,0105434100004-0301-30000A,CONTRACT_CANCELLED,d669fdc307c8372dc05d0b13554c007b,CollectOrderItem,orderItemId,,bc0271d9f79f1e5301fb376d573c7fd2,WP_113627,0105434100004,0105434100004-0301,30000A,0105434100004-0301
36,,Y,true,0,,,2024-12-06 06:54:03.291000 +00:00,,gid://shopify/SubscriptionContract/15480389817,S-241206-000006,0105434100004-0201-30000A,CONTRACT_CANCELLED,d669fdc307c8372dc05d0b13554c007b,CollectOrderItem,orderItemId,,32ae6b24b160ae795db9ec1ba0a9c557,WP_113627,0105434100004,0105434100004-0201,30000A,0105434100004-0201
36,,Y,true,0,,,2024-12-06 06:54:03.285000 +00:00,,gid://shopify/SubscriptionContract/15480357049,S-241206-000005,0105434100004-0101-30000A,CONTRACT_CANCELLED,d669fdc307c8372dc05d0b13554c007b,CollectOrderItem,orderItemId,,bb4d947ef0550464667f068e6fe64096,WP_113627,0105434100004,0105434100004-0101,30000A,0105434100004-0101
0,,Y,true,0,,,2024-12-06 06:36:15.628000 +00:00,,gid://shopify/SubscriptionContract/15480258745,S-241206-000003,0105434100003-0201-N0000A,CONTRACT_CANCELLED,add82a2c43fb87641687545f9b351ee1,CollectOrderItem,orderItemId,,2d27b433bd3d0b75f5c8d20ec1fe9697,WP_113785,0105434100003,0105434100003-0201,N0000A,0105434100003-0201
36,,Y,true,0,,,2024-12-06 06:36:15.628000 +00:00,,gid://shopify/SubscriptionContract/15480291513,S-241206-000004,0105434100003-0301-30000A,CONTRACT_CANCELLED,add82a2c43fb87641687545f9b351ee1,CollectOrderItem,orderItemId,,8e814d89e222b786487ddc2c28259cd0,WP_113725,0105434100003,0105434100003-0301,30000A,0105434100003-0301
60,,Y,true,0,,,2024-12-06 06:36:15.598000 +00:00,,gid://shopify/SubscriptionContract/15480225977,S-241206-000002,0105434100003-0101-50000A,CONTRACT_CANCELLED,add82a2c43fb87641687545f9b351ee1,CollectOrderItem,orderItemId,,a5996ffca334e5aaf0122c66f71f90c9,WP_113786,0105434100003,0105434100003-0101,50000A,0105434100003-0101
36,,Y,true,0,,,2024-12-06 06:17:36.851000 +00:00,,gid://shopify/SubscriptionContract/13000147160,S-241206-000001,0105434100002-0101-30000A,PENDING_CONFIRMATION,abdeafb1b20f357340523492873b3055,CollectOrderItem,orderItemId,,9aa791d8bf994b0a7a44bd164d594605,WP_113782,0105434100002,0105434100002-0101,30000A,0105434100002-0101
36,,Y,true,0,,,2024-12-06 02:50:49.978000 +00:00,,gid://shopify/SubscriptionContract/15479144633,S-241206-000001,0105434100001-0101-30000A,PENDING_CONFIRMATION,d669fdc307c8372dc05d0b13554c007b,CollectOrderItem,orderItemId,,7773ed593d872aa6206afd1f7694f9da,WP_113786,0105434100001,0105434100001-0101,30000A,0105434100001-0101
84,,Y,true,0,,,2024-12-05 11:04:45.048000 +00:00,,gid://shopify/SubscriptionContract/15471804601,S-241205-000010,0105434000056-0101-70000A,CONTRACT_CANCELLED,ca500feae7e0d6c378218a6af1610042,CollectOrderItem,orderItemId,,986b36cdfb309c184c852e32d63ad3ce,WP_113627,0105434000056,0105434000056-0101,70000A,0105434000056-0101
0,,Y,true,0,,,2024-12-05 08:15:15.018000 +00:00,,contract-100117333865150182,1001173338651501821863605,0105434000054-0101-N0000A,PENDING_CONFIRMATION,c47c480828e964b6eefc528d2bb0a379,CollectOrderItem,orderItemId,docusign_00001,fe6a516bd4216f7439404356e1482b45,WP_113643,0105434000054,0105434000054-0101,N0000A,0105434000054-0101
36,2027-12-06,Y,true,0,2024-12-06,,2024-12-05 08:15:12.757000 +00:00,,contract-100117333865127580,1001173338651275801000241,0105434000053-0101-30000A,ACTIVE,856483973cc46319d4e856e250eb08bd,CollectOrderItem,orderItemId,docusign_00001,d238f38d06b668fd35eae5f33ebe3cae,WP_113816,0105434000053,0105434000053-0101,30000A,0105434000053-0101
0,,Y,true,0,2024-12-06,,2024-12-05 08:15:10.308000 +00:00,,contract-100117333865103083,1001173338651030831813468,0105434000052-0101-N0000A,ACTIVE,f10a29cae609e9897a8f6091df6950ec,CollectOrderItem,orderItemId,docusign_00001,5918aaada04b6ec9b8f93e6929fea15c,WP_113793,0105434000052,0105434000052-0101,N0000A,0105434000052-0101
60,2029-12-06,Y,true,0,2024-12-06,,2024-12-05 08:15:07.959000 +00:00,,contract-100117333865079591,1001173338650795911096121,0105434000051-0101-50000A,ACTIVE,f54838d026c07d91eb874630629246e9,CollectOrderItem,orderItemId,docusign_00001,21a74bdeedb76f907a6e5eb0b3fd20c6,WP_113627,0105434000051,0105434000051-0101,50000A,0105434000051-0101
0,,Y,true,0,2024-12-06,,2024-12-05 08:15:05.114000 +00:00,,contract-100117333865051142,1001173338650511421147520,0105434000050-0101-N0000A,ACTIVE,663cd0f1557166bb784b4c3ffb9411a6,CollectOrderItem,orderItemId,docusign_00001,808690fd189cf2bde0ba3c985e53dc8a,WP_113713,0105434000050,0105434000050-0101,N0000A,0105434000050-0101
0,,Y,true,0,2024-12-06,,2024-12-05 08:15:02.811000 +00:00,,contract-100117333865028112,1001173338650281121697428,0105434000049-0101-N0000A,ACTIVE,80d757539c71122058ecf948ea25f6c2,CollectOrderItem,orderItemId,docusign_00001,4d81fc88a3af8f671542c99b3724aab0,WP_113818,0105434000049,0105434000049-0101,N0000A,0105434000049-0101
60,2029-12-06,Y,true,0,2024-12-06,,2024-12-05 08:15:00.406000 +00:00,,contract-100117333865004064,1001173338650040641451076,0105434000048-0101-50000A,ACTIVE,52aa47c67ca2badf12e8be4ee709b3c0,CollectOrderItem,orderItemId,docusign_00001,d1f40ef67bb8e0ba32b40441cc8f5c15,WP_113781,0105434000048,0105434000048-0101,50000A,0105434000048-0101
60,2029-12-06,Y,true,0,2024-12-06,,2024-12-05 08:14:58.236000 +00:00,,contract-100117333864982371,1001173338649823711162201,0105434000047-0101-50000A,ACTIVE,854242b4f9df69bdfb8e3d38b46825ba,CollectOrderItem,orderItemId,docusign_00001,9d298eed038ed4aea9c920dee5c5be16,WP_113725,0105434000047,0105434000047-0101,50000A,0105434000047-0101
84,2031-12-06,Y,true,0,2024-12-06,,2024-12-05 08:14:55.928000 +00:00,,contract-100117333864959292,1001173338649592921534419,0105434000046-0101-70000A,ACTIVE,bc28fb311acc9a5438111cf1f05b2fb7,CollectOrderItem,orderItemId,docusign_00001,76e2f90d2fd2de785118a0d8b37d81d4,WP_113820,0105434000046,0105434000046-0101,70000A,0105434000046-0101
60,2029-12-06,Y,true,0,2024-12-06,,2024-12-05 08:14:53.913000 +00:00,,contract-100117333864939162,1001173338649391621643579,0105434000045-0101-50000A,ACTIVE,30c376b42c8220221f491ffd10b695de,CollectOrderItem,orderItemId,docusign_00001,df0b3c0bf8a206afdd4e27e62be65b18,WP_113725,0105434000045,0105434000045-0101,50000A,0105434000045-0101
0,,Y,true,0,2024-12-06,,2024-12-05 08:14:51.425000 +00:00,,contract-100117333864914290,1001173338649142901490543,0105434000044-0101-N0000A,ACTIVE,64f81bacfba4ed29db557b16318c765e,CollectOrderItem,orderItemId,docusign_00001,aa75bfb7bfc8d4939e03bfd6d0294e1f,WP_113816,0105434000044,0105434000044-0101,N0000A,0105434000044-0101
60,2029-12-06,Y,true,0,2024-12-06,,2024-12-05 08:14:49.059000 +00:00,,contract-100117333864890603,1001173338648906031027174,0105434000043-0101-50000A,ACTIVE,32680cdedc26544eb14810d7e6ea1d93,CollectOrderItem,orderItemId,docusign_00001,b731f7bddb95cc3e947a288ec4dcc7b8,WP_113792,0105434000043,0105434000043-0101,50000A,0105434000043-0101
