is_active,is_tax_exempt,quantity,total_price,create_time,update_time,charge_id,charge_item_id,charge_item_type,entity,field,hash_code,receipt_id,service_flow_id,value
Y,false,1,72.00,2024-12-03 13:10:43.012470 +00:00,,0105433700053-0101-N0000A-38,1Z1oE4QyNdw,RENTAL_FEE,CollectCharge,charge_id,2a5d9f6230d9f0a94b6a386acc64c3c4,,,0105433700053-0101-N0000A-38
Y,false,1,72.00,2024-12-03 13:10:43.011580 +00:00,,0105433700053-0101-N0000A-37,1Z1oE4QyNdu,RENTAL_FEE,CollectCharge,charge_id,8f856dff26c7429db08807c93b23c0a9,,,0105433700053-0101-N0000A-37
Y,false,1,72.00,2024-12-03 13:10:43.011400 +00:00,,0105433700053-0101-N0000A-36,1Z1oE4QyNds,RENTAL_FEE,CollectCharge,charge_id,996cf50955526fc2b808f928e08a87d0,,,0105433700053-0101-N0000A-36
Y,false,1,72.00,2024-12-03 13:10:43.010785 +00:00,,0105433700053-0101-N0000A-35,1Z1oE4QyNdq,RENTAL_FEE,CollectCharge,charge_id,24734af1e53c108fe78830a75d3ff40e,,,0105433700053-0101-N0000A-35
Y,false,1,72.00,2024-12-03 13:10:43.008524 +00:00,,0105433700053-0101-N0000A-34,1Z1oE4QyNdo,RENTAL_FEE,CollectCharge,charge_id,b4ace20c097a6051f296ce35fc9a0cb0,,,0105433700053-0101-N0000A-34
Y,false,1,72.00,2024-12-03 13:10:43.008425 +00:00,,0105433700053-0101-N0000A-33,1Z1oE4QyNdm,RENTAL_FEE,CollectCharge,charge_id,96aacdd644cc464d17da46507da602a1,,,0105433700053-0101-N0000A-33
Y,false,1,72.00,2024-12-03 13:10:43.008314 +00:00,,0105433700053-0101-N0000A-32,1Z1oE4QyNdk,RENTAL_FEE,CollectCharge,charge_id,6a195770b7000dbbbcc4953686eb6bfa,,,0105433700053-0101-N0000A-32
Y,false,1,72.00,2024-12-03 13:10:43.008204 +00:00,,0105433700053-0101-N0000A-31,1Z1oE4QyNdi,RENTAL_FEE,CollectCharge,charge_id,92e56cd4ad12b8856e9c47d4adaf9a76,,,0105433700053-0101-N0000A-31
Y,false,1,72.00,2024-12-03 13:10:43.008079 +00:00,,0105433700053-0101-N0000A-30,1Z1oE4QgmVc,RENTAL_FEE,CollectCharge,charge_id,7dffdb643e3b64d54e43f01fde2cdb4a,,,0105433700053-0101-N0000A-30
Y,false,1,72.00,2024-12-03 13:10:43.007551 +00:00,,0105433700053-0101-N0000A-29,1Z1oE4QgmVa,RENTAL_FEE,CollectCharge,charge_id,8032d6187224fd590969a98b66539fb9,,,0105433700053-0101-N0000A-29
Y,false,1,72.00,2024-12-03 13:10:43.005560 +00:00,,0105433700053-0101-N0000A-28,1Z1oE4QgmVY,RENTAL_FEE,CollectCharge,charge_id,7d7a6312ad1683cd30cdfbac64cc5708,,,0105433700053-0101-N0000A-28
Y,false,1,72.00,2024-12-03 13:10:43.005467 +00:00,,0105433700053-0101-N0000A-27,1Z1oE4QgmVW,RENTAL_FEE,CollectCharge,charge_id,663f1f760559f687911fe425378014b2,,,0105433700053-0101-N0000A-27
Y,false,1,72.00,2024-12-03 13:10:43.005376 +00:00,,0105433700053-0101-N0000A-26,1Z1oE4QgmVU,RENTAL_FEE,CollectCharge,charge_id,27ba5f477190f4915f6174498aea0504,,,0105433700053-0101-N0000A-26
Y,false,1,72.00,2024-12-03 13:10:43.005285 +00:00,,0105433700053-0101-N0000A-25,1Z1oE4QgmVS,RENTAL_FEE,CollectCharge,charge_id,aca9a4158535ff29dd73c73988e7c45f,,,0105433700053-0101-N0000A-25
Y,false,1,72.00,2024-12-03 13:10:43.005195 +00:00,,0105433700053-0101-N0000A-24,1Z1oE4QgmVQ,RENTAL_FEE,CollectCharge,charge_id,634c43b87fc0e7b6b40025d6c2b64059,,,0105433700053-0101-N0000A-24
Y,false,1,72.00,2024-12-03 13:10:43.005105 +00:00,,0105433700053-0101-N0000A-23,1Z1oE4QgmVO,RENTAL_FEE,CollectCharge,charge_id,e82a660fe75d98286a5beb4a2859e0d3,,,0105433700053-0101-N0000A-23
Y,false,1,72.00,2024-12-03 13:10:43.005003 +00:00,,0105433700053-0101-N0000A-22,1Z1oE4QgmVM,RENTAL_FEE,CollectCharge,charge_id,709a95055bf7de312cb074864f7edb80,,,0105433700053-0101-N0000A-22
Y,false,1,72.00,2024-12-03 13:10:43.004690 +00:00,,0105433700053-0101-N0000A-21,1Z1oE4QgmVK,RENTAL_FEE,CollectCharge,charge_id,4c561c518f230257214164630148aa6f,,,0105433700053-0101-N0000A-21
Y,false,1,72.00,2024-12-03 13:10:43.003956 +00:00,,0105433700053-0101-N0000A-20,1Z1oE4QgmVI,RENTAL_FEE,CollectCharge,charge_id,0f28385093a16078a06225b0afc4a337,,,0105433700053-0101-N0000A-20
Y,false,1,72.00,2024-12-03 13:10:43.003859 +00:00,,0105433700053-0101-N0000A-19,1Z1oE4QgmVG,RENTAL_FEE,CollectCharge,charge_id,fa7bba0d5fb1c7cbf8fc115470a4585d,,,0105433700053-0101-N0000A-19
Y,false,1,72.00,2024-12-03 13:10:43.003715 +00:00,,0105433700053-0101-N0000A-18,1Z1oE4QgmVE,RENTAL_FEE,CollectCharge,charge_id,766377f59ef26ab6828a01662c0203ad,,,0105433700053-0101-N0000A-18
Y,false,1,72.00,2024-12-03 13:10:43.002762 +00:00,,0105433700053-0101-N0000A-17,1Z1oE4QgmVC,RENTAL_FEE,CollectCharge,charge_id,f249d5127e41af610caec68ab7329c92,,,0105433700053-0101-N0000A-17
Y,false,1,72.00,2024-12-03 13:10:43.002637 +00:00,,0105433700053-0101-N0000A-16,1Z1oE4QgmVA,RENTAL_FEE,CollectCharge,charge_id,7059d1bb0aa1440eb2c65f98747d2b70,,,0105433700053-0101-N0000A-16
Y,false,1,72.00,2024-12-03 13:10:43.002373 +00:00,,0105433700053-0101-N0000A-15,1Z1oE4QPBN4,RENTAL_FEE,CollectCharge,charge_id,c06a237587f42ddfb8fccc98dc5fd370,,,0105433700053-0101-N0000A-15
Y,false,1,72.00,2024-12-03 13:10:43.002237 +00:00,,0105433700053-0101-N0000A-14,1Z1oE4QPBN2,RENTAL_FEE,CollectCharge,charge_id,23505725a9a05c533ba3bb0896e1026e,,,0105433700053-0101-N0000A-14
Y,false,1,72.00,2024-12-03 13:10:43.001320 +00:00,,0105433700053-0101-N0000A-13,1Z1oE4QPBN0,RENTAL_FEE,CollectCharge,charge_id,0a473e9ddfb2862fd17990ab2d8ea0d6,,,0105433700053-0101-N0000A-13
Y,false,1,72.00,2024-12-03 13:10:43.000090 +00:00,,0105433700053-0101-N0000A-12,1Z1oE4QPBMy,RENTAL_FEE,CollectCharge,charge_id,e95e5803fc54aec610c1ecdade9c56c9,,,0105433700053-0101-N0000A-12
Y,false,1,72.00,2024-12-03 13:10:42.999994 +00:00,,0105433700053-0101-N0000A-11,1Z1oE4QPBMw,RENTAL_FEE,CollectCharge,charge_id,b446d2df14a09c520d218f6fec8aa3f9,,,0105433700053-0101-N0000A-11
Y,false,1,72.00,2024-12-03 13:10:42.999875 +00:00,,0105433700053-0101-N0000A-10,1Z1oE4QPBMu,RENTAL_FEE,CollectCharge,charge_id,42cbd0a40697e017df80a1c732c57c55,,,0105433700053-0101-N0000A-10
Y,false,1,72.00,2024-12-03 13:10:42.998861 +00:00,,0105433700053-0101-N0000A-09,1Z1oE4QPBMs,RENTAL_FEE,CollectCharge,charge_id,07baa5bd256aff23e105e3584b891cc2,,,0105433700053-0101-N0000A-09
Y,false,1,72.00,2024-12-03 13:10:42.998755 +00:00,,0105433700053-0101-N0000A-08,1Z1oE4QPBMq,RENTAL_FEE,CollectCharge,charge_id,65fc47507ae22c7e669d5bc9e8882bf2,,,0105433700053-0101-N0000A-08
Y,false,1,72.00,2024-12-03 13:10:42.998602 +00:00,,0105433700053-0101-N0000A-07,1Z1oE4QPBMo,RENTAL_FEE,CollectCharge,charge_id,800e11607749350d2bf56135f4739b4d,,,0105433700053-0101-N0000A-07
Y,false,1,72.00,2024-12-03 13:10:42.998054 +00:00,,0105433700053-0101-N0000A-06,1Z1oE4QPBMm,RENTAL_FEE,CollectCharge,charge_id,81452bf9a7c75a3d2c657290272b703f,,,0105433700053-0101-N0000A-06
Y,false,1,72.00,2024-12-03 13:10:42.997256 +00:00,,0105433700053-0101-N0000A-05,1Z1oE4QPBMk,RENTAL_FEE,CollectCharge,charge_id,31bcf6a1e8330ca374195e82c64416c8,,,0105433700053-0101-N0000A-05
Y,false,1,72.00,2024-12-03 13:10:42.997052 +00:00,,0105433700053-0101-N0000A-04,1Z1oE4QPBMi,RENTAL_FEE,CollectCharge,charge_id,96a610e09813ebf806b22d224d28da3d,,,0105433700053-0101-N0000A-04
Y,false,1,72.00,2024-12-03 13:10:42.996926 +00:00,,0105433700053-0101-N0000A-03,1Z1oE4QPBMg,RENTAL_FEE,CollectCharge,charge_id,21bab0d8d8fd78eaa1b562f6428d9e1a,,,0105433700053-0101-N0000A-03
Y,false,1,72.00,2024-12-03 13:10:42.995828 +00:00,,0105433700053-0101-N0000A-02,1Z1oE4QPBMe,RENTAL_FEE,CollectCharge,charge_id,b012ad3c1262f7df925880e6b07ac9ae,,,0105433700053-0101-N0000A-02
Y,false,1,67.68,2024-12-03 13:10:42.972422 +00:00,,0105433700053-0101-N0000A-01,1Z1oE4Q7aEY,RENTAL_FEE,CollectCharge,charge_id,6c866dc1793f5e26cab3e2308802b900,,,0105433700053-0101-N0000A-01
Y,false,1,40.00,2024-12-03 13:10:48.770616 +00:00,,0105433700052-0101-30000A-36,1Z1oEV3Zo0Y,RENTAL_FEE,CollectCharge,charge_id,9585dfa4523920068b1e5e47ffc7873c,,,0105433700052-0101-30000A-36
Y,false,1,40.00,2024-12-03 13:10:48.770529 +00:00,,0105433700052-0101-30000A-35,1Z1oEV3Zo0W,RENTAL_FEE,CollectCharge,charge_id,2ae849d4d0abd0a3d0b5924591bd1a95,,,0105433700052-0101-30000A-35
Y,false,1,40.00,2024-12-03 13:10:48.770446 +00:00,,0105433700052-0101-30000A-34,1Z1oEV3Zo0U,RENTAL_FEE,CollectCharge,charge_id,1d3c66de2c7d06d0ff1b7a780a0be80d,,,0105433700052-0101-30000A-34
Y,false,1,40.00,2024-12-03 13:10:48.770351 +00:00,,0105433700052-0101-30000A-33,1Z1oEV3Zo0S,RENTAL_FEE,CollectCharge,charge_id,6ebc153705dca26853c1489042179027,,,0105433700052-0101-30000A-33
Y,false,1,40.00,2024-12-03 13:10:48.770202 +00:00,,0105433700052-0101-30000A-32,1Z1oEV3Zo0Q,RENTAL_FEE,CollectCharge,charge_id,71aaa38a3cc593b3aac43834c31cd1dd,,,0105433700052-0101-30000A-32
Y,false,1,40.00,2024-12-03 13:10:48.769833 +00:00,,0105433700052-0101-30000A-31,1Z1oEV3Zo0O,RENTAL_FEE,CollectCharge,charge_id,97bdd87180520b586bdafc9fcf7fd1e1,,,0105433700052-0101-30000A-31
Y,false,1,40.00,2024-12-03 13:10:48.769724 +00:00,,0105433700052-0101-30000A-30,1Z1oEV3Zo0M,RENTAL_FEE,CollectCharge,charge_id,ebc5099d3f4b5b0568fbacaf0fccaf65,,,0105433700052-0101-30000A-30
Y,false,1,40.00,2024-12-03 13:10:48.769598 +00:00,,0105433700052-0101-30000A-29,1Z1oEV3Zo0K,RENTAL_FEE,CollectCharge,charge_id,fc0c9f18ca336f95436b1458f0318136,,,0105433700052-0101-30000A-29
Y,false,1,40.00,2024-12-03 13:10:48.769503 +00:00,,0105433700052-0101-30000A-28,1Z1oEV3Zo0I,RENTAL_FEE,CollectCharge,charge_id,6ce55483b8110cf2df460fb5ecfda052,,,0105433700052-0101-30000A-28
Y,false,1,40.00,2024-12-03 13:10:48.769035 +00:00,,0105433700052-0101-30000A-27,1Z1oEV3Zo0G,RENTAL_FEE,CollectCharge,charge_id,50b12cbe29a4df54607d4bc48e93da89,,,0105433700052-0101-30000A-27
Y,false,1,40.00,2024-12-03 13:10:48.768693 +00:00,,0105433700052-0101-30000A-26,1Z1oEV3Zo0E,RENTAL_FEE,CollectCharge,charge_id,c862613275eacddd8f7454e673d7225d,,,0105433700052-0101-30000A-26
Y,false,1,40.00,2024-12-03 13:10:48.768587 +00:00,,0105433700052-0101-30000A-25,1Z1oEV3ICs8,RENTAL_FEE,CollectCharge,charge_id,c3d9515588f3b29a9f76f964b0ba5ebe,,,0105433700052-0101-30000A-25
Y,false,1,40.00,2024-12-03 13:10:48.768485 +00:00,,0105433700052-0101-30000A-24,1Z1oEV3ICs6,RENTAL_FEE,CollectCharge,charge_id,ba9384987aaeb416e0595817c14a9fff,,,0105433700052-0101-30000A-24
Y,false,1,40.00,2024-12-03 13:10:48.768342 +00:00,,0105433700052-0101-30000A-23,1Z1oEV3ICs4,RENTAL_FEE,CollectCharge,charge_id,8e7f34f826bb15e486c45deb3db427be,,,0105433700052-0101-30000A-23
Y,false,1,40.00,2024-12-03 13:10:48.768222 +00:00,,0105433700052-0101-30000A-22,1Z1oEV3ICs2,RENTAL_FEE,CollectCharge,charge_id,01177fd3ccf519af145bbd3839ec7081,,,0105433700052-0101-30000A-22
Y,false,1,40.00,2024-12-03 13:10:48.768025 +00:00,,0105433700052-0101-30000A-21,1Z1oEV3ICs0,RENTAL_FEE,CollectCharge,charge_id,d51d8ecea89ea5be0d69079f3fee9480,,,0105433700052-0101-30000A-21
Y,false,1,40.00,2024-12-03 13:10:48.767931 +00:00,,0105433700052-0101-30000A-20,1Z1oEV3ICry,RENTAL_FEE,CollectCharge,charge_id,8a996bee1951a3dd8dcc095409a2aa33,,,0105433700052-0101-30000A-20
Y,false,1,40.00,2024-12-03 13:10:48.767805 +00:00,,0105433700052-0101-30000A-19,1Z1oEV3ICrw,RENTAL_FEE,CollectCharge,charge_id,1ad5fdaddc3633990efc645051beccca,,,0105433700052-0101-30000A-19
Y,false,1,40.00,2024-12-03 13:10:48.767617 +00:00,,0105433700052-0101-30000A-18,1Z1oEV3ICru,RENTAL_FEE,CollectCharge,charge_id,ae085e4d92cbd692bf2ab21706e82268,,,0105433700052-0101-30000A-18
Y,false,1,40.00,2024-12-03 13:10:48.767540 +00:00,,0105433700052-0101-30000A-17,1Z1oEV3ICrs,RENTAL_FEE,CollectCharge,charge_id,6428e8aabc22bdb03e6b9325b45fa299,,,0105433700052-0101-30000A-17
Y,false,1,40.00,2024-12-03 13:10:48.767458 +00:00,,0105433700052-0101-30000A-16,1Z1oEV3ICrq,RENTAL_FEE,CollectCharge,charge_id,d2295efb8bcb94da9c5fc9a8bdd48871,,,0105433700052-0101-30000A-16
Y,false,1,40.00,2024-12-03 13:10:48.767374 +00:00,,0105433700052-0101-30000A-15,1Z1oEV3ICro,RENTAL_FEE,CollectCharge,charge_id,5b8412a2e3f858efee1920d4307b1639,,,0105433700052-0101-30000A-15
Y,false,1,40.00,2024-12-03 13:10:48.767286 +00:00,,0105433700052-0101-30000A-14,1Z1oEV3ICrm,RENTAL_FEE,CollectCharge,charge_id,44e511b756e3248111d2cd66cbca0430,,,0105433700052-0101-30000A-14
Y,false,1,40.00,2024-12-03 13:10:48.767207 +00:00,,0105433700052-0101-30000A-13,1Z1oEV3ICrk,RENTAL_FEE,CollectCharge,charge_id,82ed62e9204440b4f18ca426f57dabb3,,,0105433700052-0101-30000A-13
Y,false,1,40.00,2024-12-03 13:10:48.767126 +00:00,,0105433700052-0101-30000A-12,1Z1oEV3ICri,RENTAL_FEE,CollectCharge,charge_id,2b170c8df0e50dc51be4e751b51258ef,,,0105433700052-0101-30000A-12
Y,false,1,40.00,2024-12-03 13:10:48.767036 +00:00,,0105433700052-0101-30000A-11,1Z1oEV3ICrg,RENTAL_FEE,CollectCharge,charge_id,0bd75fd3d36637407349d94b6b539781,,,0105433700052-0101-30000A-11
Y,false,1,40.00,2024-12-03 13:10:48.766940 +00:00,,0105433700052-0101-30000A-10,1Z1oEV3ICre,RENTAL_FEE,CollectCharge,charge_id,90d8b253b18b36b998fc883729260d00,,,0105433700052-0101-30000A-10
Y,false,1,40.00,2024-12-03 13:10:48.766824 +00:00,,0105433700052-0101-30000A-09,1Z1oEV3ICrc,RENTAL_FEE,CollectCharge,charge_id,6e165d8c1805d87219427c67a6906f7c,,,0105433700052-0101-30000A-09
