id,material_id,material_model_name_prefix,rental_code,material_care_type,lease_type,commitment_duration,adjusted_commitment_duration,dist_value_m01,dist_value_r01,dist_value_r02,dist_value_r03,dist_value_s01,dist_value_t01,dist_ratio_m01,dist_ratio_r01,dist_ratio_r02,dist_ratio_r03,dist_ratio_s01,dist_ratio_t01,dist_price_m01,dist_price_r01,dist_price_r02,dist_price_r03,dist_price_s01,dist_price_t01,start_date
11,WP_113627,CHP-1300L,3N000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.22,,,,21.78,45,2024-01-01
12,WP_113627,CHP-1300L,3N000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,28.39,,,,26.61,55,2024-01-01
13,WP_113627,CHP-1300L,50000A,SELF_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,18.98,,,,16.02,35,2024-01-01
14,WP_113627,CHP-1300L,50000A,HOME_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,24.41,,,,20.59,45,2024-01-01
15,WP_113627,CHP-1300L,52000A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,17.2,,,,5.8,23,2024-01-01
16,WP_113627,CHP-1300L,52000A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,24.67,,,,8.33,33,2024-01-01
17,WP_113627,CHP-1300L,5N000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,18.06,,,,16.94,35,2024-01-01
18,WP_113627,CHP-1300L,5N000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.22,,,,21.78,45,2024-01-01
19,WP_113627,CHP-1300L,70000A,SELF_CARE,FINANCIAL_LEASE,84,84,640,,,,756,1396,0.4585,,,,0.5415,1,13.76,,,,16.24,30,2024-01-01
20,WP_113627,CHP-1300L,70000A,HOME_CARE,FINANCIAL_LEASE,84,84,640,,,,756,1396,0.4585,,,,0.5415,1,18.34,,,,21.66,40,2024-01-01
21,WP_113627,CHP-1300L,N0000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,33.55,,,,31.45,65,2024-01-01
22,WP_113627,CHP-1300L,N0000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,38.71,,,,36.29,75,2024-01-01
23,WP_113627,CHP-1300L,N3000A,SELF_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,29.88,,,,15.12,45,2024-01-01
24,WP_113627,CHP-1300L,N3000A,HOME_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,36.51,,,,18.49,55,2024-01-01
25,WP_113627,CHP-1300L,N3200A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,23.93,,,,8.07,32,2024-01-01
26,WP_113627,CHP-1300L,N3200A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,31.4,,,,10.6,42,2024-01-01
27,WP_113627,CHP-1300L,N32N0A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,16.52,,,,15.48,32,2024-01-01
28,WP_113627,CHP-1300L,N32N0A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,21.68,,,,20.32,42,2024-01-01
29,WP_113627,CHP-1300L,N3N00A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.22,,,,21.78,45,2024-01-01
30,WP_113627,CHP-1300L,N3N00A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,28.39,,,,26.61,55,2024-01-01
31,WP_113627,CHP-1300L,N5000A,SELF_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,18.98,,,,16.02,35,2024-01-01
32,WP_113627,CHP-1300L,N5000A,HOME_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,24.41,,,,20.59,45,2024-01-01
33,WP_113627,CHP-1300L,N5N00A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,18.06,,,,16.94,35,2024-01-01
34,WP_113627,CHP-1300L,N5N00A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.22,,,,21.78,45,2024-01-01
35,WP_113637,CHP-1100R,30000A,SELF_CARE,FINANCIAL_LEASE,36,36,1340,,,,324,1664,0.8053,,,,0.1947,1,44.29,,,,10.71,55,2024-01-01
36,WP_113637,CHP-1100R,30000A,HOME_CARE,FINANCIAL_LEASE,36,36,1340,,,,324,1664,0.8053,,,,0.1947,1,52.34,,,,12.66,65,2024-01-01
37,WP_113637,CHP-1100R,32000A,SELF_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,33.59,,,,5.41,39,2024-01-01
38,WP_113637,CHP-1100R,32000A,HOME_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,42.2,,,,6.8,49,2024-01-01
39,WP_113637,CHP-1100R,32200A,SELF_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,26.7,,,,4.3,31,2024-01-01
40,WP_113637,CHP-1100R,32200A,HOME_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,35.31,,,,5.69,41,2024-01-01
41,WP_113637,CHP-1100R,32N00A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,26.94,,,,12.06,39,2024-01-01
42,WP_113637,CHP-1100R,32N00A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,33.84,,,,15.16,49,2024-01-01
43,WP_113637,CHP-1100R,34000A,SELF_CARE,FINANCIAL_LEASE,48,48,1340,,,,432,1772,0.7562,,,,0.2438,1,23.44,,,,7.56,31,2024-01-01
44,WP_113637,CHP-1100R,34000A,HOME_CARE,FINANCIAL_LEASE,48,48,1340,,,,432,1772,0.7562,,,,0.2438,1,31,,,,10,41,2024-01-01
45,WP_113637,CHP-1100R,3N000A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,37.99,,,,17.01,55,2024-01-01
46,WP_113637,CHP-1100R,3N000A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,44.9,,,,20.1,65,2024-01-01
47,WP_113637,CHP-1100R,50000A,SELF_CARE,FINANCIAL_LEASE,60,60,1340,,,,540,1880,0.7128,,,,0.2872,1,30.65,,,,12.35,43,2024-01-01
48,WP_113637,CHP-1100R,50000A,HOME_CARE,FINANCIAL_LEASE,60,60,1340,,,,540,1880,0.7128,,,,0.2872,1,37.78,,,,15.22,53,2024-01-01
49,WP_113637,CHP-1100R,52000A,SELF_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,24.11,,,,3.89,28,2024-01-01
50,WP_113637,CHP-1100R,52000A,HOME_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,32.73,,,,5.27,38,2024-01-01
51,WP_113637,CHP-1100R,5N000A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,29.7,,,,13.3,43,2024-01-01
52,WP_113637,CHP-1100R,5N000A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,36.61,,,,16.39,53,2024-01-01
53,WP_113637,CHP-1100R,70000A,SELF_CARE,FINANCIAL_LEASE,84,84,1340,,,,756,2096,0.6393,,,,0.3607,1,23.65,,,,13.35,37,2024-01-01
54,WP_113637,CHP-1100R,70000A,HOME_CARE,FINANCIAL_LEASE,84,84,1340,,,,756,2096,0.6393,,,,0.3607,1,30.05,,,,16.95,47,2024-01-01
55,WP_113637,CHP-1100R,N0000A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,54.57,,,,24.43,79,2024-01-01
56,WP_113637,CHP-1100R,N0000A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,61.47,,,,27.53,89,2024-01-01
57,WP_113637,CHP-1100R,N3000A,SELF_CARE,FINANCIAL_LEASE,36,36,1340,,,,324,1664,0.8053,,,,0.1947,1,44.29,,,,10.71,55,2024-01-01
58,WP_113637,CHP-1100R,N3000A,HOME_CARE,FINANCIAL_LEASE,36,36,1340,,,,324,1664,0.8053,,,,0.1947,1,52.34,,,,12.66,65,2024-01-01
59,WP_113637,CHP-1100R,N3200A,SELF_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,33.59,,,,5.41,39,2024-01-01
60,WP_113637,CHP-1100R,N3200A,HOME_CARE,FINANCIAL_LEASE,24,24,1340,,,,216,1556,0.8612,,,,0.1388,1,42.2,,,,6.8,49,2024-01-01
61,WP_113637,CHP-1100R,N32N0A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,26.94,,,,12.06,39,2024-01-01
62,WP_113637,CHP-1100R,N32N0A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,33.84,,,,15.16,49,2024-01-01
63,WP_113637,CHP-1100R,N3N00A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,37.99,,,,17.01,55,2024-01-01
64,WP_113637,CHP-1100R,N3N00A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,44.9,,,,20.1,65,2024-01-01
65,WP_113637,CHP-1100R,N5000A,SELF_CARE,FINANCIAL_LEASE,60,60,1340,,,,540,1880,0.7128,,,,0.2872,1,30.65,,,,12.35,43,2024-01-01
66,WP_113637,CHP-1100R,N5000A,HOME_CARE,FINANCIAL_LEASE,60,60,1340,,,,540,1880,0.7128,,,,0.2872,1,37.78,,,,15.22,53,2024-01-01
67,WP_113637,CHP-1100R,N5N00A,SELF_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,29.7,,,,13.3,43,2024-01-01
68,WP_113637,CHP-1100R,N5N00A,HOME_CARE,OPERATING_LEASE,0,60,1340,,,,600,1940,0.6907,,,,0.3093,1,36.61,,,,16.39,53,2024-01-01
69,WP_113643,CHP-1200N,30000A,SELF_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,43.15,,,,21.85,65,2024-01-01
70,WP_113643,CHP-1200N,30000A,HOME_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,49.79,,,,25.21,75,2024-01-01
71,WP_113643,CHP-1200N,32000A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,34.39,,,,11.61,46,2024-01-01
72,WP_113643,CHP-1200N,32000A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,41.87,,,,14.13,56,2024-01-01
73,WP_113643,CHP-1200N,32200A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,26.92,,,,9.08,36,2024-01-01
74,WP_113643,CHP-1200N,32200A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,34.39,,,,11.61,46,2024-01-01
75,WP_113643,CHP-1200N,32N00A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.74,,,,22.26,46,2024-01-01
76,WP_113643,CHP-1200N,32N00A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,28.9,,,,27.1,56,2024-01-01
77,WP_113643,CHP-1200N,34000A,SELF_CARE,FINANCIAL_LEASE,48,48,640,,,,432,1072,0.597,,,,0.403,1,21.49,,,,14.51,36,2024-01-01
78,WP_113643,CHP-1200N,34000A,HOME_CARE,FINANCIAL_LEASE,48,48,640,,,,432,1072,0.597,,,,0.403,1,27.46,,,,18.54,46,2024-01-01
79,WP_113643,CHP-1200N,3N000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,33.55,,,,31.45,65,2024-01-01
80,WP_113643,CHP-1200N,3N000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,38.71,,,,36.29,75,2024-01-01
81,WP_113643,CHP-1200N,50000A,SELF_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,19.53,,,,16.47,36,2024-01-01
82,WP_113643,CHP-1200N,50000A,HOME_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,24.95,,,,21.05,46,2024-01-01
83,WP_113643,CHP-1200N,52000A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,24.67,,,,8.33,33,2024-01-01
84,WP_113643,CHP-1200N,52000A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,32.15,,,,10.85,43,2024-01-01
85,WP_113643,CHP-1200N,5N000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,25.81,,,,24.19,50,2024-01-01
86,WP_113643,CHP-1200N,5N000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,30.97,,,,29.03,60,2024-01-01
87,WP_113643,CHP-1200N,70000A,SELF_CARE,FINANCIAL_LEASE,84,84,640,,,,756,1396,0.4585,,,,0.5415,1,19.72,,,,23.28,43,2024-01-01
88,WP_113643,CHP-1200N,70000A,HOME_CARE,FINANCIAL_LEASE,84,84,640,,,,756,1396,0.4585,,,,0.5415,1,24.3,,,,28.7,53,2024-01-01
89,WP_113643,CHP-1200N,N0000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,48,,,,45,93,2024-01-01
90,WP_113643,CHP-1200N,N0000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,53.16,,,,49.84,103,2024-01-01
91,WP_113643,CHP-1200N,N3000A,SELF_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,43.15,,,,21.85,65,2024-01-01
92,WP_113643,CHP-1200N,N3000A,HOME_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,49.79,,,,25.21,75,2024-01-01
93,WP_113643,CHP-1200N,N3200A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,34.39,,,,11.61,46,2024-01-01
94,WP_113643,CHP-1200N,N3200A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,41.87,,,,14.13,56,2024-01-01
95,WP_113643,CHP-1200N,N32N0A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.74,,,,22.26,46,2024-01-01
96,WP_113643,CHP-1200N,N32N0A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,28.9,,,,27.1,56,2024-01-01
97,WP_113643,CHP-1200N,N3N00A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,33.55,,,,31.45,65,2024-01-01
98,WP_113643,CHP-1200N,N3N00A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,38.71,,,,36.29,75,2024-01-01
99,WP_113643,CHP-1200N,N5000A,SELF_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,19.53,,,,16.47,36,2024-01-01
100,WP_113643,CHP-1200N,N5000A,HOME_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,24.95,,,,21.05,46,2024-01-01
101,WP_113643,CHP-1200N,N5N00A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,25.81,,,,24.19,50,2024-01-01
102,WP_113643,CHP-1200N,N5N00A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,30.97,,,,29.03,60,2024-01-01
103,WP_113713,CHPI-1500L,30000A,SELF_CARE,FINANCIAL_LEASE,36,36,1540,,,,324,1864,0.8262,,,,0.1738,1,37.18,,,,7.82,45,2024-01-01
104,WP_113713,CHPI-1500L,30000A,HOME_CARE,FINANCIAL_LEASE,36,36,1540,,,,324,1864,0.8262,,,,0.1738,1,45.44,,,,9.56,55,2024-01-01
105,WP_113713,CHPI-1500L,32000A,SELF_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,28.06,,,,3.94,32,2024-01-01
106,WP_113713,CHPI-1500L,32000A,HOME_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,36.83,,,,5.17,42,2024-01-01
107,WP_113713,CHPI-1500L,32200A,SELF_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,21.93,,,,3.07,25,2024-01-01
108,WP_113713,CHPI-1500L,32200A,HOME_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,30.7,,,,4.3,35,2024-01-01
109,WP_113713,CHPI-1500L,32N00A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,23.03,,,,8.97,32,2024-01-01
110,WP_113713,CHPI-1500L,32N00A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,30.22,,,,11.78,42,2024-01-01
111,WP_113713,CHPI-1500L,34000A,SELF_CARE,FINANCIAL_LEASE,48,48,1540,,,,432,1972,0.7809,,,,0.2191,1,19.52,,,,5.48,25,2024-01-01
112,WP_113713,CHPI-1500L,34000A,HOME_CARE,FINANCIAL_LEASE,48,48,1540,,,,432,1972,0.7809,,,,0.2191,1,27.33,,,,7.67,35,2024-01-01
113,WP_113713,CHPI-1500L,3N000A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,32.38,,,,12.62,45,2024-01-01
114,WP_113713,CHPI-1500L,3N000A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,39.58,,,,15.42,55,2024-01-01
115,WP_113713,CHPI-1500L,50000A,SELF_CARE,FINANCIAL_LEASE,60,60,1540,,,,540,2080,0.7404,,,,0.2596,1,25.91,,,,9.09,35,2024-01-01
116,WP_113713,CHPI-1500L,50000A,HOME_CARE,FINANCIAL_LEASE,60,60,1540,,,,540,2080,0.7404,,,,0.2596,1,33.32,,,,11.68,45,2024-01-01
117,WP_113713,CHPI-1500L,52000A,SELF_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,20.17,,,,2.83,23,2024-01-01
118,WP_113713,CHPI-1500L,52000A,HOME_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,28.94,,,,4.06,33,2024-01-01
119,WP_113713,CHPI-1500L,5N000A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,25.19,,,,9.81,35,2024-01-01
120,WP_113713,CHPI-1500L,5N000A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,32.38,,,,12.62,45,2024-01-01
121,WP_113713,CHPI-1500L,70000A,SELF_CARE,FINANCIAL_LEASE,84,84,1540,,,,756,2296,0.6707,,,,0.3293,1,20.12,,,,9.88,30,2024-01-01
122,WP_113713,CHPI-1500L,70000A,HOME_CARE,FINANCIAL_LEASE,84,84,1540,,,,756,2296,0.6707,,,,0.3293,1,26.83,,,,13.17,40,2024-01-01
123,WP_113713,CHPI-1500L,N0000A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,46.77,,,,18.23,65,2024-01-01
124,WP_113713,CHPI-1500L,N0000A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,53.97,,,,21.03,75,2024-01-01
125,WP_113713,CHPI-1500L,N3000A,SELF_CARE,FINANCIAL_LEASE,36,36,1540,,,,324,1864,0.8262,,,,0.1738,1,37.18,,,,7.82,45,2024-01-01
126,WP_113713,CHPI-1500L,N3000A,HOME_CARE,FINANCIAL_LEASE,36,36,1540,,,,324,1864,0.8262,,,,0.1738,1,45.44,,,,9.56,55,2024-01-01
127,WP_113713,CHPI-1500L,N3200A,SELF_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,28.06,,,,3.94,32,2024-01-01
128,WP_113713,CHPI-1500L,N3200A,HOME_CARE,FINANCIAL_LEASE,24,24,1540,,,,216,1756,0.877,,,,0.123,1,36.83,,,,5.17,42,2024-01-01
129,WP_113713,CHPI-1500L,N32N0A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,23.03,,,,8.97,32,2024-01-01
130,WP_113713,CHPI-1500L,N32N0A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,30.22,,,,11.78,42,2024-01-01
131,WP_113713,CHPI-1500L,N3N00A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,32.38,,,,12.62,45,2024-01-01
132,WP_113713,CHPI-1500L,N3N00A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,39.58,,,,15.42,55,2024-01-01
133,WP_113713,CHPI-1500L,N5000A,SELF_CARE,FINANCIAL_LEASE,60,60,1540,,,,540,2080,0.7404,,,,0.2596,1,25.91,,,,9.09,35,2024-01-01
134,WP_113713,CHPI-1500L,N5000A,HOME_CARE,FINANCIAL_LEASE,60,60,1540,,,,540,2080,0.7404,,,,0.2596,1,33.32,,,,11.68,45,2024-01-01
135,WP_113713,CHPI-1500L,N5N00A,SELF_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,25.19,,,,9.81,35,2024-01-01
136,WP_113713,CHPI-1500L,N5N00A,HOME_CARE,OPERATING_LEASE,0,60,1540,,,,600,2140,0.7196,,,,0.2804,1,32.38,,,,12.62,45,2024-01-01
137,WP_113725,CHP-1200N,30000A,SELF_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,43.15,,,,21.85,65,2024-01-01
138,WP_113725,CHP-1200N,30000A,HOME_CARE,FINANCIAL_LEASE,36,36,640,,,,324,964,0.6639,,,,0.3361,1,49.79,,,,25.21,75,2024-01-01
139,WP_113725,CHP-1200N,32000A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,34.39,,,,11.61,46,2024-01-01
140,WP_113725,CHP-1200N,32000A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,41.87,,,,14.13,56,2024-01-01
141,WP_113725,CHP-1200N,32200A,SELF_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,26.92,,,,9.08,36,2024-01-01
142,WP_113725,CHP-1200N,32200A,HOME_CARE,FINANCIAL_LEASE,24,24,640,,,,216,856,0.7477,,,,0.2523,1,34.39,,,,11.61,46,2024-01-01
143,WP_113725,CHP-1200N,32N00A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,23.74,,,,22.26,46,2024-01-01
144,WP_113725,CHP-1200N,32N00A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,28.9,,,,27.1,56,2024-01-01
145,WP_113725,CHP-1200N,34000A,SELF_CARE,FINANCIAL_LEASE,48,48,640,,,,432,1072,0.597,,,,0.403,1,21.49,,,,14.51,36,2024-01-01
146,WP_113725,CHP-1200N,34000A,HOME_CARE,FINANCIAL_LEASE,48,48,640,,,,432,1072,0.597,,,,0.403,1,27.46,,,,18.54,46,2024-01-01
147,WP_113725,CHP-1200N,3N000A,SELF_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,33.55,,,,31.45,65,2024-01-01
148,WP_113725,CHP-1200N,3N000A,HOME_CARE,OPERATING_LEASE,0,60,640,,,,600,1240,0.5161,,,,0.4839,1,38.71,,,,36.29,75,2024-01-01
149,WP_113725,CHP-1200N,50000A,SELF_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,19.53,,,,16.47,36,2024-01-01
150,WP_113725,CHP-1200N,50000A,HOME_CARE,FINANCIAL_LEASE,60,60,640,,,,540,1180,0.5424,,,,0.4576,1,24.95,,,,21.05,46,2024-01-01
