id,contract_id,contract_status,last_contract_status,rental_code,order_item_id,customer_id,start_date,end_date,duration_in_months,payment_day,create_time,update_time
8e7a5d36f792,0105429700016-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429700016-0101,faab5dcfce8208b729a9115945e4b4af,2024-10-24,,0,20,2024-10-23 07:35:32.796480,2024-10-23 07:35:32.796480
0590881e4554,0105429700017-0101-N0000A,ACTIVE,PENDING_CONFIRMATION,NXXXXA,0105429700017-0101,981249dbd1ce72f210cd30239ffc455e,2024-10-24,,0,20,2024-10-23 07:35:35.089310,2024-10-24 07:57:58.855467
39491b463eb1,0105429700017-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429700017-0101,981249dbd1ce72f210cd30239ffc455e,2024-10-24,,0,20,2024-10-23 07:35:35.089310,2024-10-23 07:35:35.089310
1eba997f56b5,0105429700018-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700018-0101,1b4e69bbcfb21eff583d24a109bc3419,,,84,10,2024-10-23 07:35:37.012347,2024-10-23 07:35:37.012347
8f4fd23c2f24,0105429700019-0101-N0000A,ACTIVE,PENDING_CONFIRMATION,NXXXXA,0105429700019-0101,aef864f66b99cb2b9bd8499009728793,2024-10-24,,0,20,2024-10-23 07:35:39.094616,2024-10-24 13:10:31.007718
7c29c4739ab8,0105429700019-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429700019-0101,aef864f66b99cb2b9bd8499009728793,2024-10-24,,0,20,2024-10-23 07:35:39.094616,2024-10-23 07:35:39.094616
151470d33641,0105429700020-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700020-0101,ef1520e5c54c8dea6078c3e980022359,,,36,20,2024-10-23 07:35:40.748315,2024-10-23 07:35:40.748315
8c7eab21647b,0105429700021-0101-70000A,ACTIVE,PENDING_CONFIRMATION,7XXXXA,0105429700021-0101,3c10410d6cc3bd63fb2e797c65faf6ad,2024-10-24,2031-10-24,84,20,2024-10-23 07:35:42.417427,2024-10-24 13:10:22.885011
d7e3cdf3e305,0105429700021-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700021-0101,3c10410d6cc3bd63fb2e797c65faf6ad,2024-10-24,2031-10-24,84,20,2024-10-23 07:35:42.417427,2024-10-23 07:35:42.417427
45c70b095f35,0105429700022-0101-50000A,ACTIVE,PENDING_CONFIRMATION,5XXXXA,0105429700022-0101,b6c3e5eaab88599ade099072518a0618,2024-10-24,2029-10-24,60,10,2024-10-23 07:35:44.027446,2024-10-24 13:10:14.876765
e5e4352673d0,0105429700022-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700022-0101,b6c3e5eaab88599ade099072518a0618,2024-10-24,2029-10-24,60,10,2024-10-23 07:35:44.027446,2024-10-23 07:35:44.027446
205a8feeafd0,0105429700023-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429700023-0101,81ac7b2274f1ca71aa1c47b41c9f1f0b,2024-10-24,2027-10-24,36,20,2024-10-23 07:35:45.772220,2024-10-24 13:10:06.661359
1759dc08d90b,0105429700023-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700023-0101,81ac7b2274f1ca71aa1c47b41c9f1f0b,2024-10-24,2027-10-24,36,20,2024-10-23 07:35:45.772220,2024-10-23 07:35:45.772220
1621d860dad6,0105429700024-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700024-0101,bdfc45f9f5138b93b5e8012efeb2ca0a,,,60,10,2024-10-23 07:35:47.560086,2024-10-23 07:35:47.560086
1c95bea91314,0105429700025-0101-50000A,ACTIVE,PENDING_CONFIRMATION,5XXXXA,0105429700025-0101,c396ad6c651f143744a60ff1c7a752ea,2024-10-24,2029-10-24,60,20,2024-10-23 07:35:49.293746,2024-10-24 13:09:58.339893
20451ad82e49,0105429700025-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700025-0101,c396ad6c651f143744a60ff1c7a752ea,2024-10-24,2029-10-24,60,20,2024-10-23 07:35:49.293746,2024-10-23 07:35:49.293746
008e0cdee9cd,0105429700026-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429700026-0101,03bc5918229c157c7cede3c365863ae1,2024-10-24,2027-10-24,36,10,2024-10-23 07:35:51.001599,2024-10-24 13:09:50.132680
11c366934703,0105429700026-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700026-0101,03bc5918229c157c7cede3c365863ae1,2024-10-24,2027-10-24,36,10,2024-10-23 07:35:51.001599,2024-10-23 07:35:51.001599
ee9baf7dff75,0105429700027-0101-N0000A,ACTIVE,PENDING_CONFIRMATION,NXXXXA,0105429700027-0101,c5988ddcef2d6730a06a3a4d70d439ba,2024-10-24,,0,10,2024-10-23 07:35:52.394890,2024-10-24 13:09:41.595840
24394ba7044b,0105429700027-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429700027-0101,c5988ddcef2d6730a06a3a4d70d439ba,2024-10-24,,0,10,2024-10-23 07:35:52.394890,2024-10-23 07:35:52.394890
15cf6fb30c6e,0105429700028-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429700028-0101,9d122604fbe7983e1e207d187696d0b0,2024-10-24,2027-10-24,36,10,2024-10-23 07:35:54.148468,2024-10-24 13:09:33.280515
dba5fa8ebbe4,0105429700028-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700028-0101,9d122604fbe7983e1e207d187696d0b0,2024-10-24,2027-10-24,36,10,2024-10-23 07:35:54.148468,2024-10-23 07:35:54.148468
60ef241d495d,0105429700029-0101-N0000A,ACTIVE,PENDING_CONFIRMATION,NXXXXA,0105429700029-0101,dfddbae2d558b2dfa87d0db1d7dcfd83,2024-10-24,,0,10,2024-10-23 07:35:55.702914,2024-10-24 13:09:24.474665
27df7a98de8b,0105429700029-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429700029-0101,dfddbae2d558b2dfa87d0db1d7dcfd83,2024-10-24,,0,10,2024-10-23 07:35:55.702914,2024-10-23 07:35:55.702914
22dfba6c9429,0105429700030-0101-N0000A,ACTIVE,PENDING_CONFIRMATION,NXXXXA,0105429700030-0101,c416f3fba16b6e4a83c27fd2913dda2b,2024-10-24,,0,20,2024-10-23 07:35:57.235641,2024-10-24 03:55:15.976140
d0d3b3ff36c8,0105429700030-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429700030-0101,c416f3fba16b6e4a83c27fd2913dda2b,2024-10-24,,0,20,2024-10-23 07:35:57.235641,2024-10-23 07:35:57.235641
6dfe618c3943,0105429700031-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700031-0101,ca500feae7e0d6c378218a6af1610042,,,36,10,2024-10-23 07:40:47.500843,2024-10-23 07:40:47.500843
2099b18e4d3a,0105429700032-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429700032-0101,05ab91030540bad4c501481f830b37e1,2024-10-24,2027-10-24,36,10,2024-10-23 08:09:41.602261,2024-10-24 00:20:40.922186
8a7a14ec3d41,0105429700032-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700032-0101,05ab91030540bad4c501481f830b37e1,2024-10-24,2027-10-24,36,10,2024-10-23 08:09:41.602261,2024-10-23 08:09:41.602261
f8d359d30d02,0105429700033-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429700033-0101,05ab91030540bad4c501481f830b37e1,2024-10-24,2027-10-24,36,10,2024-10-23 08:11:55.184089,2024-10-24 00:21:58.507471
2e76465ee33d,0105429700033-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700033-0101,05ab91030540bad4c501481f830b37e1,2024-10-24,2027-10-24,36,10,2024-10-23 08:11:55.184089,2024-10-23 08:11:55.184089
2ebdd77a4863,0105429700035-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700035-0101,05ab91030540bad4c501481f830b37e1,,,36,10,2024-10-23 08:15:51.467883,2024-10-23 08:15:51.467883
5a710bb1c3d0,0105429700035-0201-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700035-0201,05ab91030540bad4c501481f830b37e1,,,60,10,2024-10-23 08:15:55.131023,2024-10-23 08:15:55.131023
c67d2a362fb4,0105429700035-0301-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700035-0301,05ab91030540bad4c501481f830b37e1,,,36,10,2024-10-23 08:15:58.746565,2024-10-23 08:15:58.746565
0294810aa7d2,0105429700036-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700036-0101,acd295ce799dc1edf0402cb3fcca37f2,,,84,10,2024-10-23 09:03:00.843724,2024-10-23 09:03:00.843724
170e9e5d57d5,0105429700037-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700037-0101,da63f385f0c064b8a34cb2ee6fe4ea90,,,60,10,2024-10-23 09:48:20.988339,2024-10-23 09:48:20.988339
bd6f71555a57,0105429700037-0201-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700037-0201,da63f385f0c064b8a34cb2ee6fe4ea90,,,36,10,2024-10-23 09:48:24.787628,2024-10-23 09:48:24.787628
5b9849ffc858,0105429700038-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700038-0101,699c5899e9403aa95f3ce6e5e6163952,,,36,10,2024-10-23 09:54:38.917892,2024-10-23 09:54:38.917892
3f95b3a3e96b,0105429700038-0201-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700038-0201,699c5899e9403aa95f3ce6e5e6163952,,,36,10,2024-10-23 09:54:42.099680,2024-10-23 09:54:42.099680
912ce750ecd1,0105429700038-0301-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700038-0301,699c5899e9403aa95f3ce6e5e6163952,,,36,10,2024-10-23 09:54:45.321859,2024-10-23 09:54:45.321859
ddf8a83bf389,0105429700041-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700041-0101,da63f385f0c064b8a34cb2ee6fe4ea90,,,36,10,2024-10-23 10:09:35.468486,2024-10-23 10:09:35.468486
9915f440b7b1,0105429700041-0201-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700041-0201,da63f385f0c064b8a34cb2ee6fe4ea90,,,36,10,2024-10-23 10:09:39.030192,2024-10-23 10:09:39.030192
df6a8515dada,0105429700044-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700044-0101,da63f385f0c064b8a34cb2ee6fe4ea90,,,84,10,2024-10-23 10:24:36.253485,2024-10-23 10:24:36.253485
010e98cfe1a5,0105429700044-0201-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700044-0201,da63f385f0c064b8a34cb2ee6fe4ea90,,,36,10,2024-10-23 10:24:39.835661,2024-10-23 10:24:39.835661
bfd31c260fe4,0105429700052-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700052-0101,ca500feae7e0d6c378218a6af1610042,,,84,10,2024-10-23 10:49:50.621280,2024-10-23 10:49:50.621280
5c1ae57a36fb,0105429700053-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700053-0101,9957ff1abce04f6c56c1b4056f8ac420,,,60,10,2024-10-23 11:20:19.786242,2024-10-23 11:20:19.786242
a5c58e288042,0105429700055-0101-50000A,ACTIVE,PENDING_CONFIRMATION,5XXXXA,0105429700055-0101,9957ff1abce04f6c56c1b4056f8ac420,2024-11-14,2029-11-14,60,10,2024-10-23 11:23:37.062512,2024-11-14 07:02:46.810223
1c1606e0693d,0105429700055-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700055-0101,9957ff1abce04f6c56c1b4056f8ac420,2024-11-14,2029-11-14,60,10,2024-10-23 11:23:37.062512,2024-10-23 11:23:37.062512
2d4cdee4a2b2,0105429700056-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700056-0101,9957ff1abce04f6c56c1b4056f8ac420,,,84,10,2024-10-23 11:25:20.216022,2024-10-23 11:25:20.216022
979744ead183,0105429700056-0201-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700056-0201,9957ff1abce04f6c56c1b4056f8ac420,,,84,10,2024-10-23 11:25:23.733463,2024-10-23 11:25:23.733463
e75a08dd2e86,0105429700057-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700057-0101,9957ff1abce04f6c56c1b4056f8ac420,,,36,10,2024-10-23 11:26:43.056309,2024-10-23 11:26:43.056309
2d1719deeac5,0105429700058-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429700058-0101,cec51c756b0a7bba176b9b710ae59ba6,,,84,10,2024-10-23 12:00:45.047394,2024-10-23 12:00:45.047394
a528f17f08e5,0105429700058-0201-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429700058-0201,cec51c756b0a7bba176b9b710ae59ba6,,,36,10,2024-10-23 12:00:48.867077,2024-10-23 12:00:48.867077
5063063af0e2,0105429700059-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700059-0101,cec51c756b0a7bba176b9b710ae59ba6,,,60,10,2024-10-23 12:04:03.135647,2024-10-23 12:04:03.135647
598c2a2889cd,0105429700059-0201-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429700059-0201,cec51c756b0a7bba176b9b710ae59ba6,,,60,10,2024-10-23 12:04:06.544210,2024-10-23 12:04:06.544210
49225941e887,0105429800001-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429800001-0101,e9d02150c7826d92fe93b9922dd0aa95,,,36,10,2024-10-24 02:02:08.589265,2024-10-24 02:02:08.589265
e283b092afc8,0105429800003-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800003-0101,da63f385f0c064b8a34cb2ee6fe4ea90,,,60,10,2024-10-24 02:53:16.559429,2024-10-24 02:53:16.559429
453ebd530853,0105429800003-0201-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800003-0201,da63f385f0c064b8a34cb2ee6fe4ea90,,,60,10,2024-10-24 02:53:27.893942,2024-10-24 02:53:27.893942
aaf1611c56b3,0105429800004-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429800004-0101,699c5899e9403aa95f3ce6e5e6163952,,,36,10,2024-10-24 04:02:21.185622,2024-10-24 04:02:21.185622
6d54fe83d512,0105429800005-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429800005-0101,adbd61bbb9a0636b478e4b5c95fcea1b,,,84,10,2024-10-24 05:02:01.077817,2024-10-24 05:02:01.077817
9a1c3e3e5466,0105429800006-0101-50000A,ACTIVE,PENDING_CONFIRMATION,5XXXXA,0105429800006-0101,1c7b9a58f6ea7713ed426c23314306a3,2024-10-24,2029-10-24,60,10,2024-10-24 05:14:06.975976,2024-10-24 06:56:35.399882
14dad286a844,0105429800006-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800006-0101,1c7b9a58f6ea7713ed426c23314306a3,2024-10-24,2029-10-24,60,10,2024-10-24 05:14:06.975976,2024-10-24 05:14:06.975976
be36023f9518,0105429800010-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429800010-0101,924a43daefb3c2cd6a38c239bb46dec1,,,36,10,2024-10-24 05:23:29.477658,2024-10-24 05:23:29.477658
fbb94adbfcd9,0105429800011-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429800011-0101,e3e0958c1cd903e8e078fd5998ab153a,,,36,10,2024-10-24 05:23:38.474740,2024-10-24 05:23:38.474740
7a3bf10bbd8d,0105429800012-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429800012-0101,8e621e3d0368631d263d07a351fa8d34,,,36,10,2024-10-24 05:27:51.892415,2024-10-24 05:27:51.892415
94ffff4da0e4,0105429800013-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800013-0101,adbd61bbb9a0636b478e4b5c95fcea1b,,,60,10,2024-10-24 06:26:01.606937,2024-10-24 06:26:01.606937
0d296861a5f6,0105429800014-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429800014-0101,f53cc378c83383c386b164cdc1ac3aac,,,36,10,2024-10-24 06:35:52.238600,2024-10-24 06:35:52.238600
f4b457bd72ff,0105429800015-0101-50000A,ACTIVE,PENDING_CONFIRMATION,5XXXXA,0105429800015-0101,62b5b48c4ac41b78e6a2cdf672cdc41b,2024-10-25,2029-10-25,60,10,2024-10-24 07:49:05.394906,2024-10-25 00:10:59.696120
db35ab888660,0105429800015-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800015-0101,62b5b48c4ac41b78e6a2cdf672cdc41b,2024-10-25,2029-10-25,60,10,2024-10-24 07:49:05.394906,2024-10-24 07:49:05.394906
308a6b3ccf25,0105429800016-0101-N0000A,ACTIVE,PENDING_CONFIRMATION,NXXXXA,0105429800016-0101,d2c26a47c70b17d1c228709ba71edd35,2024-10-25,,0,20,2024-10-24 07:49:08.142464,2024-10-25 06:11:32.456902
18d753d7671d,0105429800016-0101-N0000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105429800016-0101,d2c26a47c70b17d1c228709ba71edd35,2024-10-25,,0,20,2024-10-24 07:49:08.142464,2024-10-24 07:49:08.142464
d9cb62641619,0105429800017-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429800017-0101,f20c4c34453a385ab186913fc0f73a36,,,84,10,2024-10-24 07:49:10.009148,2024-10-24 07:49:10.009148
0e5d217ef0ca,0105429800018-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429800018-0101,21af142aae531c6766aef8e2b8f975b8,,,84,10,2024-10-24 07:49:11.799056,2024-10-24 07:49:11.799056
b0e4d5c1ea02,0105429800019-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429800019-0101,eeefe2a87a2f60e47fa0e273505612a9,,,84,10,2024-10-24 07:49:13.650240,2024-10-24 07:49:13.650240
7d34fe47df90,0105429800020-0101-50000A,ACTIVE,PENDING_CONFIRMATION,5XXXXA,0105429800020-0101,e61126c903d424e75496b60b5d1cfc5c,2024-10-25,2029-10-25,60,10,2024-10-24 07:49:15.547269,2024-10-25 13:11:53.077416
44c4d72579f8,0105429800020-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800020-0101,e61126c903d424e75496b60b5d1cfc5c,2024-10-25,2029-10-25,60,10,2024-10-24 07:49:15.547269,2024-10-24 07:49:15.547269
643cd4bf28ad,0105429800021-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429800021-0101,e49dc3409834ed3673a58893a5784ca8,,,84,20,2024-10-24 07:49:17.140771,2024-10-24 07:49:17.140771
4862d6402931,0105429800022-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429800022-0101,6666bf7a97649f9fb53ecf2211c1ec2b,,,60,10,2024-10-24 07:49:19.135872,2024-10-24 07:49:19.135872
f18691a4db82,0105429800023-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429800023-0101,90f839100c0baf9d24f1d8accf61a93f,2024-10-25,2027-10-25,36,10,2024-10-24 07:49:21.138189,2024-10-25 06:22:31.679331
