id,charge_item_id,charge_item_type,quantity,subtotal_price,item_price,discount_price,prepaid_amount,promotions,currency,is_tax_exempt,create_time,update_time,service_charge_id,material_id
1ahUqLHqoe8,1ahUqLHqoe8,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:28.038177,2025-02-04 00:30:28.045771,1ahUqLHqoe7,
1ahUqUpOrl5,1ahUqUpOrl5,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:30.083873,2025-02-04 00:30:30.086498,1ahUqUpOrl4,
1ahUqbp9j0v,1ahUqbp9j0v,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:31.653065,2025-02-04 00:30:31.656917,1ahUqbp9j0u,
1aheNAbz4R6,1aheNAbz4R6,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 02:43:49.152676,2025-02-04 02:43:49.180522,1aheNAbhTJ1,
1ahkry1Ze82,1ahkry1Ze82,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 04:14:43.904683,2025-02-04 04:14:43.917237,1ahkry1I2zx,
1ahxCvJX9VF,1ahxCvJX9VF,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 07:07:23.117449,2025-02-04 07:07:23.130014,1ahxCvJX9VE,
1ai21rIXIkW,1ai21rIXIkW,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 08:14:51.367001,2025-02-04 08:14:51.374101,1ai21rIXIkV,
1ai5rugb1LG,1ai5rugb1LG,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 09:08:35.178257,2025-02-04 09:08:35.210337,1ai5ru2Za09,
1aj9hdwJTkZ,1aj9hdwJTkZ,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:29:50.886538,2025-02-05 00:29:50.894131,1aj9hdwJTkY,
1aj9i50XeV5,1aj9i50XeV5,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:29:56.855767,2025-02-05 00:29:56.894290,1aj9i50XeV4,
1aj9iRfo22K,1aj9iRfo22K,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:01.755712,2025-02-05 00:30:01.761785,1aj9iRfo22J,
1aj9iclIV8a,1aj9iclIV8a,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:04.234376,2025-02-05 00:30:04.241429,1aj9iclIV8Z,
1aj9im5n0XZ,1aj9im5n0XZ,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:06.269546,2025-02-05 00:30:06.275907,1aj9im5n0XY,
1aj9ivWtuQU,1aj9ivWtuQU,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:08.290323,2025-02-05 00:30:08.309603,1aj9ivWtuQT,
1aj9jCJDmCa,1aj9jCJDmCa,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:12.044033,2025-02-05 00:30:12.052947,1aj9jCJDmCZ,
1aj9jMxwJP0,1aj9jMxwJP0,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:14.297974,2025-02-05 00:30:14.303276,1aj9jMxwJOz,
1aj9jVrBK3u,1aj9jVrBK3u,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:16.236350,2025-02-05 00:30:16.242748,1aj9jVrBK3t,
1aj9jiCFvxf,1aj9jiCFvxf,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:18.942180,2025-02-05 00:30:18.948298,1aj9jiCFvxe,
1aj9jqSnqqD,1aj9jqSnqqD,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:20.748052,2025-02-05 00:30:20.753562,1aj9jqSnqqC,
1aj9jxE91Dk,1aj9jxE91Dk,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:22.223307,2025-02-05 00:30:22.228984,1aj9jxE91Dj,
1aj9k9XcMDa,1aj9k9XcMDa,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:24.884081,2025-02-05 00:30:24.889814,1aj9k9XcMDZ,
1aj9kNYa8NA,1aj9kNYa8NA,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:27.953533,2025-02-05 00:30:27.960081,1aj9kNYa8N9,
1aj9kegNsSr,1aj9kegNsSr,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:31.706270,2025-02-05 00:30:31.711512,1aj9keg6HKm,
1aj9kqDV4gJ,1aj9kqDV4gJ,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:34.255379,2025-02-05 00:30:34.260517,1aj9kqDV4gI,
1aj9kxCHj1q,1aj9kxCHj1q,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:35.747007,2025-02-05 00:30:35.752574,1aj9kxCHj1p,
1aj9l3adNvu,1aj9l3adNvu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:37.176140,2025-02-05 00:30:37.181291,1aj9l3adNvt,
1aj9lAimmW5,1aj9lAimmW5,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:38.725186,2025-02-05 00:30:38.730167,1aj9lAimmW4,
1aj9lJPugu3,1aj9lJPugu3,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:40.631451,2025-02-05 00:30:40.639002,1aj9lJPd5ly,
1aj9lRtW9UJ,1aj9lRtW9UJ,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:42.466874,2025-02-05 00:30:42.471999,1aj9lRtW9UI,
1aj9lYiAsTK,1aj9lYiAsTK,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:43.969595,2025-02-05 00:30:43.978538,1aj9lYiAsTJ,
1aj9lkOqnbj,1aj9lkOqnbj,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:46.528896,2025-02-05 00:30:46.533895,1aj9lkOqnbi,
1aj9lz7WoTu,1aj9lz7WoTu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:49.749673,2025-02-05 00:30:49.754399,1aj9lz7WoTt,
1aj9mA4DimH,1aj9mA4DimH,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:52.163294,2025-02-05 00:30:52.169432,1aj9mA4DimG,
1aj9mMluamO,1aj9mMluamO,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:54.905159,2025-02-05 00:30:54.910358,1aj9mMluamN,
1aj9mVg0OoY,1aj9mVg0OoY,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:56.856593,2025-02-05 00:30:56.861768,1aj9mVg0OoX,
1aj9mhruBQu,1aj9mhruBQu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:30:59.511117,2025-02-05 00:30:59.516320,1aj9mhruBQt,
1aj9mzpkA9D,1aj9mzpkA9D,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:31:03.433501,2025-02-05 00:31:03.440528,1aj9mzpkA9C,
1aj9nKq3nDv,1aj9nKq3nDv,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:31:08.039700,2025-02-05 00:31:08.046967,1aj9nKq3nDu,
1aj9moqyQMC,1aj9moqyQMC,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:31:01.034670,2025-02-05 00:31:01.040106,1aj9moqgpE7,
1aj9nCC3TWt,1aj9nCC3TWt,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:31:06.133290,2025-02-05 00:31:06.138561,1aj9nCC3TWs,
1aj9nTNM3EF,1aj9nTNM3EF,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 00:31:09.869025,2025-02-05 00:31:09.877679,1aj9nTNM3EE,
1ajJIN99fS0,1ajJIN99fS0,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 02:44:04.852982,2025-02-05 02:44:04.870705,1ajJIN99fRz,
1ajLoqw9cIW,1ajLoqw9cIW,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 03:19:23.942246,2025-02-05 03:19:23.950443,1ajLoqw9cIV,
1ajMEwUB8QM,1ajMEwUB8QM,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 03:25:17.251317,2025-02-05 03:25:17.259325,1ajMEwUB8QL,
1ajMNcRdt3h,1ajMNcRdt3h,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 03:27:14.766101,2025-02-05 03:27:14.785565,1ajMNcRdt3g,
1ajMxGBAhkR,1ajMxGBAhkR,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 03:35:17.408024,2025-02-05 03:35:17.415217,1ajMxGBAhkQ,
1ajXtnS2KJe,1ajXtnS2KJe,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 06:08:26.324383,2025-02-05 06:08:26.362928,1ajXtnS2KJd,
1ajXtuyyTJv,1ajXtuyyTJv,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-05 06:08:27.970074,2025-02-05 06:08:27.983767,1ajXtuyyTJu,
1ajaUpYoFrT,1ajaUpYoFrT,SERVICE_FEE,1,100.00,100.00,0.00,0.00,[],USD,false,2025-02-05 06:44:47.093542,2025-02-05 06:44:47.119337,1ajaUpYWejO,
1ajl1bJx7Dg,1ajl1bJx7Dg,LOSS_FEE,1,270.00,270.00,0.00,0.00,[],USD,false,2025-02-05 09:12:07.051894,2025-02-05 09:12:07.071453,1ajl1bJx7Dd,
1ajl1bJx7Df,1ajl1bJx7Df,DISMANTILING_FEE,1,150.00,150.00,0.00,0.00,[],USD,false,2025-02-05 09:12:07.051147,2025-02-05 09:12:07.072279,1ajl1bJx7Dd,
