doc_item_id,attribute_type,value,create_time
SA2500300007-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.531960
SA2500300007-002,ORDER_ID,0105436500008,2025-01-03 11:57:12.531961
SA2500300007-002,ORDER_ITEM_ID,0105436500008-0402,2025-01-03 11:57:12.531961
SA2500300007-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.531962
SA2500300007-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.531962
SA2500300007-002,MATERIAL_ID,WP_987011,2025-01-03 11:57:12.531964
SA2500300007-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.531965
SA2500300007-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.531965
SA2500300007-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.531966
SA2500300007-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.531966
SA2500300008-001,ORDER_ID,0105434600007,2025-01-03 11:57:12.534529
SA2500300008-001,ORDER_ITEM_ID,0105434600007-0102,2025-01-03 11:57:12.534537
SA2500300008-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.534538
SA2500300008-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.534538
SA2500300008-001,MATERIAL_ID,WP_113783,2025-01-03 11:57:12.534538
SA2500300008-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.534539
SA2500300008-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.534539
SA2500300008-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.534540
SA2500300008-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.534540
SA2500300008-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.534541
SA2500300008-002,ORDER_ID,0105434600007,2025-01-03 11:57:12.534542
SA2500300008-002,ORDER_ITEM_ID,0105434600007-0102,2025-01-03 11:57:12.534542
SA2500300008-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.534543
SA2500300008-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.534543
SA2500300008-002,MATERIAL_ID,WP_113783,2025-01-03 11:57:12.534543
SA2500300008-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.534544
SA2500300008-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.534544
SA2500300008-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.534545
SA2500300008-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.534545
SA2500300008-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.534546
SA2500300009-001,ORDER_ID,0105434400045,2025-01-03 11:57:12.536635
SA2500300009-001,ORDER_ITEM_ID,0105434400045-0102,2025-01-03 11:57:12.536636
SA2500300009-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.536636
SA2500300009-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.536637
SA2500300009-001,MATERIAL_ID,WP_113786,2025-01-03 11:57:12.536637
SA2500300009-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.536638
SA2500300009-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.536638
SA2500300009-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.536639
SA2500300009-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.536639
SA2500300009-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.536640
SA2500300009-002,ORDER_ID,0105434400045,2025-01-03 11:57:12.536641
SA2500300009-002,ORDER_ITEM_ID,0105434400045-0102,2025-01-03 11:57:12.536641
SA2500300009-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.536641
SA2500300009-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.536642
SA2500300009-002,MATERIAL_ID,WP_113786,2025-01-03 11:57:12.536642
SA2500300009-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.536643
SA2500300009-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.536643
SA2500300009-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.536644
SA2500300009-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.536644
SA2500300009-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.536645
SA2500300010-001,ORDER_ID,0105434400045,2025-01-03 11:57:12.538786
SA2500300010-001,ORDER_ITEM_ID,0105434400045-0202,2025-01-03 11:57:12.538787
SA2500300010-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.538787
SA2500300010-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.538788
SA2500300010-001,MATERIAL_ID,WP_113783,2025-01-03 11:57:12.538788
SA2500300010-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.538789
SA2500300010-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.538789
SA2500300010-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.538790
SA2500300010-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.538790
SA2500300010-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.538791
SA2500300010-002,ORDER_ID,0105434400045,2025-01-03 11:57:12.538792
SA2500300010-002,ORDER_ITEM_ID,0105434400045-0202,2025-01-03 11:57:12.538792
SA2500300010-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.538793
SA2500300010-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.538793
SA2500300010-002,MATERIAL_ID,WP_113783,2025-01-03 11:57:12.538793
SA2500300010-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.538794
SA2500300010-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.538794
SA2500300010-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.538795
SA2500300010-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.538795
SA2500300010-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.538796
SA2500300011-001,ORDER_ID,0105436100016,2025-01-03 11:57:12.541186
SA2500300011-001,ORDER_ITEM_ID,0105436100016-0102,2025-01-03 11:57:12.541186
SA2500300011-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.541187
SA2500300011-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.541187
SA2500300011-001,MATERIAL_ID,WP_999013,2025-01-03 11:57:12.541188
SA2500300011-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.541188
SA2500300011-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.541189
SA2500300011-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.541189
SA2500300011-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.541189
SA2500300011-002,ORDER_ID,0105436100016,2025-01-03 11:57:12.541191
SA2500300011-002,ORDER_ITEM_ID,0105436100016-0102,2025-01-03 11:57:12.541191
SA2500300011-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.541191
SA2500300011-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.541192
SA2500300011-002,MATERIAL_ID,WP_999013,2025-01-03 11:57:12.541192
SA2500300011-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.541193
SA2500300011-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.541193
SA2500300011-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.541194
SA2500300011-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.541194
SA2500300012-001,ORDER_ID,0105435300045,2025-01-03 11:57:12.543836
SA2500300012-001,ORDER_ITEM_ID,0105435300045-0102,2025-01-03 11:57:12.543836
SA2500300012-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.543837
SA2500300012-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.543837
SA2500300012-001,MATERIAL_ID,WP_113784,2025-01-03 11:57:12.543838
SA2500300012-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.543838
SA2500300012-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.543839
SA2500300012-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.543839
SA2500300012-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.543840
SA2500300012-001,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:12.543840
SA2500300012-002,ORDER_ID,0105435300045,2025-01-03 11:57:12.543841
SA2500300012-002,ORDER_ITEM_ID,0105435300045-0102,2025-01-03 11:57:12.543842
SA2500300012-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.543842
SA2500300012-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.543842
SA2500300012-002,MATERIAL_ID,WP_113784,2025-01-03 11:57:12.543843
SA2500300012-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.543843
SA2500300012-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.543844
SA2500300012-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.543844
SA2500300012-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.543845
SA2500300012-002,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:12.543845
SA2500300013-001,ORDER_ID,0105434000002,2025-01-03 11:57:12.547508
SA2500300013-001,ORDER_ITEM_ID,0105434000002-0102,2025-01-03 11:57:12.547508
SA2500300013-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.547509
SA2500300013-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.547509
SA2500300013-001,MATERIAL_ID,WP_113727,2025-01-03 11:57:12.547509
SA2500300013-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.547510
SA2500300013-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.547510
SA2500300013-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.547511
SA2500300013-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.547511
SA2500300013-001,FEATURE_TYPE,COLD_HOT_PURIFIED_ICE,2025-01-03 11:57:12.547512
SA2500300013-002,ORDER_ID,0105434000002,2025-01-03 11:57:12.547513
SA2500300013-002,ORDER_ITEM_ID,0105434000002-0102,2025-01-03 11:57:12.547513
SA2500300013-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.547514
SA2500300013-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.547514
SA2500300013-002,MATERIAL_ID,WP_113727,2025-01-03 11:57:12.547515
SA2500300013-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.547515
SA2500300013-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.547516
SA2500300013-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.547516
SA2500300013-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.547516
SA2500300013-002,FEATURE_TYPE,COLD_HOT_PURIFIED_ICE,2025-01-03 11:57:12.547517
SA2500300014-001,ORDER_ID,0105433700025,2025-01-03 11:57:12.550256
SA2500300014-001,ORDER_ITEM_ID,0105433700025-0102,2025-01-03 11:57:12.550257
SA2500300014-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.550257
SA2500300014-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.550258
SA2500300014-001,MATERIAL_ID,WP_113725,2025-01-03 11:57:12.550258
SA2500300014-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.550264
SA2500300014-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.550265
SA2500300014-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.550265
SA2500300014-001,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:12.550265
SA2500300014-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.550266
SA2500300014-002,ORDER_ID,0105433700025,2025-01-03 11:57:12.550267
SA2500300014-002,ORDER_ITEM_ID,0105433700025-0102,2025-01-03 11:57:12.550267
SA2500300014-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.550268
SA2500300014-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.550268
SA2500300014-002,MATERIAL_ID,WP_113725,2025-01-03 11:57:12.550269
SA2500300014-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.550269
SA2500300014-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.550270
SA2500300014-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.550270
SA2500300014-002,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:12.550270
SA2500300014-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.550271
SA2500300015-001,ORDER_ID,0105433700025,2025-01-03 11:57:12.553547
SA2500300015-001,ORDER_ITEM_ID,0105433700025-0202,2025-01-03 11:57:12.553558
SA2500300015-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.553558
SA2500300015-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.553559
SA2500300015-001,MATERIAL_ID,WP_113725,2025-01-03 11:57:12.553559
SA2500300015-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.553559
SA2500300015-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.553559
SA2500300015-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.553560
SA2500300015-001,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:12.553560
SA2500300015-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.553560
SA2500300015-002,ORDER_ID,0105433700025,2025-01-03 11:57:12.553561
SA2500300015-002,ORDER_ITEM_ID,0105433700025-0202,2025-01-03 11:57:12.553561
SA2500300015-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.553562
SA2500300015-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.553562
SA2500300015-002,MATERIAL_ID,WP_113725,2025-01-03 11:57:12.553562
SA2500300015-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.553562
SA2500300015-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.553563
SA2500300015-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.553563
SA2500300015-002,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:12.553563
SA2500300015-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.553563
SA2500300016-001,ORDER_ID,0105433700025,2025-01-03 11:57:12.557114
SA2500300016-001,ORDER_ITEM_ID,0105433700025-0602,2025-01-03 11:57:12.557114
SA2500300016-001,SALES_TYPE,ONETIME,2025-01-03 11:57:12.557114
SA2500300016-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.557115
SA2500300016-001,MATERIAL_ID,WP_113637,2025-01-03 11:57:12.557115
SA2500300016-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.557115
SA2500300016-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.557115
SA2500300016-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.557116
SA2500300016-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.557131
SA2500300016-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.557132
SA2500300016-002,ORDER_ID,0105433700025,2025-01-03 11:57:12.557133
SA2500300016-002,ORDER_ITEM_ID,0105433700025-0602,2025-01-03 11:57:12.557133
SA2500300016-002,SALES_TYPE,ONETIME,2025-01-03 11:57:12.557133
SA2500300016-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:12.557134
SA2500300016-002,MATERIAL_ID,WP_113637,2025-01-03 11:57:12.557134
SA2500300016-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:12.557134
SA2500300016-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:12.557134
SA2500300016-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:12.557135
SA2500300016-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:12.557135
SA2500300016-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:12.557135
