id,source_warehouse_id,destination_warehouse_id,warehouse_transfer_id,transfer_status,movement_category,movement_group,movement_type,service_flow_id,inbound_purchase_order_item_id,inbound_bl_no,material_id,grade,quantity,create_time
12019,1U0gAfkjCzy,,,,OUTBOUND,OUTBOUND_SALES,OUTBOUND_SALES_ORDER,1XKU5OIHF9G,,,WP_113725,GRADE_A,1,2024-11-01 00:52:45.463220 +00:00
12020,1U0gAfkjCzy,,,,OUTBOUND,OUTBOUND_SALES,OUTBOUND_SALES_ORDER,1XKU5Z8iyJ2,,,WP_113725,GRADE_A,1,2024-11-01 00:52:53.348605 +00:00
12021,1U0gAfkjCzy,,,,OUTBOUND,OUTBOUND_SALES,OUTBOUND_SALES_ORDER,1XKU4gI9a3O,,,WP_113725,GRADE_A,1,2024-11-01 00:53:00.631562 +00:00
11992,1SSlmkCG5OV,1SSfN08cWKS,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Xl6qGvWq8z,,,WP_113784,GRADE_A,1,2024-11-01 00:46:36.861452 +00:00
12005,1SSlmkCG5OV,1U0g4oUiIUx,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1XKZnlRPvt8,,,WP_113781,GRADE_A,1,2024-11-01 00:51:55.115338 +00:00
12010,1SSlmkCG5OV,1U0g84GpRuX,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1XKWwg0nR1T,,,WP_113781,GRADE_A,1,2024-11-01 00:52:15.238027 +00:00
12015,1SSlmkCG5OV,1U0g4oUiIUx,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1XKWwPx2ahc,,,WP_113781,GRADE_A,1,2024-11-01 00:52:29.727800 +00:00
12022,1SSlmkCG5OV,1U0g4oUiIUx,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1XCWgW14VZX,,,WP_113713,GRADE_A,1,2024-11-01 01:04:51.679276 +00:00
12026,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8BrwbBSd7,,,WP_113727,GRADE_B,1,2024-11-01 01:23:13.678177 +00:00
12030,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8Bmi7vWvW,,,WP_113820,GRADE_B,1,2024-11-01 01:23:14.823581 +00:00
12035,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8BkUvQWjK,,,WP_113637,GRADE_B,1,2024-11-01 01:23:15.910072 +00:00
12038,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8BfVIVSuX,,,WP_113727,GRADE_B,1,2024-11-01 01:23:16.990338 +00:00
11994,1SSfN08cWKS,,1Xl6qYDLmce,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Xl6qGvWq8z,,,WP_113784,GRADE_A,1,2024-11-01 00:46:36.861630 +00:00
12007,1U0g4oUiIUx,,1XKZoGRVhNE,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1XKZnlRPvt8,,,WP_113781,GRADE_A,1,2024-11-01 00:51:55.115423 +00:00
12012,1U0g84GpRuX,,1XKWwprYiEd,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1XKWwg0nR1T,,,WP_113781,GRADE_A,1,2024-11-01 00:52:15.238076 +00:00
12016,1U0g4oUiIUx,,1XKWwb3ZxZs,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1XKWwPx2ahc,,,WP_113781,GRADE_A,1,2024-11-01 00:52:29.727839 +00:00
12025,1U0g4oUiIUx,,1XCWgpNBg5P,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1XCWgW14VZX,,,WP_113713,GRADE_A,1,2024-11-01 01:04:51.679305 +00:00
12043,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,,,,WPP_1237052,GRADE_B,1,2024-11-01 01:23:17.680576 +00:00
12047,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y5P13DlOdT,,,WP_113729,GRADE_B,1,2024-11-01 01:23:18.530540 +00:00
12051,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y5P1BRNkav,,,WP_113727,GRADE_B,1,2024-11-01 01:23:19.405305 +00:00
12055,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,,,,WPP_1236987,GRADE_B,1,2024-11-01 01:23:19.937231 +00:00
12059,1SSfCXuTPZh,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Xx35t0xO7Y,,,WP_113643,GRADE_B,1,2024-11-01 01:23:20.765980 +00:00
12063,1SSlmkCG5OU,1SSfCXuTPZh,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fDolwPhb,,,WP_113785,GRADE_A,1,2024-11-01 01:25:25.091605 +00:00
12064,1SSlmkCG5OU,1SSfCXuTPZh,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fGUFfSxz,,,WP_113784,GRADE_A,1,2024-11-01 01:25:25.676796 +00:00
12067,1SSlmkCG5OU,1SSfCXuTPZh,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZIya50WC,,,WP_113780,GRADE_A,1,2024-11-01 01:25:26.260552 +00:00
12069,1SSlmkCG5OU,1SSfCXuTPZh,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZJrp30BZ,,,WP_113818,GRADE_A,1,2024-11-01 01:25:26.843166 +00:00
12071,1SSlmkCG5OU,1SSfCXuTPZh,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZLZJ10cW,,,WP_113781,GRADE_A,1,2024-11-01 01:25:27.425899 +00:00
12072,1SSlmkCG5OU,1SSfCXuTPZh,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZMsb8423,,,WP_113783,GRADE_A,1,2024-11-01 01:25:28.008850 +00:00
12087,1SSlmkCG5OU,1U0fpsxt6MT,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fDSaXhPp,,,WP_113818,GRADE_A,1,2024-11-01 01:33:06.659924 +00:00
12088,1SSlmkCG5OU,1U0fpsxt6MT,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fGLC3UcR,,,WP_113727,GRADE_A,1,2024-11-01 01:33:07.234926 +00:00
12041,1SSlmkCG5OU,,1Y8joT53MP3,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8BfVIVSuX,,,WP_113727,GRADE_B,1,2024-11-01 01:23:17.033282 +00:00
12044,1SSlmkCG5OU,,1Y707C16Gye,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,,,,WPP_1237052,GRADE_B,1,2024-11-01 01:23:17.699518 +00:00
12049,1SSlmkCG5OU,,1Y6sVQjuDII,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y5P13DlOdT,,,WP_113729,GRADE_B,1,2024-11-01 01:23:18.572603 +00:00
12053,1SSlmkCG5OU,,1Y6qeNO17EG,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y5P1BRNkav,,,WP_113727,GRADE_B,1,2024-11-01 01:23:19.438972 +00:00
12057,1SSlmkCG5OU,,1XyMWniL51F,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,,,,WPP_1236987,GRADE_B,1,2024-11-01 01:23:19.950782 +00:00
12061,1SSlmkCG5OU,,1XyIicydtLs,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Xx35t0xO7Y,,,WP_113643,GRADE_B,1,2024-11-01 01:23:20.798271 +00:00
12091,1SSlmkCG5OU,1U0fpsxt6MT,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZIGq9NeX,,,WP_113793,GRADE_A,1,2024-11-01 01:33:07.824733 +00:00
12093,1SSlmkCG5OU,1U0fpsxt6MT,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZK3cXHSg,,,WP_113820,GRADE_A,1,2024-11-01 01:33:08.403438 +00:00
12094,1SSlmkCG5OU,1U0fpsxt6MT,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZKmzXb3o,,,WP_113792,GRADE_A,1,2024-11-01 01:33:08.983238 +00:00
12096,1SSlmkCG5OU,1U0fpsxt6MT,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZLBVr8nr,,,WP_113713,GRADE_A,1,2024-11-01 01:33:09.562232 +00:00
12110,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZKmzXb3o,,,WP_113792,GRADE_B,1,2024-11-01 01:36:42.691736 +00:00
12115,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZLBVr8nr,,,WP_113713,GRADE_B,1,2024-11-01 01:36:43.766869 +00:00
12119,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fGLC3UcR,,,WP_113727,GRADE_B,1,2024-11-01 01:36:44.876819 +00:00
12123,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZK3cXHSg,,,WP_113820,GRADE_B,1,2024-11-01 01:36:45.966874 +00:00
12127,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fDSaXhPp,,,WP_113818,GRADE_B,1,2024-11-01 01:36:47.039236 +00:00
12131,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZIGq9NeX,,,WP_113793,GRADE_B,1,2024-11-01 01:36:47.863822 +00:00
12135,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4ps0zYrz8,,,WP_113783,GRADE_B,1,2024-11-01 01:36:48.688780 +00:00
12138,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4prGRLXNI,,,WP_113627,GRADE_B,1,2024-11-01 01:36:49.772975 +00:00
12099,1U0fpsxt6MT,,1Y8fDZPDhmm,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8fDSaXhPp,,,WP_113818,GRADE_A,1,2024-11-01 01:33:09.562265 +00:00
12100,1U0fpsxt6MT,,1Y8fGOVrAwv,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8fGLC3UcR,,,WP_113727,GRADE_A,1,2024-11-01 01:33:09.562268 +00:00
12103,1U0fpsxt6MT,,1Y8ZILWvGXy,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZIGq9NeX,,,WP_113793,GRADE_A,1,2024-11-01 01:33:09.562269 +00:00
12105,1U0fpsxt6MT,,1Y8ZKBvpsot,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZK3cXHSg,,,WP_113820,GRADE_A,1,2024-11-01 01:33:09.562271 +00:00
12106,1U0fpsxt6MT,,1Y8ZKqzQZJo,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZKmzXb3o,,,WP_113792,GRADE_A,1,2024-11-01 01:33:09.562272 +00:00
12109,1U0fpsxt6MT,,1Y8ZLFASDEk,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZLBVr8nr,,,WP_113713,GRADE_A,1,2024-11-01 01:33:09.562273 +00:00
12113,1SSlmkCG5OU,,1Y9tX2jMqgB,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZKmzXb3o,,,WP_113792,GRADE_B,1,2024-11-01 01:36:42.723720 +00:00
12143,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4ppV2y69e,,,WP_113727,GRADE_B,1,2024-11-01 01:36:50.839876 +00:00
12147,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4ppV2y69e,,,WP_113727,GRADE_B,1,2024-11-01 01:36:52.008612 +00:00
12150,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4pmyEuMMy,,,WP_113793,GRADE_B,1,2024-11-01 01:36:52.896967 +00:00
12154,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4pl7T6arY,,,WP_113785,GRADE_B,1,2024-11-01 01:36:53.980900 +00:00
12158,1U0fpsxt6MT,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y4pk6h65xy,,,WP_113786,GRADE_B,1,2024-11-01 01:36:54.853711 +00:00
12163,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8BbOOR4Kn,,,WP_113786,GRADE_A,1,2024-11-01 01:39:22.084955 +00:00
12164,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8BhJfuiMZ,,,WP_113792,GRADE_A,1,2024-11-01 01:39:22.666533 +00:00
12166,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8Bi9NVRwy,,,WP_113727,GRADE_A,1,2024-11-01 01:39:23.249171 +00:00
12168,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8BnOYOHLE,,,WP_113627,GRADE_A,1,2024-11-01 01:39:23.831196 +00:00
12170,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZIa2eWY3,,,WP_113784,GRADE_A,1,2024-11-01 01:39:24.409741 +00:00
12172,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZJCD6qm5,,,WP_113627,GRADE_A,1,2024-11-01 01:39:24.994649 +00:00
12175,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZKMXz1DD,,,WP_113820,GRADE_A,1,2024-11-01 01:39:25.586060 +00:00
12176,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZKz7j7TY,,,WP_113643,GRADE_A,1,2024-11-01 01:39:26.164255 +00:00
12179,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZLl9eMYg,,,WP_113729,GRADE_A,1,2024-11-01 01:39:26.749127 +00:00
12180,1SSlmkCG5OU,1U0fwCHLtwq,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZMgqlMF2,,,WP_113780,GRADE_A,1,2024-11-01 01:39:27.329944 +00:00
12141,1SSlmkCG5OU,,1Y5atQlxpOs,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y4prGRLXNI,,,WP_113627,GRADE_B,1,2024-11-01 01:36:49.805442 +00:00
12144,1SSlmkCG5OU,,1Y5aspyvI8K,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y4ppV2y69e,,,WP_113727,GRADE_B,1,2024-11-01 01:36:50.872774 +00:00
12149,1SSlmkCG5OU,,1Y5aspgkxo6,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y4ppV2y69e,,,WP_113727,GRADE_B,1,2024-11-01 01:36:52.051495 +00:00
12152,1SSlmkCG5OU,,1Y5as96MFrs,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y4pmyEuMMy,,,WP_113793,GRADE_B,1,2024-11-01 01:36:52.928549 +00:00
12203,1SSlmkCG5OU,1SSezpQgUQD,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fE0kw5Hs,,,WP_113637,GRADE_A,1,2024-11-01 06:14:42.616349 +00:00
12205,1SSlmkCG5OU,1SSezpQgUQD,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8fGeDBC1e,,,WP_113713,GRADE_A,1,2024-11-01 06:14:43.207240 +00:00
12206,1SSlmkCG5OU,1SSezpQgUQD,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZJdfxxWc,,,WP_113816,GRADE_A,1,2024-11-01 06:14:43.790500 +00:00
12209,1SSlmkCG5OU,1SSezpQgUQD,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZKZ4d1V7,,,WP_113819,GRADE_A,1,2024-11-01 06:14:44.399532 +00:00
12210,1SSlmkCG5OU,1SSezpQgUQD,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZLNdl5AJ,,,WP_113713,GRADE_A,1,2024-11-01 06:14:44.983062 +00:00
12213,1SSlmkCG5OU,1SSezpQgUQD,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZM80MKtF,,,WP_113781,GRADE_A,1,2024-11-01 06:14:45.601634 +00:00
12226,1U0fwCHLtwq,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZIa2eWY3,,,WP_113784,GRADE_B,1,2024-11-01 07:49:00.161095 +00:00
12231,1U0fwCHLtwq,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZKz7j7TY,,,WP_113643,GRADE_B,1,2024-11-01 07:49:01.773184 +00:00
12234,1U0fwCHLtwq,1SSlmkCG5OU,,SHIPPED,OUTBOUND,OUTBOUND_TRANSFER,OUTBOUND_TRANSFER_TO_OTHER_WAREHOUSE,1Y8ZMgqlMF2,,,WP_113780,GRADE_B,1,2024-11-01 07:49:03.148296 +00:00
12188,1U0fwCHLtwq,,1Y8BnRP4FBE,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8BnOYOHLE,,,WP_113627,GRADE_A,1,2024-11-01 01:39:27.330018 +00:00
12190,1U0fwCHLtwq,,1Y8ZIlvtxg9,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZIa2eWY3,,,WP_113784,GRADE_A,1,2024-11-01 01:39:27.330020 +00:00
12192,1U0fwCHLtwq,,1Y8ZJGFZh1b,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZJCD6qm5,,,WP_113627,GRADE_A,1,2024-11-01 01:39:27.330021 +00:00
12195,1U0fwCHLtwq,,1Y8ZKQwIzCU,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZKMXz1DD,,,WP_113820,GRADE_A,1,2024-11-01 01:39:27.330022 +00:00
12196,1U0fwCHLtwq,,1Y8ZL2zyPV9,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZKz7j7TY,,,WP_113643,GRADE_A,1,2024-11-01 01:39:27.330023 +00:00
12198,1U0fwCHLtwq,,1Y8ZLotMDCV,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZLl9eMYg,,,WP_113729,GRADE_A,1,2024-11-01 01:39:27.330024 +00:00
12200,1U0fwCHLtwq,,1Y8ZMkFkTtO,COMPLETED,INBOUND,INBOUND_TRANSFER,INBOUND_TRANSFER_FROM_OTHER_WAREHOUSE,1Y8ZMgqlMF2,,,WP_113780,GRADE_A,1,2024-11-01 01:39:27.330025 +00:00
