company_code,account_code,name,description,account_class,account_type,is_open_item_mgmt,consolidation_account_code,qbo_parent_account_code,qbo_account_type,qbo_account_subtype,system_source,is_active
T200,1126040,Other Receivables - Late Fee (O. lease),미수금-연체이자(렌탈),ASSET,GENERAL,Y,111320,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1126050,Other Receivables - Late Fee (Membership),미수금-연체이자(멤버쉽),ASSET,GENERAL,Y,111320,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1126060,Other Receivables - Late Fee (Installment),미수금-연체이자(할부),ASSET,GENERAL,Y,111320,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1126070,Other Receivables - Late Fee (F. lease),미수금-연체이자(금융리스),ASSET,GENERAL,Y,111320,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1127010,Allowance for bad debt - Other Receivable,대손충당금(미수금),ASSET,GENERAL,N,111322,,Other Current Asset,AllowanceForBadDebts,ABC,Y
T200,1129010,Accrued Revenues,미수수익,ASSET,GENERAL,N,111323,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1129990,Allowance for bad debt - accrued revenues,대손충당금(미수수익),ASSET,GENERAL,N,111324,,Other Current Asset,AllowanceForBadDebts,ABC,Y
T200,1130010,(A) Security deposit - Current,임차보증금(유동),ASSET,GENERAL,N,111325,,Other Asset,SecurityDeposits,ABC,Y
T200,1130015,(A) Security deposit - Present Value Discounts - Current,현재가치할인차금-임차보증금(유동),ASSET,GENERAL,N,111326,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1131010,Advance Payment,선급금,ASSET,GENERAL,N,111511,,Accounts Payable,AccountsPayable,ABC,Y
T200,1134010,Prepaid expense,선급비용,ASSET,GENERAL,N,111513,,Other Current Asset,PrepaidExpenses,ABC,Y
T200,1136010,Prepaid Goods and services tax (GST),부가세대급금,ASSET,GENERAL,N,111514,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1138010,Prepaid taxes,선급법인세,ASSET,GENERAL,N,111411,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1201010,Inventories,상품,ASSET,MATERIAL,N,111711,,Other Current Asset,Inventory,ABC,Y
T200,1201011,Inventory - in transit,시송품-상품,ASSET,MATERIAL,N,111711,,Other Current Asset,Inventory,ABC,Y
T200,1201020,Inventory - Valuation Allowance,평가충당금(상품),ASSET,MATERIAL,N,111712,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1215010,GR/IR - Import,미착품,ASSET,MATERIAL,N,111732,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1301010,Long-term financial instruments,장기금융상품,ASSET,GENERAL,N,121211,,Bank,Savings,ABC,Y
T200,1309010,Long-term Loans Receivable,장기대여금,ASSET,GENERAL,N,121215,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1311010,Allowance for bad debt - Long term loan,대손충당금(장기대여금),ASSET,GENERAL,N,121217,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1313010,Accounts Receivable - LT,장기성매출채권,ASSET,GENERAL,Y,121212,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1313011,Finance lease receivable - Non-Current,장기성매출채권(금융리스발생),ASSET,GENERAL,N,121811,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1313012,Finance lease receivable - Suspended,장기성매출채권(금융리스발생-가해약),ASSET,GENERAL,N,121811,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1313015,Accounts Receivable - Installment - LT,장기성매출채권(장기할부),ASSET,GENERAL,Y,121212,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1314010,Present value discounts - AR_Non-Current,현재가치할인차금(장기성매출채권),ASSET,GENERAL,N,121213,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1314011,Present value discounts - F.lease_Non-Current,현재가치할인차금(장기성매출채권-금융리스),ASSET,GENERAL,N,121812,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1314012,Present value discounts - AR(installment)_Non-Current,현재가치할인차금(장기성매출채권-할부),ASSET,GENERAL,N,121213,,Other Current Asset,OtherCurrentAssets,ABC,Y
T200,1315010,Allowance for bad debt - AR LT,대손충당금(장기성매출채권),ASSET,GENERAL,N,121214,,Other Current Asset,AllowanceForBadDebts,ABC,Y
T200,1315020,Allowance for bad debt - Finance Lease - Non Current,대손충당금(금융리스장기),ASSET,GENERAL,N,121813,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1328010,(A) Security deposit,임차보증금,ASSET,GENERAL,N,121221,,Other Asset,SecurityDeposits,ABC,Y
T200,1328020,(A) Security deposit - Present Value Discounts,현재가치할인차금-임차보증금,ASSET,GENERAL,N,121222,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1329010,OTHER RECEIVABLES - LT,장기미수금,ASSET,GENERAL,Y,121218,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,1348010,Deferred tax assets,이연법인세자산(고정),ASSET,GENERAL,N,121611,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1350010,LT prepaid expenses,장기선급비용,ASSET,GENERAL,N,121714,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1399010,Other investment asset,기타투자자산,ASSET,GENERAL,N,121716,,Other Asset,OtherLongTermAssets,ABC,Y
T200,1401010,Land,토지,ASSET,ASSET,N,122110,,Fixed Asset,Land,ABC,Y
T200,1404010,Buildings,건물,ASSET,ASSET,N,122150,,Fixed Asset,Buildings,ABC,Y
T200,1407010,Accumulated depreciation - Buildings,감가상각누계액(건물),ASSET,ASSET,N,122160,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1407019,Accumulated impairment loss - Buildings,손상차손누계액(건물),ASSET,ASSET,N,122170,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1416010,Vehicles,차량운반구,ASSET,ASSET,N,122270,,Fixed Asset,Vehicles,ABC,Y
T200,1419010,Accumulated depreciation - vehicles,감가상각누계액(차량운반구),ASSET,ASSET,N,122280,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1419019,Accumulated impairment loss - vehicles,손상차손누계액(차량운반구),ASSET,ASSET,N,122290,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1424010,Equipments,비품,ASSET,ASSET,N,122350,,Fixed Asset,FurnitureAndFixtures,ABC,Y
T200,1427010,Accumulated depreciation - Equipments,감가상각누계액(비품),ASSET,ASSET,N,122360,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1427019,Accumulated impairment loss - Equipments,손상차손누계액(비품),ASSET,ASSET,N,122370,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1428010,Rental Asset,렌탈자산,ASSET,ASSET,N,122390,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1428020,Rental Asset - Installation,렌탈자산(수수료),ASSET,ASSET,N,122390,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1431010,Accumulated depreciation - Rental asset,감가상각누계액(렌탈자산),ASSET,ASSET,N,122400,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1431011,AccDepreciation - RentalAsset - Installation,감가상각누계액(렌탈자산수수료),ASSET,ASSET,N,122400,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1431019,Provision for Suspended Rental Account,손상차손누계액(렌탈자산),ASSET,ASSET,N,122410,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1493010,Construction in progress,건설중인자산(유형),ASSET,ASSET,N,122430,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1496010,Other tangible asset,기타유형자산,ASSET,ASSET,N,122490,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1499010,Accumulated depreciation - others,감가상각누계액(기타유형자산),ASSET,ASSET,N,122500,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1499019,Accumulated impairment loss - others,손상차손누계액(기타유형자산),ASSET,ASSET,N,122510,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1501010,Goodwill,영업권,ASSET,ASSET,N,124110,,Other Asset,Goodwill,ABC,Y
T200,1511010,Computer Software,컴퓨터소프트웨어,ASSET,ASSET,N,124250,,Fixed Asset,FixedAssetSoftware,ABC,Y
T200,1511018,Accumulated depreciation - Computer Software,감가누계액(컴퓨터소프트웨어),ASSET,ASSET,N,124260,,Fixed Asset,AccumulatedAmortization,ABC,Y
T200,1511019,Accumulated impairment loss - software,무형손상차손누계액(컴퓨터소프트웨어),ASSET,ASSET,N,124350,,Fixed Asset,IntangibleAssets,ABC,Y
T200,1596010,Construction in progress - Intangible,건설중인자산(무형),ASSET,ASSET,N,124370,,Fixed Asset,IntangibleAssets,ABC,Y
T200,1596030,Finance Lease Asset,사용권자산,ASSET,ASSET,N,122590,,Fixed Asset,OtherFixedAssets,ABC,Y
T200,1596038,Accumulated depreciation - Finance Lease Asset,감가누계액(사용권자산),ASSET,ASSET,N,122600,,Fixed Asset,AccumulatedDepreciation,ABC,Y
T200,1598010,Other intangible asset,기타의무형자산,ASSET,ASSET,N,124330,,Fixed Asset,IntangibleAssets,ABC,Y
T200,1598018,Accumulated depreciation - Other intangible,감가누계액(기타의무형자산),ASSET,ASSET,N,124340,,Fixed Asset,AccumulatedAmortization,ABC,Y
T200,1598019,Accumulated impairment loss - other intangible,무형손상차손누계액(기타의무형자산),ASSET,ASSET,N,124350,,Fixed Asset,IntangibleAssets,ABC,Y
T200,2101010,Trade accounts payable,외상매입금,LIABILITY,GENERAL,N,211211,,Accounts Payable,AccountsPayable,ABC,Y
T200,2101990,Undetermined purchase liability,미확정매입채무(미착품의반대),LIABILITY,GENERAL,N,211211,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2105010,Short-term loan,단기차입금,LIABILITY,GENERAL,N,211311,,Other Current Liability,LoanPayable,ABC,Y
T200,2105011,Short-term loan (foreign),단기차입금(해외),LIABILITY,GENERAL,N,211312,,Other Current Liability,LoanPayable,ABC,Y
T200,2107010,Other accounts payable,미지급금,LIABILITY,GENERAL,N,211212,,Accounts Payable,AccountsPayable,ABC,Y
T200,2107020,Other accounts payable - Payroll,미지급금-급여,LIABILITY,GENERAL,N,211212,,Other Current Liability,PayrollClearing,ABC,Y
T200,2109010,Accrued expenses,미지급비용,LIABILITY,GENERAL,N,211213,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2109012,Accrued expenses - annual allowance,미지급비용(연차-보상분),LIABILITY,GENERAL,N,211213,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2111010,Advances from customers,선수금,LIABILITY,GENERAL,Y,211811,,Accounts Receivable,AccountsReceivable,ABC,Y
T200,2111020,Prepayment,선납,LIABILITY,GENERAL,N,211811,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2111030,Advance received - Retail - Service,선수금-무상S,LIABILITY,GENERAL,N,211811,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2111040,Unearned Service Income - O. Lease,선수금-운용(비리스),LIABILITY,GENERAL,N,211811,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2111050,Unearned Service Income - F. Lease,선수금-금융(비리스),LIABILITY,GENERAL,N,211811,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2111060,Unearned Service Income - Membership,선수금-멤버(비리스),LIABILITY,GENERAL,N,211811,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2111070,Advance received - Deferred revenue (prepayment),선수금-렌탈선납,LIABILITY,GENERAL,N,211811,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2113010,Unearned income,선수수익,LIABILITY,GENERAL,N,211816,,Other Current Liability,DeferredRevenue,ABC,Y
T200,2115100,Payroll tax payable - Federal,예수금-국민연금,LIABILITY,GENERAL,N,211815,,Other Current Liability,StateLocalIncomeTaxPayable,ABC,Y
T200,2115200,Payroll tax payable - State,예수금-건강보험,LIABILITY,GENERAL,N,211815,,Other Current Liability,StateLocalIncomeTaxPayable,ABC,Y
T200,2117010,Sales tax payable,부가세예수금,LIABILITY,GENERAL,N,211814,,Other Current Liability,SalesTaxPayable,ABC,Y
T200,2117011,Tax payable - State,예수금-판매세-State,LIABILITY,GENERAL,N,211814,,Other Current Liability,SalesTaxPayable,ABC,Y
T200,2117012,Tax payable - County,예수금-판매세-County,LIABILITY,GENERAL,N,211814,,Other Current Liability,SalesTaxPayable,ABC,Y
T200,2117013,Tax payable - City,예수금-판매세-City,LIABILITY,GENERAL,N,211814,,Other Current Liability,SalesTaxPayable,ABC,Y
T200,2117014,Tax payable - Special,예수금-판매세-Special,LIABILITY,GENERAL,N,211814,,Other Current Liability,SalesTaxPayable,ABC,Y
T200,2119010,(L) Security deposit,임대보증금,LIABILITY,GENERAL,N,221215,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2121010,Allowance for sales returns,반품추정부채,LIABILITY,GENERAL,N,211715,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2121020,Provision for Sales return - F. Lease,반품추정부채(금융),LIABILITY,GENERAL,N,211715,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2121050,Contingent Liabilities - Current,기타(손실)충당부채,LIABILITY,GENERAL,N,211717,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2124010,Finance Lease Liability - Current,리스부채-사용권자산(유동),LIABILITY,GENERAL,N,211911,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2125010,Accrued expenses-bonus,상여충당금,LIABILITY,GENERAL,N,211213,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2127010,Income tax payable,미지급법인세,LIABILITY,GENERAL,N,211611,,Other Current Liability,FederalIncomeTaxPayable,ABC,Y
T200,2129010,Dividend payable,미지급배당금,LIABILITY,GENERAL,N,211813,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2131010,Current Portion of Long-term Liabilities,유동성장기부채,LIABILITY,GENERAL,N,211511,,Other Current Liability,LoanPayable,ABC,Y
T200,2150051,Provision for restoration,복구충당부채-임차(유동),LIABILITY,GENERAL,N,211716,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
T200,2212010,Long-term Loans Payable,장기차입금,LIABILITY,GENERAL,N,221311,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2240010,Deferred tax liabilities,이연법인세부채(고정),LIABILITY,GENERAL,N,221611,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2250050,Provision for restoration - Long-term,복구충당부채,LIABILITY,GENERAL,N,221714,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2250070,Contingent Liabilities,소송사건충당부채(비유동),LIABILITY,GENERAL,N,221717,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2260010,Advance received - LT,장기선수금,LIABILITY,GENERAL,N,221815,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2260011,Advance received - Installment LT,장기선수금-할부매출,LIABILITY,GENERAL,N,221815,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2260012,Advance received - Deferred revenue (prepayment) LT,장기선수금-렌탈선납,LIABILITY,GENERAL,N,221815,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,2260040,Finance Lease Liability,리스부채-사용권자산(비유동),LIABILITY,GENERAL,N,221911,,Long Term Liability,OtherLongTermLiabilities,ABC,Y
T200,3101010,Common stock,보통주자본금,EQUITY,GENERAL,N,311010,,Equity,CommonStock,ABC,Y
T200,3103010,Preferred stocks,우선주자본금,EQUITY,GENERAL,N,311020,,Equity,PreferredStock,ABC,Y
T200,3201010,Additional Paid-in Capital,주식발행초과금,EQUITY,GENERAL,N,312020,,Equity,OwnersEquity,ABC,Y
T200,4101010,Sales - Wholesale,상품매출액-일시불,REVENUE,SALES,N,410200,,Income,SalesOfProductIncome,ABC,Y
T200,4101011,SALES - OUTRIGHT/INSTALMENT,상품매출액-일시불(할부),REVENUE,SALES,N,410200,,Income,SalesOfProductIncome,ABC,Y
T200,4101012,SALES - OUTRIGHT/INSTALMENT (LT),상품매출-장기할부,REVENUE,SALES,N,410200,,Income,SalesOfProductIncome,ABC,Y
T200,4103050,Sales - F. lease - Equipment,상품매출액-금융리스,REVENUE,SALES,N,410300,,Income,SalesOfProductIncome,ABC,Y
T200,4103051,SALES - RENTAL (FL- PROVISION FOR RETURN),상품매출액-금융리스(반품),REVENUE,SALES,N,410300,,Income,SalesOfProductIncome,ABC,Y
T200,4103052,Sales Discount - F. lease (Prepayment),상품매출할인-금융리스(선납할인),REVENUE,SALES,N,410300,,Income,SalesOfProductIncome,ABC,Y
T200,4113010,Sales - Rental,렌탈료매출-재화,REVENUE,SALES,N,410300,,Income,SalesOfProductIncome,ABC,Y
T200,4113011,Sales - Rental Service,렌탈료매출-서비스,REVENUE,SALES,N,410300,,Income,SalesOfProductIncome,ABC,Y
T200,4113021,Sales Discount - O. lease (Prepayment),매출할인(렌탈-선납할인),REVENUE,SALES,N,410300,,Income,DiscountsRefundsGiven,ABC,Y
T200,4113025,Sales Discount - O. lease (Prepayment)_reversal,매출할인환입-렌탈선납,REVENUE,SALES,N,410300,,Income,DiscountsRefundsGiven,ABC,Y
T200,4113041,Sales - Membership,멤버쉽매출(월회비),REVENUE,SALES,N,410300,,Income,ServiceFeeIncome,ABC,Y
T200,4113051,Sales Discount - Mem (Prepayment),매출할인(멤버쉽-선납할인),REVENUE,SALES,N,410300,,Income,DiscountsRefundsGiven,ABC,Y
T200,4116010,Service Revenue - (Installation),용역수입(설치),REVENUE,SALES,N,410600,,Income,ServiceFeeIncome,ABC,Y
T200,4116020,Service Revenue - A/S,용역수입(A/S),REVENUE,SALES,N,410600,,Income,ServiceFeeIncome,ABC,Y
T200,4116021,Service Revenue - Installation and Dismantling,용역수입(이전설치및해체),REVENUE,SALES,N,410600,,Income,ServiceFeeIncome,ABC,Y
T200,4116030,Service Revenue - warehouse,용역수입(창고관리대행),REVENUE,SALES,N,410600,,Income,ServiceFeeIncome,ABC,Y
T200,4116040,Service Revenue - QC,용역수입(품질검수),REVENUE,SALES,N,410600,,Income,ServiceFeeIncome,ABC,Y
T200,4116070,Sales - F. lease - Service,용역수입(금융리스),REVENUE,SALES,N,410300,,Income,ServiceFeeIncome,ABC,Y
T200,4116090,Service Revenue - Intallment,용역수입(장기할부),REVENUE,SALES,N,410600,,Income,ServiceFeeIncome,ABC,Y
T200,4199010,Other Sales,기타매출,REVENUE,SALES,N,410600,,Income,OtherPrimaryIncome,ABC,Y
T200,4201010,Interest Income,이자수익,REVENUE,GENERAL,N,610100,,Other Income,InterestEarned,ABC,Y
T200,4201011,Interest income - F. Lease Sales,이자수익-금융리스,REVENUE,GENERAL,N,410300,,Income,SalesOfProductIncome,ABC,Y
T200,4201013,SALES - INSTALMENT (Interest revenue),이자수익-장기할부(상품),REVENUE,GENERAL,N,410200,,Income,SalesOfProductIncome,ABC,Y
T200,4201020,Interest income - Office Rent - Security Deposit,이자수익-보증금현할차,REVENUE,GENERAL,N,610100,,Other Income,InterestEarned,ABC,Y
T200,4203010,Dividend Income,배당금수익,REVENUE,GENERAL,N,610200,,Other Income,DividendIncome,ABC,Y
T200,4205010,Rental Income,임대료수입,REVENUE,GENERAL,N,520100,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,4207010,Commission Income,수수료수익,REVENUE,GENERAL,N,520200,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,4221010,Gains on disposition of tangible assets,유형자산처분이익,REVENUE,GENERAL,N,520500,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,4221020,Gains on disposition of intangible assets,무형자산처분이익,REVENUE,GENERAL,N,520700,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,4237040,Penalty income on rental cancellation - F. Lease,계약해지이익(위약금)-금융리스,REVENUE,GENERAL,N,531500,,Income,SalesOfProductIncome,ABC,Y
T200,4299010,Miscellaneous Income - Others,잡이익-기타,REVENUE,GENERAL,N,550300,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,4299020,Miscellaneous Income - Lost Fee,잡이익-분실료,REVENUE,GENERAL,N,550300,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,4299030,Miscellaneous Income - Late Fee,잡이익-연체이자,REVENUE,GENERAL,N,550300,,Other Income,OtherMiscellaneousIncome,ABC,Y
T200,5103010,COGS - Product,상품국내매출원가-상품출고(일시불),EXPENSE,COGS,N,420200,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5103012,COGS - Filter,상품국내매출원가-상품.일시불.무상(부품),EXPENSE,COGS,N,420200,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5103013,Losses on Valuation of Inventories,상품국내매출원가-부품폐기,EXPENSE,COGS,N,420200,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5103014,COGS - Product (Installment),상품국내매출원가-상품출고(장기할부),EXPENSE,COGS,N,420200,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5103050,COGS - F. Lease,상품국내매출원가-상품출고(금융리스),EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5103051,COGS - Rental Installation - F. Lease,상품국내매출원가-설치수수료(금융리스),EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5113010,Cost of Good Sold - Filter & Parts,렌탈매출원가-부품교환,EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5113012,Cost of Good Sold - Depreciation,렌탈매출원가-감가상각비,EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
