company_code,account_code,name,description,account_class,account_type,is_open_item_mgmt,consolidation_account_code,qbo_parent_account_code,qbo_account_type,qbo_account_subtype,system_source,is_active
T300,5403020,Travel Expenses - Accommodation,여비교통비-숙박,EXPENSE,GENERAL,N,510800,,Expense,Travel,ABC,Y
T300,5403030,Travel Expenses - Meals,여비교통비-식대,EXPENSE,GENERAL,N,510800,,Expense,TravelMeals,ABC,Y
T300,5405010,Meeting Expenses,회의비-업무협의비,EXPENSE,GENERAL,N,513300,,Expense,OtherBusinessExpenses,ABC,Y
T300,5407010,Telephone - Office,통신비-전화료,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T300,5407020,Postage and stamp,통신비-우편료,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T300,5407030,Internet fee,통신비-정보통신이용료,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T300,5407040,Telephone - Others,통신비-기타,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T300,5409010,Dues and Subscription,도서인쇄비-정기간행물,EXPENSE,GENERAL,N,511700,,Expense,OtherBusinessExpenses,ABC,Y
T300,5409020,Printing and reproduction,도서인쇄비-도서구입,EXPENSE,GENERAL,N,511700,,Expense,OtherBusinessExpenses,ABC,Y
T300,5411010,Training and Employee Education - Employees,교육훈련비-정직원,EXPENSE,GENERAL,N,512700,,Expense,OtherBusinessExpenses,ABC,Y
T300,5411020,Training and Employee Education - Sales Dept.,교육훈련비-판매인,EXPENSE,GENERAL,N,512700,,Expense,OtherBusinessExpenses,ABC,Y
T300,5411990,Training and Employee Education - Other,교육훈련비-기타,EXPENSE,GENERAL,N,512700,,Expense,OtherBusinessExpenses,ABC,Y
T300,5413010,Utility bills,수도광열비,EXPENSE,GENERAL,N,513800,,Expense,Utilities,ABC,Y
T300,5415010,Office supplies,소모품비-사무용품,EXPENSE,GENERAL,N,511600,,Expense,SuppliesMaterials,ABC,Y
T300,5415020,Supplies - Installation parts,소모품비-소모성설치자재,EXPENSE,GENERAL,N,511600,,Expense,SuppliesMaterials,ABC,Y
T300,5415030,CONSUMABLE TOOLS,소모품비-집기성소모품,EXPENSE,GENERAL,N,511600,,Expense,SuppliesMaterials,ABC,Y
T300,5417010,Taxes and Licenses,세금과공과,EXPENSE,GENERAL,N,511100,,Expense,Utilities,ABC,Y
T300,5419010,Rent - Office,지급임차료-사무실임차료,EXPENSE,GENERAL,N,511200,,Expense,RentOrLeaseOfBuildings,ABC,Y
T300,5419020,Equipment Rental,지급임차료-장비임차료,EXPENSE,GENERAL,N,511200,,Expense,RentOrLeaseOfBuildings,ABC,Y
T300,5419030,Rent - Others,지급임차료-기타,EXPENSE,GENERAL,N,511200,,Expense,RentOrLeaseOfBuildings,ABC,Y
T300,5423010,Bank Service Charge,지급수수료-금융거래수수료,EXPENSE,GENERAL,N,512600,,Expense,BankCharges,ABC,Y
T300,5423020,Professional fees,지급수수료-전문가자문료,EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T300,5423030,Professional fees - Other,지급수수료-대행용역수수료(기타),EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T300,5423040,Service Fees - IT System,지급수수료-IT유지보수료,EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T300,5423050,Service Fees - Scrap,지급수수료-폐기물처리비,EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T300,5429010,Repairs and Maintenance,수선비,EXPENSE,GENERAL,N,511500,,Expense,RepairMaintenance,ABC,Y
T300,5431010,Auto Expenses,차량유지비,EXPENSE,GENERAL,N,510900,,Expense,Auto,ABC,Y
T300,5433010,Insurances - Auto,보험료-차량보험,EXPENSE,GENERAL,N,512400,,Expense,Insurance,ABC,Y
T300,5433020,Insurances - General Liability,보험료-PL보험료,EXPENSE,GENERAL,N,512400,,Expense,Insurance,ABC,Y
T300,5437010,Sales promotion expenses - Head office,판매촉진비-영업본부,EXPENSE,GENERAL,N,512000,,Expense,OtherBusinessExpenses,ABC,Y
T300,5437020,Sales promotion expenses - Branches,판매촉진비-현장,EXPENSE,GENERAL,N,512000,,Expense,OtherBusinessExpenses,ABC,Y
T300,5437030,Sales promotion expenses - Events,판매촉진비-이벤트,EXPENSE,GENERAL,N,512000,,Expense,OtherBusinessExpenses,ABC,Y
T300,5439010,Commissions - Purchase Contract,판매수수료,EXPENSE,GENERAL,N,513000,,Expense,OtherBusinessExpenses,ABC,Y
T300,5441010,Entertainments,접대비-일반,EXPENSE,GENERAL,N,510700,,Expense,Entertainment,ABC,Y
T300,5443010,Sample Expenses,견본비,EXPENSE,GENERAL,N,513600,,Expense,OtherBusinessExpenses,ABC,Y
T300,5445010,Advertising and Promotions - TV,광고선전비-(TV),EXPENSE,GENERAL,N,511900,,Expense,AdvertisingPromotional,ABC,Y
T300,5445020,Advertising and Promotions - Radio,광고선전비-(라디오),EXPENSE,GENERAL,N,511900,,Expense,AdvertisingPromotional,ABC,Y
T300,5445030,Advertising and Promotions - Newspaper,광고선전비-신문인쇄광고,EXPENSE,GENERAL,N,511900,,Expense,AdvertisingPromotional,ABC,Y
T300,5455010,Shipping and Delivery - Regular,운반비-제상품운송비,EXPENSE,GENERAL,N,512300,,Expense,ShippingFreightDelivery,ABC,Y
T300,5455020,Shipping and Delivery - Other,운반비-운반비(기타),EXPENSE,GENERAL,N,512300,,Expense,ShippingFreightDelivery,ABC,Y
T300,5459010,Depreciation - Building,감가상각비-건물,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T300,5459020,Depreciation - Vehicles,감가상각비-차량운반구,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T300,5459030,Depreciation - Equipments,감가상각비-비품,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T300,5459040,Depreciation - Amortization - Finance Lease Asset,감가상각비-사용권자산,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T300,5459050,Depreciation - Other tangible asset,감가상각비-기타유형자산,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T300,5461010,Depreciation - Amortization - Computer Software,무형자산상각비-컴퓨터소프트웨어,EXPENSE,GENERAL,N,511400,,Other Expense,Amortization,ABC,Y
T300,5461020,Depreciation - Amortization - Other intangible asset,무형자산상각비-기타,EXPENSE,GENERAL,N,511400,,Other Expense,Amortization,ABC,Y
T300,5467010,Consumer compensation,소비자보상비,EXPENSE,GENERAL,N,514600,,Expense,OtherBusinessExpenses,ABC,Y
T300,5501010,Interest expenses,지급이자와할인료,EXPENSE,GENERAL,N,620100,,Expense,InterestPaid,ABC,Y
T300,5501030,Interest expenses - Finance Lease,이자비용-리스부채,EXPENSE,GENERAL,N,620100,,Expense,InterestPaid,ABC,Y
T300,5507010,EXCHANGE_GAIN_OR_LOSS,외환 이익or 손실,EXPENSE,GENERAL,N,560200,,Other Expense,ExchangeGainOrLoss,ABC,Y
T300,5509010,Donation,기부금,EXPENSE,GENERAL,N,560400,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5537010,Other bad debt expenses,기타의 대손상각비,EXPENSE,GENERAL,N,532000,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5541010,Disposition losses on tangible asset,유형자산처분손실,EXPENSE,GENERAL,N,530300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5541020,Disposition losses on intangible asset,무형자산처분손실,EXPENSE,GENERAL,N,530500,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5549010,"Impairment Losses on Property, Plant, and Equipment",자산손상차손,EXPENSE,GENERAL,N,518010,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5599010,Miscellaneous Losses,잡손실,EXPENSE,GENERAL,N,560300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5599055,Guarantee Fees,금융보증비용,EXPENSE,GENERAL,N,621300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T300,5701010,Current Income Tax,법인세비용,EXPENSE,GENERAL,N,650100,,Expense,TaxesPaid,ABC,Y
