id,contract_id,contract_status,last_contract_status,rental_code,order_item_id,customer_id,start_date,end_date,duration_in_months,payment_day,create_time,update_time
1ayVbfY4rnw,0105504500012-0101-3XXXXA,CONTRACT_CANCELLED,PENDING_CONFIRMATION,3XXXXA,0105504500012-0101,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 06:29:25.933462,2025-02-14 06:30:26.645589
1ayWXgmsgpD,0105504500013-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500013-0101,53a5a56db097a5e4ade0602e06e2e3e5,,,36,10,2025-02-14 06:43:32.166882,2025-02-14 06:43:32.365536
1ayXGmPZibo,0105504500014-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500014-0101,53a5a56db097a5e4ade0602e06e2e3e5,,,36,10,2025-02-14 06:53:42.870931,2025-02-14 06:53:42.994263
1ayYYfsedLx,0105504500015-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500015-0101,7923ff6cce4d5183753ce7f7bb917bb2,,,36,10,2025-02-14 07:11:44.776074,2025-02-14 07:11:44.946912
1ayaPcwoUGo,0105504500016-0101-NXXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105504500016-0101,d86d87dd3bff4925bc117e4398e9a656,,,0,10,2025-02-14 07:37:41.543311,2025-02-14 07:37:41.662972
1aybccFtNcW,0105504500017-0101-NXXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105504500017-0101,2dcf8331b8e00fec30fa29f51ef62672,,,0,10,2025-02-14 07:54:37.023886,2025-02-14 07:54:37.178184
1aycGHWojyt,0105504500018-0101-NXXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105504500018-0101,301f71d0ea791d1225d5b817daac918d,,,0,10,2025-02-14 08:03:34.147647,2025-02-14 08:03:34.340403
1ayiSgt4K5c,0105504500021-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500021-0101,79aa2ca46d29fdbe3610e9776b679f68,,,36,10,2025-02-14 09:30:19.966697,2025-02-14 09:30:20.096687
1aylK1IFjKt,0105504500022-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500022-0101,7923ff6cce4d5183753ce7f7bb917bb2,,,36,10,2025-02-14 10:10:21.409172,2025-02-14 10:10:21.528490
1ayI0zVx0nv,0105504500006-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500006-0101,e77062e77f19139ca44de13081f405ee,,,36,20,2025-02-14 03:20:14.763100,2025-02-14 03:20:14.905620
1ayTCsFL7k1,0105504500010-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500010-0101,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 05:56:51.496508,2025-02-14 05:56:51.626392
1ayTM32dnuu,0105504500011-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500011-0101,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 05:58:55.731781,2025-02-14 05:58:55.864651
1ayTM5k78gi,0105504500011-0201-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500011-0201,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 05:58:55.732450,2025-02-14 05:58:56.454748
