id,charge_item_id,charge_item_type,quantity,subtotal_price,item_price,discount_price,prepaid_amount,promotions,currency,is_tax_exempt,create_time,update_time,service_charge_id,material_id
1ax9dR2ITnK,1ax9dR2ITnK,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-13 10:55:22.647981,2025-02-13 10:55:22.685060,1ax9dR2ITnJ,
1ax9mTy0AFu,1ax9mTy0AFu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-13 10:57:25.170763,2025-02-13 10:57:25.207646,1ax9mTy0AFt,
1axIs1KHlwR,1axIs1KHlwR,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-13 13:04:36.710093,2025-02-13 13:04:36.715875,1axIs1KHlwQ,
1ayTM5aBB8B,1ayTM5aBB8B,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 05:58:56.425226,2025-02-14 05:58:56.428699,1ayTM5aBB8A,
1ayVXCFxyVg,1ayVXCFxyVg,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 06:29:26.084845,2025-02-14 06:29:26.088138,1ayVXCFxyVf,
1ayVXFCU3B7,1ayVXFCU3B7,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 06:29:26.726305,2025-02-14 06:29:26.729300,1ayVXFCU3B6,
1ayWXgdEKOk,1ayWXgdEKOk,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 06:43:32.336499,2025-02-14 06:43:32.339587,1ayWXgdEKOj,
1ayXGmFM9vD,1ayXGmFM9vD,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 06:53:42.963617,2025-02-14 06:53:42.966907,1ayXGmFM9vC,
1ayYYfiR4fM,1ayYYfiR4fM,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 07:11:44.917738,2025-02-14 07:11:44.920804,1ayYYfiR4fL,
1ayaPcmavaD,1ayaPcmavaD,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 07:37:41.631964,2025-02-14 07:37:41.635105,1ayaPcmavaC,
1ayCCQJDQ0t,1ayCCQJDQ0t,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 01:58:52.037158,2025-02-14 01:58:52.062161,1ayCCQIvoso,
1ayDYxmcai8,1ayDYxmcai8,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 02:17:56.877127,2025-02-14 02:17:56.880799,1ayDYxmcai7,
1ayEvfxiZST,1ayEvfxiZST,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 02:37:04.090087,2025-02-14 02:37:04.114407,1ayEvfxiZSS,
1awo1jEQ27B,1awo1jEQ27B,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-13 05:53:00.031962,2025-02-13 05:53:00.065108,1awo1iT11OO,
1awoP4VveeF,1awoP4VveeF,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-13 05:58:16.163597,2025-02-13 05:58:16.183585,1awoP4VveeE,
1awoP9GqspR,1awoP9GqspR,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-13 05:58:17.169294,2025-02-13 05:58:17.173600,1awoP9GqspQ,
1ayGMIZcyTs,1ayGMIZcyTs,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 02:57:04.224517,2025-02-14 02:57:04.228804,1ayGMIZcyTr,
1aybcc4p1Xi,1aybcc4p1Xi,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 07:54:37.146278,2025-02-14 07:54:37.149425,1aybcc4p1Xh,
1aycGHNANYQ,1aycGHNANYQ,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:03:34.311351,2025-02-14 08:03:34.314256,1aycGHNANYP,
1ayiSgjhYnD,1ayiSgjhYnD,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 09:30:20.069278,2025-02-14 09:30:20.072455,1ayiSgjhYnC,
1aycO8lWRTI,1aycO8lWRTI,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:05:20.768252,2025-02-14 08:05:20.771267,1aycO8lWRTH,
1aycOAWWPRu,1aycOAWWPRu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:05:21.152863,2025-02-14 08:05:21.155576,1aycOAWWPRt,
1aydFQaWoca,1aydFQaWoca,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:17:22.400044,2025-02-14 08:17:22.402876,1aydFQaWocZ,
1aydFTT4VTE,1aydFTT4VTE,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:17:23.028654,2025-02-14 08:17:23.031355,1aydFTT4VTD,
1aydFUcJp9W,1aydFUcJp9W,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:17:23.277922,2025-02-14 08:17:23.280349,1aydFUcJp9V,
1aydFVhsM90,1aydFVhsM90,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 08:17:23.516751,2025-02-14 08:17:23.519551,1aydFVhsM8z,
1aylK17SyOA,1aylK17SyOA,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 10:10:21.498459,2025-02-14 10:10:21.501745,1aylK17SyO9,
1aynWq8pInp,1aynWq8pInp,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 10:41:14.385189,2025-02-14 10:41:14.388460,1aynWq8pIno,
1aynfh1PXwr,1aynfh1PXwr,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,{},USD,false,2025-02-14 10:43:14.270638,2025-02-14 10:43:14.273563,1aynfh17wom,
