submit_id,material_id,company_code,template_id,create_category,create_type,associated_type,asset_account_code,asset_account_name,income_account_code,income_account_name,expense_account_code,expense_account_name,document_type,management_unit,description,unit_price,rate_percent,sync_token,create_time,update_time,is_active
58,WP_113820,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:35.903581 +00:00,2024-12-12 04:35:35.903592 +00:00,Y
59,WP_113816,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:37.377490 +00:00,2024-12-12 04:35:37.377501 +00:00,Y
60,WP_113784,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:38.235388 +00:00,2024-12-12 04:35:38.235400 +00:00,Y
61,WP_113780,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:39.472967 +00:00,2024-12-12 04:35:39.472972 +00:00,Y
62,WP_113781,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:40.667965 +00:00,2024-12-12 04:35:40.667975 +00:00,Y
63,WP_113782,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:41.714188 +00:00,2024-12-12 04:35:41.714198 +00:00,Y
64,WP_113783,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:42.582782 +00:00,2024-12-12 04:35:42.582796 +00:00,Y
65,WP_113637,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:43.672955 +00:00,2024-12-12 04:35:43.672964 +00:00,Y
66,WP_113725,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:44.941166 +00:00,2024-12-12 04:35:44.941179 +00:00,Y
67,WP_113793,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:45.818211 +00:00,2024-12-12 04:35:45.818220 +00:00,Y
68,WP_113792,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:46.952313 +00:00,2024-12-12 04:35:46.952324 +00:00,Y
69,WP_113713,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:47.868611 +00:00,2024-12-12 04:35:47.868620 +00:00,Y
70,WPF_1236538,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:49.020375 +00:00,2024-12-12 04:35:49.020383 +00:00,Y
71,WPF_113686,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:50.183977 +00:00,2024-12-12 04:35:50.183985 +00:00,Y
72,WPF_113689,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:51.186465 +00:00,2024-12-12 04:35:51.186484 +00:00,Y
73,WPF_214119,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:52.322875 +00:00,2024-12-12 04:35:52.322888 +00:00,Y
74,WPF_214121,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:53.533583 +00:00,2024-12-12 04:35:53.533591 +00:00,Y
75,WPF_214122,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:54.778979 +00:00,2024-12-12 04:35:54.778989 +00:00,Y
76,WPP_1237710,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:55.915964 +00:00,2024-12-12 04:35:55.915971 +00:00,Y
77,WPP_9244425,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:57.196055 +00:00,2024-12-12 04:35:57.196096 +00:00,Y
78,WPP_1236625,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:58.478941 +00:00,2024-12-12 04:35:58.478945 +00:00,Y
79,WP_113727,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:35:59.438748 +00:00,2024-12-12 04:35:59.438755 +00:00,Y
80,WP_113643,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:36:00.433622 +00:00,2024-12-12 04:36:00.433626 +00:00,Y
81,WP_113785,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:36:01.586415 +00:00,2024-12-12 04:36:01.586418 +00:00,Y
82,WP_113786,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:36:02.661902 +00:00,2024-12-12 04:36:02.661909 +00:00,Y
83,WP_113729,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:36:03.711501 +00:00,2024-12-12 04:36:03.711507 +00:00,Y
84,WP_113627,N200,1,PURCHASE,GOODS,NonInventory,1201010,상품,4103010,상품매출-일시불,5103010,상품매출원가-일시불,Invoice,SKU,,,,,2024-12-12 04:36:05.068747 +00:00,2024-12-12 04:36:05.068751 +00:00,Y
85,WP_543003,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:14.393015 +00:00,2024-12-12 04:36:14.393113 +00:00,Y
86,WP_543002,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:15.407332 +00:00,2024-12-12 04:36:15.407342 +00:00,Y
87,WP_543001,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:16.727918 +00:00,2024-12-12 04:36:16.727923 +00:00,Y
88,WP_241261,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:17.960533 +00:00,2024-12-12 04:36:17.960536 +00:00,Y
89,WP_241262,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:18.851009 +00:00,2024-12-12 04:36:18.851015 +00:00,Y
90,WP_115999,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:19.916540 +00:00,2024-12-12 04:36:19.916551 +00:00,Y
91,WPP_1237052,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:21.146025 +00:00,2024-12-12 04:36:21.146031 +00:00,Y
92,WPP_1237213,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:22.367107 +00:00,2024-12-12 04:36:22.367113 +00:00,Y
93,WPP_1236987,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:23.594963 +00:00,2024-12-12 04:36:23.594968 +00:00,Y
94,WPP_1237278,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:24.677748 +00:00,2024-12-12 04:36:24.677752 +00:00,Y
95,WPP_9240651,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:25.647536 +00:00,2024-12-12 04:36:25.647540 +00:00,Y
96,WPP_1237574,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:26.646061 +00:00,2024-12-12 04:36:26.646068 +00:00,Y
97,WPP_1237430,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:27.595738 +00:00,2024-12-12 04:36:27.595745 +00:00,Y
98,WPP_9244909,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:28.670851 +00:00,2024-12-12 04:36:28.670858 +00:00,Y
99,WPP_1237422,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:29.756951 +00:00,2024-12-12 04:36:29.756956 +00:00,Y
100,WPP_1237716,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:30.928637 +00:00,2024-12-12 04:36:30.928642 +00:00,Y
101,WPP_1237637,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:32.248040 +00:00,2024-12-12 04:36:32.248044 +00:00,Y
102,WPP_1237709,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:33.431217 +00:00,2024-12-12 04:36:33.431221 +00:00,Y
103,WPP_9230675,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:34.458842 +00:00,2024-12-12 04:36:34.458850 +00:00,Y
104,WPP_1237433,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:35.610979 +00:00,2024-12-12 04:36:35.610985 +00:00,Y
105,WPP_9227845,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:36.741235 +00:00,2024-12-12 04:36:36.741242 +00:00,Y
106,WPP_1237277,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:37.944551 +00:00,2024-12-12 04:36:37.944558 +00:00,Y
107,WPP_1237309,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:39.078995 +00:00,2024-12-12 04:36:39.079020 +00:00,Y
108,WP_113818,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:40.055454 +00:00,2024-12-12 04:36:40.055457 +00:00,Y
109,WP_113819,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:41.469310 +00:00,2024-12-12 04:36:41.469313 +00:00,Y
110,WP_113820,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:42.648737 +00:00,2024-12-12 04:36:42.648740 +00:00,Y
111,WP_113816,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:43.610168 +00:00,2024-12-12 04:36:43.610171 +00:00,Y
112,WP_113784,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:44.733695 +00:00,2024-12-12 04:36:44.733698 +00:00,Y
113,WP_113780,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:45.695195 +00:00,2024-12-12 04:36:45.695199 +00:00,Y
114,WP_113781,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:47.018554 +00:00,2024-12-12 04:36:47.018557 +00:00,Y
115,WP_113782,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:48.273220 +00:00,2024-12-12 04:36:48.273224 +00:00,Y
116,WP_113783,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:49.480755 +00:00,2024-12-12 04:36:49.480764 +00:00,Y
117,WP_113637,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:50.847449 +00:00,2024-12-12 04:36:50.847455 +00:00,Y
118,WP_113725,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:51.838760 +00:00,2024-12-12 04:36:51.838769 +00:00,Y
119,WP_113793,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:52.998016 +00:00,2024-12-12 04:36:52.998020 +00:00,Y
120,WP_113792,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:54.063509 +00:00,2024-12-12 04:36:54.063516 +00:00,Y
121,WP_113713,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:54.892599 +00:00,2024-12-12 04:36:54.892602 +00:00,Y
122,WPF_1236538,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:56.273778 +00:00,2024-12-12 04:36:56.273782 +00:00,Y
123,WPF_113686,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:57.391036 +00:00,2024-12-12 04:36:57.391041 +00:00,Y
124,WPF_113689,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:58.635017 +00:00,2024-12-12 04:36:58.635023 +00:00,Y
125,WPF_214119,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:36:59.869021 +00:00,2024-12-12 04:36:59.869025 +00:00,Y
126,WPF_214121,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:00.947379 +00:00,2024-12-12 04:37:00.947383 +00:00,Y
127,WPF_214122,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:02.111966 +00:00,2024-12-12 04:37:02.111971 +00:00,Y
128,WPP_1237710,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:03.133199 +00:00,2024-12-12 04:37:03.133205 +00:00,Y
129,WPP_9244425,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:04.043473 +00:00,2024-12-12 04:37:04.043479 +00:00,Y
130,WPP_1236625,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:05.054150 +00:00,2024-12-12 04:37:05.054154 +00:00,Y
131,WP_113727,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:06.048576 +00:00,2024-12-12 04:37:06.048580 +00:00,Y
132,WP_113643,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:07.028888 +00:00,2024-12-12 04:37:07.028894 +00:00,Y
133,WP_113785,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:08.181609 +00:00,2024-12-12 04:37:08.181613 +00:00,Y
134,WP_113786,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:09.310774 +00:00,2024-12-12 04:37:09.310779 +00:00,Y
135,WP_113729,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:10.232281 +00:00,2024-12-12 04:37:10.232288 +00:00,Y
136,WP_113627,N200,2,MEMBERSHIP,SALES,Service,,,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:11.262608 +00:00,2024-12-12 04:37:11.262612 +00:00,Y
137,WP_543003,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:12.286997 +00:00,2024-12-12 04:37:12.287007 +00:00,Y
138,WP_543002,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:13.266897 +00:00,2024-12-12 04:37:13.266903 +00:00,Y
139,WP_543001,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:14.401157 +00:00,2024-12-12 04:37:14.401161 +00:00,Y
140,WP_241261,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:15.552969 +00:00,2024-12-12 04:37:15.552973 +00:00,Y
141,WP_241262,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:16.598206 +00:00,2024-12-12 04:37:16.598210 +00:00,Y
142,WP_115999,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:17.717064 +00:00,2024-12-12 04:37:17.717070 +00:00,Y
143,WPP_1237052,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:18.835202 +00:00,2024-12-12 04:37:18.835208 +00:00,Y
144,WPP_1237213,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:20.028740 +00:00,2024-12-12 04:37:20.028747 +00:00,Y
145,WPP_1236987,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:21.040183 +00:00,2024-12-12 04:37:21.040186 +00:00,Y
146,WPP_1237278,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:22.286748 +00:00,2024-12-12 04:37:22.286753 +00:00,Y
147,WPP_9240651,N200,3,MEMBERSHIP,FILTER_DELIVERY,NonInventory,1201030,필터,4116050,멤버십매출,5116060,멤버십매출원가-필터,,,,,,,2024-12-12 04:37:23.541343 +00:00,2024-12-12 04:37:23.541351 +00:00,Y
