id,channel_order_id,channel_id,customer_id,order_product_type,order_create_time,order_update_time,create_time,update_time,referrer_code
0105421100003,mall_order_35635,mall001,051aa191fdd3a2aa4b98d9541f62cf16,INSTALL,2024-07-29 01:55:04.000,2024-07-29 01:55:07.000,2024-07-29 01:56:33.423,2024-07-29 01:56:33.424,
0105421100021,100117222192075231,mall001,47ba0b39ffb6d9c33d75f5575e96e7c7,INSTALL,,,2024-07-29 02:13:27.943,2024-07-29 02:13:27.949,
0105421100030,100117222193171544,mall001,cbe0a08f4b5873ddf111cc8bb2433425,INSTALL,,,2024-07-29 02:15:17.540,2024-07-29 02:15:17.541,
0105421100038,mall_order_35642,mall001,350446db4868af886b2c763ab5146124,INSTALL,2024-07-29 03:28:19.000,2024-07-29 03:28:20.000,2024-07-29 03:28:34.000,2024-07-29 03:28:34.001,
0105421100046,100117222239300670,mall001,df4f2c46da45e760defa587edb66e2ff,INSTALL,,,2024-07-29 03:32:10.447,2024-07-29 03:32:10.449,
0105421100060,100117222399118570,mall001,60625b770f275d344e4c3c0ffb5d09f4,INSTALL,,,2024-07-29 07:58:33.085,2024-07-29 07:58:33.099,
0105421100062,100117222399163932,mall001,73a3775e18a1a8753703b08c4e957f7d,INSTALL,,,2024-07-29 07:58:37.047,2024-07-29 07:58:37.049,
0105421100063,100117222399175502,mall001,710fab65d6223e12f82265ce238e60c3,INSTALL,,,2024-07-29 07:58:37.954,2024-07-29 07:58:37.957,
0105421100065,100117222399191000,mall001,2a18111d4d6d4e9c5ea97e1fc1f3b06a,INSTALL,,,2024-07-29 07:58:39.295,2024-07-29 07:58:39.297,
0105421100066,100117222399197683,mall001,89e3740838d9c7a60a49b7faabc59d6b,INSTALL,,,2024-07-29 07:58:40.142,2024-07-29 07:58:40.145,
0105421100067,100117222399205591,mall001,6367761b376a3f9d01e4b8b90763d0cf,INSTALL,,,2024-07-29 07:58:41.054,2024-07-29 07:58:41.056,
0105421100070,100117222399226690,mall001,e5ba79789dea60b14cb9de7cc8bb5cd0,INSTALL,,,2024-07-29 07:58:42.801,2024-07-29 07:58:42.803,
0105421100085,100117222400273032,mall001,d448007ac83a8e88e0fc791292e8a068,INSTALL,,,2024-07-29 08:00:27.801,2024-07-29 08:00:27.808,
0105421100086,100117222400289571,mall001,792d8dfa15a4cbcde6b7d4a4a4e0575c,INSTALL,,,2024-07-29 08:00:29.349,2024-07-29 08:00:29.351,
0105421100087,100117222400299590,mall001,57c7225f274f4648bfc1eb194828fa99,INSTALL,,,2024-07-29 08:00:30.340,2024-07-29 08:00:30.342,
0105421100091,100117222400336611,mall001,a36464c73fd68bd09175c6b212b27ae3,INSTALL,,,2024-07-29 08:00:33.783,2024-07-29 08:00:33.784,
0105421100094,100117222400366863,mall001,6478dc0605680d666d9bdad614f4fdb6,INSTALL,,,2024-07-29 08:00:36.820,2024-07-29 08:00:36.822,
0105421100120,mall_order_35648,mall001,0666d4bdb235ff159c20bb6e06bc00eb,INSTALL,2024-07-29 08:25:19.000,2024-07-29 08:25:23.000,2024-07-29 08:26:34.425,2024-07-29 08:26:34.432,
0105421100126,mall_order_35654,mall001,9ed7765b6a52f7a3c7807bf1491ac0f9,INSTALL,2024-07-29 09:33:18.000,2024-07-29 09:33:19.000,2024-07-29 09:34:31.911,2024-07-29 09:34:31.915,
0105421100132,mall_order_35660,mall001,a42e898b4b1425033517f5f0a42fc2a8,INSTALL,2024-07-29 09:55:16.000,2024-07-29 09:55:19.000,2024-07-29 09:56:34.510,2024-07-29 09:56:34.512,
0105421100138,mall_order_35666,mall001,d294cc633b0ebd593b0b4b1fba1e6eb4,INSTALL,2024-07-29 17:32:42.000,2024-07-29 17:32:43.000,2024-07-29 17:34:34.605,2024-07-29 17:34:34.607,
0105423300066,100117241133640440,mall001,cf0983125c19c774834823a2870fd288,INSTALL,2024-08-20 00:22:44.043,2024-08-20 00:22:44.043,2024-08-20 00:22:44.146,2024-08-20 00:22:44.152,
0105418000060,100117195672901110,mall001,8c59320f111941a9df33cf389f45abb4,INSTALL,,,2024-06-28 09:34:50.175,2024-06-28 09:34:50.176,
0105418000061,8888472650,mall001,5c12e8c9840c58d631aa2d8cf1ce0b4b,COURIER,,,2024-06-28 09:46:37.081,2024-06-28 09:46:37.086,
0105418000063,8062918643,mall001,35cae78d0672aa2bfca5dc483b16c4d4,COURIER,,,2024-06-28 09:48:21.896,2024-06-28 09:48:21.898,
0105418300001,100117198052489122,mall001,b8c7d991b90679b36bcb92a1e911e43c,INSTALL,,,2024-07-01 03:40:50.442,2024-07-01 03:40:50.458,
0105418300002,100117198052679790,mall001,bae42c67e1eda75240443cea29d6fc10,INSTALL,,,2024-07-01 03:41:08.434,2024-07-01 03:41:08.435,
0105418300003,100117198052812902,mall001,169bbca8167a2d31460c29960e152c31,INSTALL,,,2024-07-01 03:41:21.675,2024-07-01 03:41:21.676,
0105418300004,100117198052931323,mall001,02710ac716292e9e3fe2d7f01273b59a,INSTALL,,,2024-07-01 03:41:33.517,2024-07-01 03:41:33.518,
0105418300005,100117198053052504,mall001,f5f29a972e945ef32f4b0d4795b08ca8,INSTALL,,,2024-07-01 03:41:45.914,2024-07-01 03:41:45.923,
0105418300006,100117198053179843,mall001,fffa5c68e2275c5d187bc9d897e4fd4f,INSTALL,,,2024-07-01 03:41:58.372,2024-07-01 03:41:58.374,
0105418300007,100117198053305853,mall001,3bdd23d1587f0ebfdc905289daababbb,INSTALL,,,2024-07-01 03:42:11.077,2024-07-01 03:42:11.079,
0105418300008,100117198053425974,mall001,ff274f09384ec81c97319768e4343522,INSTALL,,,2024-07-01 03:42:23.027,2024-07-01 03:42:23.028,
0105418300009,100117198053550644,mall001,20b3196ef0622c8d43c56db06d4e2d49,INSTALL,,,2024-07-01 03:42:35.471,2024-07-01 03:42:35.472,
0105418300010,100117198053683520,mall001,ba4982cbd54484409069c924aa06b250,INSTALL,,,2024-07-01 03:42:48.871,2024-07-01 03:42:48.873,
0105418300011,100117198053807702,mall001,2b8aca4cc8c944a50871a0a1902fd8b2,INSTALL,,,2024-07-01 03:43:01.144,2024-07-01 03:43:01.145,
0105418300012,100117198053926242,mall001,7113f7e9e70efaabc63947575cc669a7,INSTALL,,,2024-07-01 03:43:13.010,2024-07-01 03:43:13.012,
0105418300013,100117198055300860,mall001,bc63cd05e106cd17f94bac1a792ed6da,INSTALL,,,2024-07-01 03:45:31.119,2024-07-01 03:45:31.122,
0105418300014,100117198055432621,mall001,5bdb30dc799b3b560a7149ea1787677a,INSTALL,,,2024-07-01 03:45:43.661,2024-07-01 03:45:43.662,
0105418300015,100117198055554331,mall001,f43cac26e52b4ab49a12bf557a440cfb,INSTALL,,,2024-07-01 03:45:55.818,2024-07-01 03:45:55.820,
0105418300016,100117198055673381,mall001,0ec6fee3ccf0c49776ee757e32efb296,INSTALL,,,2024-07-01 03:46:07.748,2024-07-01 03:46:07.750,
0105418300017,100117198106334741,mall001,5a588a3be2eb196e35bae293fdf3e505,INSTALL,,,2024-07-01 05:10:34.910,2024-07-01 05:10:34.917,
0105418300024,100117198123832853,mall001,628eee206b3b3a3dcf41c7305e748048,INSTALL,,,2024-07-01 05:39:44.573,2024-08-14 04:57:41.876,
0105423300067,100117241133660924,mall001,44e09c1bbc40790b782d5f30a1a99dae,INSTALL,2024-08-20 00:22:46.091,2024-08-20 00:22:46.091,2024-08-20 00:22:46.232,2024-08-20 00:22:46.235,
0105423300071,100117241133731334,mall001,67df67bd7972c7f44ba0094265775978,INSTALL,2024-08-20 00:22:53.133,2024-08-20 00:22:53.133,2024-08-20 00:22:53.299,2024-08-20 00:22:53.302,
0105423500021,100117242861181291,mall001,5fda3dbbfb065da3e755f84be0614a6a,INSTALL,2024-08-22 00:21:58.129,2024-08-22 00:21:58.129,2024-08-22 00:21:58.378,2024-08-22 00:21:58.382,
0105418300022,100117198117486593,mall001,5c12e8c9840c58d631aa2d8cf1ce0b4b,INSTALL,,,2024-07-01 05:29:09.813,2024-07-01 05:29:09.816,
0105423500025,100117242861224583,mall001,bb573eb0c5b762d019974e0d1b7d272a,INSTALL,2024-08-22 00:22:02.457,2024-08-22 00:22:02.457,2024-08-22 00:22:02.713,2024-08-22 00:22:02.716,
0105423500027,100117242861245514,mall001,cf445a9c420495bf7de90876f36291ab,INSTALL,2024-08-22 00:22:04.550,2024-08-22 00:22:04.550,2024-08-22 00:22:04.780,2024-08-22 00:22:04.783,
0105418300025,100117198125401480,mall001,0c4f872110cdce724dbc097e921e7104,INSTALL,,,2024-07-01 05:42:21.702,2024-07-01 05:42:21.704,
0105418300026,100117198125772854,mall001,4af6444a2b7e517a2a7b05ce6c72cd12,INSTALL,,,2024-07-01 05:42:58.693,2024-07-01 05:42:58.695,
0105418300027,100117198126068521,mall001,224b376085b3a1912fc95c7f3c9f1746,INSTALL,,,2024-07-01 05:43:28.117,2024-07-01 05:43:28.119,
0105423500028,100117242861255734,mall001,33f8e4e2f7aba62e59269978eaa5b095,INSTALL,2024-08-22 00:22:05.572,2024-08-22 00:22:05.572,2024-08-22 00:22:05.690,2024-08-22 00:22:05.694,
0105418300029,100117198127077900,mall001,b0ef9387343b1159799db78dba63a45c,INSTALL,,,2024-07-01 05:45:09.528,2024-07-01 05:45:09.530,
0105418300030,100117198127931131,mall001,7b515cdd3f0c00bd90b51badaf183cc7,INSTALL,,,2024-07-01 05:46:35.553,2024-07-01 05:46:35.555,
0105418300031,100117198128461584,mall001,d8f4b77260d4d16a0fad2fc0252b73c5,INSTALL,,,2024-07-01 05:47:27.396,2024-07-01 05:47:27.398,
0105423500030,100117242861272540,mall001,342aa51b2b6d8f2bc21aac690d01644e,INSTALL,2024-08-22 00:22:07.254,2024-08-22 00:22:07.254,2024-08-22 00:22:07.498,2024-08-22 00:22:07.501,
0105423500033,100117242861301781,mall001,cad1292739f5f08730ec1dcdfa325bdc,INSTALL,2024-08-22 00:22:10.178,2024-08-22 00:22:10.178,2024-08-22 00:22:10.408,2024-08-22 00:22:10.411,
0105423600022,100117243725062403,mall001,318afdb7484361c9c93535b6c8589b7c,INSTALL,2024-08-23 00:21:46.240,2024-08-23 00:21:46.240,2024-08-23 00:21:46.317,2024-08-23 00:21:46.319,
0105423600030,100117243725116711,mall001,31ccfa788469991bdd21ecca775e613a,INSTALL,2024-08-23 00:21:51.667,2024-08-23 00:21:51.667,2024-08-23 00:21:51.828,2024-08-23 00:21:51.834,
0105423600032,100117243725129833,mall001,4c574dd74751cf5927ed6974b30f1362,INSTALL,2024-08-23 00:21:52.982,2024-08-23 00:21:52.982,2024-08-23 00:21:53.067,2024-08-23 00:21:53.069,
0105423600087,35911,mall001,3b29b89340bd6b4eb73b144218c5cdde,INSTALL,2024-08-23 04:24:19.000,2024-08-23 04:24:21.000,2024-08-23 04:25:33.999,2024-08-23 04:25:34.002,
0105423900048,100117246317481352,mall001,560138b4122c6f4db179abd196a17d56,INSTALL,2024-08-26 00:22:28.135,2024-08-26 00:22:28.135,2024-08-26 00:22:28.205,2024-08-26 00:22:28.207,
0105423900050,100117246317497984,mall001,0a4242074d4ec6fe972fe6fce971196f,INSTALL,2024-08-26 00:22:29.797,2024-08-26 00:22:29.797,2024-08-26 00:22:29.870,2024-08-26 00:22:29.872,
0105423900054,100117246317542882,mall001,5f381c6ba9bef9e22df5764402373ff4,INSTALL,2024-08-26 00:22:34.288,2024-08-26 00:22:34.288,2024-08-26 00:22:34.433,2024-08-26 00:22:34.435,
0105423900056,100117246317566932,mall001,7c3395cbe6048e1d0692bb88868d42e4,INSTALL,2024-08-26 00:22:36.690,2024-08-26 00:22:36.690,2024-08-26 00:22:36.774,2024-08-26 00:22:36.776,
0105418300042,100117198143772993,mall001,13ee09f4449bd53980ed18fcc5e7c8e8,INSTALL,,,2024-07-01 06:12:58.466,2024-07-01 06:12:58.468,
0105418300043,100117198246080122,mall001,4d27ef41cf52282de4b486161131e346,INSTALL,,,2024-07-01 09:03:29.138,2024-07-01 09:03:29.141,
0105418300044,100117198263770873,mall001,18901365eb67b607219cfacc9168cddf,INSTALL,,,2024-07-01 09:32:58.216,2024-07-01 09:32:58.219,
0105418300045,100117198263998212,mall001,18901365eb67b607219cfacc9168cddf,INSTALL,,,2024-07-01 09:33:20.225,2024-07-01 09:33:20.228,
0105418300046,100117198264552870,mall001,18901365eb67b607219cfacc9168cddf,INSTALL,,,2024-07-01 09:34:16.324,2024-07-01 09:34:16.330,
0105418300047,100117198264784900,mall001,18901365eb67b607219cfacc9168cddf,INSTALL,,,2024-07-01 09:34:38.893,2024-07-01 09:34:38.898,
