id,order_item_id,promotion_id,create_time,update_time,discount_price
1UnGqpgVJz0,0105418000046-0101,1SUGW59ZHC0,2024-06-28 08:51:00.366197,2024-06-28 08:51:00.366197,
1UnGrC5gCZs,0105418000047-0101,1SUGW59ZHC0,2024-06-28 08:51:05.260296,2024-06-28 08:51:05.260296,
1UnGrYwRRvH,0105418000048-0101,1SUGW59ZHC0,2024-06-28 08:51:10.252049,2024-06-28 08:51:10.252049,
1UnJuf9eIZN,0105418000049-0101,1SUGW59ZHC0,2024-06-28 09:33:51.096465,2024-06-28 09:33:51.096465,
1UnJvAmqCaj,0105418000050-0101,1SUGW59ZHC0,2024-06-28 09:33:58.001753,2024-06-28 09:33:58.001753,
1UnJvaylLkn,0105418000051-0101,1SUGW59ZHC0,2024-06-28 09:34:03.720796,2024-06-28 09:34:03.720796,
1UnJvyd97j3,0105418000052-0101,1SUGW59ZHC0,2024-06-28 09:34:08.886476,2024-06-28 09:34:08.886476,
1UnJwOkTORr,0105418000053-0101,1SUGW59ZHC0,2024-06-28 09:34:14.591409,2024-06-28 09:34:14.591409,
1UnJwndUrXu,0105418000054-0101,1SUGW59ZHC0,2024-06-28 09:34:20.027748,2024-06-28 09:34:20.027748,
1UnJxBP1u5w,0105418000055-0101,1SUGW59ZHC0,2024-06-28 09:34:25.218795,2024-06-28 09:34:25.218795,
1UnJxYg5H46,0105418000056-0101,1SUGW59ZHC0,2024-06-28 09:34:30.303059,2024-06-28 09:34:30.303059,
1UnJxvco6Pb,0105418000057-0101,1SUGW59ZHC0,2024-06-28 09:34:35.314805,2024-06-28 09:34:35.314805,
1UnJyIpbVM1,0105418000058-0101,1SUGW59ZHC0,2024-06-28 09:34:40.383119,2024-06-28 09:34:40.383119,
1UnJygNnO4i,0105418000059-0101,1SUGW59ZHC0,2024-06-28 09:34:45.527184,2024-06-28 09:34:45.527184,
1UnJz1fwSRS,0105418000060-0101,1SUGW59ZHC0,2024-06-28 09:34:50.178589,2024-06-28 09:34:50.178589,
1UnKpE6am71,0105418000061-0102,1SUGW59ZHC0,2024-06-28 09:46:37.089708,2024-06-28 09:46:37.089708,
1UnKwxxp2ab,0105418000063-0102,1SUGW59ZHC0,2024-06-28 09:48:21.901052,2024-06-28 09:48:21.901052,
1UrtOkGN8dr,0105418300001-0101,1SUGW59ZHC0,2024-07-01 03:40:50.515953,2024-07-01 03:40:50.515953,
1UrtQ4Y3fSM,0105418300002-0101,1SUGW59ZHC0,2024-07-01 03:41:08.440869,2024-07-01 03:41:08.440869,
1UrtR3AGjhC,0105418300003-0101,1SUGW59ZHC0,2024-07-01 03:41:21.679554,2024-07-01 03:41:21.679554,
1UrtRvNea2J,0105418300004-0101,1SUGW59ZHC0,2024-07-01 03:41:33.521606,2024-07-01 03:41:33.521606,
1UrtSqG4AHV,0105418300005-0101,1SUGW59ZHC0,2024-07-01 03:41:45.976303,2024-07-01 03:41:45.976303,
1UrtTlB69Nz,0105418300006-0101,1SUGW59ZHC0,2024-07-01 03:41:58.377536,2024-07-01 03:41:58.377536,
1UrtUhLYc7x,0105418300007-0101,1SUGW59ZHC0,2024-07-01 03:42:11.082981,2024-07-01 03:42:11.082981,
1UrtVa2v9GV,0105418300008-0101,1SUGW59ZHC0,2024-07-01 03:42:23.031225,2024-07-01 03:42:23.031225,
1UrtWV295gP,0105418300009-0101,1SUGW59ZHC0,2024-07-01 03:42:35.477263,2024-07-01 03:42:35.477263,
1UrtXUNlyg2,0105418300010-0101,1SUGW59ZHC0,2024-07-01 03:42:48.877677,2024-07-01 03:42:48.877677,
1UrtYOYXMI0,0105418300011-0101,1SUGW59ZHC0,2024-07-01 03:43:01.147859,2024-07-01 03:43:01.147859,
1UrtZGtPYne,0105418300012-0101,1SUGW59ZHC0,2024-07-01 03:43:13.016000,2024-07-01 03:43:13.016000,
1UrtjTBvPag,0105418300013-0101,1SUGW59ZHC0,2024-07-01 03:45:31.124957,2024-07-01 03:45:31.124957,
1UrtkObiqtw,0105418300014-0101,1SUGW59ZHC0,2024-07-01 03:45:43.665218,2024-07-01 03:45:43.665218,
1UrtlIHCKn3,0105418300015-0101,1SUGW59ZHC0,2024-07-01 03:45:55.824297,2024-07-01 03:45:55.824297,
1UrtmAtqThu,0105418300016-0101,1SUGW59ZHC0,2024-07-01 03:46:07.756182,2024-07-01 03:46:07.756182,
1UrzoLm8mnP,0105418300017-0101,1SUGW59ZHC0,2024-07-01 05:10:34.940149,2024-07-01 05:10:34.940149,
1Us0pdHqqLI,0105418300018-0101,1SUGW59ZHC0,2024-07-01 05:24:51.955131,2024-07-01 05:24:51.955131,
1Us0wQAilHS,0105418300019-0101,1SUGW59ZHC0,2024-07-01 05:26:23.843259,2024-07-01 05:26:23.843259,
1Us122W5WmM,0105418300020-0101,1SUGW59ZHC0,2024-07-01 05:27:39.929220,2024-07-01 05:27:39.929220,
1Us15uk7wqX,0105418300021-0101,1SUGW59ZHC0,2024-07-01 05:28:32.399806,2024-07-01 05:28:32.399806,
1Us18g4BLKp,0105418300022-0101,1SUGW59ZHC0,2024-07-01 05:29:09.820784,2024-07-01 05:29:09.820784,
1Us1NiERvMd,0105418300023-0101,1SUGW59ZHC0,2024-07-01 05:32:33.427560,2024-07-01 05:32:33.427560,
1Us1tYAHpH4,0105418300024-0101,1SUGW59ZHC0,2024-07-01 05:39:44.580093,2024-07-01 05:39:44.580093,
1Us259Xe1oJ,0105418300025-0101,1SUGW59ZHC0,2024-07-01 05:42:21.708378,2024-07-01 05:42:21.708378,
1Us27stMJE6,0105418300026-0101,1SUGW59ZHC0,2024-07-01 05:42:58.698918,2024-07-01 05:42:58.698918,
1Us2A3c9hRB,0105418300027-0101,1SUGW59ZHC0,2024-07-01 05:43:28.125056,2024-07-01 05:43:28.125056,
1Us2F9Z7Suc,0105418300028-0101,1SUGW59ZHC0,2024-07-01 05:44:37.135377,2024-07-01 05:44:37.135377,
1Us2HXtwvIy,0105418300029-0101,1SUGW59ZHC0,2024-07-01 05:45:09.535666,2024-07-01 05:45:09.535666,
1Us2NtkNtqm,0105418300030-0101,1SUGW59ZHC0,2024-07-01 05:46:35.560540,2024-07-01 05:46:35.560540,
1Us2Rj5sd6S,0105418300031-0101,1SUGW59ZHC0,2024-07-01 05:47:27.402473,2024-07-01 05:47:27.402473,
1Us2TkBac6z,0105418300032-0101,1SUGW59ZHC0,2024-07-01 05:47:54.725744,2024-07-01 05:47:54.725744,
1Us2Y04IPHY,0105418300033-0101,1SUGW59ZHC0,2024-07-01 05:48:52.363683,2024-07-01 05:48:52.363683,
1Us2aLGXemW,0105418300034-0101,1SUGW59ZHC0,2024-07-01 05:49:24.078470,2024-07-01 05:49:24.078470,
1Us2el0Wnkk,0105418300035-0101,1SUGW59ZHC0,2024-07-01 05:50:23.870330,2024-07-01 05:50:23.870330,
1Us2hRoYjDF,0105418300036-0101,1SUGW59ZHC0,2024-07-01 05:51:00.305320,2024-07-01 05:51:00.305320,
1Us2l5J1MLP,0105418300037-0101,1SUGW59ZHC0,2024-07-01 05:51:49.556867,2024-07-01 05:51:49.556867,
1Us424VGXVN,0105418300038-0102,1SUGW59ZHC0,2024-07-01 06:09:39.217597,2024-07-01 06:09:39.217597,
1Us48ELZsD2,0105418300039-0102,1SUGW59ZHC0,2024-07-01 06:11:02.621378,2024-07-01 06:11:02.621378,
1Us4CBQvhFd,0105418300040-0102,1SUGW59ZHC0,2024-07-01 06:11:56.153402,2024-07-01 06:11:56.153402,
1Us4EKXNht0,0105418300041-0102,1SUGW59ZHC0,2024-07-01 06:12:25.225956,2024-07-01 06:12:25.225956,
1Us4GmkCoJt,0105418300042-0102,1SUGW59ZHC0,2024-07-01 06:12:58.472501,2024-07-01 06:12:58.472501,
1UsGSFXr460,0105418300043-0102,1SUGW59ZHC0,2024-07-01 09:03:29.148162,2024-07-01 09:03:29.148162,
1UsIYsrYaoE,0105418300044-0102,1SUGW59ZHC0,2024-07-01 09:32:58.225994,2024-07-01 09:32:58.225994,
1UsIaVcaZTG,0105418300045-0102,1SUGW59ZHC0,2024-07-01 09:33:20.233640,2024-07-01 09:33:20.233640,
1UsIeeTIV0a,0105418300046-0102,1SUGW59ZHC0,2024-07-01 09:34:16.335272,2024-07-01 09:34:16.335272,
1UsIgJmrFqi,0105418300047-0102,1SUGW59ZHC0,2024-07-01 09:34:38.903109,2024-07-01 09:34:38.903109,
1UsIhugVU5J,0105418300048-0102,1SUGW59ZHC0,2024-07-01 09:35:00.503167,2024-07-01 09:35:00.503167,
1UsIjTdNCWR,0105418300049-0102,1SUGW59ZHC0,2024-07-01 09:35:21.679312,2024-07-01 09:35:21.679312,
1UsIl0hZmVI,0105418300050-0102,1SUGW59ZHC0,2024-07-01 09:35:42.444400,2024-07-01 09:35:42.444400,
1UsImaNzvNV,0105418300051-0102,1SUGW59ZHC0,2024-07-01 09:36:03.781430,2024-07-01 09:36:03.781430,
1UsIo6A113d,0105418300052-0102,1SUGW59ZHC0,2024-07-01 09:36:24.263374,2024-07-01 09:36:24.263374,
1UsIpUNoZka,0105418300053-0102,1SUGW59ZHC0,2024-07-01 09:36:43.095923,2024-07-01 09:36:43.095923,
1UsIr13tFqr,0105418300054-0102,1SUGW59ZHC0,2024-07-01 09:37:03.776426,2024-07-01 09:37:03.776426,
1UtYzv0HX7w,0105418400004-0102,1SUGW59ZHC0,2024-07-02 03:50:34.599902,2024-07-02 03:50:34.599902,
1UtZMQvNhUQ,0105418400005-0101,1SUGW59ZHC0,2024-07-02 03:55:39.489155,2024-07-02 03:55:39.489155,
1UtZPvOginT,0105418400006-0101,1SUGW59ZHC0,2024-07-02 03:56:26.757197,2024-07-02 03:56:26.757197,
1UtZW8krOAx,0105418400007-0101,1SUGW59ZHC0,2024-07-02 03:57:50.919836,2024-07-02 03:57:50.919836,
1UtbEkmAG6m,0105418400008-0101,1SUGW59ZHC0,2024-07-02 04:21:54.728973,2024-07-02 04:21:54.728973,
1UtsthooHKL,0105418400009-0101,1SUGW59ZHC0,2024-07-02 08:29:02.822979,2024-07-02 08:29:02.822979,
1UtsuG1B1vI,0105418400010-0101,1SUGW59ZHC0,2024-07-02 08:29:10.292653,2024-07-02 08:29:10.292653,
1UtsufpXTI0,0105418400011-0101,1SUGW59ZHC0,2024-07-02 08:29:15.906506,2024-07-02 08:29:15.906506,
1Utsv4oWW72,0105418400012-0101,1SUGW59ZHC0,2024-07-02 08:29:21.363858,2024-07-02 08:29:21.363858,
1UtsvSoUd1z,0105418400013-0101,1SUGW59ZHC0,2024-07-02 08:29:26.606284,2024-07-02 08:29:26.606284,
1UtsvsC9x67,0105418400014-0101,1SUGW59ZHC0,2024-07-02 08:29:32.150225,2024-07-02 08:29:32.150225,
1UtswGfeLY5,0105418400015-0101,1SUGW59ZHC0,2024-07-02 08:29:37.495650,2024-07-02 08:29:37.495650,
1Utsweha0Es,0105418400016-0101,1SUGW59ZHC0,2024-07-02 08:29:42.744364,2024-07-02 08:29:42.744364,
1Utsx38EPOW,0105418400017-0101,1SUGW59ZHC0,2024-07-02 08:29:48.080293,2024-07-02 08:29:48.080293,
1UtsxSSmy6d,0105418400018-0101,1SUGW59ZHC0,2024-07-02 08:29:53.613743,2024-07-02 08:29:53.613743,
1Utsxqxy8H3,0105418400019-0101,1SUGW59ZHC0,2024-07-02 08:29:58.965920,2024-07-02 08:29:58.965920,
1UtsyEYwigi,0105418400020-0101,1SUGW59ZHC0,2024-07-02 08:30:04.119871,2024-07-02 08:30:04.119871,
1Utt084IY1v,0105418400021-0101,1SUGW59ZHC0,2024-07-02 08:30:29.785709,2024-07-02 08:30:29.785709,
1Utt0YguoXH,0105418400022-0101,1SUGW59ZHC0,2024-07-02 08:30:35.600363,2024-07-02 08:30:35.600363,
1Utt0wyBdKX,0105418400023-0101,1SUGW59ZHC0,2024-07-02 08:30:40.902910,2024-07-02 08:30:40.902910,
1Utt1IilsKB,0105418400024-0101,1SUGW59ZHC0,2024-07-02 08:30:45.654256,2024-07-02 08:30:45.654256,
1Utt1hDNqEU,0105418400025-0101,1SUGW59ZHC0,2024-07-02 08:30:51.004700,2024-07-02 08:30:51.004700,
1Utt24m5dbc,0105418400026-0101,1SUGW59ZHC0,2024-07-02 08:30:56.150377,2024-07-02 08:30:56.150377,
1Utt2Tr1QyE,0105418400027-0101,1SUGW59ZHC0,2024-07-02 08:31:01.628406,2024-07-02 08:31:01.628406,
1Utt2tokdd5,0105418400028-0101,1SUGW59ZHC0,2024-07-02 08:31:07.299931,2024-07-02 08:31:07.299931,
1Utt3F0hoki,0105418400029-0101,1SUGW59ZHC0,2024-07-02 08:31:11.928361,2024-07-02 08:31:11.928361,
1Utt3dCrrCe,0105418400030-0101,1SUGW59ZHC0,2024-07-02 08:31:17.213441,2024-07-02 08:31:17.213441,
1Utt42vpv69,0105418400031-0101,1SUGW59ZHC0,2024-07-02 08:31:22.832274,2024-07-02 08:31:22.832274,
1Utt4RlBQe0,0105418400032-0101,1SUGW59ZHC0,2024-07-02 08:31:28.256005,2024-07-02 08:31:28.256005,
1Utt7z5Qzw5,0105418400033-0101,1SUGW59ZHC0,2024-07-02 08:32:16.161002,2024-07-02 08:32:16.161002,
1Utt8PHuWBL,0105418400034-0101,1SUGW59ZHC0,2024-07-02 08:32:21.885073,2024-07-02 08:32:21.885073,
1Utt8lS2eso,0105418400035-0101,1SUGW59ZHC0,2024-07-02 08:32:26.725450,2024-07-02 08:32:26.725450,
1Utt983iiLs,0105418400036-0101,1SUGW59ZHC0,2024-07-02 08:32:31.663831,2024-07-02 08:32:31.663831,
1Utt9VCIaaz,0105418400037-0101,1SUGW59ZHC0,2024-07-02 08:32:36.717741,2024-07-02 08:32:36.717741,
1Utt9qjG5LX,0105418400038-0101,1SUGW59ZHC0,2024-07-02 08:32:41.420333,2024-07-02 08:32:41.420333,
1UttACryEOf,0105418400039-0101,1SUGW59ZHC0,2024-07-02 08:32:46.256213,2024-07-02 08:32:46.256213,
1UttAZNxU76,0105418400040-0101,1SUGW59ZHC0,2024-07-02 08:32:51.174544,2024-07-02 08:32:51.174544,
1UttAuf1Ra2,0105418400041-0101,1SUGW59ZHC0,2024-07-02 08:32:55.821802,2024-07-02 08:32:55.821802,
1UttBKFlxn1,0105418400042-0101,1SUGW59ZHC0,2024-07-02 08:33:01.411194,2024-07-02 08:33:01.411194,
1UttBinD5u1,0105418400043-0101,1SUGW59ZHC0,2024-07-02 08:33:06.771012,2024-07-02 08:33:06.771012,
1UttC8SmnJm,0105418400044-0101,1SUGW59ZHC0,2024-07-02 08:33:12.378675,2024-07-02 08:33:12.378675,
1UttD9nsMnt,0105418400045-0101,1SUGW59ZHC0,2024-07-02 08:33:26.212811,2024-07-02 08:33:26.212811,
1UttFJrMwU7,0105418400046-0101,1SUGW59ZHC0,2024-07-02 08:33:55.494592,2024-07-02 08:33:55.494592,
1UttFkGMSgt,0105418400047-0101,1SUGW59ZHC0,2024-07-02 08:34:01.261594,2024-07-02 08:34:01.261594,
1UttG7y9QEK,0105418400048-0101,1SUGW59ZHC0,2024-07-02 08:34:06.439348,2024-07-02 08:34:06.439348,
1UttGXWcKJb,0105418400049-0101,1SUGW59ZHC0,2024-07-02 08:34:12.021336,2024-07-02 08:34:12.021336,
1UttGvVQOXy,0105418400050-0101,1SUGW59ZHC0,2024-07-02 08:34:17.259003,2024-07-02 08:34:17.259003,
1UttHIdAIYp,0105418400051-0101,1SUGW59ZHC0,2024-07-02 08:34:22.310320,2024-07-02 08:34:22.310320,
1UttHeX87vy,0105418400052-0101,1SUGW59ZHC0,2024-07-02 08:34:27.093724,2024-07-02 08:34:27.093724,
1UttI35iTfA,0105418400053-0101,1SUGW59ZHC0,2024-07-02 08:34:32.457965,2024-07-02 08:34:32.457965,
1UttIQhodTk,0105418400054-0101,1SUGW59ZHC0,2024-07-02 08:34:37.616409,2024-07-02 08:34:37.616409,
1Utu5EORGDL,0105418400055-0101,1SUGW59ZHC0,2024-07-02 08:45:38.495941,2024-07-02 08:45:38.495941,
1Utu5fgUwrI,0105418400056-0101,1SUGW59ZHC0,2024-07-02 08:45:44.457648,2024-07-02 08:45:44.457648,
1Utu63m8DJu,0105418400057-0101,1SUGW59ZHC0,2024-07-02 08:45:49.719569,2024-07-02 08:45:49.719569,
1Utu6RYkM4D,0105418400058-0101,1SUGW59ZHC0,2024-07-02 08:45:54.914325,2024-07-02 08:45:54.914325,
1Utu6r1XHYB,0105418400059-0101,1SUGW59ZHC0,2024-07-02 08:46:00.476090,2024-07-02 08:46:00.476090,
1Utu7FJMTDI,0105418400060-0101,1SUGW59ZHC0,2024-07-02 08:46:05.781196,2024-07-02 08:46:05.781196,
1Utu7bXSzjV,0105418400061-0101,1SUGW59ZHC0,2024-07-02 08:46:10.636112,2024-07-02 08:46:10.636112,
1Utu7xUYPox,0105418400062-0101,1SUGW59ZHC0,2024-07-02 08:46:15.431405,2024-07-02 08:46:15.431405,
1Utu8Iu7Vo2,0105418400063-0101,1SUGW59ZHC0,2024-07-02 08:46:20.108639,2024-07-02 08:46:20.108639,
1Utu8h5RaEz,0105418400064-0101,1SUGW59ZHC0,2024-07-02 08:46:25.389900,2024-07-02 08:46:25.389900,
1Utu95grvGq,0105418400065-0101,1SUGW59ZHC0,2024-07-02 08:46:30.763952,2024-07-02 08:46:30.763952,
1WFyDMhnh1E,0105423500043-0101,1SUGW59ZHC0,2024-08-22 00:22:19.491896,2024-08-22 00:22:19.491896,
1WFyDQzlorJ,0105423500044-0101,1SUGW59ZHC0,2024-08-22 00:22:20.430074,2024-08-22 00:22:20.430074,
1WFyDg9K5Sd,0105423500048-0101,1SUGW59ZHC0,2024-08-22 00:22:23.739780,2024-08-22 00:22:23.739780,
1WFyE2YDMwO,0105423500051-0101,1SUGW59ZHC0,2024-08-22 00:22:28.632164,2024-08-22 00:22:28.632164,
1WHd6ipULru,0105423600054-0101,1SUGW59ZHC0,2024-08-23 00:22:10.219581,2024-08-23 00:22:10.219581,
1WHd70wh5cI,0105423600057-0101,1SUGW59ZHC0,2024-08-23 00:22:14.176559,2024-08-23 00:22:14.176559,
1WHd7PVqdcW,0105423600061-0101,1SUGW59ZHC0,2024-08-23 00:22:19.542608,2024-08-23 00:22:19.542608,
1WHd7b02D1I,0105423600063-0101,1SUGW59ZHC0,2024-08-23 00:22:22.052005,2024-08-23 00:22:22.052005,
1WHd7yplwDC,0105423600067-0101,1SUGW59ZHC0,2024-08-23 00:22:27.256861,2024-08-23 00:22:27.256861,
1WOGmCNsDuz,0105424000055-0101,1SUGW59ZHC0,2024-08-27 00:22:55.048134,2024-08-27 00:22:55.048134,
1WOGmS3DZ2z,0105424000058-0101,1SUGW59ZHC0,2024-08-27 00:22:58.472041,2024-08-27 00:22:58.472041,
1WOapZ5nFL6,0105424000096-0101,1SUGW59ZHC0,2024-08-27 05:03:33.001792,2024-08-27 05:03:33.001792,
1WPve3KMrTN,0105424100030-0101,1SUGW59ZHC0,2024-08-28 00:22:25.423328,2024-08-28 00:22:25.423328,
1WPve9aOWJG,0105424100031-0101,1SUGW59ZHC0,2024-08-28 00:22:26.789406,2024-08-28 00:22:26.789406,
1WPveHOvnNH,0105424100033-0101,1SUGW59ZHC0,2024-08-28 00:22:28.496640,2024-08-28 00:22:28.496640,
1WPveLCWrMW,0105424100034-0101,1SUGW59ZHC0,2024-08-28 00:22:29.326756,2024-08-28 00:22:29.326756,
1WPveSgLPvp,0105424100036-0101,1SUGW59ZHC0,2024-08-28 00:22:30.961498,2024-08-28 00:22:30.961498,
1WPveckXKzm,0105424100039-0101,1SUGW59ZHC0,2024-08-28 00:22:33.159740,2024-08-28 00:22:33.159740,
1WPvexumvPh,0105424100045-0101,1SUGW59ZHC0,2024-08-28 00:22:37.782609,2024-08-28 00:22:37.782609,
1WRaZq3iS3z,0105424200059-0101,1SUGW59ZHC0,2024-08-29 00:22:49.045282,2024-08-29 00:22:49.045282,
1WRaamgRziC,0105424200068-0101,1SUGW59ZHC0,2024-08-29 00:23:01.850425,2024-08-29 00:23:01.850425,
1WRabDvNHhI,0105424200072-0101,1SUGW59ZHC0,2024-08-29 00:23:07.800503,2024-08-29 00:23:07.800503,
1WYEEv54PNZ,0105424600007-0101,1SUGW59ZHC0,2024-09-02 00:23:28.517117,2024-09-02 00:23:28.517117,
1WYEF7StMFa,0105424600009-0101,1SUGW59ZHC0,2024-09-02 00:23:31.226460,2024-09-02 00:23:31.226460,
1WYEFNDLTj1,0105424600012-0101,1SUGW59ZHC0,2024-09-02 00:23:34.662173,2024-09-02 00:23:34.662173,
1WYEFTTN8Yi,0105424600013-0101,1SUGW59ZHC0,2024-09-02 00:23:36.030294,2024-09-02 00:23:36.030294,
1WYEFdKn6lB,0105424600015-0101,1SUGW59ZHC0,2024-09-02 00:23:38.183012,2024-09-02 00:23:38.183012,
1WYEFwPtCx5,0105424600019-0101,1SUGW59ZHC0,2024-09-02 00:23:42.355017,2024-09-02 00:23:42.355017,
1WZtAYumlKv,0105424700066-0101,1SUGW59ZHC0,2024-09-03 00:23:50.196296,2024-09-03 00:23:50.196296,
1WZtAh23Yyo,0105424700067-0101,1SUGW59ZHC0,2024-09-03 00:23:51.969280,2024-09-03 00:23:51.969280,
1WZtBGvB7ed,0105424700071-0101,1SUGW59ZHC0,2024-09-03 00:23:59.808354,2024-09-03 00:23:59.808354,
1WZtBP8yhI0,0105424700072-0101,1SUGW59ZHC0,2024-09-03 00:24:01.604224,2024-09-03 00:24:01.604224,
1WdCtCjK8Hi,0105424900013-0101,1SUGW59ZHC0,2024-09-05 00:22:36.512727,2024-09-05 00:22:36.512727,
1WdCtTNhEOh,0105424900017-0101,1SUGW59ZHC0,2024-09-05 00:22:40.150704,2024-09-05 00:22:40.150704,
