id,title,rate,price,payment_id,service_payment_id,contract_payment_information_id,order_item_id
1YkzvgZSgtT,Houston Mta Transit,0.0100,13.50,1YkzvgZSgtQ,,,
1Ykzvgd9TaO,Texas State Tax,0.0625,84.38,,,,0105432800002-0102
1Ykzvgd9TaP,Houston City Tax,0.0100,13.50,,,,0105432800002-0102
1Ykzvgd9TaQ,Houston Mta Transit,0.0100,13.50,,,,0105432800002-0102
1Yl4kReKKTz,Texas State Tax,0.0625,84.38,1Yl4kReKKTy,,,
1Yl4kReKKU0,Houston City Tax,0.0100,13.50,1Yl4kReKKTy,,,
1Yl4kReKKU1,Houston Mta Transit,0.0100,13.50,1Yl4kReKKTy,,,
1Yl4kRi17Aw,Texas State Tax,0.0625,84.38,,,,0105432800003-0102
1Yl4kRi17Ax,Houston City Tax,0.0100,13.50,,,,0105432800003-0102
1Yl4kRi17Ay,Houston Mta Transit,0.0100,13.50,,,,0105432800003-0102
1Yl5MWVYKfr,Texas State Tax,0.0625,84.38,1Yl5MWVYKfq,,,
1Yl5MWVYKfs,Houston City Tax,0.0100,13.50,1Yl5MWVYKfq,,,
1Yl5MWVYKft,Houston Mta Transit,0.0100,13.50,1Yl5MWVYKfq,,,
1Yl5MWYOJyc,Texas State Tax,0.0625,84.38,,,,0105432800004-0102
1Yl5MWYOJyd,Houston City Tax,0.0100,13.50,,,,0105432800004-0102
1Yl5MWYOJye,Houston Mta Transit,0.0100,13.50,,,,0105432800004-0102
1YpQhv9jefR,Texas State Tax,0.0625,84.38,1YpQhv9S3XM,,,
1YpQhv9jefS,Houston City Tax,0.0100,13.50,1YpQhv9S3XM,,,
1YpQhv9jefT,Houston Mta Transit,0.0100,13.50,1YpQhv9S3XM,,,
1YpQhvIXDhY,Texas State Tax,0.0625,84.38,,,,0105433100003-0102
1YpQhvIXDhZ,Houston City Tax,0.0100,13.50,,,,0105433100003-0102
1YpQhvIXDha,Houston Mta Transit,0.0100,13.50,,,,0105433100003-0102
1YpowkaHe6P,Texas State Tax,0.0625,84.38,1Ypowka02yK,,,
1YpowkaHe6Q,Houston City Tax,0.0100,13.50,1Ypowka02yK,,,
1YpowkaHe6R,Houston Mta Transit,0.0100,13.50,1Ypowka02yK,,,
1Ypowkfxcho,Texas State Tax,0.0625,84.38,,,,0105433100019-0102
1Ypowkfxchp,Houston City Tax,0.0100,13.50,,,,0105433100019-0102
1Ypowkfxchq,Houston Mta Transit,0.0100,13.50,,,,0105433100019-0102
1YsrgAWBPRt,Texas State Tax,0.0625,2.31,1YsrgAVtoJo,,,
1YsrgAWBPRu,Houston City Tax,0.0100,0.37,1YsrgAVtoJo,,,
1YsrgAWBPRv,Houston Mta Transit,0.0100,0.37,1YsrgAVtoJo,,,
1YsrgAaROOy,Texas State Tax,0.0625,2.31,,,,0105433300022-0102
1YsrgAaROOz,Houston City Tax,0.0100,0.37,,,,0105433300022-0102
1YsrgAaROP0,Houston Mta Transit,0.0100,0.37,,,,0105433300022-0102
1Yt2uUVUahj,Texas State Tax,0.0625,84.38,1Yt2uUVUahi,,,
1Yt2uUVUahk,Houston City Tax,0.0100,13.50,1Yt2uUVUahi,,,
1Yt2uUVUahl,Houston Mta Transit,0.0100,13.50,1Yt2uUVUahi,,,
1Yt2uUaJluw,Texas State Tax,0.0625,84.38,,,,0105433300082-0102
1Yt2uUaJlux,Houston City Tax,0.0100,13.50,,,,0105433300082-0102
1Yt2uUaJluy,Houston Mta Transit,0.0100,13.50,,,,0105433300082-0102
1Yt7FvewsMz,Texas State Tax,0.0625,84.38,1Yt7FvewsMy,,,
1Yt7FvewsN0,Houston City Tax,0.0100,13.50,1Yt7FvewsMy,,,
1Yt7FvewsN1,Houston Mta Transit,0.0100,13.50,1Yt7FvewsMy,,,
1Yt7FvjUSS8,Texas State Tax,0.0625,84.38,,,,0105433300093-0102
1Yt7FvjUSS9,Houston City Tax,0.0100,13.50,,,,0105433300093-0102
1Yt7FvjUSSA,Houston Mta Transit,0.0100,13.50,,,,0105433300093-0102
1Yt92VDmoF4,Texas State Tax,0.0625,168.75,1Yt92VDmoF3,,,
1Yt92VDmoF5,Houston City Tax,0.0100,27.00,1Yt92VDmoF3,,,
1Yt92VDmoF6,Houston Mta Transit,0.0100,27.00,1Yt92VDmoF3,,,
1Yt92VKsmUn,Texas State Tax,0.0625,84.38,,,,0105433300099-0102
1Yt92VKsmUo,Houston City Tax,0.0100,13.50,,,,0105433300099-0102
1Yt92VKsmUp,Houston Mta Transit,0.0100,13.50,,,,0105433300099-0102
1Yt92VKsmUq,Texas State Tax,0.0625,84.38,,,,0105433300099-0202
1Yt92VKsmUr,Houston City Tax,0.0100,13.50,,,,0105433300099-0202
1Yt92VKsmUs,Houston Mta Transit,0.0100,13.50,,,,0105433300099-0202
1Yt9KPwAnIA,Texas State Tax,0.0625,84.38,1Yt9KPwAnI9,,,
1Yt9KPwAnIB,Houston City Tax,0.0100,13.50,1Yt9KPwAnI9,,,
1Yt9KPwAnIC,Houston Mta Transit,0.0100,13.50,1Yt9KPwAnI9,,,
1Yt9KQ0QmFF,Texas State Tax,0.0625,84.38,,,,0105433300101-0102
1Yt9KQ0QmFG,Houston City Tax,0.0100,13.50,,,,0105433300101-0102
1Yt9KQ0QmFH,Houston Mta Transit,0.0100,13.50,,,,0105433300101-0102
1YtLE1ApT90,Texas State Tax,0.0625,380.01,1YtLE1ApT8z,,,
1YtLE1ApT91,Houston City Tax,0.0100,60.80,1YtLE1ApT8z,,,
1YtLE1ApT92,Houston Mta Transit,0.0100,60.80,1YtLE1ApT8z,,,
1YtLE1FwFUH,Texas State Tax,0.0625,126.88,,,,0105433300177-0102
1YtLE1FwFUI,Houston City Tax,0.0100,20.30,,,,0105433300177-0102
1YtLE1FwFUJ,Houston Mta Transit,0.0100,20.30,,,,0105433300177-0102
1YtLE1FwFUK,Texas State Tax,0.0625,84.38,,,,0105433300177-0202
1YtLE1FwFUL,Houston City Tax,0.0100,13.50,,,,0105433300177-0202
1YtLE1FwFUM,Houston Mta Transit,0.0100,13.50,,,,0105433300177-0202
1YtLE1FwFUN,Texas State Tax,0.0625,84.38,,,,0105433300177-0302
1YtLE1FwFUO,Houston City Tax,0.0100,13.50,,,,0105433300177-0302
1YtLE1FwFUP,Houston Mta Transit,0.0100,13.50,,,,0105433300177-0302
1YtLE1FwFUQ,Texas State Tax,0.0625,84.38,,,,0105433300177-0402
1YtLE1FwFUR,Houston City Tax,0.0100,13.50,,,,0105433300177-0402
1YtLE1FwFUS,Houston Mta Transit,0.0100,13.50,,,,0105433300177-0402
1YulQjBnxhc,Texas State Tax,0.0625,84.38,1YulQjBnxhb,,,
1YulQjBnxhd,Houston City Tax,0.0100,13.50,1YulQjBnxhb,,,
1YulQjBnxhe,Houston Mta Transit,0.0100,13.50,1YulQjBnxhb,,,
1YulQjmzPkB,Texas State Tax,0.0625,84.38,,,,0105433400030-0102
1YulQjnH0sG,Houston City Tax,0.0100,13.50,,,,0105433400030-0102
1YulQjnH0sH,Houston Mta Transit,0.0100,13.50,,,,0105433400030-0102
1Yull0af7Ht,Texas State Tax,0.0625,168.76,1Yull0af7Hs,,,
1Yull0af7Hu,Houston City Tax,0.0100,27.00,1Yull0af7Hs,,,
1Yull0af7Hv,Houston Mta Transit,0.0100,27.00,1Yull0af7Hs,,,
1Yull17sBVY,Texas State Tax,0.0625,84.38,,,,0105433400031-0102
1Yull17sBVZ,Houston City Tax,0.0100,13.50,,,,0105433400031-0102
1Yull17sBVa,Houston Mta Transit,0.0100,13.50,,,,0105433400031-0102
1Yull17sBVb,Texas State Tax,0.0625,84.38,,,,0105433400031-0202
1Yull17sBVc,Houston City Tax,0.0100,13.50,,,,0105433400031-0202
1Yull17sBVd,Houston Mta Transit,0.0100,13.50,,,,0105433400031-0202
1YzRmCwWlp3,Texas State Tax,0.0625,95.00,1YzRmCwWlp2,,,
1YzRmCwWlp4,Houston Mta Transit,0.0100,15.20,1YzRmCwWlp2,,,
1YzRmCwWlp5,Harris Co Emergency Services District 29 Sp,0.0100,15.20,1YzRmCwWlp2,,,
1YzRmD1v9IO,Texas State Tax,0.0625,95.00,,,,0105433700009-0102
1YzRmD1v9IP,Houston Mta Transit,0.0100,15.20,,,,0105433700009-0102
1YzRmD1v9IQ,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105433700009-0102
1YzSQ62gism,Texas State Tax,0.0625,190.00,1YzSQ62gisl,,,
1YzSQ62gisn,Houston Mta Transit,0.0100,30.40,1YzSQ62gisl,,,
1YzSQ62giso,Harris Co Emergency Services District 29 Sp,0.0100,30.40,1YzSQ62gisl,,,
1YzSQ69mh8V,Texas State Tax,0.0625,95.00,,,,0105433700010-0102
1YzSQ69mh8W,Houston Mta Transit,0.0100,15.20,,,,0105433700010-0102
1YzSQ69mh8X,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105433700010-0102
1YzSQ69mh8Y,Texas State Tax,0.0625,95.00,,,,0105433700010-0202
1YzSQ69mh8Z,Houston Mta Transit,0.0100,15.20,,,,0105433700010-0202
1YzSQ69mh8a,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105433700010-0202
1YzXk4bcdi6,Texas State Tax,0.0625,369.38,1YzXk4bL2a1,,,
1YzXk4bcdi7,Houston City Tax,0.0100,59.10,1YzXk4bL2a1,,,
1YzXk4bcdi8,Houston Mta Transit,0.0100,59.10,1YzXk4bL2a1,,,
1YzXk4hIcJV,Texas State Tax,0.0625,95.00,,,,0105433700013-0102
1YzXk4hIcJW,Houston City Tax,0.0100,15.20,,,,0105433700013-0102
1YzXk4hIcJX,Houston Mta Transit,0.0100,15.20,,,,0105433700013-0102
1YzXk4hIcJY,Texas State Tax,0.0625,95.00,,,,0105433700013-0202
1YzXk4hIcJZ,Houston City Tax,0.0100,15.20,,,,0105433700013-0202
1YzXk4hIcJa,Houston Mta Transit,0.0100,15.20,,,,0105433700013-0202
1YzXk4hIcJb,Texas State Tax,0.0625,95.00,,,,0105433700013-0302
1YzXk4hIcJc,Houston City Tax,0.0100,15.20,,,,0105433700013-0302
1YzXk4hIcJd,Houston Mta Transit,0.0100,15.20,,,,0105433700013-0302
1YzXk4hIcJe,Texas State Tax,0.0625,84.38,,,,0105433700013-0402
1YzXk4hIcJf,Houston City Tax,0.0100,13.50,,,,0105433700013-0402
1YzXk4hIcJg,Houston Mta Transit,0.0100,13.50,,,,0105433700013-0402
1YzZ1jPWN6W,Texas State Tax,0.0625,84.38,1YzZ1jPWN6V,,,
1YzZ1jPWN6X,Houston City Tax,0.0100,13.50,1YzZ1jPWN6V,,,
1YzZ1jPWN6Y,Houston Mta Transit,0.0100,13.50,1YzZ1jPWN6V,,,
1YzZ1jU3xBf,Texas State Tax,0.0625,84.38,,,,0105433700019-0102
1YzZ1jU3xBg,Houston City Tax,0.0100,13.50,,,,0105433700019-0102
1YzZ1jU3xBh,Houston Mta Transit,0.0100,13.50,,,,0105433700019-0102
1YzZ1mjskhQ,Texas State Tax,0.0625,84.38,1YzZ1mjskhP,,,
1YzZ1mjskhR,Houston Mta Transit,0.0100,13.50,1YzZ1mjskhP,,,
1YzZ1mjskhS,Harris Co Emergency Services District 29 Sp,0.0100,13.50,1YzZ1mjskhP,,,
1YzZ1moQKmZ,Texas State Tax,0.0625,84.38,,,,0105433700020-0102
1YzZ1moQKma,Houston Mta Transit,0.0100,13.50,,,,0105433700020-0102
1YzZ1moQKmb,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105433700020-0102
1YzjgygjsKr,Texas State Tax,0.0625,527.51,1YzjgygjsKq,,,
1YzjgygjsKs,Houston City Tax,0.0100,84.40,1YzjgygjsKq,,,
1YzjgygjsKt,Houston Mta Transit,0.0100,84.40,1YzjgygjsKq,,,
1YzjgylZ3Y4,Texas State Tax,0.0625,84.38,,,,0105433700024-0102
1YzjgylZ3Y5,Houston City Tax,0.0100,13.50,,,,0105433700024-0102
1YzjgylZ3Y6,Houston Mta Transit,0.0100,13.50,,,,0105433700024-0102
1YzjgylZ3Y7,Texas State Tax,0.0625,95.00,,,,0105433700024-0202
1YzjgylZ3Y8,Houston City Tax,0.0100,15.20,,,,0105433700024-0202
1YzjgylZ3Y9,Houston Mta Transit,0.0100,15.20,,,,0105433700024-0202
1YzjgylZ3YA,Texas State Tax,0.0625,95.00,,,,0105433700024-0302
1YzjgylZ3YB,Houston City Tax,0.0100,15.20,,,,0105433700024-0302
1YzjgylZ3YC,Houston Mta Transit,0.0100,15.20,,,,0105433700024-0302
1YzjgylZ3YD,Texas State Tax,0.0625,84.38,,,,0105433700024-0402
1YzjgylZ3YE,Houston City Tax,0.0100,13.50,,,,0105433700024-0402
1YzjgylZ3YF,Houston Mta Transit,0.0100,13.50,,,,0105433700024-0402
1YzjgylZ3YG,Texas State Tax,0.0625,84.38,,,,0105433700024-0502
1YzjgylZ3YH,Houston City Tax,0.0100,13.50,,,,0105433700024-0502
1YzjgylZ3YI,Houston Mta Transit,0.0100,13.50,,,,0105433700024-0502
1YzjgylZ3YJ,Texas State Tax,0.0625,84.38,,,,0105433700024-0602
1YzjgylZ3YK,Houston City Tax,0.0100,13.50,,,,0105433700024-0602
1YzjgylZ3YL,Houston Mta Transit,0.0100,13.50,,,,0105433700024-0602
1Yzn94Q5DCU,Texas State Tax,0.0625,260.07,1Yzn94Q5DCT,,,
1Yzn94Q5DCV,Houston City Tax,0.0100,41.61,1Yzn94Q5DCT,,,
1Yzn94Q5DCW,Houston Mta Transit,0.0100,41.61,1Yzn94Q5DCT,,,
1Yzn94VBzXl,Texas State Tax,0.0625,84.38,,,,0105433700025-0102
1Yzn94VBzXm,Houston City Tax,0.0100,13.50,,,,0105433700025-0102
1Yzn94VBzXn,Houston Mta Transit,0.0100,13.50,,,,0105433700025-0102
1Yzn94VBzXo,Texas State Tax,0.0625,84.38,,,,0105433700025-0202
1Yzn94VBzXp,Houston City Tax,0.0100,13.50,,,,0105433700025-0202
1Yzn94VBzXq,Houston Mta Transit,0.0100,13.50,,,,0105433700025-0202
1Yzn94VBzXr,Texas State Tax,0.0625,2.31,,,,0105433700025-0302
1Yzn94VBzXs,Houston City Tax,0.0100,0.37,,,,0105433700025-0302
1Yzn94VBzXt,Houston Mta Transit,0.0100,0.37,,,,0105433700025-0302
1Yzn94VBzXu,Texas State Tax,0.0625,2.31,,,,0105433700025-0402
1Yzn94VBzXv,Houston City Tax,0.0100,0.37,,,,0105433700025-0402
1Yzn94VBzXw,Houston Mta Transit,0.0100,0.37,,,,0105433700025-0402
1Yzn94VBzXx,Texas State Tax,0.0625,2.31,,,,0105433700025-0502
1Yzn94VBzXy,Houston City Tax,0.0100,0.37,,,,0105433700025-0502
1Yzn94VBzXz,Houston Mta Transit,0.0100,0.37,,,,0105433700025-0502
1Yzn94VBzY0,Texas State Tax,0.0625,84.38,,,,0105433700025-0602
1Yzn94VBzY1,Houston City Tax,0.0100,13.50,,,,0105433700025-0602
1Yzn94VBzY2,Houston Mta Transit,0.0100,13.50,,,,0105433700025-0602
1YznOkgMmEt,Texas State Tax,0.0625,190.00,1YznOkgMmEs,,,
1YznOkgMmEu,Houston City Tax,0.0100,30.40,1YznOkgMmEs,,,
1YznOkgMmEv,Houston Mta Transit,0.0100,30.40,1YznOkgMmEs,,,
1YznOkkuMK2,Texas State Tax,0.0625,95.00,,,,0105433700027-0102
1YznOkkuMK3,Houston City Tax,0.0100,15.20,,,,0105433700027-0102
1YznOkkuMK4,Houston Mta Transit,0.0100,15.20,,,,0105433700027-0102
1YznOkkuMK5,Texas State Tax,0.0625,95.00,,,,0105433700027-0202
1YznOkkuMK6,Houston City Tax,0.0100,15.20,,,,0105433700027-0202
1YznOkkuMK7,Houston Mta Transit,0.0100,15.20,,,,0105433700027-0202
1Yzsj1xkVJi,Texas State Tax,0.0625,506.25,1Yzsj1xkVJh,,,
1Yzsj1xkVJj,Houston City Tax,0.0100,81.00,1Yzsj1xkVJh,,,
1Yzsj1xkVJk,Houston Mta Transit,0.0100,81.00,1Yzsj1xkVJh,,,
1Yzsj2584hV,Texas State Tax,0.0625,84.38,,,,0105433700057-0102
1Yzsj2584hW,Houston City Tax,0.0100,13.50,,,,0105433700057-0102
1Yzsj2584hX,Houston Mta Transit,0.0100,13.50,,,,0105433700057-0102
1Yzsj2584hY,Texas State Tax,0.0625,84.38,,,,0105433700057-0202
1Yzsj2584hZ,Houston City Tax,0.0100,13.50,,,,0105433700057-0202
1Yzsj2584ha,Houston Mta Transit,0.0100,13.50,,,,0105433700057-0202
1Yzsj2584hb,Texas State Tax,0.0625,84.38,,,,0105433700057-0302
1Yzsj2584hc,Houston City Tax,0.0100,13.50,,,,0105433700057-0302
1Yzsj2584hd,Houston Mta Transit,0.0100,13.50,,,,0105433700057-0302
1Yzsj2584he,Texas State Tax,0.0625,84.38,,,,0105433700057-0402
1Yzsj2584hf,Houston City Tax,0.0100,13.50,,,,0105433700057-0402
1Yzsj2584hg,Houston Mta Transit,0.0100,13.50,,,,0105433700057-0402
1Yzsj2584hh,Texas State Tax,0.0625,84.38,,,,0105433700057-0502
1Yzsj2584hi,Houston City Tax,0.0100,13.50,,,,0105433700057-0502
1Yzsj2584hj,Houston Mta Transit,0.0100,13.50,,,,0105433700057-0502
1Yzsj2584hk,Texas State Tax,0.0625,84.38,,,,0105433700057-0602
1Yzsj2584hl,Houston City Tax,0.0100,13.50,,,,0105433700057-0602
1Yzsj2584hm,Houston Mta Transit,0.0100,13.50,,,,0105433700057-0602
1Z1Ak5vSJV1,Texas State Tax,0.0625,190.00,1Z1Ak5vSJV0,,,
1Z1Ak5vSJV2,Houston City Tax,0.0100,30.40,1Z1Ak5vSJV0,,,
1Z1Ak5vSJV3,Houston Mta Transit,0.0100,30.40,1Z1Ak5vSJV0,,,
1Z1Ak61z5Uc,Texas State Tax,0.0625,95.00,,,,0105433800004-0102
1Z1Ak61z5Ud,Houston City Tax,0.0100,15.20,,,,0105433800004-0102
1Z1Ak61z5Ue,Houston Mta Transit,0.0100,15.20,,,,0105433800004-0102
1Z1Ak61z5Uf,Texas State Tax,0.0625,95.00,,,,0105433800004-0202
1Z1Ak61z5Ug,Houston City Tax,0.0100,15.20,,,,0105433800004-0202
1Z1Ak61z5Uh,Houston Mta Transit,0.0100,15.20,,,,0105433800004-0202
1Z1cpMd8now,Texas State Tax,0.0625,506.25,1Z1cpMd8nov,,,
1Z1cpMd8nox,Houston City Tax,0.0100,81.00,1Z1cpMd8nov,,,
1Z1cpMd8noy,Houston Mta Transit,0.0100,81.00,1Z1cpMd8nov,,,
1Z1cpMiXBIH,Texas State Tax,0.0625,84.38,,,,0105433800036-0102
1Z1cpMiXBII,Houston City Tax,0.0100,13.50,,,,0105433800036-0102
1Z1cpMiXBIJ,Houston Mta Transit,0.0100,13.50,,,,0105433800036-0102
1Z1cpMiXBIK,Texas State Tax,0.0625,84.38,,,,0105433800036-0202
1Z1cpMiXBIL,Houston City Tax,0.0100,13.50,,,,0105433800036-0202
1Z1cpMiXBIM,Houston Mta Transit,0.0100,13.50,,,,0105433800036-0202
1Z1cpMiXBIN,Texas State Tax,0.0625,84.38,,,,0105433800036-0302
1Z1cpMiXBIO,Houston City Tax,0.0100,13.50,,,,0105433800036-0302
1Z1cpMiXBIP,Houston Mta Transit,0.0100,13.50,,,,0105433800036-0302
1Z1cpMiXBIQ,Texas State Tax,0.0625,84.38,,,,0105433800036-0402
1Z1cpMiXBIR,Houston City Tax,0.0100,13.50,,,,0105433800036-0402
1Z1cpMiXBIS,Houston Mta Transit,0.0100,13.50,,,,0105433800036-0402
1Z1cpMiomQX,Texas State Tax,0.0625,84.38,,,,0105433800036-0502
1Z1cpMiomQY,Houston City Tax,0.0100,13.50,,,,0105433800036-0502
1Z1cpMiomQZ,Houston Mta Transit,0.0100,13.50,,,,0105433800036-0502
1Z1cpMiomQa,Texas State Tax,0.0625,84.38,,,,0105433800036-0602
1Z1cpMiomQb,Houston City Tax,0.0100,13.50,,,,0105433800036-0602
1Z1cpMiomQc,Houston Mta Transit,0.0100,13.50,,,,0105433800036-0602
1Z1d7jz4VzA,Texas State Tax,0.0625,253.13,1Z1d7jz4Vz9,,,
1Z1d7jz4VzB,Houston City Tax,0.0100,40.50,1Z1d7jz4Vz9,,,
1Z1d7jz4VzC,Houston Mta Transit,0.0100,40.50,1Z1d7jz4Vz9,,,
1Z1d7kTjC2T,Texas State Tax,0.0625,84.38,,,,0105433800037-0102
1Z1d7kTjC2U,Houston City Tax,0.0100,13.50,,,,0105433800037-0102
1Z1d7kTjC2V,Houston Mta Transit,0.0100,13.50,,,,0105433800037-0102
1Z1d7kTjC2W,Texas State Tax,0.0625,84.38,,,,0105433800037-0202
1Z1d7kTjC2X,Houston City Tax,0.0100,13.50,,,,0105433800037-0202
1Z1d7kTjC2Y,Houston Mta Transit,0.0100,13.50,,,,0105433800037-0202
1Z1d7kTjC2Z,Texas State Tax,0.0625,84.38,,,,0105433800037-0302
1Z1d7kTjC2a,Houston City Tax,0.0100,13.50,,,,0105433800037-0302
1Z1d7kTjC2b,Houston Mta Transit,0.0100,13.50,,,,0105433800037-0302
1Z2jqGxfRD0,Texas State Tax,0.0625,95.00,1Z2jqGxfRCz,,,
1Z2jqGxfRD1,Houston City Tax,0.0100,15.20,1Z2jqGxfRCz,,,
1Z2jqGxfRD2,Houston Mta Transit,0.0100,15.20,1Z2jqGxfRCz,,,
1Z2jqH1vQA5,Texas State Tax,0.0625,95.00,,,,0105433900002-0102
1Z2jqH1vQA6,Houston City Tax,0.0100,15.20,,,,0105433900002-0102
1Z2jqH1vQA7,Houston Mta Transit,0.0100,15.20,,,,0105433900002-0102
1Z39o6SMDFJ,Texas State Tax,0.0625,95.00,1Z39o6S4c7E,,,
1Z39o6SMDFK,Houston Mta Transit,0.0100,15.20,1Z39o6S4c7E,,,
1Z39o6SMDFL,Harris Co Emergency Services District 29 Sp,0.0100,15.20,1Z39o6S4c7E,,,
1Z39o6XSzaa,Texas State Tax,0.0625,95.00,,,,0105433900076-0102
1Z39o6XSzab,Houston Mta Transit,0.0100,15.20,,,,0105433900076-0102
1Z39o6XSzac,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105433900076-0102
1Z3HJObKzm8,Texas State Tax,0.0625,95.00,1Z3HJOb3Oe3,,,
1Z3HJObKzm9,Houston Mta Transit,0.0100,15.20,1Z3HJOb3Oe3,,,
1Z3HJObKzmA,Harris Co Emergency Services District 29 Sp,0.0100,15.20,1Z3HJOb3Oe3,,,
1Z3HJOnG9Ex,Texas State Tax,0.0625,95.00,,,,0105433900079-0102
1Z3HJOnG9Ey,Houston Mta Transit,0.0100,15.20,,,,0105433900079-0102
1Z3HJOnG9Ez,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105433900079-0102
1Z4k9fNc58e,Texas State Tax,0.0625,506.25,1Z4k9fNc58d,,,
1Z4k9fNc58f,Houston City Tax,0.0100,81.00,1Z4k9fNc58d,,,
1Z4k9fNc58g,Houston Mta Transit,0.0100,81.00,1Z4k9fNc58d,,,
1Z4k9fWhFIp,Texas State Tax,0.0625,84.38,,,,0105434000004-0102
1Z4k9fWhFIq,Houston City Tax,0.0100,13.50,,,,0105434000004-0102
1Z4k9fWhFIr,Houston Mta Transit,0.0100,13.50,,,,0105434000004-0102
1Z4k9fWhFIs,Texas State Tax,0.0625,84.38,,,,0105434000004-0202
1Z4k9fWhFIt,Houston City Tax,0.0100,13.50,,,,0105434000004-0202
1Z4k9fWhFIu,Houston Mta Transit,0.0100,13.50,,,,0105434000004-0202
1Z4k9fWhFIv,Texas State Tax,0.0625,84.38,,,,0105434000004-0302
1Z4k9fWhFIw,Houston City Tax,0.0100,13.50,,,,0105434000004-0302
1Z4k9fWhFIx,Houston Mta Transit,0.0100,13.50,,,,0105434000004-0302
1Z4k9fWhFIy,Texas State Tax,0.0625,84.38,,,,0105434000004-0402
1Z4k9fWhFIz,Houston City Tax,0.0100,13.50,,,,0105434000004-0402
1Z4k9fWhFJ0,Houston Mta Transit,0.0100,13.50,,,,0105434000004-0402
1Z4k9fWhFJ1,Texas State Tax,0.0625,84.38,,,,0105434000004-0502
