id,charge_item_type,quantity,total_price,item_price,discount_price,prepaid_amount,promotions,currency,is_tax_exempt,create_time,update_time,service_charge_id,material_id,is_excluded,remark
1a20KYQros1,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:39.122011,2025-01-10 00:31:39.122011,1a20KYQros0,,false,
1a20Ki7Wd3d,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:41.238434,2025-01-10 00:31:41.238434,1a20Ki7Wd3c,,false,
1a20Ku3DhIq,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:43.843679,2025-01-10 00:31:43.843679,1a20Ku3DhIp,,false,
1a20L4m1pom,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:46.185392,2025-01-10 00:31:46.185392,1a20L4m1pol,,false,
1a20LJ4BwFN,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:49.307387,2025-01-10 00:31:49.307387,1a20LJ4BwFM,,false,
1a20LTA728H,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:51.513377,2025-01-10 00:31:51.513377,1a20LTA728G,,false,
1a20LezqXWO,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:54.098045,2025-01-10 00:31:54.098045,1a20LezqXWN,,false,
1a20LogVKdi,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:56.213521,2025-01-10 00:31:56.213521,1a20LogVKdh,,false,
1a20M0hsOYL,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:31:58.840845,2025-01-10 00:31:58.840845,1a20M0hsOYK,,false,
1a20MBau5wP,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:01.217533,2025-01-10 00:32:01.217533,1a20MBau5wO,,false,
1a20MLS0s4a,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:03.370846,2025-01-10 00:32:03.370846,1a20MLS0s4Z,,false,
1a20MV5o62P,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:05.477166,2025-01-10 00:32:05.477166,1a20MV5o62O,,false,
1a20Mfs1QGy,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:07.830258,2025-01-10 00:32:07.830258,1a20Mfs1QGx,,false,
1a20Moq42Gp,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:09.790604,2025-01-10 00:32:09.790604,1a20Moq42Go,,false,
1a20MxkT1Qq,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:11.735229,2025-01-10 00:32:11.735229,1a20MxkT1Qp,,false,
1a20N7xk6qG,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:13.967863,2025-01-10 00:32:13.967863,1a20N7xk6qF,,false,
1a20NGfJzGQ,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:15.867880,2025-01-10 00:32:15.867880,1a20NGfJzGP,,false,
1a20NPZPnTj,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:17.812619,2025-01-10 00:32:17.812619,1a20NPZPnTi,,false,
1a20NZpFFoK,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:20.052417,2025-01-10 00:32:20.052417,1a20NZpFFoJ,,false,
1a20NjehcxX,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:22.199896,2025-01-10 00:32:22.199896,1a20NjehcxW,,false,
1a20NsybL8K,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:24.235346,2025-01-10 00:32:24.235346,1a20NsybL8J,,false,
1a20O3y9oFK,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:26.637312,2025-01-10 00:32:26.637312,1a20O3y9oFJ,,false,
1a20OEuZ79Q,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:29.025744,2025-01-10 00:32:29.025744,1a20OEuZ79P,,false,
1a20OOcJ9Tf,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 00:32:31.146146,2025-01-10 00:32:31.146146,1a20OOcJ9Te,,false,
1a24WYgiCdF,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 01:30:20.158607,2025-01-10 01:30:20.158607,1a24WYgQbVA,,false,
1a2AENyUJ23,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 02:50:11.779667,2025-01-10 02:50:11.779667,1a2AENyChty,,false,
1a2C6IWB6rb,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:16:21.475270,2025-01-10 03:16:21.475270,1a2C6IWB6ra,,false,
1a2C6OBIumo,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:16:22.712509,2025-01-10 03:16:22.712509,1a2C6OBIumn,,false,
1a2CukoVev9,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:27:44.769619,2025-01-10 03:27:44.769619,1a2CukoE3n4,,false,
1a2D5dUTtHL,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:30:12.138457,2025-01-10 03:30:12.138457,1a2D5dUTtHK,,false,
1a2D5iwpkLu,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:30:13.322354,2025-01-10 03:30:13.322354,1a2D5iwpkLt,,false,
1a2DJQeUQBN,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:33:18.918955,2025-01-10 03:33:18.918955,1a2DJQeUQBM,,false,
1a2EtZ3RvTb,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:55:27.894543,2025-01-10 03:55:27.894543,1a2EtZ3RvTa,,false,
1a2Ev7Gtp7a,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:55:48.908416,2025-01-10 03:55:48.908416,1a2Ev7Gtp7Z,,false,
1a2EwYv0tVX,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:56:08.491714,2025-01-10 03:56:08.491714,1a2EwYv0tVW,,false,
1a2F0m3PMdq,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:57:05.530968,2025-01-10 03:57:05.530968,1a2F0m3PMdp,,false,
1a2F2Fi8mjX,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:57:25.548363,2025-01-10 03:57:25.548363,1a2F2Fi8mjW,,false,
1a2F3jto7ob,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 03:57:45.684938,2025-01-10 03:57:45.684938,1a2F3jto7oa,,false,
1a2GAzVkmlR,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:13:23.507845,2025-01-10 04:13:23.507845,1a2GAzVkmlQ,,false,
1a2GCPRhsxx,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:13:42.715404,2025-01-10 04:13:42.715404,1a2GCPRhsxw,,false,
1a2H9Vilj1e,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:27:03.095807,2025-01-10 04:27:03.095807,1a2H9UwVuuf,,false,
1a2HZlSrIoc,SERVICE_FEE,1,100.0000,100.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:32:58.626491,2025-01-10 04:32:58.626491,1a2HZlSrIob,,false,
1a2Hih8atq7,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:34:59.550013,2025-01-10 04:34:59.550013,1a2Hih8atq6,,false,
1a2HwBbzTCT,SERVICE_FEE,1,100.0000,100.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:38:02.255254,2025-01-10 04:38:02.255254,1a2HwBbzTCS,,false,
1a2Ic8vjRdF,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:47:30.442415,2025-01-10 04:47:30.442415,1a2Ic8vjRdE,,false,
1a2IwWydEnC,TERMINATION_PENALTY,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:52:06.540391,2025-01-10 04:52:06.540391,1a2IwWydEnB,,false,무약정
1a2IwWydEnD,DISMANTILING_FEE,1,150.0000,150.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:52:06.541840,2025-01-10 04:52:06.541840,1a2IwWydEnB,,false,
1a2IwWydEnE,LOSS_FEE,1,270.0000,270.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:52:06.543627,2025-01-10 04:52:06.543627,1a2IwWydEnB,,false,
1a2J4Y5rL6G,TERMINATION_PENALTY,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:53:55.121501,2025-01-10 04:53:55.121501,1a2J4Y5rL6F,,false,무약정
1a2J4Y5rL6H,DISMANTILING_FEE,1,150.0000,150.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:53:55.122764,2025-01-10 04:53:55.122764,1a2J4Y5rL6F,,false,
1a2J4Y5rL6I,LOSS_FEE,1,270.0000,270.0000,0.0000,0.0000,[],USD,false,2025-01-10 04:53:55.124175,2025-01-10 04:53:55.124175,1a2J4Y5rL6F,,false,
1a2KTqWtZaq,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 05:13:37.323676,2025-01-10 05:13:37.323676,1a2KTqWtZap,,false,
1a2MRbkYENg,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 05:41:06.251646,2025-01-10 05:41:06.251646,1a2MRbkYENf,,false,
1a2NIiMMHuM,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 05:53:05.428049,2025-01-10 05:53:05.428049,1a2NIiMMHuL,,false,
1a2OEcitFCm,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 06:06:09.650082,2025-01-10 06:06:09.650082,1a2OEcitFCl,,false,
1a2ROTvQjZO,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 06:50:22.005305,2025-01-10 06:50:22.005305,1a2ROTvQjZN,,false,
1a2ROZ9J30f,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 06:50:23.144301,2025-01-10 06:50:23.144301,1a2ROZ9J30e,,false,
1a2T8k6ME43,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:14:48.098640,2025-01-10 07:14:48.098640,1a2T8k6ME42,,false,
1a2ToHw6EbI,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:24:10.720379,2025-01-10 07:24:10.720379,1a2ToHw6EbH,,false,
1a2ToMrWcaD,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:24:11.795012,2025-01-10 07:24:11.795012,1a2ToMrWcaC,,false,
1a2ToQrgf2C,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:24:12.667978,2025-01-10 07:24:12.667978,1a2ToQrgf2B,,false,
1a2TpgY1hO0,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:24:29.634627,2025-01-10 07:24:29.634627,1a2TpgY1hNz,,false,
1a2TpjWoY2L,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:24:30.286644,2025-01-10 07:24:30.286644,1a2TpjWWwuG,,false,
1a2UN4lDWv1,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:32:01.820347,2025-01-10 07:32:01.820347,1a2UN4lDWv0,,false,
1a2UN9A02xU,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:32:02.778938,2025-01-10 07:32:02.778938,1a2UN9A02xT,,false,
1a2V7HGnrjY,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:42:27.492731,2025-01-10 07:42:27.492731,1a2V7HGnrjX,,false,
1a2VMdlEo6d,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:45:55.538983,2025-01-10 07:45:55.538983,1a2VMdlEo6c,,false,
1a2Vd8LSUpD,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:49:38.894938,2025-01-10 07:49:38.894938,1a2Vd8LSUpC,,false,
1a2Vwbyj0C1,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:54:02.670068,2025-01-10 07:54:02.670068,1a2Vwbyj0C0,,false,
1a2VwfvgpTa,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 07:54:03.531895,2025-01-10 07:54:03.531895,1a2VwfvgpTZ,,false,
1a2XoI8Y8bI,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 08:20:09.240363,2025-01-10 08:20:09.240363,1a2XoI8Y8bH,,false,
1a2YBMZVkI1,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 08:25:21.675260,2025-01-10 08:25:21.675260,1a2YBMZVkI0,,false,
1a2YtpEweXM,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 08:35:23.795590,2025-01-10 08:35:23.795590,1a2YtpEweXL,,false,
1a2Ytwb62bV,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 08:35:25.401558,2025-01-10 08:35:25.401558,1a2Ytwb62bU,,false,
1a2Yz8DBc1r,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 08:36:35.649920,2025-01-10 08:36:35.649920,1a2Yz8DBc1q,,false,
1a2aDzZtFol,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 08:53:56.515979,2025-01-10 08:53:56.515979,1a2aDzZtFok,,false,
1a2bexPwzRZ,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 09:14:01.303900,2025-01-10 09:14:01.303900,1a2bexPwzRY,,false,
1a2ePkAOIAX,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 09:52:34.147358,2025-01-10 09:52:34.147358,1a2ePkA6h2S,,false,
1a2ePq3i2ba,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 09:52:35.417804,2025-01-10 09:52:35.417804,1a2ePq3i2bZ,,false,
1a2h7E5kc8c,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 10:30:22.220909,2025-01-10 10:30:22.220909,1a2h7E5kc8b,,false,
1a2h7Ja5f81,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 10:30:23.417672,2025-01-10 10:30:23.417672,1a2h7JZo3zw,,false,
1a2h7MBJp2k,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 10:30:23.984782,2025-01-10 10:30:23.984782,1a2h7MBJp2j,,false,
1a2j1Uax2XM,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 10:57:03.807204,2025-01-10 10:57:03.807204,1a2j1Uax2XL,,false,
1a2jNWJwC6n,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 11:02:02.112780,2025-01-10 11:02:02.112780,1a2jNWJwC6m,,false,
1a2jNbphEka,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 11:02:03.316612,2025-01-10 11:02:03.316612,1a2jNbphEkZ,,false,
1a2jNfYT7XB,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 11:02:04.129007,2025-01-10 11:02:04.129007,1a2jNfYT7XA,,false,
1a2jXJImQez,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 11:04:14.703441,2025-01-10 11:04:14.703441,1a2jXJImQey,,false,
1a2jXMl5Ztj,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 11:04:15.446373,2025-01-10 11:04:15.446373,1a2jXMl5Zti,,false,
1a2k5sC8Mjv,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-10 11:12:02.749066,2025-01-10 11:12:02.749066,1a2k5sC8Mju,,false,
1a45D66lgiW,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 06:35:08.908805,2025-01-11 06:35:08.908805,1a45D66lgiV,,false,
1a46WvLVkIE,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 06:53:37.021690,2025-01-11 06:53:37.021690,1a46WvLVkID,,false,
1a46ePx6FVw,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 06:55:18.500527,2025-01-11 06:55:18.500527,1a46ePx6FVv,,false,
1a49bBDHC4D,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 07:36:33.511601,2025-01-11 07:36:33.511601,1a49bBDHC4C,,false,
1a49wbdiK9t,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 07:41:23.669194,2025-01-11 07:41:23.669194,1a49wbdiK9s,,false,
1a4AA3BwBCx,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 07:44:25.735585,2025-01-11 07:44:25.735585,1a4AA3BwBCw,,false,
1a4AQtGdbqT,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 07:48:13.789407,2025-01-11 07:48:13.789407,1a4AQtGdbqS,,false,
1a4AR05mtlU,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 07:48:15.275978,2025-01-11 07:48:15.275978,1a4AR05mtlT,,false,
1a4BWLLMZ5g,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 08:03:27.247509,2025-01-11 08:03:27.247509,1a4BWLLMZ5f,,false,
1a4BoBe2aM6,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 08:07:28.889598,2025-01-11 08:07:28.889598,1a4BoBe2aM5,,false,
1a4CMz8suuq,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 08:15:20.137203,2025-01-11 08:15:20.137203,1a4CMz8suup,,false,
1a4D23wiTeS,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 08:24:36.417509,2025-01-11 08:24:36.417509,1a4D23wiTeR,,false,
1a4DndIAXe2,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 08:35:20.622662,2025-01-11 08:35:20.622662,1a4DndIAXe1,,false,
1a4EahuP9tr,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-11 08:46:25.200628,2025-01-11 08:46:25.200628,1a4EahuP9tq,,false,
1a6z8Dk2f9X,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:32:54.167435,2025-01-13 00:32:54.167435,1a6z8Dk2f9W,,false,
1a6z8ekyxWU,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:00.067435,2025-01-13 00:33:00.067435,1a6z8ekyxWT,,false,
1a6z8rzstip,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:02.959491,2025-01-13 00:33:02.959491,1a6z8rzstio,,false,
1a6z92M2C8c,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:05.220273,2025-01-13 00:33:05.220273,1a6z92M2C8b,,false,
1a6z9CYx2EU,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:07.450035,2025-01-13 00:33:07.450035,1a6z9CYx2ET,,false,
1a6z9hXmbgw,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:14.217999,2025-01-13 00:33:14.217999,1a6z9hXmbgv,,false,
1a6zA7IAfHY,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:19.840266,2025-01-13 00:33:19.840266,1a6zA7Ht49T,,false,
1a6zAJJ06cd,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:22.464277,2025-01-13 00:33:22.464277,1a6zAJJ06cc,,false,
1a6z9NVdwSd,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:09.840870,2025-01-13 00:33:09.840870,1a6z9NVdwSc,,false,
1a6z9WtcGDJ,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:11.891491,2025-01-13 00:33:11.891491,1a6z9WtcGDI,,false,
1a6z9vWNxpt,INSTALLATION_FEE,1,0.0000,0.0000,0.0000,0.0000,[],USD,false,2025-01-13 00:33:17.269198,2025-01-13 00:33:17.269198,1a6z9vWNxps,,false,
