id,channel_order_item_id,order_id,channel_order_id,sequence,order_item_status_code,order_item_type,material_id,quantity,item_price,registration_price,create_time,update_time,discount_price,total_price,tax,currency,shipping_information_id
0105418000038-0101,100117195646181113725,0105418000038,10011719564618,1,BOOKING_CONFIRMED,RENTAL,WP_113725,1,0.00,0.00,2024-06-28 08:50:17.891,2024-06-28 08:50:21.799,0.00,0.00,0.00,USD,
0105418000039-0101,100117195646241113784,0105418000039,10011719564624,1,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-06-28 08:50:23.805,2024-06-28 08:50:27.771,0.00,0.00,0.00,USD,
0105418000040-0101,100117195646291113784,0105418000040,10011719564629,1,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-06-28 08:50:29.787,2024-06-28 08:50:33.488,0.00,0.00,0.00,USD,
0105418000041-0101,100117195646351113713,0105418000041,10011719564635,1,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-06-28 08:50:35.199,2024-06-28 08:50:38.823,0.00,0.00,0.00,USD,
0105418000004-0101,100117195629191113818,0105418000004,10011719562919,1,ORDER_ON_HOLD,RENTAL,WP_113818,1,0.00,0.00,2024-06-28 08:22:01.628,2024-11-12 05:24:00.116,0.00,0.00,0.00,USD,
0105418000042-0101,100117195646401113818,0105418000042,10011719564640,1,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-06-28 08:50:40.437,2024-06-28 08:50:43.796,0.00,0.00,0.00,USD,
0105418300005-0101,1001171980530525041113713,0105418300005,100117198053052504,1,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 03:41:45.942,2024-11-25 06:59:05.095,0.00,0.00,0.00,USD,
0105418000043-0101,100117195646451113781,0105418000043,10011719564645,1,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-06-28 08:50:45.141,2024-06-28 08:50:48.470,0.00,0.00,0.00,USD,
0105418300002-0101,1001171980526797901113792,0105418300002,100117198052679790,1,RETURN_PROCESSING,RENTAL,WP_113792,1,0.00,0.00,2024-07-01 03:41:08.438,2024-07-15 08:39:41.065,0.00,0.00,0.00,USD,
0105418000044-0101,100117195646501113725,0105418000044,10011719564650,1,BOOKING_CONFIRMED,RENTAL,WP_113725,1,0.00,0.00,2024-06-28 08:50:50.051,2024-06-28 08:50:53.234,0.00,0.00,0.00,USD,
0105418000059-0101,1001171956728521521113782,0105418000059,100117195672852152,1,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-06-28 09:34:45.526,2024-06-28 09:34:48.847,0.00,0.00,0.00,USD,
0105418000045-0101,100117195646541113725,0105418000045,10011719564654,1,BOOKING_CONFIRMED,RENTAL,WP_113725,1,0.00,0.00,2024-06-28 08:50:54.832,2024-06-28 08:50:58.698,0.00,0.00,0.00,USD,
0105418000053-0101,1001171956725427531113713,0105418000053,100117195672542753,1,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-06-28 09:34:14.590,2024-06-28 09:34:18.446,0.00,0.00,0.00,USD,
0105418000046-0101,100117195646601113713,0105418000046,10011719564660,1,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-06-28 08:51:00.365,2024-06-28 08:51:03.706,0.00,0.00,0.00,USD,
0105418300001-0101,1001171980524891221113792,0105418300001,100117198052489122,1,CANCELLATION_COMPLETED,RENTAL,WP_113792,1,0.00,0.00,2024-07-01 03:40:50.465,2024-11-25 06:59:07.951,0.00,0.00,0.00,USD,
0105418000047-0101,100117195646651113782,0105418000047,10011719564665,1,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-06-28 08:51:05.260,2024-06-28 08:51:08.856,0.00,0.00,0.00,USD,
0105418000054-0101,1001171956725970421113713,0105418000054,100117195672597042,1,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-06-28 09:34:20.027,2024-06-28 09:34:23.662,0.00,0.00,0.00,USD,
0105418000048-0101,100117195646701113818,0105418000048,10011719564670,1,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-06-28 08:51:10.251,2024-06-28 08:51:13.887,0.00,0.00,0.00,USD,
0105418000056-0101,1001171956726998601113781,0105418000056,100117195672699860,1,RETURN_PROCESSING,RENTAL,WP_113781,1,0.00,0.00,2024-06-28 09:34:30.302,2024-07-10 06:26:33.953,0.00,0.00,0.00,USD,
0105418000060-0101,1001171956729011101113818,0105418000060,100117195672901110,1,RETURN_PROCESSING,RENTAL,WP_113818,1,0.00,0.00,2024-06-28 09:34:50.178,2024-07-10 06:27:34.819,0.00,0.00,0.00,USD,
0105418000055-0101,1001171956726491401113782,0105418000055,100117195672649140,1,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-06-28 09:34:25.218,2024-06-28 09:34:28.656,0.00,0.00,0.00,USD,
0105418000050-0101,1001171956723751711113781,0105418000050,100117195672375171,1,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-06-28 09:33:57.998,2024-06-28 09:34:01.948,0.00,0.00,0.00,USD,
0105418000061-0102,8888472650-1,0105418000061,8888472650,1,ORDER_COMPLETED,PURCHASE,WP_113627,1,1520.00,0.00,2024-06-28 09:46:37.089,2024-06-28 09:46:37.112,152.00,1368.00,0.00,USD,
0105418000051-0101,1001171956724335341113818,0105418000051,100117195672433534,1,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-06-28 09:34:03.720,2024-06-28 09:34:07.290,0.00,0.00,0.00,USD,
0105418000063-0102,8062918643-1,0105418000063,8062918643,1,ORDER_COMPLETED,PURCHASE,WP_113627,15,1520.00,0.00,2024-06-28 09:48:21.900,2024-06-28 09:48:21.927,152.00,1368.00,0.00,USD,
0105418000057-0101,1001171956727524001113784,0105418000057,100117195672752400,1,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-06-28 09:34:35.314,2024-06-28 09:34:38.681,0.00,0.00,0.00,USD,
0105418000058-0101,1001171956728007331113713,0105418000058,100117195672800733,1,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-06-28 09:34:40.382,2024-06-28 09:34:43.956,0.00,0.00,0.00,USD,
0105418000052-0101,1001171956724856711113792,0105418000052,100117195672485671,1,CONTRACT_CONFIRMED,RENTAL,WP_113792,1,0.00,0.00,2024-06-28 09:34:08.885,2024-11-29 06:43:15.157,0.00,0.00,0.00,USD,
0105418300003-0101,1001171980528129021113713,0105418300003,100117198052812902,1,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 03:41:21.678,2024-11-25 06:59:07.097,0.00,0.00,0.00,USD,
0105418300012-0101,1001171980539262421113781,0105418300012,100117198053926242,1,RETURN_PROCESSING,RENTAL,WP_113781,1,0.00,0.00,2024-07-01 03:43:13.015,2024-07-15 08:41:14.409,0.00,0.00,0.00,USD,
0105418300006-0101,1001171980531798431113725,0105418300006,100117198053179843,1,CANCELLATION_COMPLETED,RENTAL,WP_113725,1,0.00,0.00,2024-07-01 03:41:58.376,2024-11-25 06:59:04.300,0.00,0.00,0.00,USD,
0105418300004-0101,1001171980529313231113637,0105418300004,100117198052931323,1,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-01 03:41:33.520,2024-11-25 06:59:06.014,0.00,0.00,0.00,USD,
0105418300008-0101,1001171980534259741113713,0105418300008,100117198053425974,1,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 03:42:23.030,2024-11-25 06:59:02.702,0.00,0.00,0.00,USD,
0105418300010-0101,1001171980536835201113781,0105418300010,100117198053683520,1,CANCELLATION_COMPLETED,RENTAL,WP_113781,1,0.00,0.00,2024-07-01 03:42:48.876,2024-11-25 06:59:00.721,0.00,0.00,0.00,USD,
0105418300009-0101,1001171980535506441113792,0105418300009,100117198053550644,1,CANCELLATION_COMPLETED,RENTAL,WP_113792,1,0.00,0.00,2024-07-01 03:42:35.476,2024-11-25 06:59:01.754,0.00,0.00,0.00,USD,
0105418300014-0101,1001171980554326211113792,0105418300014,100117198055432621,1,CANCELLATION_COMPLETED,RENTAL,WP_113792,1,0.00,0.00,2024-07-01 03:45:43.664,2024-11-25 06:58:57.597,0.00,0.00,0.00,USD,
0105418300015-0101,1001171980555543311113781,0105418300015,100117198055554331,1,CANCELLATION_COMPLETED,RENTAL,WP_113781,1,0.00,0.00,2024-07-01 03:45:55.823,2024-11-25 06:58:56.747,0.00,0.00,0.00,USD,
0105418300013-0101,1001171980553008601113713,0105418300013,100117198055300860,1,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 03:45:31.124,2024-11-25 06:58:58.457,0.00,0.00,0.00,USD,
0105418300011-0101,1001171980538077021113784,0105418300011,100117198053807702,1,CANCELLATION_COMPLETED,RENTAL,WP_113784,1,0.00,0.00,2024-07-01 03:43:01.147,2024-11-25 06:58:59.756,0.00,0.00,0.00,USD,
0105418000049-0101,1001171956722886941113713,0105418000049,100117195672288694,1,RETURN_PROCESSING,RENTAL,WP_113713,1,0.00,0.00,2024-06-28 09:33:51.090,2024-07-10 06:47:54.248,0.00,0.00,0.00,USD,
0105418300017-0101,1001171981063347411113713,0105418300017,100117198106334741,1,SUSPENDED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 05:10:34.924,2024-07-01 05:10:35.894,0.00,0.00,0.00,USD,
0105418300016-0101,1001171980556733811113637,0105418300016,100117198055673381,1,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-01 03:46:07.755,2024-11-25 06:58:55.866,0.00,0.00,0.00,USD,
0105421300002-0201,mall_order_107278,0105421300002,mall_order_35699,,BOOKING_SCHEDULED,RENTAL,WP_113819,1,0.00,0.00,2024-07-31 03:56:27.742,2024-07-31 03:56:30.372,0.00,0.00,0.00,USD,
0105418300018-0101,1001171981149030201113784,0105418300018,100117198114903020,1,CONTRACT_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-07-01 05:24:51.907,2024-07-31 03:11:48.992,0.00,0.00,0.00,USD,
0105421300002-0101,mall_order_107277,0105421300002,mall_order_35699,,BOOKING_SCHEDULED,RENTAL,WP_113819,1,0.00,0.00,2024-07-31 03:56:27.741,2024-07-31 03:56:29.317,0.00,0.00,0.00,USD,
0105418300025-0101,1001171981254014801113782,0105418300025,100117198125401480,1,RETURN_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-07-01 05:42:21.707,2024-07-04 10:31:30.837,0.00,0.00,0.00,USD,
0105421400003-0102,mall_order_107329,0105421400003,mall_order_35722,,BOOKING_SCHEDULED,PURCHASE,WP_113819,1,0.60,0.00,2024-08-01 01:15:17.612,2024-08-01 01:15:19.166,0.00,0.60,0.00,USD,
0105421800022-0101,1001172281646703101113637,0105421800022,100117228164670310,,BOOKING_SCHEDULED,RENTAL,WP_113637,1,0.00,0.00,2024-08-05 00:07:47.331,2024-08-05 00:07:47.671,0.00,0.00,0.00,USD,
0105421400003-0202,mall_order_107330,0105421400003,mall_order_35722,,BOOKING_SCHEDULED,PURCHASE,WP_113792,1,1350.00,0.00,2024-08-01 01:15:17.612,2024-08-01 01:15:20.306,0.00,1350.00,0.00,USD,
0105421400057-0101,1001172249880460031113784,0105421400057,100117224988046003,,SUSPENDED,RENTAL,WP_113784,1,0.00,0.00,2024-08-01 07:53:24.736,2024-08-01 07:53:25.405,0.00,0.00,0.00,USD,
0105418300026-0101,1001171981257728541113782,0105418300026,100117198125772854,1,RETURN_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-07-01 05:42:58.698,2024-07-04 10:30:51.194,0.00,0.00,0.00,USD,
0105421500080-0101,1001172258788279001113713,0105421500080,100117225878827900,,SUSPENDED,RENTAL,WP_113713,1,0.00,0.00,2024-08-02 08:38:03.038,2024-08-02 08:38:04.066,0.00,0.00,0.00,USD,
0105421400148-0101,1001172249891319431113782,0105421400148,100117224989131943,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 07:55:13.320,2024-08-01 07:55:13.983,0.00,0.00,0.00,USD,
0105418300022-0101,1001171981174865931113713,0105418300022,100117198117486593,1,RETURN_RECEIVED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 05:29:09.820,2024-07-01 06:56:17.082,0.00,0.00,0.00,USD,
0105418300042-0102,1001171981437729931113784,0105418300042,100117198143772993,,REFUND_RECEIVED,PURCHASE,WP_113784,1,1520.00,0.00,2024-07-01 06:12:58.472,2024-07-01 07:16:16.491,0.00,1520.00,0.00,USD,
0105418300044-0102,1001171982637708731113782,0105418300044,100117198263770873,,RETURN_COMPLETED,PURCHASE,WP_113782,1,1520.00,0.00,2024-07-01 09:32:58.225,2024-07-01 09:56:49.295,0.00,1520.00,0.00,USD,
0105418300030-0101,1001171981279311311113637,0105418300030,100117198127931131,1,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-01 05:46:35.559,2024-07-01 07:23:04.018,0.00,0.00,0.00,USD,
0105421400152-0101,1001172249891724721113782,0105421400152,100117224989172472,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 07:55:17.427,2024-08-01 07:55:18.096,0.00,0.00,0.00,USD,
0105421400200-0101,1001172250126607801113725,0105421400200,100117225012660780,,SUSPENDED,RENTAL,WP_113725,1,0.00,0.00,2024-08-01 08:34:27.290,2024-08-01 08:34:29.073,0.00,0.00,0.00,USD,
0105421800021-0101,1001172281646497921113781,0105421800021,100117228164649792,,BOOKING_SCHEDULED,RENTAL,WP_113781,1,0.00,0.00,2024-08-05 00:07:45.272,2024-08-05 00:07:46.687,0.00,0.00,0.00,USD,
0105418300029-0101,1001171981270779001113781,0105418300029,100117198127077900,1,RETURN_PROCESSING,RENTAL,WP_113781,1,0.00,0.00,2024-07-01 05:45:09.534,2024-07-10 07:24:23.753,0.00,0.00,0.00,USD,
0105423400072-0101,1001172419977923611113637,0105423400072,100117241997792361,,SUSPENDED,RENTAL,WP_113637,1,0.00,0.00,2024-08-21 00:22:59.324,2024-08-21 00:23:00.352,0.00,0.00,0.00,USD,
0105421100032-0202,mall_order_107178,0105421100032,mall_order_35636,,BOOKING_CONFIRMED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-29 02:36:34.023,2024-08-01 09:03:41.979,0.00,1350.00,0.00,USD,
0105421400242-0101,1001172250187492241113713,0105421400242,100117225018749224,,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-08-01 08:44:35.106,2024-08-01 09:03:50.028,0.00,0.00,0.00,USD,
0105421400240-0101,1001172250187323311113781,0105421400240,100117225018732331,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-08-01 08:44:33.616,2024-08-01 09:03:50.076,0.00,0.00,0.00,USD,
0105421400241-0101,1001172250187418101113781,0105421400241,100117225018741810,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-08-01 08:44:34.327,2024-08-01 09:03:50.447,0.00,0.00,0.00,USD,
0105418300031-0101,1001171981284615841113792,0105418300031,100117198128461584,1,RETURN_COMPLETED,RENTAL,WP_113792,1,0.00,0.00,2024-07-01 05:47:27.401,2024-07-01 10:46:13.299,0.00,0.00,0.00,USD,
0105421500081-0101,1001172258788430811113792,0105421500081,100117225878843081,,SUSPENDED,RENTAL,WP_113792,1,0.00,0.00,2024-08-02 08:38:04.549,2024-08-02 08:38:05.455,0.00,0.00,0.00,USD,
0105418300045-0102,1001171982639982121113781,0105418300045,100117198263998212,,SUSPENDED,PURCHASE,WP_113781,1,1520.00,0.00,2024-07-01 09:33:20.233,2024-07-01 09:33:20.447,0.00,1520.00,0.00,USD,
0105421500076-0101,1001172258788019501113781,0105421500076,100117225878801950,,SUSPENDED,RENTAL,WP_113781,1,0.00,0.00,2024-08-02 08:38:00.311,2024-08-02 08:38:00.637,0.00,0.00,0.00,USD,
0105421800025-0101,1001172281646916141113784,0105421800025,100117228164691614,,BOOKING_SCHEDULED,RENTAL,WP_113784,1,0.00,0.00,2024-08-05 00:07:49.302,2024-08-05 00:07:50.603,0.00,0.00,0.00,USD,
0105418300047-0102,1001171982647849001113792,0105418300047,100117198264784900,,ORDER_CONFIRMED,PURCHASE,WP_113792,1,1520.00,0.00,2024-07-01 09:34:38.902,2024-07-08 11:03:15.421,0.00,1520.00,0.00,USD,
0105418300043-0102,1001171982460801221113784,0105418300043,100117198246080122,,REFUND_RECEIVED,PURCHASE,WP_113784,1,1520.00,0.00,2024-07-01 09:03:29.146,2024-07-01 09:29:15.711,0.00,1520.00,0.00,USD,
0105421800055-0101,1001172281887220221113713,0105421800055,100117228188722022,,BOOKING_SCHEDULED,RENTAL,WP_113713,1,0.00,0.00,2024-08-05 00:47:52.919,2024-08-05 00:47:53.772,0.00,0.00,0.00,USD,
0105421800094-0101,1001172283100035731113725,0105421800094,100117228310003573,,CANCELLATION_COMPLETED,RENTAL,WP_113725,1,0.00,0.00,2024-08-05 04:10:01.667,2024-11-25 06:52:55.224,0.00,0.00,0.00,USD,
0105418300050-0102,1001171982654204311113725,0105418300050,100117198265420431,,ORDER_CONFIRMED,PURCHASE,WP_113725,1,1520.00,0.00,2024-07-01 09:35:42.444,2024-07-08 07:46:45.083,0.00,1520.00,0.00,USD,
0105418300024-0101,1001171981238328531113713,0105418300024,100117198123832853,1,CONTRACT_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-07-01 05:39:44.579,2024-08-14 04:57:41.876,0.00,0.00,0.00,USD,
0105418300046-0102,1001171982645528701113818,0105418300046,100117198264552870,,REFUND_COMPLETED,PURCHASE,WP_113818,1,1520.00,0.00,2024-07-01 09:34:16.335,2024-07-01 10:38:22.635,0.00,1520.00,0.00,USD,
0105418300054-0102,1001171982662337921113725,0105418300054,100117198266233792,,BOOKING_CONFIRMED,PURCHASE,WP_113725,1,1520.00,0.00,2024-07-01 09:37:03.776,2024-07-01 09:37:07.601,0.00,1520.00,0.00,USD,
0105418400004-0102,1001171989223340801113781,0105418400004,100117198922334080,1,BOOKING_SCHEDULED,PURCHASE,WP_113781,1,0.00,0.00,2024-07-02 03:50:34.564,2024-07-02 03:50:35.667,0.00,0.00,0.00,USD,
0105418400005-0101,1001171989253748411113792,0105418400005,100117198925374841,1,SUSPENDED,RENTAL,WP_113792,1,0.00,0.00,2024-07-02 03:55:39.464,2024-07-02 03:55:50.099,0.00,0.00,0.00,USD,
0105418400006-0101,1001171989258568831113725,0105418400006,100117198925856883,1,SUSPENDED,RENTAL,WP_113725,1,0.00,0.00,2024-07-02 03:56:26.746,2024-07-02 03:56:36.968,0.00,0.00,0.00,USD,
0105421800099-0101,1001172283101182841113713,0105421800099,100117228310118284,,WORK_IN_PROGRESS,RENTAL,WP_113713,1,0.00,0.00,2024-08-05 04:10:12.266,2024-08-06 00:38:30.266,0.00,0.00,0.00,USD,
0105418400007-0101,1001171989266977121113725,0105418400007,100117198926697712,1,SUSPENDED,RENTAL,WP_113725,1,0.00,0.00,2024-07-02 03:57:50.918,2024-07-02 03:58:02.063,0.00,0.00,0.00,USD,
0105418400016-0101,1001171990898243941113818,0105418400016,100117199089824394,1,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-07-02 08:29:42.743,2024-11-25 06:58:50.476,0.00,0.00,0.00,USD,
