id,service_type,order_id,order_item_id,customer_service_ticket_id,booking_id,outbound_delivery_id,billing_id,work_id,service_status_code,service_create_time,service_update_time,service_cancel_time,create_time,update_time,customer_service_id,service_complete_time
1UnEtZFBt5x,INSTALL,0105418000018,0105418000018-0101,,202406284ef8320fe7c544e68f0394815ab90f50,1UnEtZY136b,,20240628dbfc0b0666ce455880384caef00a8912,BOOKING_CONFIRMED,2024-06-28 08:23:38.165,2024-06-28 08:23:41.852,,2024-06-28 08:23:38.165,2024-06-28 08:23:41.852,,
1UnEmsIWytL,INSTALL,0105418000005,0105418000005-0101,,2024062887f6593a89ad4f7a8b6c00e282477647,1UnEmsmX532,,20240628a7b327e3ba5f4150a5b23eff99367de7,BOOKING_CONFIRMED,2024-06-28 08:22:07.530,2024-06-28 08:22:11.551,,2024-06-28 08:22:07.530,2024-06-28 08:22:11.551,,
1UnEp9ydgB1,INSTALL,0105418000011,0105418000011-0101,,20240628e752473b794643789bac049bb56df21f,1UnEpAQeaNF,,202406286d5307d1263f4a8c9a8c4e3a21093e5f,BOOKING_CONFIRMED,2024-06-28 08:22:38.476,2024-06-28 08:22:41.931,,2024-06-28 08:22:38.476,2024-06-28 08:22:41.931,,
1UnEnIFvJCZ,INSTALL,0105418000006,0105418000006-0101,,20240628b7d805dbd6f34b2c8311cb537789afd8,1UnEnIajfVD,,202406281b89eab5f8184b15b3e621752535acb8,BOOKING_CONFIRMED,2024-06-28 08:22:13.201,2024-06-28 08:22:16.992,,2024-06-28 08:22:13.201,2024-06-28 08:22:16.992,,
1UnEsOGujwK,INSTALL,0105418000015,0105418000015-0101,,20240628f20e3400fbea4c15b5d1d25a16e15199,1UnEsOjmRK6,,2024062843ac149de96142e98ff436b4cc176aaf,BOOKING_CONFIRMED,2024-06-28 08:23:22.226,2024-06-28 08:23:25.970,,2024-06-28 08:23:22.226,2024-06-28 08:23:25.970,,
1UnGRUAcSUl,INSTALL,0105418000025,0105418000025-0101,,20240628c6f81bd232e74e3fa3f5a9094d5fd553,1UnGRUXzCmk,,20240628d20195d3b6cc4682b633b69e48062d70,BOOKING_CONFIRMED,2024-06-28 08:45:17.111,2024-06-28 08:45:20.913,,2024-06-28 08:45:17.111,2024-06-28 08:45:20.913,,
1UnEng8pu0w,INSTALL,0105418000007,0105418000007-0101,,20240628de83c16c613f487f86c58132ae614b1a,1UnEngaZD6x,,202406282cba8ff4d77b45aaa28bd1c143b48d9d,BOOKING_CONFIRMED,2024-06-28 08:22:18.418,2024-06-28 08:22:22.178,,2024-06-28 08:22:18.418,2024-06-28 08:22:22.178,,
1UnEtwRBmDI,INSTALL,0105418000019,0105418000019-0101,,202406289f4c79e92034486283895cf3e7ab68d2,1UnEtwiawPA,,20240628fa4b529de9fe433abd6796a2c202f1c3,BOOKING_CONFIRMED,2024-06-28 08:23:43.230,2024-06-28 08:23:46.663,,2024-06-28 08:23:43.230,2024-06-28 08:23:46.663,,
1UnEpXV4gVS,INSTALL,0105418000012,0105418000012-0101,,2024062864721dbc32c240929c30f3a3ae69a866,1UnEpXxemwu,,20240628343739f8927349c39cc47c722947271a,BOOKING_CONFIRMED,2024-06-28 08:22:43.615,2024-06-28 08:22:47.299,,2024-06-28 08:22:43.615,2024-06-28 08:22:47.299,,
1UnEsnqSlNx,INSTALL,0105418000016,0105418000016-0101,,20240628010c528d5a514ae894808555378428f3,1UnEsoAhv6t,,20240628828554c3ef9c4262b58585365911ff68,BOOKING_CONFIRMED,2024-06-28 08:23:27.812,2024-06-28 08:23:31.316,,2024-06-28 08:23:27.812,2024-06-28 08:23:31.316,,
1UnEv4HPqRX,INSTALL,0105418000022,0105418000022-0101,,202406280675ae81e5bb4bb0a46a6d1a90b33fb0,1UnEv4h9xKq,,202406283c64bb6d799049ab9307790709c1943e,BOOKING_CONFIRMED,2024-06-28 08:23:58.486,2024-06-28 08:24:02.096,,2024-06-28 08:23:58.486,2024-06-28 08:24:02.096,,
1UnGYJgl0JQ,INSTALL,0105418000029,0105418000029-0101,,20240628f00a1f8dc3394494b428c07985a1ac4f,1UnGYK065U4,,20240628974ecb16fc484006bef283ef00bb4676,BOOKING_CONFIRMED,2024-06-28 08:46:49.617,2024-06-28 08:46:53.252,,2024-06-28 08:46:49.617,2024-06-28 08:46:53.252,,
1UnEtBPAYmp,INSTALL,0105418000017,0105418000017-0101,,202406282aa14da8f7f24ea3b112790d04034190,1UnEtBfivm6,,2024062804d1ae7abb7b457faa72efd385c9bc33,BOOKING_CONFIRMED,2024-06-28 08:23:32.958,2024-06-28 08:23:36.529,,2024-06-28 08:23:32.958,2024-06-28 08:23:36.529,,
1UnEuIMHA2e,INSTALL,0105418000020,0105418000020-0101,,202406284f8d0115836844eda3babd560cfcc2a2,1UnEuIcXwfr,,20240628ca159c73b7524d669845e46f9f1f3e73,BOOKING_CONFIRMED,2024-06-28 08:23:48.019,2024-06-28 08:23:51.390,,2024-06-28 08:23:48.019,2024-06-28 08:23:51.390,,
1UnEvpEtTfY,INSTALL,0105418000024,0105418000024-0101,,2024062874008264178945eb89c32490d4fb4ee0,1UnEvplAMUA,,2024062839965e15d7374b31bfc2f4a6efbd56b0,BOOKING_CONFIRMED,2024-06-28 08:24:08.743,2024-06-28 08:24:12.661,,2024-06-28 08:24:08.743,2024-06-28 08:24:12.661,,
1UnGYhPd57B,INSTALL,0105418000030,0105418000030-0101,,202406285f7dec999b3840d3a04c77300902296c,1UnGYhljgad,,202406288d86c1cfc8a74db2a61735825e0d1ba9,BOOKING_CONFIRMED,2024-06-28 08:46:54.799,2024-06-28 08:46:58.473,,2024-06-28 08:46:54.799,2024-06-28 08:46:58.473,,
1UnGX8aToQ4,INSTALL,0105418000026,0105418000026-0101,,2024062866b3ace2efdc4b4d88949f2eac205111,1UnGX8zUsDB,,202406281a2f1086a3a1486a9b254ee9b5fabaa4,BOOKING_CONFIRMED,2024-06-28 08:46:33.650,2024-06-28 08:46:37.272,,2024-06-28 08:46:33.650,2024-06-28 08:46:37.272,,
1UnGXYnCThP,INSTALL,0105418000027,0105418000027-0101,,202406282d1d052f266a4b09bd168e068c675b91,1UnGXZHp37J,,20240628ed2308558e3e4660872c86b429802706,BOOKING_CONFIRMED,2024-06-28 08:46:39.374,2024-06-28 08:46:42.959,,2024-06-28 08:46:39.374,2024-06-28 08:46:42.959,,
1UnGXwze7Hm,INSTALL,0105418000028,0105418000028-0101,,202406287ac87811f0fe4971b2d35c59424df61f,1UnGXxMbWAe,,2024062896b0430c3f0a4f829c12a6dcac0cadec,BOOKING_CONFIRMED,2024-06-28 08:46:44.660,2024-06-28 08:46:48.235,,2024-06-28 08:46:44.660,2024-06-28 08:46:48.235,,
1UnGZ5Y6Ksf,INSTALL,0105418000031,0105418000031-0101,,2024062860d4482b479a4d5aa015f5e699dfe69e,1UnGZ5uUXSs,,202406286bd2b5b26e8f466a93bbe220856483b9,BOOKING_CONFIRMED,2024-06-28 08:47:00.071,2024-06-28 08:47:03.883,,2024-06-28 08:47:00.071,2024-06-28 08:47:03.883,,
1WHd7seHPj5,INSTALL,0105423600066,0105423600066-0101,,20240823d986e936771b42eba2725da3fe1dbeaf,1WHd7wZBQor,,202408231809428f3dad409cbabcab488f92bf19,BOOKING_CONFIRMED,2024-08-23 00:22:25.905,2024-08-25 09:03:27.316,,2024-08-23 00:22:25.905,2024-08-25 09:03:27.316,,
1UvZ0ugl7cw,INSTALL,0105418500016,0105418500016-0101,,,1UvZ0v52rdn,,,SHIPPING_SCHEDULED,2024-07-03 08:46:00.712,2024-07-03 08:46:00.870,,2024-07-03 08:46:00.712,2024-07-03 08:46:00.870,,
1X8kFlqXsXG,INSTALL,0105426800059,0105426800059-0101,,,1X8kFtZUAml,,,SHIPPING_SCHEDULED,2024-09-24 00:25:15.987,2024-09-24 00:25:17.742,,2024-09-24 00:25:15.987,2024-09-24 00:25:17.742,,
1aXXPOEbl2P,INSTALL,0105502900020,0105502900020-0101,,,1aXXPOohYkD,,,SHIPPING_SCHEDULED,2025-01-29 00:30:18.477,2025-01-29 00:30:18.646,,2025-01-29 00:30:18.477,2025-01-29 00:30:18.646,,
1UnGZUogVlr,INSTALL,0105418000032,0105418000032-0101,,2024062803cadf5995894649b1cda6cd5feeabc2,1UnGZV9wJoj,,20240628fcec148dfbdd47e7bc4366c36aaa4edc,BOOKING_CONFIRMED,2024-06-28 08:47:05.590,2024-06-28 08:47:08.912,,2024-06-28 08:47:05.590,2024-06-28 08:47:08.912,,
1UnJwnfCSKJ,INSTALL,0105418000054,0105418000054-0101,,202406282fdf110fe5974e60beda82212d8f1fd0,1UnJwo1J4HH,,2024062847f6b98e63ad4ddb98d6d732cd87680c,BOOKING_CONFIRMED,2024-06-28 09:34:20.033,2024-06-28 09:34:23.636,,2024-06-28 09:34:20.033,2024-06-28 09:34:23.636,,
1UnGqQNeM07,INSTALL,0105418000045,0105418000045-0101,,20240628ff0102e197a9411998263730b587b2af,1UnGqQk2YPs,,202406283915e302b13d47149e1a8b6665dd63c2,BOOKING_CONFIRMED,2024-06-28 08:50:54.839,2024-06-28 08:50:58.679,,2024-06-28 08:50:54.839,2024-06-28 08:50:58.679,,
1UnGZrb8V20,INSTALL,0105418000033,0105418000033-0101,,202406287e628fd131bc4a53ad99a8f35c81acc7,1UnGZrw6hvk,,20240628c20d9b5a53cc4f708a51052849922e66,BOOKING_CONFIRMED,2024-06-28 08:47:10.566,2024-06-28 08:47:14.352,,2024-06-28 08:47:10.566,2024-06-28 08:47:14.352,,
1UnGoZibsQw,INSTALL,0105418000040,0105418000040-0101,,2024062832ac5d032d7944aca201bc640e069105,1UnGoa4NbTh,,2024062815b27662fc084dc0acb6f6661b947202,BOOKING_CONFIRMED,2024-06-28 08:50:29.794,2024-06-28 08:50:33.461,,2024-06-28 08:50:29.794,2024-06-28 08:50:33.461,,
1UvZ0xKG4Z9,INSTALL,0105418500017,0105418500017-0101,,,1UvZ0xfhpGM,,,SHIPPING_SCHEDULED,2024-07-03 08:46:01.288,2024-07-03 08:46:01.427,,2024-07-03 08:46:01.288,2024-07-03 08:46:01.427,,
1UnGaFnIXU5,INSTALL,0105418000034,0105418000034-0101,,2024062853d514d342c14ace957f2b616d705ae3,1UnGaGBOKnT,,20240628fe9d582f8a14490281a1637a74492e69,BOOKING_CONFIRMED,2024-06-28 08:47:15.851,2024-06-28 08:47:19.587,,2024-06-28 08:47:15.851,2024-06-28 08:47:19.587,,
1UnJz1he3Dr,INSTALL,0105418000060,0105418000060-0101,,20240628404f415ac97d4fc8b1b9fa3f8f3c935a,1UnJz20LTY1,,20240628ddafea48c13641b29695d517d80199fd,SERVICE_COMPLETED,2024-06-28 09:34:50.183,2024-07-01 04:48:29.440,,2024-06-28 09:34:50.183,2024-07-01 04:48:29.440,,
1UnGoyUU67I,INSTALL,0105418000041,0105418000041-0101,,2024062857537d9701d94432aa6c2fe2e3b6c1e8,1UnGoymcJc0,,20240628c99b515a9133411384d563c8fd9e0c24,BOOKING_CONFIRMED,2024-06-28 08:50:35.204,2024-06-28 08:50:38.799,,2024-06-28 08:50:35.204,2024-06-28 08:50:38.799,,
1UnGaeEVJpo,INSTALL,0105418000035,0105418000035-0101,,202406287a174bbbe8734f2b8131052031d3b5b8,1UnGaea2ixK,,202406289422795de83442c498df510ca14c729d,BOOKING_CONFIRMED,2024-06-28 08:47:21.189,2024-06-28 08:47:24.856,,2024-06-28 08:47:21.189,2024-06-28 08:47:24.856,,
1UnGqphvJdL,INSTALL,0105418000046,0105418000046-0101,,20240628e3241a643c29433caa3721f74addb048,1UnGqq03X1r,,2024062889b00a8cab7e4950bef2c4fc6b4ae948,BOOKING_CONFIRMED,2024-06-28 08:51:00.370,2024-06-28 08:51:03.686,,2024-06-28 08:51:00.370,2024-06-28 08:51:03.686,,
1UnGb2oVfDJ,INSTALL,0105418000036,0105418000036-0101,,20240628c4ac0dd74e90493d92984f346db9c2be,1UnGb38ufnV,,202406282eaef537d6954b0c880473e0689fc79f,BOOKING_CONFIRMED,2024-06-28 08:47:26.558,2024-06-28 08:47:29.774,,2024-06-28 08:47:26.558,2024-06-28 08:47:29.774,,
1UnGpMTvSuT,INSTALL,0105418000042,0105418000042-0101,,2024062878cbbf00abc7487b9b7c3e59b5bfe626,1UnGpMyD9mt,,202406280b8caf652e6f4965a1f8b5893fe3925c,BOOKING_CONFIRMED,2024-06-28 08:50:40.445,2024-06-28 08:50:43.772,,2024-06-28 08:50:40.445,2024-06-28 08:50:43.772,,
1UnGnHxqFOE,INSTALL,0105418000037,0105418000037-0101,,202406280a0b1db1915b463d8c23c7afd7eab713,1UnGnIN4RAS,,20240628014e20cc372a4f939db5d8899d982544,BOOKING_CONFIRMED,2024-06-28 08:50:12.373,2024-06-28 08:50:15.980,,2024-06-28 08:50:12.373,2024-06-28 08:50:15.980,,
1UnJvyeqiVS,INSTALL,0105418000052,0105418000052-0101,,20240628776cb5d1ccb04176b4a9c39fbc7dcbfd,1UnJvz7Qo7t,,202406288cc4833254cc4d4b82405d6f422e9b48,SERVICE_COMPLETED,2024-06-28 09:34:08.892,2024-07-01 06:54:06.754,,2024-06-28 09:34:08.892,2024-07-01 06:54:06.754,,
1UnGrC76CED,INSTALL,0105418000047,0105418000047-0101,,2024062849689ee79d0a482884b688d5b7538093,1UnGrCPW0ji,,20240628b88e08258faa4c8785132bad400c010c,BOOKING_CONFIRMED,2024-06-28 08:51:05.265,2024-06-28 08:51:08.841,,2024-06-28 08:51:05.265,2024-06-28 08:51:08.841,,
1UnGnhHbHph,INSTALL,0105418000038,0105418000038-0101,,202406283c632c87f8354cd1994663d6b2e5299d,1UnGnhlJmYJ,,202406284d9f25f1815747e9afc4cf4b44edbcba,BOOKING_CONFIRMED,2024-06-28 08:50:17.904,2024-06-28 08:50:21.780,,2024-06-28 08:50:17.904,2024-06-28 08:50:21.780,,
1UnGpi1jl3H,INSTALL,0105418000043,0105418000043-0101,,2024062836cb7d85764e4b7b9b59d82100a41837,1UnGpiPD4n0,,2024062858ea70534d974892895ea7fb93553c30,BOOKING_CONFIRMED,2024-06-28 08:50:45.150,2024-06-28 08:50:48.449,,2024-06-28 08:50:45.150,2024-06-28 08:50:48.449,,
1UnGo8KbQJo,INSTALL,0105418000039,0105418000039-0101,,2024062812da2ea78a1d44b8bd93cf60a0c7287e,1UnGo8idwQE,,2024062873ed2f7354f64f4dbdc6cf437c90e46e,BOOKING_CONFIRMED,2024-06-28 08:50:23.812,2024-06-28 08:50:27.739,,2024-06-28 08:50:23.812,2024-06-28 08:50:27.739,,
1UnJvApOalK,INSTALL,0105418000050,0105418000050-0101,,20240628802eef2873bb4cc581ac9893900d20ef,1UnJvBT32U7,,20240628e1fbb537f85a4602ae7eb99eaf1c4eec,BOOKING_CONFIRMED,2024-06-28 09:33:58.008,2024-06-28 09:34:01.929,,2024-06-28 09:33:58.008,2024-06-28 09:34:01.929,,
1UnGq4Ut1T6,INSTALL,0105418000044,0105418000044-0101,,202406288cfa8ded9e5e42b3ac12e5cb54401dc8,1UnGq4tD8Zt,,20240628fcc2a05490a74bf7b293af1b89e3a0c2,BOOKING_CONFIRMED,2024-06-28 08:50:50.059,2024-06-28 08:50:53.212,,2024-06-28 08:50:50.059,2024-06-28 08:50:53.212,,
1UnJwOmAzEG,INSTALL,0105418000053,0105418000053-0101,,202406280e9c83d3da8c4b5a9668eb382ea3d3d0,1UnJwPLuLRc,,202406287390e15226674d999a6ffb5c6d313dab,BOOKING_CONFIRMED,2024-06-28 09:34:14.597,2024-06-28 09:34:18.429,,2024-06-28 09:34:14.597,2024-06-28 09:34:18.429,,
1UnGrYyQdpk,INSTALL,0105418000048,0105418000048-0101,,2024062836ab225de15a4fcfbb0358e1426989ec,1UnGrZKlZ0n,,20240628e37c36e620834c7fbafeef4a6fef328f,BOOKING_CONFIRMED,2024-06-28 08:51:10.258,2024-06-28 08:51:13.870,,2024-06-28 08:51:10.258,2024-06-28 08:51:13.870,,
1UnJxYhmrqV,INSTALL,0105418000056,0105418000056-0101,,2024062885aff9dab1864651a42faa827cad5cac,1UnJxZ3tTmH,,20240628c2c6214da57540499013af4f43df8cfd,SERVICE_COMPLETED,2024-06-28 09:34:30.307,2024-07-01 05:10:16.313,,2024-06-28 09:34:30.307,2024-07-01 05:10:16.313,,
1UnJvb0kXfG,INSTALL,0105418000051,0105418000051-0101,,2024062806addf01e9044e69923632a1359f5726,1UnJvbWAcbG,,2024062898c6d1a516c5494b984b6a717340accd,BOOKING_CONFIRMED,2024-06-28 09:34:03.727,2024-06-28 09:34:07.264,,2024-06-28 09:34:03.727,2024-06-28 09:34:07.264,,
1UnJxBR160P,INSTALL,0105418000055,0105418000055-0101,,202406285de87bb0bd2c4aa28dec8f9c41a9dece,1UnJxBoUPGc,,2024062856d9f5bd88e94cb686fe813df7c9ae46,BOOKING_CONFIRMED,2024-06-28 09:34:25.224,2024-06-28 09:34:28.631,,2024-06-28 09:34:25.224,2024-06-28 09:34:28.631,,
1a0nYnlk0LC,INSTALL,0105500900033,0105500900033-0101,,20250109754a1afc48424d81a96d31f8343fe4be,1a0nYqTgQum,,20250109aa2b1780bb60400fab3aab95e751bfa7,BOOKING_SCHEDULED,2025-01-09 07:05:20.684,2025-01-09 07:05:22.111,,2025-01-09 07:05:20.684,2025-01-09 07:05:22.111,,
1UnJxvenIK4,INSTALL,0105418000057,0105418000057-0101,,20240628c1df39f137154a82833214cb34e71e36,1UnJxwGSYzI,,2024062850952b0a53de4ad1badbe4f7a361c5dc,BOOKING_CONFIRMED,2024-06-28 09:34:35.321,2024-06-28 09:34:38.652,,2024-06-28 09:34:35.321,2024-06-28 09:34:38.652,,
1UnJyIr1V0M,INSTALL,0105418000058,0105418000058-0101,,20240628af81b8acdd234f18989f0e2469b0ba58,1UnJyJEphh5,,20240628c8affbdff3fc44c29703d0e5486ce313,BOOKING_CONFIRMED,2024-06-28 09:34:40.387,2024-06-28 09:34:43.928,,2024-06-28 09:34:40.387,2024-06-28 09:34:43.928,,
1UnJygPUyr7,INSTALL,0105418000059,0105418000059-0101,,202406283e6aee3854be46e6841a952871ca13dc,1UnJygmghew,,2024062849d1a1aaeb984f73975754c322db0ed5,BOOKING_CONFIRMED,2024-06-28 09:34:45.533,2024-06-28 09:34:48.831,,2024-06-28 09:34:45.533,2024-06-28 09:34:48.831,,
1WJvNYE9xJl,RETURN,0105423600093,0105423600093-0101,1WJvNYCAlPI,,,,,SERVICE_CANCELED,2024-08-24 09:33:03.926,2024-08-24 09:51:15.894,2024-08-24 09:51:15.891,2024-08-24 09:33:03.926,2024-08-24 09:51:15.894,1WJvNYAklkx,
1UnJufDL5GE,INSTALL,0105418000049,0105418000049-0101,,2024062857d06395094b44ec98346c311204b317,1UnJugN7V1s,,202406280639b43483914072bcb01eb4614e0fcb,SERVICE_COMPLETED,2024-06-28 09:33:51.104,2024-07-01 04:12:13.755,,2024-06-28 09:33:51.104,2024-07-01 04:12:13.755,,
1ZvuzYfbQP9,INSTALL,0105500600039,0105500600039-0101,,,1ZvuzaTmpp6,,,SHIPPING_SCHEDULED,2025-01-06 08:31:18.665,2025-01-06 08:31:19.100,,2025-01-06 08:31:18.665,2025-01-06 08:31:19.100,,
1V90KVkfcQp,INSTALL,0105419300049,0105419300049-0102,,202407113e25880fbacd4d4c819f21e1889db384,1V9DYxDaGSb,,202407118604e0c633b64fd195fc54653f71a9a1,SHIPPING_SCHEDULED,2024-07-11 11:07:08.197,2024-07-11 14:12:19.155,,2024-07-11 11:07:08.197,2024-07-11 14:12:19.155,,
1UnKwxzF2Ew,COURIER,0105418000063,0105418000063-0102,,,,,,SERVICE_CREATED,2024-06-28 09:48:21.906,2024-06-28 09:48:21.937,,2024-06-28 09:48:21.906,2024-06-28 09:48:21.937,,
1UrtZGvxwyF,INSTALL,0105418300012,0105418300012-0101,,20240701bae873bd89b94a28a9ed6e24d74350c9,1UrtZHJy82m,,20240701817c9dce32ec4d758cc22ba91378e76e,SERVICE_COMPLETED,2024-07-01 03:43:13.024,2024-07-02 08:53:12.014,,2024-07-01 03:43:13.024,2024-07-02 08:53:12.014,,
1Us2F9bxSDH,INSTALL,0105418300028,0105418300028-0101,,20240701fe91f9f85f6c4ce4b7550ae1a0562809,1Us2FADz0j0,,2024070174d87097ae81469d970286f5e0f5e72b,SERVICE_COMPLETED,2024-07-01 05:44:37.145,2024-07-01 05:44:56.925,,2024-07-01 05:44:37.145,2024-07-01 05:44:56.925,,
1UrtkOd8qYH,INSTALL,0105418300014,0105418300014-0101,,202407015540adead34d421f9a5cdd33bf965cf7,1UrtkOvZqOi,,2024070179f5fcb52e39499fa29d24c7939c4bad,SERVICE_CANCELED,2024-07-01 03:45:43.670,2024-11-25 06:58:57.608,2024-11-25 06:58:57.607,2024-07-01 03:45:43.670,2024-11-25 06:58:57.608,,
1a49wbdiK9p,INSTALL,0105501100005,0105501100005-0101,,202501111171fbd7e4194316984b270df7f58e77,1a49we7Ijhr,,202501117475c2d92e9b4ad79e80ff1dc9484f0f,BOOKING_SCHEDULED,2025-01-11 07:41:23.666,2025-01-11 07:41:24.899,,2025-01-11 07:41:23.666,2025-01-11 07:41:24.899,,
1UrtWV48Has,INSTALL,0105418300009,0105418300009-0101,,20240701288daf54404d40129f50cefe28874b31,1UrtWVUgrH9,,202407010e1b979e012041568e464cc131ddaef9,SERVICE_CANCELED,2024-07-01 03:42:35.484,2024-11-25 06:59:01.774,2024-11-25 06:59:01.771,2024-07-01 03:42:35.484,2024-11-25 06:59:01.774,,
1UrtR3ByKTb,INSTALL,0105418300003,0105418300003-0101,,20240701f8ee6fb2688e45cf970253fc62a14e26,1UrtR3VYSac,,20240701b0a9ce76eafb48bdb2fe6d88a549c63a,SERVICE_CANCELED,2024-07-01 03:41:21.685,2024-11-25 06:59:07.114,2024-11-25 06:59:07.111,2024-07-01 03:41:21.685,2024-11-25 06:59:07.114,,
1Us2Rj8icP7,INSTALL,0105418300031,0105418300031-0101,,20240701f6a6621ac8f44305978d1f897f5e23d7,1Us2RjiFo0o,,20240701087cbc9921f9458fa224dcafd3c6f6e6,SERVICE_COMPLETED,2024-07-01 05:47:27.412,2024-07-01 05:47:46.071,,2024-07-01 05:47:27.412,2024-07-01 05:47:46.071,,
1Us15umxw9C,INSTALL,0105418300021,0105418300021-0101,,2024070196dd728721a2476188a4667f47789da7,1Us15vNHtyl,,2024070138136c777fe744a7b258467bf5defe72,SERVICE_COMPLETED,2024-07-01 05:28:32.409,2024-07-01 05:28:51.912,,2024-07-01 05:28:32.409,2024-07-01 05:28:51.912,,
1UrtXUQ2liZ,INSTALL,0105418300010,0105418300010-0101,,20240701baae8e4c181f412ba7e1f6ba5474820e,1UrtXUq297j,,202407016c92e59f96514182a6108afb5b204eb6,SERVICE_CANCELED,2024-07-01 03:42:48.885,2024-11-25 06:59:00.736,2024-11-25 06:59:00.734,2024-07-01 03:42:48.885,2024-11-25 06:59:00.736,,
1UrtRvPMAoi,INSTALL,0105418300004,0105418300004-0101,,20240701b224b64dc2ee4f7abb83538cf94d295b,1UrtRvkdth3,,20240701b1788945e04c47a786706cf3fd597086,SERVICE_CANCELED,2024-07-01 03:41:33.527,2024-11-25 06:59:06.030,2024-11-25 06:59:06.027,2024-07-01 03:41:33.527,2024-11-25 06:59:06.030,,
1UrtlIJBWhW,INSTALL,0105418300015,0105418300015-0101,,2024070123a66983e89247aa840065401f3cae40,1UrtlIksUVY,,20240701046b7bce232a4184a12242e1d3c8f28b,SERVICE_CANCELED,2024-07-01 03:45:55.831,2024-11-25 06:58:56.757,2024-11-25 06:58:56.755,2024-07-01 03:45:55.831,2024-11-25 06:58:56.757,,
1UrtSqSq78Q,INSTALL,0105418300005,0105418300005-0101,,20240701195ee3b5aed74d33873872011c7de490,1UrtSrtYpng,,202407017f5e8e1146104f38b798265edca3ef0d,SERVICE_CANCELED,2024-07-01 03:41:45.991,2024-11-25 06:59:05.106,2024-11-25 06:59:05.105,2024-07-01 03:41:45.991,2024-11-25 06:59:05.106,,
