hash_code,entity,field,value,price,rate,title,sales_tax_type,create_time,update_time,is_active
383ec4453a5c1dab356a9fbcd295bcbd,CollectOrder,order_id,0105434600007,84.3800,0.0625,Texas State Tax,STATE,,,Y
574861a938aa27f7a7fb9f838c4d7f0b,CollectOrder,order_id,0105434600007,13.5000,0.0100,Houston City Tax,CITY,,,Y
cd7cedebd52d055d727a9860b3d9d564,CollectOrder,order_id,0105434600007,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
eb11f00a34b479ab15ea504fc7a308e7,CollectOrder,order_id,0105434500037,84.3800,0.0625,Texas State Tax,STATE,,,Y
adfa067b33b08b92b856a83b749f7bae,CollectOrder,order_id,0105434500037,13.5000,0.0100,Houston City Tax,CITY,,,Y
39c355dc173519ab792111ddb49cd049,CollectOrder,order_id,0105434500037,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
bd25598ae31ccefcb645a0c75df72c22,CollectOrder,order_id,0105434500012,84.3800,0.0625,Texas State Tax,STATE,,,Y
cfdb189784334ccfad53bc2ea64f3f5c,CollectOrder,order_id,0105434500012,13.5000,0.0100,Houston City Tax,CITY,,,Y
cb398e23a8a4161bde782702f87ce241,CollectOrder,order_id,0105434500012,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
3071786bfde3249e4edc7c71c4c56074,CollectOrder,order_id,0105434400045,179.3800,0.0625,Texas State Tax,STATE,,,Y
1ab6423b0a5626417f3df45d2cd792b4,CollectOrder,order_id,0105434400045,28.7000,0.0100,Houston City Tax,CITY,,,Y
590710cef9cc4325894dbab9f9ad1832,CollectOrder,order_id,0105434400045,28.7000,0.0100,Houston Mta Transit,SPECIAL,,,Y
bce015e085f650a8d40a59e6e497c4ea,CollectOrder,order_id,0105434400026,253.1300,0.0625,Texas State Tax,STATE,,,Y
1faad6bd54cb0e78163e4c6e2827dca0,CollectOrder,order_id,0105434400026,40.5000,0.0100,Houston City Tax,CITY,,,Y
7845e66b45e9d76644860835c5e7ac07,CollectOrder,order_id,0105434400026,40.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
766876f68b6f75db7f976e24d7280fb9,CollectOrder,order_id,0105434400014,84.3800,0.0625,Texas State Tax,STATE,,,Y
7d07744fd1a342f0b31221dd431b59a3,CollectOrder,order_id,0105434400014,13.5000,0.0100,Houston City Tax,CITY,,,Y
67fbdb3eeeb542527147cefbad1595f8,CollectOrder,order_id,0105434400014,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ef6d0d634ca1a2a8cd4add63eabc5d04,CollectOrder,order_id,0105434300015,475.0000,0.0625,Texas State Tax,STATE,,,Y
793421f698070970f38af370c937e2a4,CollectOrder,order_id,0105434300015,76.0000,0.0100,Houston City Tax,CITY,,,Y
34791f115fe721b1f911a44d4e456333,CollectOrder,order_id,0105434300015,76.0000,0.0100,Houston Mta Transit,SPECIAL,,,Y
8767a7f229f88bf5c7d4c1c934d31cd7,CollectOrder,order_id,0105434300006,95.0000,0.0625,Texas State Tax,STATE,,,Y
8bb295276930a570eb42ed2d7162386b,CollectOrder,order_id,0105434300006,15.2000,0.0100,Houston City Tax,CITY,,,Y
faf9193e86d29490e8bfec539a9f748f,CollectOrder,order_id,0105434300006,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
febe4f6f8d26ee4fc6b33e226e102a17,CollectOrder,order_id,0105434200020,570.0000,0.0625,Texas State Tax,STATE,,,Y
cd3cf0affdc2ca9a06ff3585cec30ca4,CollectOrder,order_id,0105434200020,91.2000,0.0100,Houston City Tax,CITY,,,Y
3696868767f14802850006654544c264,CollectOrder,order_id,0105434200020,91.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
bdc761255c1d8b15f37b2d036f70532e,CollectOrder,order_id,0105434200018,253.1300,0.0625,Texas State Tax,STATE,,,Y
649f10266ee3b1e65dccb05dcece915e,CollectOrder,order_id,0105434200018,40.5000,0.0100,Houston City Tax,CITY,,,Y
23348fbba284d7e59164e8b22ca421d2,CollectOrder,order_id,0105434200018,40.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
12c03512fef6ff54c70d319f1616c695,CollectOrder,order_id,0105434100044,285.0000,0.0625,Texas State Tax,STATE,,,Y
1c92cfe4aa83cf6cb06d0bbb0d9a888b,CollectOrder,order_id,0105434100044,45.6000,0.0100,Houston City Tax,CITY,,,Y
b50c2e86f649356cb2bc687a88036b07,CollectOrder,order_id,0105434100044,45.6000,0.0100,Houston Mta Transit,SPECIAL,,,Y
0d3c564da80e4a8426bd98d951ffdd9d,CollectOrder,order_id,0105434100041,95.0000,0.0625,Texas State Tax,STATE,,,Y
8a9ea43b293b563f2e84c45f4d21a0fd,CollectOrder,order_id,0105434100041,15.2000,0.0100,Houston City Tax,CITY,,,Y
fd52349050ffd8f72396c5c2c99e32f8,CollectOrder,order_id,0105434100041,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
4086250dfaacce9b37aca14cf71ee890,CollectOrder,order_id,0105434000055,95.0000,0.0625,Texas State Tax,STATE,,,Y
8dabcb8003ce2b179faf39822d472582,CollectOrder,order_id,0105434000055,15.2000,0.0100,Houston City Tax,CITY,,,Y
2417c7378b0cb66c88088c5b6f15bc17,CollectOrder,order_id,0105434000055,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
b477d87ff57df741444be76db376defc,CollectOrder,order_id,0105434000004,506.2500,0.0625,Texas State Tax,STATE,,,Y
3dfd27d38bed78bc9db5a3712ddf8827,CollectOrder,order_id,0105434000004,81.0000,0.0100,Houston City Tax,CITY,,,Y
3f9a8fd47b48ff83e32f5a87b3083621,CollectOrder,order_id,0105434000004,81.0000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5bb1d10e6710d380d3f740aa7d130a7b,CollectOrder,order_id,0105433800037,253.1300,0.0625,Texas State Tax,STATE,,,Y
3ff876562fd11b7de01efa7a18530261,CollectOrder,order_id,0105433800037,40.5000,0.0100,Houston City Tax,CITY,,,Y
235e9543a137927cf1bfb388edcc97fe,CollectOrder,order_id,0105433800037,40.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
00e5ee9ce0773e7461a213025dbc17c2,CollectOrder,order_id,0105433800036,506.2500,0.0625,Texas State Tax,STATE,,,Y
43409c9c97aeb65ac4b55b429831ea02,CollectOrder,order_id,0105433800036,81.0000,0.0100,Houston City Tax,CITY,,,Y
82f16f5608dc68a74eaba8f149bc3be2,CollectOrder,order_id,0105433800036,81.0000,0.0100,Houston Mta Transit,SPECIAL,,,Y
21a96a6dd641ddce53d4632e8160fd18,CollectOrder,order_id,0105433800004,190.0000,0.0625,Texas State Tax,STATE,,,Y
4a33d26729657117cd6c27c5215dcbd4,CollectOrder,order_id,0105433800004,30.4000,0.0100,Houston City Tax,CITY,,,Y
2112cb8fe4342ee76dbb835602ab1e55,CollectOrder,order_id,0105433800004,30.4000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5bf90f7045d36eec37ed141f38bea6bd,CollectOrder,order_id,0105433700057,506.2500,0.0625,Texas State Tax,STATE,,,Y
1c3c66c7f06cd185765c1e5ec7af1635,CollectOrder,order_id,0105433700057,81.0000,0.0100,Houston City Tax,CITY,,,Y
33f3a8d248063d0c3ba2e26da5bd0ea8,CollectOrder,order_id,0105433700057,81.0000,0.0100,Houston Mta Transit,SPECIAL,,,Y
67e564320e89e05ad4d6fdddd6c9f328,CollectOrder,order_id,0105433700024,527.5100,0.0625,Texas State Tax,STATE,,,Y
40f045c4a9c4af5220f7a8f200896610,CollectOrder,order_id,0105433700024,84.4000,0.0100,Houston City Tax,CITY,,,Y
3e406b0ff156efad7878b47657f09768,CollectOrder,order_id,0105433700024,84.4000,0.0100,Houston Mta Transit,SPECIAL,,,Y
7eca97f76d075a0966bc4f817d86155b,CollectOrder,order_id,0105433700019,84.3800,0.0625,Texas State Tax,STATE,,,Y
d71a626e700ce49bd68cb136e4b15707,CollectOrder,order_id,0105433700019,13.5000,0.0100,Houston City Tax,CITY,,,Y
e137cf46f014c27177b66725d2ec35ab,CollectOrder,order_id,0105433700019,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
12dec65608fa6d51760d8237957133a6,CollectOrder,order_id,0105433100019,84.3800,0.0625,Texas State Tax,STATE,,,Y
bea134ea8120254de779fdfb31601ea6,CollectOrder,order_id,0105433100019,13.5000,0.0100,Houston City Tax,CITY,,,Y
305d30cc2f3daa4ee76c417b40256a1a,CollectOrder,order_id,0105433100019,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
1e83a8c87c960714efe5274536f87784,CollectOrder,order_id,0105433100003,84.3800,0.0625,Texas State Tax,STATE,,,Y
99d6bf2302295518f9fb6cc8b3a46461,CollectOrder,order_id,0105433100003,13.5000,0.0100,Houston City Tax,CITY,,,Y
c59d61b5e82439421b6dbbc181195704,CollectOrder,order_id,0105433100003,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
fe2e065047a2d8a4aed6f9072c8ecd6e,CollectOrder,order_id,0105432800001,2.3100,0.0625,Texas State Tax,STATE,,,Y
bc749bb3e3fe8d33d405ef577186ce66,CollectOrder,order_id,0105432800001,0.3700,0.0100,Houston Mta Transit,SPECIAL,,,Y
7af7cb12ba094c9acc38dd19b3fcfa1e,CollectOrder,order_id,0105432800001,0.3700,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
dc9d2b9685df3e32ef8d608e9d6960d9,CollectOrder,order_item_id,0105436600008-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
edd83ad303950bfd293b020fe8f0a4d2,CollectOrder,order_item_id,0105436600008-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
731bc85c0409f3e9380cc28e035fd295,CollectOrder,order_item_id,0105436600008-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
9be389145afb6dde875eb214b3a739b7,CollectOrder,order_item_id,0105436500019-0602,0.5300,0.0625,Texas State Tax,STATE,,,Y
826745d041dd36856ae4410d8bb87bbf,CollectOrder,order_item_id,0105436500019-0602,0.0900,0.0100,Houston City Tax,CITY,,,Y
758b2114c801a97fac0080a45095375a,CollectOrder,order_item_id,0105436500019-0602,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
ccc7c88b23767079208de714e4973274,CollectOrder,order_item_id,0105436500019-0502,0.5300,0.0625,Texas State Tax,STATE,,,Y
2d772dac253e60bcacf02e924b37e31a,CollectOrder,order_item_id,0105436500019-0502,0.0900,0.0100,Houston City Tax,CITY,,,Y
7cc3137e21c31f83ea3f06c27a0aaa34,CollectOrder,order_item_id,0105436500019-0502,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
84625b9535b9c72de16d9238f59776e8,CollectOrder,order_item_id,0105436500019-0402,0.5300,0.0625,Texas State Tax,STATE,,,Y
92e6a5a39042f8899bac1b1912193563,CollectOrder,order_item_id,0105436500019-0402,0.0900,0.0100,Houston City Tax,CITY,,,Y
768f285459d613c9fba97e09c95bd2c2,CollectOrder,order_item_id,0105436500019-0402,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
1751df38443fe18b970cfd64b76cd281,CollectOrder,order_item_id,0105436500019-0302,0.5300,0.0625,Texas State Tax,STATE,,,Y
1e226e6e9babe6b35337c076266f66ba,CollectOrder,order_item_id,0105436500019-0302,0.0900,0.0100,Houston City Tax,CITY,,,Y
158162df413488a8f0eae9d260a1136a,CollectOrder,order_item_id,0105436500019-0302,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
87a9837eca25513df3cbb484b668bd7f,CollectOrder,order_item_id,0105436500019-0202,0.5300,0.0625,Texas State Tax,STATE,,,Y
7bbd6abb80e3007763345ac2ecc61dc3,CollectOrder,order_item_id,0105436500019-0202,0.0900,0.0100,Houston City Tax,CITY,,,Y
8aaef08b8e74533f56401cd1cd6e6bc4,CollectOrder,order_item_id,0105436500019-0202,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
5073a6a793e925d22d52b41edea07996,CollectOrder,order_item_id,0105436500019-0102,0.5300,0.0625,Texas State Tax,STATE,,,Y
aed6255aa186272e65b186c038094fc8,CollectOrder,order_item_id,0105436500019-0102,0.0900,0.0100,Houston City Tax,CITY,,,Y
bfafcecce8893502d56650a959e2d2c8,CollectOrder,order_item_id,0105436500019-0102,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
fc1de0e099fc6a1c98981d58985a9b89,CollectOrder,order_item_id,0105436500010-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
e9e2ddeab0ca995ada9ddada229d8f7e,CollectOrder,order_item_id,0105436500010-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
773f339645483a9afe900259b921934d,CollectOrder,order_item_id,0105436500010-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5d8cfebb3bc0635a450d0828bcb53652,CollectOrder,order_item_id,0105436500008-0402,84.3800,0.0625,Texas State Tax,STATE,,,Y
df82fe8e7faad1b3aabd4726d8fcc014,CollectOrder,order_item_id,0105436500008-0402,13.5000,0.0100,Houston City Tax,CITY,,,Y
2275429cb31aabc263b2ad471bf1235d,CollectOrder,order_item_id,0105436500008-0402,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
4ba0ce9e9ee4ea6cfdc1509e46caddaa,CollectOrder,order_item_id,0105436500008-0302,84.3800,0.0625,Texas State Tax,STATE,,,Y
a723ba57a3e9884379e51a8c9e037451,CollectOrder,order_item_id,0105436500008-0302,13.5000,0.0100,Houston City Tax,CITY,,,Y
9096e22123ee1ce8187ac0e8e6cfaa57,CollectOrder,order_item_id,0105436500008-0302,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
3031ca5bcbb88085f308b661fb50b6ee,CollectOrder,order_item_id,0105436500008-0202,84.3800,0.0625,Texas State Tax,STATE,,,Y
4e08498c30d8ebeeec6bcb575e01ddd5,CollectOrder,order_item_id,0105436500008-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
df5be6f6458d2facbda2426c14f34c28,CollectOrder,order_item_id,0105436500008-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
c6e0df4c9436b5169fc63ab53b745f85,CollectOrder,order_item_id,0105436500008-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
cdfe27588519a662d9df2ee657902963,CollectOrder,order_item_id,0105436500008-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
0e716d31d9a2c5b9857c0c9c11bcdfd2,CollectOrder,order_item_id,0105436500008-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
c53e74cfdc75c5a703343ff97cefbad5,CollectOrder,order_item_id,0105436500006-0402,84.3800,0.0625,Texas State Tax,STATE,,,Y
3e34735a0595e4090cf6338ba7a61e31,CollectOrder,order_item_id,0105436500006-0402,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
36d512f9a54dadb0f8b1ffc5b1e290ac,CollectOrder,order_item_id,0105436500006-0402,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
2061fb5b40a520d99fee56db42cd755d,CollectOrder,order_item_id,0105436500006-0302,84.3800,0.0625,Texas State Tax,STATE,,,Y
cb996364ca1141e040850457fa7e062a,CollectOrder,order_item_id,0105436500006-0302,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
2bac7743f838c785f4b2a92f1ddd0ef6,CollectOrder,order_item_id,0105436500006-0302,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
a5be2244d5589608ffa35a626efc6b5d,CollectOrder,order_item_id,0105436500006-0202,84.3800,0.0625,Texas State Tax,STATE,,,Y
2a5cf689ac384668d271bdab9aef4e97,CollectOrder,order_item_id,0105436500006-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
93d432488fff77d981979b6d54ab4cd3,CollectOrder,order_item_id,0105436500006-0202,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
9408bf6d8e692f060087ebdb1c5b6cb9,CollectOrder,order_item_id,0105436500006-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
82dd31daddcfa1e194587c4a4b6a48e4,CollectOrder,order_item_id,0105436500006-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
397bb942b64c592f6eeffe97f561f695,CollectOrder,order_item_id,0105436500006-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
0f248848656e948ba599c5debd32f876,CollectOrder,order_item_id,0105436500002-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
622b0be2855240119783730323e47384,CollectOrder,order_item_id,0105436500002-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
df4ed84fca8b2ac11e2e4ee6b98fce12,CollectOrder,order_item_id,0105436500002-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
74903c15ccdb699c71ea52eb8761c6e9,CollectOrder,order_item_id,0105436500001-0202,84.3800,0.0625,Texas State Tax,STATE,,,Y
fc7d7545f72fcbb2c5c32c1839f36463,CollectOrder,order_item_id,0105436500001-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
051657fbad27ed88318020692ff71503,CollectOrder,order_item_id,0105436500001-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5ce99b4dc769230764d619308ced4bcc,CollectOrder,order_item_id,0105436500001-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
989b6e5a90e3b22066bea7e1c5a5a6d2,CollectOrder,order_item_id,0105436500001-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
fd11709d36536371ab4f50f35ca8721c,CollectOrder,order_item_id,0105436500001-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
cb8a74f7bc5affbb8e1f2207ff9bf8c6,CollectOrder,order_item_id,0105436100026-0102,0.5300,0.0625,Texas State Tax,STATE,,,Y
d15f0b8ebafa97daaf8943d0493e7130,CollectOrder,order_item_id,0105436100026-0102,0.0900,0.0100,Houston City Tax,CITY,,,Y
def47d5c4d59d5f3c9e6df56e86f07d8,CollectOrder,order_item_id,0105436100026-0102,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
92e4910e1d3510f1a99789dc7e0ca738,CollectOrder,order_item_id,0105436100025-0602,84.3800,0.0625,Texas State Tax,STATE,,,Y
e30727c42e8f9a3ef876e708ea1f4100,CollectOrder,order_item_id,0105436100025-0602,13.5000,0.0100,Houston City Tax,CITY,,,Y
d3b6eba854d498e0dcf4bc944d6a76d2,CollectOrder,order_item_id,0105436100025-0602,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
b4085878096678392824c86b7eef05ca,CollectOrder,order_item_id,0105436100025-0502,84.3800,0.0625,Texas State Tax,STATE,,,Y
a0079574c2725423c369a2d67ce9686e,CollectOrder,order_item_id,0105436100025-0502,13.5000,0.0100,Houston City Tax,CITY,,,Y
42c447d75281bb7c5c4cc92c33b34ad5,CollectOrder,order_item_id,0105436100025-0502,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
1417a310d7779e8a533958578c419593,CollectOrder,order_item_id,0105436100025-0402,84.3800,0.0625,Texas State Tax,STATE,,,Y
9b0131998da171c6419f251356c67ec9,CollectOrder,order_item_id,0105436100025-0402,13.5000,0.0100,Houston City Tax,CITY,,,Y
80288c272a6755a4a3ff4ab1d7794097,CollectOrder,order_item_id,0105436100025-0402,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ad9431d58f7713a9c3c54d20da1fbdee,CollectOrder,order_item_id,0105436100025-0302,84.3800,0.0625,Texas State Tax,STATE,,,Y
e59222d7af2be29e36f5da98e0a7db1e,CollectOrder,order_item_id,0105436100025-0302,13.5000,0.0100,Houston City Tax,CITY,,,Y
e582055db95533ba5e766342dbaacc4f,CollectOrder,order_item_id,0105436100025-0302,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
3c05b2303a813ebfe10fcb05e6644e70,CollectOrder,order_item_id,0105436100025-0202,84.3800,0.0625,Texas State Tax,STATE,,,Y
2118398e89adc7a73ac507c63c313200,CollectOrder,order_item_id,0105436100025-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
e49fa62f659c7d3b397b2592c9b4d62b,CollectOrder,order_item_id,0105436100025-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
2ddcb9a5b020c2c07c388a2b2457ffc8,CollectOrder,order_item_id,0105436100025-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
8a36a792ea2c99b8e826175b63fb35d0,CollectOrder,order_item_id,0105436100025-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
16ab1f706cee539e81e01498b6e0f051,CollectOrder,order_item_id,0105436100025-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
dc2288c4885bf0429448614ca130fafd,CollectOrder,order_item_id,0105436100024-0102,2.3100,0.0625,Texas State Tax,STATE,,,Y
6be8afc65ac652008d6d9b3b34f3fc1a,CollectOrder,order_item_id,0105436100024-0102,0.3700,0.0100,Houston Mta Transit,SPECIAL,,,Y
bf30de3d1e79e4569e4769ccab78d367,CollectOrder,order_item_id,0105436100024-0102,0.3700,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
c9f5f0d06f99c27bec86c463aea8a1c9,CollectOrder,order_item_id,0105436100016-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
c17bf983d00473241b8c8f20036298dc,CollectOrder,order_item_id,0105436100016-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
3bd7d9687e8d550292494ce68e7d8da9,CollectOrder,order_item_id,0105436100016-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
6b2496f3f1b5a7b8cf0ba484c909a328,CollectOrder,order_item_id,0105436100013-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
f387e61d0d6d39ab1ef098d7dadc5f55,CollectOrder,order_item_id,0105436100013-0102,15.2000,0.0100,Houston City Tax,CITY,,,Y
f943f3680eb02405b8f2c44c840da1ac,CollectOrder,order_item_id,0105436100013-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ab450b3b49c72c1e9f56aa29bea7f2b9,CollectOrder,order_item_id,0105436100006-0102,0.5300,0.0625,Texas State Tax,STATE,,,Y
4d49540af3ef9d916c6a72f2701b7a8e,CollectOrder,order_item_id,0105436100006-0102,0.0900,0.0100,Houston City Tax,CITY,,,Y
427a5399b45418362a37953a3bea9284,CollectOrder,order_item_id,0105436100006-0102,0.0900,0.0100,Houston Mta Transit,SPECIAL,,,Y
9f612f2af5fe6d7d7bca163bff6b757c,CollectOrder,order_item_id,0105435900027-0302,77.8100,0.0625,Texas State Tax,STATE,,,Y
cd9c6d1a11809024ce89463473e5f32d,CollectOrder,order_item_id,0105435900027-0302,12.4500,0.0100,Houston City Tax,CITY,,,Y
784ccbbb88a4319702b65436737bde6a,CollectOrder,order_item_id,0105435900027-0302,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
6d2dc6b9723979b0df2a81e1934cd866,CollectOrder,order_item_id,0105435900027-0202,77.8100,0.0625,Texas State Tax,STATE,,,Y
b4d407ea66c73c375b5ae6fcd9d5c3d4,CollectOrder,order_item_id,0105435900027-0202,12.4500,0.0100,Houston City Tax,CITY,,,Y
25825e6ffba7bd80140ef798898a7742,CollectOrder,order_item_id,0105435900027-0202,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
5fcb2a843e924185a0230fb675deebe0,CollectOrder,order_item_id,0105435900027-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
