hash_code,entity,field,value,contract_id,channel_contract_id,channel_order_item_id,is_signed,signed_time,form_id,revision,rental_code,customer_id,order_id,order_item_id,material_id,start_date,end_date,duration_in_months,contract_status,create_time,update_time,is_active
84c03855429e21a7c5ff374516f93e09,CollectOrderItem,order_item_id,0105436500061-0101,0105436500061-0101-70000A,contract-100117355483228070,1001173554832280701531116,Y,2024-12-30 08:45:22.807000 +00:00,docusign_00001,0,70000A,a27c823fc7b43ded00ea59a2f5ae88ad,0105436500061,0105436500061-0101,WP_113792,,,84,PENDING_CONFIRMATION,2024-12-30 08:45:23.469000 +00:00,2024-12-30 08:45:23.469000 +00:00,Y
49613edada3e974bc7dbce19787fa2de,CollectOrderItem,order_item_id,0105436500060-0101,0105436500060-0101-30000A,contract-100117355483199691,1001173554831996911307596,Y,2024-12-30 08:45:19.968000 +00:00,docusign_00001,0,30000A,f38cc847b2e3cb3d699da0ad2bfce3b8,0105436500060,0105436500060-0101,WP_113783,,,36,PENDING_CONFIRMATION,2024-12-30 08:45:20.642000 +00:00,2024-12-30 08:45:20.642000 +00:00,Y
d4947701b9e0690d31a314c10c41512c,CollectOrderItem,order_item_id,0105436500059-0101,0105436500059-0101-30000A,contract-100117355483175360,1001173554831753601892654,Y,2024-12-30 08:45:17.535000 +00:00,docusign_00001,0,30000A,412769d86ba492377404c09bab77e2a8,0105436500059,0105436500059-0101,WP_113781,,,36,PENDING_CONFIRMATION,2024-12-30 08:45:18.198000 +00:00,2024-12-30 08:45:18.198000 +00:00,Y
5790222186b0dc0bda7237f7db4ccb3c,CollectOrderItem,order_item_id,0105436500058-0101,0105436500058-0101-70000A,contract-100117355483144734,1001173554831447341880678,Y,2024-12-30 08:45:14.472000 +00:00,docusign_00001,0,70000A,925fe1b425b8d0dd1f5c03f06d67f210,0105436500058,0105436500058-0101,WP_999013,,,84,PENDING_CONFIRMATION,2024-12-30 08:45:15.453000 +00:00,2024-12-30 08:45:15.453000 +00:00,Y
e73486504e68b14707abbd3ad7100e21,CollectOrderItem,order_item_id,0105436500057-0101,0105436500057-0101-50000A,contract-100117355483115952,1001173554831159521853255,Y,2024-12-30 08:45:11.594000 +00:00,docusign_00001,0,50000A,2b19c258b3df2657fd1c9fdfdb84f431,0105436500057,0105436500057-0101,WP_113786,,,60,PENDING_CONFIRMATION,2024-12-30 08:45:12.461000 +00:00,2024-12-30 08:45:12.461000 +00:00,Y
b6088c49f2df35e1a896101956979fb1,CollectOrderItem,order_item_id,0105436500056-0101,0105436500056-0101-30000A,contract-100117355483090973,1001173554830909731212218,Y,2024-12-30 08:45:09.097000 +00:00,docusign_00001,0,30000A,10631118f2e4c866e7702fe7ab76624c,0105436500056,0105436500056-0101,WP_113820,,,36,PENDING_CONFIRMATION,2024-12-30 08:45:09.734000 +00:00,2024-12-30 08:45:09.734000 +00:00,Y
6fe6b49eef4c7320c625fe05cbdea6a2,CollectOrderItem,order_item_id,0105436500055-0101,0105436500055-0101-70000A,contract-100117355483052133,1001173554830521331627291,Y,2024-12-30 08:45:05.213000 +00:00,docusign_00001,0,70000A,db02d11e5b5fb6997c39e71ccf9d58e3,0105436500055,0105436500055-0101,WP_987014,,,84,PENDING_CONFIRMATION,2024-12-30 08:45:07.099000 +00:00,2024-12-30 08:45:07.099000 +00:00,Y
46aab45143d7befe9d88f5aa5077e719,CollectOrderItem,order_item_id,0105436500054-0101,0105436500054-0101-50000A,contract-100117355483014673,1001173554830146731424879,Y,2024-12-30 08:45:01.466000 +00:00,docusign_00001,0,50000A,09c203e944e19711760e593f0b79a193,0105436500054,0105436500054-0101,WP_999013,,,60,PENDING_CONFIRMATION,2024-12-30 08:45:03.309000 +00:00,2024-12-30 08:45:03.309000 +00:00,Y
a2ce6fbf3f173460ed39abe46a69ddc0,CollectOrderItem,order_item_id,0105436500053-0101,0105436500053-0101-70000A,contract-100117355482976014,1001173554829760141852583,Y,2024-12-30 08:44:57.600000 +00:00,docusign_00001,0,70000A,e2a1887af87fe64d03d94881f653270f,0105436500053,0105436500053-0101,WP_113727,,,84,PENDING_CONFIRMATION,2024-12-30 08:44:59.139000 +00:00,2024-12-30 08:44:59.139000 +00:00,Y
0483b04e97d8a1c0e4a38963602442ea,CollectOrderItem,order_item_id,0105436500052-0101,0105436500052-0101-30000A,contract-100117355482950282,1001173554829502821070525,Y,2024-12-30 08:44:55.028000 +00:00,docusign_00001,0,30000A,9ec4ad29ba60db38276f73f46e450670,0105436500052,0105436500052-0101,WP_113729,,,36,PENDING_CONFIRMATION,2024-12-30 08:44:55.891000 +00:00,2024-12-30 08:44:55.891000 +00:00,Y
40d5c3c2d6b1ad860e3289a44f0acc03,CollectOrderItem,order_item_id,0105436500051-0101,0105436500051-0101-30000A,contract-100117355482917370,1001173554829173701678521,Y,2024-12-30 08:44:51.736000 +00:00,docusign_00001,0,30000A,8860d7d3f83e574c0ac66dc5323ac0a2,0105436500051,0105436500051-0101,WP_987011,,,36,PENDING_CONFIRMATION,2024-12-30 08:44:52.840000 +00:00,2024-12-30 08:44:52.840000 +00:00,Y
9c4c3c6560ba3f16ae4fc4011e235b92,CollectOrderItem,order_item_id,0105436500050-0101,0105436500050-0101-N0000A,contract-100117355482884624,1001173554828846241874246,Y,2024-12-30 08:44:48.460000 +00:00,docusign_00001,0,N0000A,e20be017aa6668e9a6fe08d5a37d4ce2,0105436500050,0105436500050-0101,WP_113793,,,0,PENDING_CONFIRMATION,2024-12-30 08:44:49.661000 +00:00,2024-12-30 08:44:49.661000 +00:00,Y
5c5632dbe42611cdd4a2d00bb2ecb185,CollectOrderItem,order_item_id,0105436500049-0101,0105436500049-0101-70000A,contract-100117355482845533,1001173554828455331604195,Y,2024-12-30 08:44:44.551000 +00:00,docusign_00001,0,70000A,a829660c2f88ca070a4a2f66bfef34dc,0105436500049,0105436500049-0101,WP_987016,,,84,PENDING_CONFIRMATION,2024-12-30 08:44:46.024000 +00:00,2024-12-30 08:44:46.024000 +00:00,Y
88eea03df230750a5215334964f57e26,CollectOrderItem,order_item_id,0105436500048-0101,0105436500048-0101-30000A,contract-100117355482813114,1001173554828131141514963,Y,2024-12-30 08:44:41.310000 +00:00,docusign_00001,0,30000A,b70e7c92f3ec6d5f165ab6fc77ba4e56,0105436500048,0105436500048-0101,WP_999017,,,36,PENDING_CONFIRMATION,2024-12-30 08:44:42.290000 +00:00,2024-12-30 08:44:42.290000 +00:00,Y
e83670dccb9035c02774ace61185988d,CollectOrderItem,order_item_id,0105436500047-0101,0105436500047-0101-30000A,contract-100117355482756161,1001173554827561611723369,Y,2024-12-30 08:44:35.466000 +00:00,docusign_00001,0,30000A,9bf88537765b3705118d35f0acbff0f4,0105436500047,0105436500047-0101,WP_113786,,,36,PENDING_CONFIRMATION,2024-12-30 08:44:38.275000 +00:00,2024-12-30 08:44:38.275000 +00:00,Y
2f25fb9c43de659238ef72f01de2efae,CollectOrderItem,order_item_id,0105436500046-0101,0105436500046-0101-70000A,contract-100117355480762883,1001173554807628831688740,Y,2024-12-30 08:41:16.288000 +00:00,docusign_00001,0,70000A,72464d7b7a4e09e47348f7e2b634cf33,0105436500046,0105436500046-0101,WP_987011,,,84,PENDING_CONFIRMATION,2024-12-30 08:41:17.278000 +00:00,2024-12-30 08:41:17.278000 +00:00,Y
2677a4930c76db37886d4b924c204389,CollectOrderItem,order_item_id,0105436500045-0101,0105436500045-0101-30000A,contract-100117355480732193,1001173554807321931196174,Y,2024-12-30 08:41:13.218000 +00:00,docusign_00001,0,30000A,110e6b9f9f5f7cbde15f4b50f65c88bc,0105436500045,0105436500045-0101,WP_999015,,,36,PENDING_CONFIRMATION,2024-12-30 08:41:14.205000 +00:00,2024-12-30 08:41:14.205000 +00:00,Y
420a089274d970b8b1426f1d8284d21b,CollectOrderItem,order_item_id,0105436500044-0101,0105436500044-0101-30000A,contract-100117355480700363,1001173554807003631576754,Y,2024-12-30 08:41:10.035000 +00:00,docusign_00001,0,30000A,26221821fe6a24bb551e314f868ab9de,0105436500044,0105436500044-0101,WP_999014,,,36,PENDING_CONFIRMATION,2024-12-30 08:41:10.850000 +00:00,2024-12-30 08:41:10.850000 +00:00,Y
b237b51bf8d0fea644dd5af7edc90ea4,CollectOrderItem,order_item_id,0105436500043-0101,0105436500043-0101-30000A,contract-100117355480670612,1001173554806706121509554,Y,2024-12-30 08:41:07.060000 +00:00,docusign_00001,0,30000A,3309f542e3df5b81109a01b45132104c,0105436500043,0105436500043-0101,WP_113783,,,36,PENDING_CONFIRMATION,2024-12-30 08:41:08.589000 +00:00,2024-12-30 08:41:08.589000 +00:00,Y
c891280a55b9b8b208d55d20d1872d03,CollectOrderItem,order_item_id,0105436500042-0101,0105436500042-0101-70000A,contract-100117355480632473,1001173554806324731131106,Y,2024-12-30 08:41:03.246000 +00:00,docusign_00001,0,70000A,003a439578bfb17cb1d1eb1d72995018,0105436500042,0105436500042-0101,WP_999014,,,84,PENDING_CONFIRMATION,2024-12-30 08:41:04.719000 +00:00,2024-12-30 08:41:04.719000 +00:00,Y
d6a3a3816075331fb85a1202e37749aa,CollectOrderItem,order_item_id,0105436500041-0101,0105436500041-0101-50000A,contract-100117355480601614,1001173554806016141691779,Y,2024-12-30 08:41:00.160000 +00:00,docusign_00001,0,50000A,28b1ef4fce7975ae60d6a70be168afd9,0105436500041,0105436500041-0101,WP_113792,,,60,PENDING_CONFIRMATION,2024-12-30 08:41:01.245000 +00:00,2024-12-30 08:41:01.245000 +00:00,Y
623c7e2f53cfb39951f07f9e32c9f4a1,CollectOrderItem,order_item_id,0105436500040-0101,0105436500040-0101-70000A,contract-100117355480568594,1001173554805685941261436,Y,2024-12-30 08:40:56.859000 +00:00,docusign_00001,0,70000A,ba55af2195714e56e5c02c74fe2f0eb0,0105436500040,0105436500040-0101,WP_113786,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:58.026000 +00:00,2024-12-30 08:40:58.026000 +00:00,Y
0806f412304b2244640eda433630e663,CollectOrderItem,order_item_id,0105436500039-0101,0105436500039-0101-70000A,contract-100117355480541434,1001173554805414341989849,Y,2024-12-30 08:40:54.142000 +00:00,docusign_00001,0,70000A,dae461619184a5e151842dafa66451f9,0105436500039,0105436500039-0101,WP_113729,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:55.029000 +00:00,2024-12-30 08:40:55.029000 +00:00,Y
3a3fcc9f3c92608a675d100fbb12cdc5,CollectOrderItem,order_item_id,0105436500038-0101,0105436500038-0101-50000A,contract-100117355480513312,1001173554805133121964413,Y,2024-12-30 08:40:51.330000 +00:00,docusign_00001,0,50000A,472e174123742d5cbe0792bc16b69464,0105436500038,0105436500038-0101,WP_999014,,,60,PENDING_CONFIRMATION,2024-12-30 08:40:52.230000 +00:00,2024-12-30 08:40:52.230000 +00:00,Y
befedcb88a9737bc5c351650b0d17552,CollectOrderItem,order_item_id,0105436500037-0101,0105436500037-0101-50000A,contract-100117355480481972,1001173554804819721984317,Y,2024-12-30 08:40:48.196000 +00:00,docusign_00001,0,50000A,2e7fc96c737c2e781b2ca6e596a718e7,0105436500037,0105436500037-0101,WP_999015,,,60,PENDING_CONFIRMATION,2024-12-30 08:40:49.423000 +00:00,2024-12-30 08:40:49.423000 +00:00,Y
ac435827b57b645c35c16c93ffbc295f,CollectOrderItem,order_item_id,0105436500036-0101,0105436500036-0101-50000A,contract-100117355480444352,1001173554804443521776721,Y,2024-12-30 08:40:44.434000 +00:00,docusign_00001,0,50000A,78a1def18193010c7dcbb069abe8cff4,0105436500036,0105436500036-0101,WP_113781,,,60,PENDING_CONFIRMATION,2024-12-30 08:40:45.572000 +00:00,2024-12-30 08:40:45.572000 +00:00,Y
276a9c7d3075c06b726a63052a1b07c1,CollectOrderItem,order_item_id,0105436500035-0101,0105436500035-0101-30000A,contract-100117355480412031,1001173554804120311025884,Y,2024-12-30 08:40:41.202000 +00:00,docusign_00001,0,30000A,88e0574e9cf9b7dde4e121659c488c32,0105436500035,0105436500035-0101,WP_113725,,,36,PENDING_CONFIRMATION,2024-12-30 08:40:42.727000 +00:00,2024-12-30 08:40:42.727000 +00:00,Y
a23df93af5a1c78f8ca9cbe6dd20d160,CollectOrderItem,order_item_id,0105436500034-0101,0105436500034-0101-70000A,contract-100117355480367241,1001173554803672411077950,Y,2024-12-30 08:40:36.724000 +00:00,docusign_00001,0,70000A,f678e13ebd4cd1afbb33279861d2b8f2,0105436500034,0105436500034-0101,WP_999016,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:38.841000 +00:00,2024-12-30 08:40:38.841000 +00:00,Y
e08f79ca4c28c5fea5e9ad7c278b0747,CollectOrderItem,order_item_id,0105436500003-0101,0105436500003-0101-30000A,15701377209,S-241230-000004,Y,2024-12-30 03:43:41.400000 +00:00,,,30000A,73062956825691326a449b05761bbaf1,0105436500003,0105436500003-0101,WP_999013,,,36,PENDING_CONFIRMATION,2024-12-30 03:44:26.328000 +00:00,2024-12-30 03:44:26.328000 +00:00,Y
79af3230914d7b4c6fee49ed871e624b,CollectOrderItem,order_item_id,0105436500033-0101,0105436500033-0101-70000A,contract-100117355480328074,1001173554803280741512688,Y,2024-12-30 08:40:32.805000 +00:00,docusign_00001,0,70000A,82d52e8375aa838d2ad0409a457770b7,0105436500033,0105436500033-0101,WP_999012,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:34.313000 +00:00,2024-12-30 08:40:34.313000 +00:00,Y
517c53724ecbcf5baa62daf923261110,CollectOrderItem,order_item_id,0105436500032-0101,0105436500032-0101-50000A,contract-100117355480291111,1001173554802911111435307,Y,2024-12-30 08:40:29.111000 +00:00,docusign_00001,0,50000A,8199da524a1da2ff54e260542771aec2,0105436500032,0105436500032-0101,WP_999014,,,60,PENDING_CONFIRMATION,2024-12-30 08:40:30.024000 +00:00,2024-12-30 08:40:30.024000 +00:00,Y
a07bb7fce8cd7823d9140e093bfef975,CollectOrderItem,order_item_id,0105436500031-0101,0105436500031-0101-N0000A,contract-100117355480259464,1001173554802594641205261,Y,2024-12-30 08:40:25.946000 +00:00,docusign_00001,0,N0000A,65940827c826d9e1414c862b05e21e1d,0105436500031,0105436500031-0101,WP_113725,,,0,PENDING_CONFIRMATION,2024-12-30 08:40:26.986000 +00:00,2024-12-30 08:40:26.986000 +00:00,Y
159e28d7959ac0c2e1493451034f8e16,CollectOrderItem,order_item_id,0105436500030-0101,0105436500030-0101-70000A,contract-100117355480224881,1001173554802248811312321,Y,2024-12-30 08:40:22.488000 +00:00,docusign_00001,0,70000A,26eabd8988c8148af0acc4f66fd7be1e,0105436500030,0105436500030-0101,WP_113816,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:23.740000 +00:00,2024-12-30 08:40:23.740000 +00:00,Y
26bad62290ed4ce7bcfeeb91821d58e2,CollectOrderItem,order_item_id,0105436500029-0101,0105436500029-0101-50000A,contract-100117355480195552,1001173554801955521629908,Y,2024-12-30 08:40:19.554000 +00:00,docusign_00001,0,50000A,fc93fc4a05e0acce21b84fe579428d31,0105436500029,0105436500029-0101,WP_113784,,,60,PENDING_CONFIRMATION,2024-12-30 08:40:20.584000 +00:00,2024-12-30 08:40:20.584000 +00:00,Y
aa85193800c137e33bc1c03a930fa211,CollectOrderItem,order_item_id,0105436500028-0101,0105436500028-0101-70000A,contract-100117355480163881,1001173554801638811240123,Y,2024-12-30 08:40:16.388000 +00:00,docusign_00001,0,70000A,100af7f25103f4d1bf0dfe838fda4a49,0105436500028,0105436500028-0101,WP_113792,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:17.334000 +00:00,2024-12-30 08:40:17.334000 +00:00,Y
b6c52587966487d21a4ca392d3ba2c3a,CollectOrderItem,order_item_id,0105436500027-0101,0105436500027-0101-30000A,contract-100117355480131490,1001173554801314901212842,Y,2024-12-30 08:40:13.148000 +00:00,docusign_00001,0,30000A,f11877363c35651eb0ca95a564417e54,0105436500027,0105436500027-0101,WP_113713,,,36,PENDING_CONFIRMATION,2024-12-30 08:40:14.486000 +00:00,2024-12-30 08:40:14.486000 +00:00,Y
55cfb8b54f6727534847b298fb88989f,CollectOrderItem,order_item_id,0105436500026-0101,0105436500026-0101-N0000A,contract-100117355480085640,1001173554800856401558730,Y,2024-12-30 08:40:08.563000 +00:00,docusign_00001,0,N0000A,5090401fe73e23b60c0ba1d24799980f,0105436500026,0105436500026-0101,WP_113820,,,0,PENDING_CONFIRMATION,2024-12-30 08:40:10.651000 +00:00,2024-12-30 08:40:10.651000 +00:00,Y
491950b921d9ceb0b1491e027948f909,CollectOrderItem,order_item_id,0105436500025-0101,0105436500025-0101-30000A,contract-100117355480040324,1001173554800403241375927,Y,2024-12-30 08:40:04.031000 +00:00,docusign_00001,0,30000A,863ed4612130f9b02544852f1c79c4a1,0105436500025,0105436500025-0101,WP_999017,,,36,PENDING_CONFIRMATION,2024-12-30 08:40:05.745000 +00:00,2024-12-30 08:40:05.745000 +00:00,Y
b65df1383f3e877fcffb60c35a238e5d,CollectOrderItem,order_item_id,0105436500024-0101,0105436500024-0101-70000A,contract-100117355479990500,1001173554799905001732548,Y,2024-12-30 08:39:59.048000 +00:00,docusign_00001,0,70000A,4ac0c4d47c15d46d7648635b6e232d3b,0105436500024,0105436500024-0101,WP_113729,,,84,PENDING_CONFIRMATION,2024-12-30 08:40:01.563000 +00:00,2024-12-30 08:40:01.563000 +00:00,Y
b93ff44c70e8f906aa5f1cfe714a24f5,CollectOrderItem,order_item_id,0105436500023-0101,0105436500023-0101-N0000A,contract-100117355479914110,1001173554799141101315519,Y,2024-12-30 08:39:51.331000 +00:00,docusign_00001,0,N0000A,8831637b82ad20a37876512089d5b6a1,0105436500023,0105436500023-0101,WP_999014,,,0,PENDING_CONFIRMATION,2024-12-30 08:39:54.950000 +00:00,2024-12-30 08:39:54.950000 +00:00,Y
cea8dbd1d741b4315b93f6cde889aa19,CollectOrderItem,order_item_id,0105436500018-0101,0105436500018-0101-50000A,gid://shopify/SubscriptionContract/19717587254,S-241230-000006,Y,2024-12-30 08:01:01.986000 +00:00,,,50000A,cec51c756b0a7bba176b9b710ae59ba6,0105436500018,0105436500018-0101,WP_999011,,,60,PENDING_CONFIRMATION,2024-12-30 08:01:20.184000 +00:00,2024-12-30 08:01:20.184000 +00:00,Y
409be1faa046666d6ec415de46103440,CollectOrderItem,order_item_id,0105436500017-0101,0105436500017-0101-50000A,gid://shopify/SubscriptionContract/19717554486,S-241230-000005,Y,2024-12-30 08:00:43.677000 +00:00,,,50000A,cec51c756b0a7bba176b9b710ae59ba6,0105436500017,0105436500017-0101,WP_999011,,,60,PENDING_CONFIRMATION,2024-12-30 08:01:01.579000 +00:00,2024-12-30 08:01:01.579000 +00:00,Y
526c03148d7f25107b56e9139388a73b,CollectOrderItem,order_item_id,0105436500015-0101,0105436500015-0101-50000A,gid://shopify/SubscriptionContract/19717488950,S-241230-000003,Y,2024-12-30 07:23:10.687000 +00:00,,,50000A,cec51c756b0a7bba176b9b710ae59ba6,0105436500015,0105436500015-0101,WP_999011,,,60,PENDING_CONFIRMATION,2024-12-30 07:23:13.466000 +00:00,2024-12-30 07:23:13.466000 +00:00,Y
e1c29f22399a9a98ec38c589d9c176b0,CollectOrderItem,order_item_id,0105436500014-0101,0105436500014-0101-50000A,gid://shopify/SubscriptionContract/19717456182,S-241230-000002,Y,2024-12-30 07:22:53.910000 +00:00,,,50000A,cec51c756b0a7bba176b9b710ae59ba6,0105436500014,0105436500014-0101,WP_999011,,,60,PENDING_CONFIRMATION,2024-12-30 07:23:11.102000 +00:00,2024-12-30 07:23:11.102000 +00:00,Y
c40fe2c64829f7b07cc945a612168ec2,CollectOrderItem,order_item_id,0105436500013-0101,0105436500013-0101-50000A,gid://shopify/SubscriptionContract/19717423414,S-241230-000001,Y,2024-12-30 07:22:47.497000 +00:00,,,50000A,cec51c756b0a7bba176b9b710ae59ba6,0105436500013,0105436500013-0101,WP_999011,,,60,PENDING_CONFIRMATION,2024-12-30 07:23:09.314000 +00:00,2024-12-30 07:23:09.314000 +00:00,Y
5dd77e00fbbddb3eff794aa739f24bb4,CollectOrderItem,order_item_id,0105436500012-0101,0105436500012-0101-30000A,gid://shopify/SubscriptionContract/13218513112,S-241230-000001,Y,2024-12-30 07:04:26.296000 +00:00,,,30000A,d669fdc307c8372dc05d0b13554c007b,0105436500012,0105436500012-0101,WP_113781,,,36,PENDING_CONFIRMATION,2024-12-30 07:05:00.412000 +00:00,2024-12-30 07:05:00.412000 +00:00,Y
f5fcfe10fce2dba1098cd36c1822db87,CollectOrderItem,order_item_id,0105436500011-0101,0105436500011-0101-70000A,15702163641,S-241230-000018,Y,2024-12-30 05:29:20.948000 +00:00,,,70000A,3047265264b1d59eda76313c902a173d,0105436500011,0105436500011-0101,WP_987013,,,84,PENDING_CONFIRMATION,2024-12-30 05:29:49.619000 +00:00,2024-12-30 05:29:49.619000 +00:00,Y
