hash_code,entity,field,value,total_price,discount_price,item_price,prepaid_amount,tax,registration_price,currency,is_tax_exempt,quantity,channel_order_id,channel_order_item_id,contract_id,install_id,shipping_id,material_id,order_id,order_item_id,order_item_status,order_item_type,create_time,update_time,is_active
8ba8af25b34f57f5ed0ee6a910a2068b,CollectOrder,order_id,0105436500067,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483434700,1001173554834347001084216,0105436500067-0101-50000A,,,WP_113816,0105436500067,0105436500067-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:45.811000 +00:00,Y
a4064f7e127a92c88a24369b546979fd,CollectOrder,order_id,0105436500066,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483405523,1001173554834055231008399,0105436500066-0101-N0000A,,,WP_999016,0105436500066,0105436500066-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:41.515000 +00:00,Y
e8c5cddf9cdf397e8be1d851d39a22e4,CollectOrder,order_id,0105436500065,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483365252,1001173554833652521930029,0105436500065-0101-N0000A,,,WP_113727,0105436500065,0105436500065-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:38.513000 +00:00,Y
bf9129fad5d8d93fa441cb8c27059254,CollectOrder,order_id,0105436500064,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483331742,1001173554833317421663945,0105436500064-0101-50000A,,,WP_987011,0105436500064,0105436500064-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:34.323000 +00:00,Y
a9605905bfb3f89444eb6832957d543a,CollectOrder,order_id,0105436500063,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483303352,1001173554833033521163383,0105436500063-0101-N0000A,,,WP_987016,0105436500063,0105436500063-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:31.222000 +00:00,Y
75ca9a57e4630015f98424a009a3ce9a,CollectOrder,order_id,0105436500062,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483260843,1001173554832608431314820,0105436500062-0101-50000A,,,WP_113818,0105436500062,0105436500062-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:28.508000 +00:00,Y
0c2f6c2fb93cbcb664a85ae671269058,CollectOrder,order_id,0105436500061,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483228070,1001173554832280701531116,0105436500061-0101-70000A,,,WP_113792,0105436500061,0105436500061-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:23.469000 +00:00,Y
f4a3b7a73e24bbb4f3bdd8a194a4112b,CollectOrder,order_id,0105436500060,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483199691,1001173554831996911307596,0105436500060-0101-30000A,,,WP_113783,0105436500060,0105436500060-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:20.642000 +00:00,Y
4694cef6e2fad93ad8c9f0dfbe2ef0de,CollectOrder,order_id,0105436500059,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483175360,1001173554831753601892654,0105436500059-0101-30000A,,,WP_113781,0105436500059,0105436500059-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:18.198000 +00:00,Y
c5d882c094366da5d12b847588fd8b6c,CollectOrder,order_id,0105436500058,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483144734,1001173554831447341880678,0105436500058-0101-70000A,,,WP_999013,0105436500058,0105436500058-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:15.453000 +00:00,Y
769fb4f4120a8c78cedbd78aa29c1d52,CollectOrder,order_id,0105436500057,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483115952,1001173554831159521853255,0105436500057-0101-50000A,,,WP_113786,0105436500057,0105436500057-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:12.461000 +00:00,Y
42527a2548a429234f72b3197bf0f86e,CollectOrder,order_id,0105436500056,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483090973,1001173554830909731212218,0105436500056-0101-30000A,,,WP_113820,0105436500056,0105436500056-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:09.734000 +00:00,Y
946c401df9c3bc634f3ae93b86a25dcd,CollectOrder,order_id,0105436500055,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483052133,1001173554830521331627291,0105436500055-0101-70000A,,,WP_987014,0105436500055,0105436500055-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:07.099000 +00:00,Y
f31aa519fcf3c5d01b779689e77f299a,CollectOrder,order_id,0105436500054,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355483014673,1001173554830146731424879,0105436500054-0101-50000A,,,WP_999013,0105436500054,0105436500054-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:45:03.309000 +00:00,Y
efa3eb93f487dc097910c3d37bd70d08,CollectOrder,order_id,0105436500053,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482976014,1001173554829760141852583,0105436500053-0101-70000A,,,WP_113727,0105436500053,0105436500053-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:59.139000 +00:00,Y
4bd425f2495a12292c433fbcf4af2594,CollectOrder,order_id,0105436500052,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482950282,1001173554829502821070525,0105436500052-0101-30000A,,,WP_113729,0105436500052,0105436500052-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:55.891000 +00:00,Y
77a2b10af9e7925962092e6ab643cd75,CollectOrder,order_id,0105436500051,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482917370,1001173554829173701678521,0105436500051-0101-30000A,,,WP_987011,0105436500051,0105436500051-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:52.840000 +00:00,Y
5328b49db9f5ee1c5f3eeb69f7bd6445,CollectOrder,order_id,0105436500050,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482884624,1001173554828846241874246,0105436500050-0101-N0000A,,,WP_113793,0105436500050,0105436500050-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:49.661000 +00:00,Y
e21d3d5f7e105984f4a4b4b46d9b0a35,CollectOrder,order_id,0105436500049,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482845533,1001173554828455331604195,0105436500049-0101-70000A,,,WP_987016,0105436500049,0105436500049-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:46.024000 +00:00,Y
0771f78d30d4c4e9cb34998d22fcb9bf,CollectOrder,order_id,0105436500048,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482813114,1001173554828131141514963,0105436500048-0101-30000A,,,WP_999017,0105436500048,0105436500048-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:42.290000 +00:00,Y
a6277261b55e9c7a0605cf17248475e4,CollectOrder,order_id,0105436500047,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355482756161,1001173554827561611723369,0105436500047-0101-30000A,,,WP_113786,0105436500047,0105436500047-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:44:38.275000 +00:00,Y
89564c4ed09486595ccc31be0b37b360,CollectOrder,order_id,0105436500046,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480762883,1001173554807628831688740,0105436500046-0101-70000A,,,WP_987011,0105436500046,0105436500046-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:41:17.278000 +00:00,Y
1db3da831daa61cc525ad948163f117e,CollectOrder,order_id,0105436500045,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480732193,1001173554807321931196174,0105436500045-0101-30000A,,,WP_999015,0105436500045,0105436500045-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:41:14.205000 +00:00,Y
d4366fdbaa55312231cfce0e0dc4ad89,CollectOrder,order_id,0105436500044,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480700363,1001173554807003631576754,0105436500044-0101-30000A,,,WP_999014,0105436500044,0105436500044-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:41:10.850000 +00:00,Y
20f04e89c700b991ad95befe97d28540,CollectOrder,order_id,0105436500043,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480670612,1001173554806706121509554,0105436500043-0101-30000A,,,WP_113783,0105436500043,0105436500043-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:41:08.589000 +00:00,Y
1fc7a9015efd516448439b5fe0b7bb0d,CollectOrder,order_id,0105436500042,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480632473,1001173554806324731131106,0105436500042-0101-70000A,,,WP_999014,0105436500042,0105436500042-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:41:04.719000 +00:00,Y
54cfaccfc25ab8188a7dc4c5caae04b7,CollectOrder,order_id,0105436500041,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480601614,1001173554806016141691779,0105436500041-0101-50000A,,,WP_113792,0105436500041,0105436500041-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:41:01.245000 +00:00,Y
19886d399f716ceb9a0ff4600f69fb8b,CollectOrder,order_id,0105436500040,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480568594,1001173554805685941261436,0105436500040-0101-70000A,,,WP_113786,0105436500040,0105436500040-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:58.026000 +00:00,Y
d1cb7975f314522667cabacb94ad4c05,CollectOrder,order_id,0105436500039,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480541434,1001173554805414341989849,0105436500039-0101-70000A,,,WP_113729,0105436500039,0105436500039-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:55.029000 +00:00,Y
29c7052f456dd006b5a8d0a413d8a50e,CollectOrder,order_id,0105436500038,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480513312,1001173554805133121964413,0105436500038-0101-50000A,,,WP_999014,0105436500038,0105436500038-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:52.230000 +00:00,Y
144bc53bd377ae1977677f1c220be4e2,CollectOrder,order_id,0105436500037,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480481972,1001173554804819721984317,0105436500037-0101-50000A,,,WP_999015,0105436500037,0105436500037-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:49.423000 +00:00,Y
5b79c93cb2b205d7ad1e595451ddd327,CollectOrder,order_id,0105436500036,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480444352,1001173554804443521776721,0105436500036-0101-50000A,,,WP_113781,0105436500036,0105436500036-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:45.572000 +00:00,Y
9f136989f9f2bfef533f0615a40d433f,CollectOrder,order_id,0105436500035,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480412031,1001173554804120311025884,0105436500035-0101-30000A,,,WP_113725,0105436500035,0105436500035-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:42.727000 +00:00,Y
388822089eb41146baba1731450e1cd6,CollectOrder,order_id,0105436500034,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480367241,1001173554803672411077950,0105436500034-0101-70000A,,,WP_999016,0105436500034,0105436500034-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:38.841000 +00:00,Y
b2ce55da6d54263c7754e36d13c6acc5,CollectOrder,order_id,0105436500033,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480328074,1001173554803280741512688,0105436500033-0101-70000A,,,WP_999012,0105436500033,0105436500033-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:34.313000 +00:00,Y
033de32683bc1cd61633a891a309ca9d,CollectOrder,order_id,0105436500032,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480291111,1001173554802911111435307,0105436500032-0101-50000A,,,WP_999014,0105436500032,0105436500032-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:30.024000 +00:00,Y
cdfa4eaccf96261901b1ce3e96aefa60,CollectOrder,order_id,0105436500031,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480259464,1001173554802594641205261,0105436500031-0101-N0000A,,,WP_113725,0105436500031,0105436500031-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:26.986000 +00:00,Y
dc1cc13f3051a7848bc127a1e392337d,CollectOrder,order_id,0105436500030,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480224881,1001173554802248811312321,0105436500030-0101-70000A,,,WP_113816,0105436500030,0105436500030-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:23.740000 +00:00,Y
a84520aee22fbb38037e4c99626cabb4,CollectOrder,order_id,0105436500029,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480195552,1001173554801955521629908,0105436500029-0101-50000A,,,WP_113784,0105436500029,0105436500029-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:20.584000 +00:00,Y
df83638971e11fa86c3a4b7b68943e76,CollectOrder,order_id,0105436500028,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480163881,1001173554801638811240123,0105436500028-0101-70000A,,,WP_113792,0105436500028,0105436500028-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:17.334000 +00:00,Y
29b0b271a9ac7b885e639aa198ab924d,CollectOrder,order_id,0105436500027,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480131490,1001173554801314901212842,0105436500027-0101-30000A,,,WP_113713,0105436500027,0105436500027-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:14.486000 +00:00,Y
b8fad3d1317165a612e207edb6eef770,CollectOrder,order_id,0105436500026,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480085640,1001173554800856401558730,0105436500026-0101-N0000A,,,WP_113820,0105436500026,0105436500026-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:10.651000 +00:00,Y
a0c024255e2107c1619b9a2692b66714,CollectOrder,order_id,0105436500025,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355480040324,1001173554800403241375927,0105436500025-0101-30000A,,,WP_999017,0105436500025,0105436500025-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:05.745000 +00:00,Y
c319ca59998439b622a4b613e7ed68f7,CollectOrder,order_id,0105436500024,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355479990500,1001173554799905001732548,0105436500024-0101-70000A,,,WP_113729,0105436500024,0105436500024-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:40:01.563000 +00:00,Y
5f7eb17bca19ff4f136e9c12dd858e2f,CollectOrder,order_id,0105436500023,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,100117355479914110,1001173554799141101315519,0105436500023-0101-N0000A,,,WP_999014,0105436500023,0105436500023-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:39:54.950000 +00:00,Y
c2d74421fd4503e01f025e71c758d8ae,CollectOrder,order_id,0105436500019,9.2200,0.0000,8.5200,,0.7000,0.0000,USD,N,1,G-241230-000018,S-241230-000024,,,,WPF_214122,0105436500019,0105436500019-0602,ORDER_RECEIVED,ONETIME,,2024-12-30 08:15:22.814000 +00:00,Y
8622596c3c48473eb216fa73b7790ae8,CollectOrder,order_id,0105436500019,9.2200,0.0000,8.5200,,0.7000,0.0000,USD,N,1,G-241230-000018,S-241230-000023,,,,WPF_214122,0105436500019,0105436500019-0502,ORDER_RECEIVED,ONETIME,,2024-12-30 08:15:22.814000 +00:00,Y
facbefde38282a8a8df26a87bc4ac851,CollectOrder,order_id,0105436500019,9.2200,0.0000,8.5200,,0.7000,0.0000,USD,N,1,G-241230-000018,S-241230-000022,,,,WPF_214122,0105436500019,0105436500019-0402,ORDER_RECEIVED,ONETIME,,2024-12-30 08:15:22.814000 +00:00,Y
bf5e4ec3a94d12fb81c0a730b3b76332,CollectOrder,order_id,0105436500019,9.2200,0.0000,8.5200,,0.7000,0.0000,USD,N,1,G-241230-000018,S-241230-000021,,,,WPF_214122,0105436500019,0105436500019-0302,ORDER_RECEIVED,ONETIME,,2024-12-30 08:15:22.814000 +00:00,Y
d5a3881548109393d547078e55a4fa4a,CollectOrder,order_id,0105436500019,9.2200,0.0000,8.5200,,0.7000,0.0000,USD,N,1,G-241230-000018,S-241230-000020,,,,WPF_214122,0105436500019,0105436500019-0202,ORDER_RECEIVED,ONETIME,,2024-12-30 08:15:22.814000 +00:00,Y
2e9d9ccd236b677725b1ec7d5c624b87,CollectOrder,order_id,0105436500019,9.2200,0.0000,8.5200,,0.7000,0.0000,USD,N,1,G-241230-000018,S-241230-000019,,,,WPF_214122,0105436500019,0105436500019-0102,ORDER_RECEIVED,ONETIME,,2024-12-30 08:15:22.813000 +00:00,Y
428edd0447397bef10936b836e7f1ab6,CollectOrder,order_id,0105436500018,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000007,S-241230-000006,0105436500018-0101-50000A,,,WP_999011,0105436500018,0105436500018-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:01:20.184000 +00:00,Y
1cdf0b05bb9ca8798087afaa192ce537,CollectOrder,order_id,0105436500017,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000009,S-241230-000005,0105436500017-0101-50000A,,,WP_999011,0105436500017,0105436500017-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 08:01:01.579000 +00:00,Y
47666e5550c80d16b5e0d00f22404b81,CollectOrder,order_id,0105436500016,1350.0000,0.0000,1350.0000,,0.0000,0.0000,USD,N,1,G-241230-000008,S-241230-000004,,,,WP_999011,0105436500016,0105436500016-0102,ORDER_RECEIVED,ONETIME,,2024-12-30 07:23:28.605000 +00:00,Y
83f52d84b4c2c14b27d8dd36a9a9f55f,CollectOrder,order_id,0105436500015,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000004,S-241230-000003,0105436500015-0101-50000A,,,WP_999011,0105436500015,0105436500015-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 07:23:13.466000 +00:00,Y
ae142bdab0d56fc8d31c5d5ef265cdb6,CollectOrder,order_id,0105436500014,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000006,S-241230-000002,0105436500014-0101-50000A,,,WP_999011,0105436500014,0105436500014-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 07:23:11.102000 +00:00,Y
aa071fe31f8406c53ecc97af72414844,CollectOrder,order_id,0105436500013,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000005,S-241230-000001,0105436500013-0101-50000A,,,WP_999011,0105436500013,0105436500013-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 07:23:09.314000 +00:00,Y
ab3a2b86d0b4a52d103ef3d46e9ca536,CollectOrder,order_id,0105436500012,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000001,S-241230-000001,0105436500012-0101-30000A,,,WP_113781,0105436500012,0105436500012-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 07:05:00.408000 +00:00,Y
79ef589eccc6d325edecd76a87c7a4ed,CollectOrder,order_id,0105436500011,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000017,S-241230-000018,0105436500011-0101-70000A,,,WP_987013,0105436500011,0105436500011-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 05:29:49.619000 +00:00,Y
72472ea1a35f0a2b1f2e139bbc7904f8,CollectOrder,order_id,0105436500010,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000016,S-241230-000017,,,,WP_999017,0105436500010,0105436500010-0102,ORDER_RECEIVED,ONETIME,,2024-12-30 05:27:39.094000 +00:00,Y
a2f65c16ae540a4b3e19bc38573e2d8d,CollectOrder,order_id,0105436500009,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000015,S-241230-000016,0105436500009-0101-30000A,,,WP_987011,0105436500009,0105436500009-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 05:23:21.728000 +00:00,Y
1d7b39c8dec423e51ae4e31f26b4712b,CollectOrder,order_id,0105436500008,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000014,S-241230-000015,,,,WP_987011,0105436500008,0105436500008-0402,ORDER_RECEIVED,ONETIME,,2024-12-30 04:05:23.440000 +00:00,Y
8435699435ae82877ae6cb066117672f,CollectOrder,order_id,0105436500008,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000014,S-241230-000014,,,,WP_987012,0105436500008,0105436500008-0302,ORDER_RECEIVED,ONETIME,,2024-12-30 04:05:23.440000 +00:00,Y
2ac1f405ff4ac904dba08a4befaad098,CollectOrder,order_id,0105436500008,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000014,S-241230-000013,,,,WP_999013,0105436500008,0105436500008-0202,ORDER_RECEIVED,ONETIME,,2024-12-30 04:05:23.440000 +00:00,Y
25c51642640439dcc8c7a63a6c2c6e44,CollectOrder,order_id,0105436500008,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000014,S-241230-000012,,,,WP_987014,0105436500008,0105436500008-0102,ORDER_RECEIVED,ONETIME,,2024-12-30 04:05:23.440000 +00:00,Y
0f9bc24649dcc78c1a18a829d2e4dfc6,CollectOrder,order_id,0105436500007,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000013,S-241230-000011,0105436500007-0101-30000A,,,WP_113783,0105436500007,0105436500007-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 04:02:19.349000 +00:00,Y
30741d0856f93481de4c14cb9b4ea5c2,CollectOrder,order_id,0105436500006,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000012,S-241230-000010,,,,WP_987011,0105436500006,0105436500006-0402,ORDER_RECEIVED,ONETIME,,2024-12-30 03:54:55.709000 +00:00,Y
8602cd3d88fdc5023fab75894c7bbc69,CollectOrder,order_id,0105436500006,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000012,S-241230-000009,,,,WP_987012,0105436500006,0105436500006-0302,ORDER_RECEIVED,ONETIME,,2024-12-30 03:54:55.709000 +00:00,Y
bf3e26dfc29df57a1bed092d451e2b18,CollectOrder,order_id,0105436500006,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000012,S-241230-000008,,,,WP_999013,0105436500006,0105436500006-0202,ORDER_RECEIVED,ONETIME,,2024-12-30 03:54:55.708000 +00:00,Y
920edbff5f7929b3f9b55c03ae655a76,CollectOrder,order_id,0105436500006,1461.3800,0.0000,1350.0000,,111.3800,0.0000,USD,N,1,G-241230-000012,S-241230-000007,,,,WP_999015,0105436500006,0105436500006-0102,ORDER_RECEIVED,ONETIME,,2024-12-30 03:54:55.708000 +00:00,Y
3d6877f7c547a00016eff0ce5cd1f5d6,CollectOrder,order_id,0105436500005,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000011,S-241230-000006,0105436500005-0101-30000A,,,WP_113783,0105436500005,0105436500005-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 03:49:43.839000 +00:00,Y
234eccd614d9f53ef3c534bbc67a99ef,CollectOrder,order_id,0105436500004,0.0000,0.0000,0.0000,,0.0000,0.0000,USD,N,1,G-241230-000010,S-241230-000005,0105436500004-0101-50000A,,,WP_999017,0105436500004,0105436500004-0101,ORDER_RECEIVED,RENTAL,,2024-12-30 03:47:47.177000 +00:00,Y
