hash_code,issued_time,material_id,currency,movement_type,grade_type,stock_avg_unit_price,moving_avg_method,remark,create_time,update_time,is_active
e95cc7cbca77bdff7ab834f0b2f219e4,2024-10-31 23:59:59.000000 +00:00,WPP_3117012,USD,ENDING_INVENTORY,B,611.5790,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779012 +00:00,2025-01-06 08:45:58.779013 +00:00,Y
bc13a206bf86b725cfc09834ebf1957f,2024-10-31 23:59:59.000000 +00:00,WPP_3116163,USD,ENDING_INVENTORY,A,846.9414,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779017 +00:00,2025-01-06 08:45:58.779018 +00:00,Y
c6468d1bd3e936bebe9ccc1dfb81413a,2024-10-31 23:59:59.000000 +00:00,WPP_3116163,USD,ENDING_INVENTORY,B,1189.9499,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779022 +00:00,2025-01-06 08:45:58.779023 +00:00,Y
59fcde17cddbf3685935aa3609f0b998,2024-10-31 23:59:59.000000 +00:00,WPP_3116225,USD,ENDING_INVENTORY,A,846.3231,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779030 +00:00,2025-01-06 08:45:58.779031 +00:00,Y
4ad6c9c709eaa81588c322c17ef6714e,2024-10-31 23:59:59.000000 +00:00,WPP_3116225,USD,ENDING_INVENTORY,B,775.0741,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779039 +00:00,2025-01-06 08:45:58.779039 +00:00,Y
c64bc2d9acc9db24a6a0ae52115dd0e9,2024-10-31 23:59:59.000000 +00:00,WPP_3110721,USD,ENDING_INVENTORY,A,1106.7761,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779044 +00:00,2025-01-06 08:45:58.779044 +00:00,Y
c2450e12608d51ee755c087ef1978e78,2024-10-31 23:59:59.000000 +00:00,WPP_3110721,USD,ENDING_INVENTORY,B,513.4895,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779048 +00:00,2025-01-06 08:45:58.779049 +00:00,Y
063cd3b9b3d7023b297cb52629d4fa16,2024-10-31 23:59:59.000000 +00:00,WPP_3111692,USD,ENDING_INVENTORY,A,903.8472,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779053 +00:00,2025-01-06 08:45:58.779053 +00:00,Y
d759111658077db97905f39aa3e1fe49,2024-10-31 23:59:59.000000 +00:00,WPP_3111692,USD,ENDING_INVENTORY,B,695.5479,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779058 +00:00,2025-01-06 08:45:58.779058 +00:00,Y
27c9c7e4d4c96ce193ae659c2faa6848,2024-10-31 23:59:59.000000 +00:00,WPP_3116941,USD,ENDING_INVENTORY,A,676.1309,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779062 +00:00,2025-01-06 08:45:58.779063 +00:00,Y
432cc82f384ae0a0aba47b83d469577b,2024-10-31 23:59:59.000000 +00:00,WPP_3116941,USD,ENDING_INVENTORY,B,506.2590,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779067 +00:00,2025-01-06 08:45:58.779067 +00:00,Y
5075337eee93ffc178657a4aad2e3645,2024-10-31 23:59:59.000000 +00:00,WPP_3116852,USD,ENDING_INVENTORY,A,1018.7434,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779077 +00:00,2025-01-06 08:45:58.779077 +00:00,Y
ffc3bf46c524377cdc789b0081f192e1,2024-10-31 23:59:59.000000 +00:00,WPP_3116852,USD,ENDING_INVENTORY,B,849.6078,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779081 +00:00,2025-01-06 08:45:58.779082 +00:00,Y
e9b46130c1c121333fea6e936f7b1762,2024-10-31 23:59:59.000000 +00:00,WPP_3116971,USD,ENDING_INVENTORY,A,837.3956,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779086 +00:00,2025-01-06 08:45:58.779087 +00:00,Y
a5146567ef411a57c64f2468594ff2b0,2024-10-31 23:59:59.000000 +00:00,WPP_3116971,USD,ENDING_INVENTORY,B,492.3499,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779091 +00:00,2025-01-06 08:45:58.779091 +00:00,Y
c89a6819038faa7fa902590694283d87,2024-10-31 23:59:59.000000 +00:00,WPP_3116967,USD,ENDING_INVENTORY,A,459.3560,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779096 +00:00,2025-01-06 08:45:58.779096 +00:00,Y
7c3062aef917c586a4a8012777c8590f,2024-10-31 23:59:59.000000 +00:00,WPP_3116967,USD,ENDING_INVENTORY,B,836.5005,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779100 +00:00,2025-01-06 08:45:58.779101 +00:00,Y
79cd80a26f3d426cc5850ec63a9ddca4,2024-10-31 23:59:59.000000 +00:00,WPP_3116969,USD,ENDING_INVENTORY,A,594.7265,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779105 +00:00,2025-01-06 08:45:58.779106 +00:00,Y
e906cee3f03b6cba7bca52e664e0e211,2024-10-31 23:59:59.000000 +00:00,WPP_3116969,USD,ENDING_INVENTORY,B,684.0201,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779113 +00:00,2025-01-06 08:45:58.779114 +00:00,Y
445e3711b9c652e6273b501fefd435a0,2024-10-31 23:59:59.000000 +00:00,WPP_3116968,USD,ENDING_INVENTORY,A,971.5219,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779118 +00:00,2025-01-06 08:45:58.779118 +00:00,Y
94efdaa0879db083baeda919be3b561b,2024-10-31 23:59:59.000000 +00:00,WPP_3116968,USD,ENDING_INVENTORY,B,1107.9281,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779123 +00:00,2025-01-06 08:45:58.779123 +00:00,Y
e1f539fb1de3e928245da22f7d376e36,2024-10-31 23:59:59.000000 +00:00,WPP_3104366,USD,ENDING_INVENTORY,A,636.1876,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779127 +00:00,2025-01-06 08:45:58.779128 +00:00,Y
4f69e4d351460bf973b6945c2e33a1c4,2024-10-31 23:59:59.000000 +00:00,WPP_3104366,USD,ENDING_INVENTORY,B,577.1212,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779132 +00:00,2025-01-06 08:45:58.779132 +00:00,Y
ecf13b31811ec07193b1487d5c9d3b4f,2024-10-31 23:59:59.000000 +00:00,WPP_3112783,USD,ENDING_INVENTORY,A,978.4630,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779136 +00:00,2025-01-06 08:45:58.779137 +00:00,Y
85ef589497b469080fa88730d1fd16b9,2024-10-31 23:59:59.000000 +00:00,WPP_3112783,USD,ENDING_INVENTORY,B,463.5838,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779142 +00:00,2025-01-06 08:45:58.779142 +00:00,Y
d2b0ce0fc10b358d9a53ef38bd4e9d83,2024-10-31 23:59:59.000000 +00:00,WPP_3116885,USD,ENDING_INVENTORY,A,1158.7419,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779147 +00:00,2025-01-06 08:45:58.779147 +00:00,Y
213787f766206eb11bb0504acc4fec43,2024-10-31 23:59:59.000000 +00:00,WPP_3116885,USD,ENDING_INVENTORY,B,500.3255,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779154 +00:00,2025-01-06 08:45:58.779154 +00:00,Y
7582f77fe18eab501fe4b3f280f822aa,2024-10-31 23:59:59.000000 +00:00,WPP_3104344,USD,ENDING_INVENTORY,A,669.5793,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779159 +00:00,2025-01-06 08:45:58.779159 +00:00,Y
457bd8005defb3e615086734634f714a,2024-10-31 23:59:59.000000 +00:00,WPP_3104344,USD,ENDING_INVENTORY,B,931.1948,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779163 +00:00,2025-01-06 08:45:58.779164 +00:00,Y
d461151dd46e45cba1a5dd3375176b17,2024-10-31 23:59:59.000000 +00:00,WPP_3222509,USD,ENDING_INVENTORY,A,943.7943,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779168 +00:00,2025-01-06 08:45:58.779169 +00:00,Y
952787cd1376575f8ad63acf6ac8652d,2024-10-31 23:59:59.000000 +00:00,WPP_3222509,USD,ENDING_INVENTORY,B,1167.1084,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779173 +00:00,2025-01-06 08:45:58.779173 +00:00,Y
b88aaed633918697811ab0a25fbffb52,2024-10-31 23:59:59.000000 +00:00,WPP_3113516,USD,ENDING_INVENTORY,A,1145.3937,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779180 +00:00,2025-01-06 08:45:58.779181 +00:00,Y
fb320ee9bd4070636c1ea208811da948,2024-10-31 23:59:59.000000 +00:00,WPP_3113516,USD,ENDING_INVENTORY,B,962.2940,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779185 +00:00,2025-01-06 08:45:58.779186 +00:00,Y
160b097d5958165ef479184efc89548c,2024-10-31 23:59:59.000000 +00:00,WPP_3113203,USD,ENDING_INVENTORY,A,740.2019,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779193 +00:00,2025-01-06 08:45:58.779193 +00:00,Y
26c4ba6c81b69d741af3dc1fdb410627,2024-10-31 23:59:59.000000 +00:00,WPP_3113203,USD,ENDING_INVENTORY,B,1137.7022,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779197 +00:00,2025-01-06 08:45:58.779198 +00:00,Y
495174f7d08ec03462c7f15f6e3728fb,2024-10-31 23:59:59.000000 +00:00,WPP_3112456,USD,ENDING_INVENTORY,A,845.8253,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779202 +00:00,2025-01-06 08:45:58.779203 +00:00,Y
262d937e703a5dbccaa1d1db5c6b655b,2024-10-31 23:59:59.000000 +00:00,WPP_3112456,USD,ENDING_INVENTORY,B,492.8227,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779207 +00:00,2025-01-06 08:45:58.779207 +00:00,Y
4be2207f6389a637df8a23ddca3e8c9b,2024-10-31 23:59:59.000000 +00:00,WPP_3115338,USD,ENDING_INVENTORY,A,934.6194,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779212 +00:00,2025-01-06 08:45:58.779212 +00:00,Y
2f24ced9fb9bfffcff9ca2dd3ae279bf,2024-10-31 23:59:59.000000 +00:00,WPP_3115338,USD,ENDING_INVENTORY,B,480.9843,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779216 +00:00,2025-01-06 08:45:58.779217 +00:00,Y
f3d960cc4c8ceb47dc35fec678fb2a3f,2024-10-31 23:59:59.000000 +00:00,WPP_3112475,USD,ENDING_INVENTORY,A,747.2175,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779221 +00:00,2025-01-06 08:45:58.779222 +00:00,Y
01f6274598fcc7c0f98b3b47be12ad45,2024-10-31 23:59:59.000000 +00:00,WPP_3112475,USD,ENDING_INVENTORY,B,1179.6338,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779226 +00:00,2025-01-06 08:45:58.779226 +00:00,Y
332f1033766be80d582f0b5160706e61,2024-10-31 23:59:59.000000 +00:00,WPP_3116871,USD,ENDING_INVENTORY,A,972.5982,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779233 +00:00,2025-01-06 08:45:58.779234 +00:00,Y
